consumer,stratum,candidate,baseline,n_pair_residuals,retained_pass_fraction,candidate_minus_baseline_sigma68_ns,candidate_minus_baseline_full_rms_ns,candidate_minus_baseline_tail_frac_abs_gt5ns,all_row_analytic_sigma68_ns,candidate_sigma68_ns,sigma68_delta_ci_low_ns,sigma68_delta_ci_high_ns,full_rms_delta_ci_low_ns,full_rms_delta_ci_high_ns,tail_frac_delta_ci_low,tail_frac_delta_ci_high
charge,"charge_bin=charge[4000,8000)",hgb_waveform_amp_shape_stave,analytic_timewalk,285,0.6175438596491228,-0.3403560380901123,-0.09919488932811227,0.0,1.2660451706576048,0.9256891325674925,-0.47222892528781607,-0.27272995301690434,-0.5237481877350548,0.3643177543444025,0.0,0.0
charge,"charge_bin=charge[4000,8000)",s03m_action_gated_hgb,analytic_timewalk,285,0.6175438596491228,0.36434298917288443,-0.1031409619344692,0.0,1.2660451706576048,1.6303881598304892,-0.42903372932112055,0.4996678894209434,-0.4651461163283363,0.21086697951540828,0.0,0.003517632957690785
charge,"charge_bin=charge[8000,14000)",hgb_waveform_amp_shape_stave,analytic_timewalk,1471,0.6648538409245411,-0.3590773677942559,-0.10464956279931092,-0.001359619306594154,1.238845681835671,0.8797683140414151,-0.47715109995238925,-0.18123922324436814,-0.31421695094348157,0.12285672329252788,-0.007459759421920296,0.0022909507445589925
charge,"charge_bin=charge[8000,14000)",s03m_action_gated_hgb,analytic_timewalk,1471,0.6648538409245411,0.41504916719769147,0.14736279252697004,0.006118286879673692,1.238845681835671,1.6538948490333625,-0.3238036927656758,0.4464561860170416,-0.2865146204309389,0.258205503989654,-0.0024488636363636366,0.013670346771568708
energy,"amplitude_bin=amp_adc[1000,1500)",hgb_waveform_amp_shape_stave,analytic_timewalk,256,0.64453125,-0.12678067427353967,-0.488190290109384,0.0,0.9439871224763401,0.8172064482028004,-0.3207686459801621,0.2633138802363682,-0.7574876322380205,-0.10784945045626818,0.0,0.0
energy,"amplitude_bin=amp_adc[1000,1500)",s03m_action_gated_hgb,analytic_timewalk,256,0.64453125,0.9000308929244973,-0.01317509723268584,0.00390625,0.9439871224763401,1.8440180154008374,-0.2878419443028757,1.3490655699207421,-0.671050369816145,0.6805346966319031,0.0,0.024271844660194174
energy,"amplitude_bin=amp_adc[1500,2500)",hgb_waveform_amp_shape_stave,analytic_timewalk,3901,0.6598308126121507,-0.29808739213363133,-0.3044458048129359,-0.006152268649064342,1.3523381274574648,1.0542507353238335,-0.64615779831066,-0.11435377062320465,-0.3245651931318416,-0.24809689526601608,-0.012817527162038649,-0.0006046836255529453
energy,"amplitude_bin=amp_adc[1500,2500)",s03m_action_gated_hgb,analytic_timewalk,3901,0.6598308126121507,0.4555058170746735,0.12043054029862343,0.00974109202768521,1.3523381274574648,1.8078439445321384,-0.19368817305760527,0.4787694589844078,-0.2933390254131904,0.21704547309805944,-0.005759539236861053,0.01997792652821518
energy,"amplitude_bin=amp_adc[2500,4000)",hgb_waveform_amp_shape_stave,analytic_timewalk,6811,0.6574658640434591,-0.42880453468483837,-0.5104129646422906,-0.002202319776831595,1.561580351012349,1.1327758163275106,-0.8482880318305723,-0.15573062846461974,-0.6844537952608496,-0.3865589516159148,-0.0054589796968369944,0.0007519008522659073
energy,"amplitude_bin=amp_adc[2500,4000)",s03m_action_gated_hgb,analytic_timewalk,6811,0.6574658640434591,0.1650150420935781,-0.05578016786094153,0.011892526794890619,1.561580351012349,1.726595393105927,-0.27074880815007707,0.24965931023126298,-0.40802696233865127,0.0695503884492479,-0.0020823494568483125,0.01924037981009495
energy,"amplitude_bin=amp_adc[4000,7000)",hgb_waveform_amp_shape_stave,analytic_timewalk,492,0.6788617886178862,-1.1892791548111479,-1.545019808919848,-0.03252032520325203,2.5544394749051538,1.365160320094006,-1.8197076863235824,-0.9059509756229596,-1.8875230064103843,-0.9850270955351235,-0.05527454618393341,-0.02215851667573661
energy,"amplitude_bin=amp_adc[4000,7000)",s03m_action_gated_hgb,analytic_timewalk,492,0.6788617886178862,-0.3762169529047479,-0.5405271691467952,0.02642276422764228,2.5544394749051538,2.178222522000406,-1.0725434607073392,0.10459144570610421,-1.7564211972304804,0.026339031954385916,-0.026401869158878502,0.051151437970922184
pileup,sample_window_mask=artifact_sensitive_3_6,hgb_waveform_amp_shape_stave,analytic_timewalk,2498,0.6733386709367494,-0.5372637765985888,-0.3097599270984791,0.003602882305844676,1.1803734466739162,0.6431096700753274,-0.5722513857885522,-0.49558829517574543,-0.37607900282415013,-0.25925315614493594,0.00153068524317161,0.006571318129107074
pileup,sample_window_mask=artifact_sensitive_3_6,s03m_action_gated_hgb,analytic_timewalk,2498,0.6733386709367494,0.31969530186109263,0.18380859514151693,0.0028022417934347476,1.1803734466739162,1.5000687485350088,-0.5563519537478281,0.3925638834319274,-0.3254552031006227,0.2795834065270198,0.0007435866147353465,0.003822934807760227
pileup,sample_window_mask=delayed_or_edge_15_17,hgb_waveform_amp_shape_stave,analytic_timewalk,477,0.6792452830188679,-0.025500203912645514,-0.41086814039997765,0.012578616352201255,1.1704493605623196,1.1449491566496741,-0.08606592608098376,0.059860032372039705,-0.9257881859194623,0.16200255310010486,-0.015384615384615382,0.027777777777777776
pileup,sample_window_mask=delayed_or_edge_15_17,s03m_action_gated_hgb,analytic_timewalk,477,0.6792452830188679,0.22525609174208183,-0.3220408221611599,0.01048218029350105,1.1704493605623196,1.3957054523044015,-0.030104465614188225,0.26940224979650346,-0.7088119220420729,0.018183899445574088,-0.0009083044982698931,0.02402214199502258
pileup,sample_window_mask=late_tail_12_14,hgb_waveform_amp_shape_stave,analytic_timewalk,429,0.6223776223776224,-0.18978143104140033,-1.2274747079285415,-0.00932400932400932,1.247582357132731,1.0578009260913306,-0.3104845654327178,-0.01616109885217137,-2.1388818873693602,-0.5827615734711059,-0.03109005246814434,0.003135268346111716
pileup,sample_window_mask=late_tail_12_14,s03m_action_gated_hgb,analytic_timewalk,429,0.6223776223776224,0.3394277698304231,-0.8130730211592967,-0.00932400932400932,1.247582357132731,1.587010126963154,-0.20370771529238849,0.38687783776295337,-2.0493530164690763,-0.05190397304764862,-0.019601749539594846,-0.0025282892213271935
pileup,sample_window_mask=nominal_template_7_11,hgb_waveform_amp_shape_stave,analytic_timewalk,8056,0.6551638530287984,-0.5749066573086925,-0.5691006431706231,-0.0073237338629592846,1.8699466385594432,1.2950399812507507,-0.9951818111216812,-0.26595768972362066,-0.7212673592144679,-0.3629993519124137,-0.013786308733205752,-0.0026437293716396215
pileup,sample_window_mask=nominal_template_7_11,s03m_action_gated_hgb,analytic_timewalk,8056,0.6551638530287984,0.06496636918811105,0.01396942415110658,0.017378351539225425,1.8699466385594432,1.9349130077475543,-0.3715367414780344,0.3511372402158378,-0.44435382951757507,0.16790736234578904,-0.0031624874861527837,0.027601672444663345
pid,p09_anomaly_class=novel_delayed_peak,hgb_waveform_amp_shape_stave,analytic_timewalk,571,0.6409807355516638,-0.02529181583535811,-0.6255427001314766,0.0070052539404553416,1.1809544077361749,1.1556625919008168,-0.1353848264958632,0.14752310929909052,-1.1906772643805972,-0.19113187539538276,-0.013315513047124354,0.02352993160685467
pid,p09_anomaly_class=novel_delayed_peak,s03m_action_gated_hgb,analytic_timewalk,571,0.6409807355516638,0.23870932332445416,-0.3964328511200277,0.00875656742556917,1.1809544077361749,1.419663731060629,-0.006874961494791978,0.28725042301918213,-0.9722623759985738,0.10060700950089227,0.0,0.02050137266436955
pid,p09_anomaly_class=novel_early_pretrigger,hgb_waveform_amp_shape_stave,analytic_timewalk,298,0.6409395973154363,-0.5397367117771221,-0.20211235093091906,0.006711409395973155,1.319980297812305,0.7802435860351828,-0.6227963261448007,-0.401026926970803,-0.42009775993138504,-0.06268097525340821,0.0,0.0184331797235023
pid,p09_anomaly_class=novel_early_pretrigger,s03m_action_gated_hgb,analytic_timewalk,298,0.6409395973154363,0.3175053235585479,0.011259903894966783,0.006711409395973155,1.319980297812305,1.6374856213708529,-0.583390855646214,0.45454216807899633,-0.2897600737200203,0.204462405856585,0.0,0.02702702702702703
pid,p09_anomaly_class=unassigned_common,hgb_waveform_amp_shape_stave,analytic_timewalk,10516,0.6604222137694941,-0.4883153496459691,-0.6035587689957755,-0.005895777862305059,1.5970675885959906,1.1087522389500215,-0.8808246875523297,-0.28099221798404445,-0.7234025375373647,-0.46068202274217274,-0.009501913243419471,-0.0024154766142281355
pid,p09_anomaly_class=unassigned_common,s03m_action_gated_hgb,analytic_timewalk,10516,0.6604222137694941,0.19489452567784005,-0.02248805000524534,0.012742487637885127,1.5970675885959906,1.7919621142738307,-0.36008473154189885,0.24874508289173888,-0.5126926465722287,0.12262980006403837,-0.00291497758547963,0.02071329489715186
pileup,run_family=sampleII_early_58_60,hgb_waveform_amp_shape_stave,analytic_timewalk,4932,1.0,-0.3055607380215404,-0.4526425380431274,-0.00202757502027575,1.3873612017970858,1.0818004637755454,-0.39182935255564644,-0.20603492870778006,-0.49297206469614596,-0.39992363548953147,-0.002621231979030145,-0.0006988120195667372
pileup,run_family=sampleII_early_58_60,s03m_action_gated_hgb,analytic_timewalk,4932,1.0,-0.3055607380215404,-0.4526425380431274,-0.00202757502027575,1.3873612017970858,1.0818004637755454,-0.39182935255564644,-0.1502304204387377,-0.49297206469614596,-0.2360240657196555,-0.002621231979030145,0.0045662100456621
pileup,run_family=sampleII_mid_61_63,hgb_waveform_amp_shape_stave,analytic_timewalk,6330,0.3824644549763033,-0.6095699813702347,-0.5879561865856213,-0.008688783570300156,1.7336827393892125,1.1241127580189778,-0.9776976698564842,-0.21823516083864924,-0.7048071073185322,-0.48847238334351584,-0.010958358238692966,-0.0037174721189591076
pileup,run_family=sampleII_mid_61_63,s03m_action_gated_hgb,analytic_timewalk,6330,0.3824644549763033,0.18620875857334762,0.04155177292673473,0.008530805687203793,1.7336827393892125,1.91989149796256,-0.31167066835167745,0.24057422075043666,-0.48847238334351584,0.08047260325945693,-0.0037174721189591076,0.01609736945425991
