consumer,stratum,candidate,baseline,n_pair_residuals,retained_pass_fraction,candidate_minus_baseline_sigma68_ns,candidate_minus_baseline_full_rms_ns,candidate_minus_baseline_tail_frac_abs_gt5ns,all_row_analytic_sigma68_ns,candidate_sigma68_ns,sigma68_delta_ci_low_ns,sigma68_delta_ci_high_ns,full_rms_delta_ci_low_ns,full_rms_delta_ci_high_ns,tail_frac_delta_ci_low,tail_frac_delta_ci_high
timing,all,hgb_waveform_amp_shape_stave,analytic_timewalk,11460,0.6589005235602095,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,-0.8001567762625164,-0.24883544935822122,-0.6048458252586852,-0.4526485511561915,-0.008859087778318935,-0.002292197643448869
timing,all,s03m_action_gated_hgb,analytic_timewalk,11460,0.6589005235602095,0.22776478445864212,-0.054388728627309924,0.011343804537521818,1.5510917109777835,1.7788564954364257,-0.3271285650495861,0.24467121190183924,-0.463988230326895,0.08849831054109936,-0.0025902237871617264,0.019265391771355722
timing,S03m pass rows,hgb_waveform_amp_shape_stave,analytic_timewalk,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.37395600625458064,-0.2198484677811483,-0.4887862638100202,-0.41131288690018053,-0.0034817665383910564,-0.0012277470841006756
timing,S03m pass rows,s03m_action_gated_hgb,analytic_timewalk,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.37927397645139355,-0.2168392209931622,-0.48763287238757425,-0.3980686598798875,-0.0034817665383910564,-0.0009689922480620155
timing,S03m pass rows,s03m_pass_only_refit_hgb,s03m_pass_only_analytic,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.3751634582467813,-0.214116569137365,-0.48858531448811315,-0.39806865987988727,-0.003443573691158706,-0.0009689922480620155
timing,S03m excluded rows,hgb_waveform_amp_shape_stave,analytic_timewalk,3909,0.0,-0.8442183356658786,-0.6285126432471508,-0.009721156305960602,1.9492695922745542,1.1050512566086756,-1.040782120447411,-0.21818339802019016,-0.7048071073185322,-0.5797865862333955,-0.010810810810810811,-0.00964630225080386
timing,S03m excluded rows,s03m_action_gated_hgb,analytic_timewalk,3909,0.0,0.0,0.0,0.0,1.9492695922745542,1.9492695922745542,0.0,0.0,0.0,0.0,0.0,0.0
charge,all_charge_matched,hgb_waveform_amp_shape_stave,analytic_timewalk,11460,0.6589005235602095,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,-0.8317830456061744,-0.23841003395649848,-0.6088173808170936,-0.4552218864647474,-0.009371930297270957,-0.002290608505128971
charge,all_charge_matched,s03m_action_gated_hgb,analytic_timewalk,11460,0.6589005235602095,0.22776478445864212,-0.054388728627309924,0.011343804537521818,1.5510917109777835,1.7788564954364257,-0.32463108851892775,0.2562450439577157,-0.4694799502214965,0.08900595025356359,-0.002636013463917883,0.019487935675461966
energy,all_energy_support,hgb_waveform_amp_shape_stave,analytic_timewalk,11460,0.6589005235602095,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,-0.8293103653674005,-0.23151070929847165,-0.5982840714299634,-0.4515530405629641,-0.009075389254936169,-0.0021825396825396835
energy,all_energy_support,s03m_action_gated_hgb,analytic_timewalk,11460,0.6589005235602095,0.22776478445864212,-0.054388728627309924,0.011343804537521818,1.5510917109777835,1.7788564954364257,-0.3236603344703806,0.25930263125370506,-0.4678337110340375,0.09283103573575692,-0.0026526935252008826,0.019210604991519577
pileup,all_timing_tail_proxy,hgb_waveform_amp_shape_stave,analytic_timewalk,11460,0.6589005235602095,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,-0.8090750544155174,-0.25264131569402937,-0.5978879083860216,-0.45012323284059547,-0.0093558611860229,-0.0021578143996080924
pileup,all_timing_tail_proxy,s03m_action_gated_hgb,analytic_timewalk,11460,0.6589005235602095,0.22776478445864212,-0.054388728627309924,0.011343804537521818,1.5510917109777835,1.7788564954364257,-0.33003587684622493,0.2523987398678392,-0.4698340587316343,0.08842270491189534,-0.0026525604397076657,0.018988230437042126
pid,all_topology_proxy,hgb_waveform_amp_shape_stave,analytic_timewalk,11460,0.6589005235602095,-0.4436748790174483,-0.5352791068471547,-0.0053228621291448504,1.5510917109777835,1.1074168319603352,-0.8155986780592774,-0.244978518187333,-0.6026865223523714,-0.4531273106441724,-0.009077608156067823,-0.00216034391412385
pid,all_topology_proxy,s03m_action_gated_hgb,analytic_timewalk,11460,0.6589005235602095,0.22776478445864212,-0.054388728627309924,0.011343804537521818,1.5510917109777835,1.7788564954364257,-0.31492622007051607,0.2619018924777771,-0.47587191979316984,0.08867730223833882,-0.0026728521924363566,0.019560950363946845
timing,s03m_action=pass,hgb_waveform_amp_shape_stave,analytic_timewalk,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.3801161443734522,-0.2198484677811483,-0.4881329044903572,-0.40261176694803846,-0.0034541334706260484,-0.0012277470841006756
timing,s03m_action=pass,s03m_action_gated_hgb,analytic_timewalk,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.37395600625458064,-0.20903392791370456,-0.4885316721944292,-0.38021385097428617,-0.0034013605442176874,-0.0009478672985781984
timing,s03m_action=pass,s03m_pass_only_refit_hgb,s03m_pass_only_analytic,7551,1.0,-0.3081613679954638,-0.4630741993492036,-0.002383790226460073,1.4202541088078713,1.1120927408124075,-0.37247968720326285,-0.2198484677811483,-0.48858531448811315,-0.39806865987988704,-0.0034817665383910564,-0.001091900795180385
timing,s03m_action=recalibrate,hgb_waveform_amp_shape_stave,analytic_timewalk,3909,0.0,-0.8442183356658786,-0.6285126432471508,-0.009721156305960602,1.9492695922745542,1.1050512566086756,-1.040782120447411,-0.21818339802019016,-0.7048071073185322,-0.5797865862333955,-0.010810810810810811,-0.00964630225080386
timing,s03m_action=recalibrate,s03m_action_gated_hgb,analytic_timewalk,3909,0.0,0.0,0.0,0.0,1.9492695922745542,1.9492695922745542,0.0,0.0,0.0,0.0,0.0,0.0
charge,"charge_bin=charge[14000,24000)",hgb_waveform_amp_shape_stave,analytic_timewalk,5990,0.664440734557596,-0.4150906968229884,-0.4456064243937783,-0.006343906510851419,1.543294096733852,1.1282033999108636,-0.8205149855630014,-0.16267315730561238,-0.5866032834023852,-0.28926746814698473,-0.014547843947097678,-0.0014815955837494542
charge,"charge_bin=charge[14000,24000)",s03m_action_gated_hgb,analytic_timewalk,5990,0.664440734557596,0.2802574846440389,0.028620472485571646,0.01018363939899833,1.543294096733852,1.8235515813778909,-0.24870575007818552,0.37125497724895684,-0.3363114442847739,0.1629629637376499,-0.003897640185882495,0.01793037576921079
charge,"charge_bin=charge[24000,40000)",hgb_waveform_amp_shape_stave,analytic_timewalk,3624,0.6481788079470199,-0.6140603115517445,-0.8560319733975663,-0.005794701986754969,1.7752475548945676,1.1611872433428232,-0.935752032574657,-0.33337912871621384,-1.0780323474697493,-0.6642763323952247,-0.012144532419482955,-0.0014414044671816094
charge,"charge_bin=charge[24000,40000)",s03m_action_gated_hgb,analytic_timewalk,3624,0.6481788079470199,-0.04922802551374361,-0.2084529170941476,0.016280353200883,1.7752475548945676,1.726019529380824,-0.4411559433200741,0.16822550053396723,-0.7307516465519964,0.020453794475424714,-0.0048742717220129446,0.026599016876520082
