ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,bias_ns,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_derivative_gradient_boosted_trees,77,3.6124732545720946,2.8153992287248752,4.0986923119344745,-0.27435229164228936,0.18331303288672351,0.0
drop_derivative_features,34,3.6221242512477714,2.737461613686623,3.9814719110196815,-0.31075814061658225,0.18453105968331304,0.009650996675676815
amplitude_cfd_no_derivative,5,3.7951591089829364,3.2829552872858123,4.453991678269882,-0.2453986306028575,0.21234267153877384,0.18268585441084184
derivative_only,43,3.8229433134654043,3.3691042737253953,4.811696602607975,-0.3370185393646872,0.20686155095412098,0.21047005889330972
late_tail_curvature_window_only,17,4.349601942913875,3.840221979763134,5.015081398597989,-0.2481482880578174,0.25903369874137233,0.7371286883417802
onset_derivative_window_only,14,4.5398412079824,3.8986469525856253,5.708203989288803,-0.4632722136615046,0.29516849370686155,0.9273679534103056
pretrigger_derivative_only,7,17.622141975897634,16.68386581120922,19.016322131428826,-3.8748858676950064,0.5866829070239545,14.00966872132554
