ablation,method,winner_score,leading_edge_time_sigma68_ns,secondary_pulse_delay_sigma68_ns,energy_proxy_distortion_sigma68,pileup_miss_rate,false_split_rate
nominal_full_window,template_residual_boosted_stack_new,1.7276659471971414,4.943650638185607,9.731608547048731,0.07139666024822157,0.3026315789473684,0.16842105263157894
nominal_full_window,gradient_boosted_trees,1.8631926167280568,6.13397831634639,10.202839069786396,0.07140754058370392,0.32105263157894737,0.16578947368421051
nominal_full_window,ridge,2.1727543407114465,7.018217295253563,13.094369141163728,0.06662828073614618,0.3131578947368421,0.16578947368421051
nominal_full_window,two_pulse_template_likelihood_traditional,2.46702432119147,5.950866055150941,12.5,0.0961935827022366,0.5921052631578947,0.19473684210526315
nominal_full_window,1d_cnn,2.54438111693237,8.902831726637416,15.967616081237793,0.08647472542235546,0.3763157894736842,0.21052631578947367
nominal_full_window,causal_window_transformer_new,2.8207113020881565,10.098770488056658,14.584648418426514,0.09189168644034243,0.4263157894736842,0.19736842105263158
nominal_full_window,residual_tail_veto_traditional,2.8662585935033964,6.582363019779284,20.0,0.09310773509699002,0.5184210526315789,0.27631578947368424
nominal_full_window,mlp,3.535935104246149,11.558305342936677,18.85292197667554,0.1735768131344082,0.3526315789473684,0.2131578947368421
nominal_full_window,tiny_sequence_transformer,3.5374765214769686,13.233049181394925,15.896728706359863,0.17207005205233106,0.3078947368421053,0.3
nominal_full_window,leading_edge_cfd_traditional,5.74937464476028,9.99557316580745,21.25,0.2811464146017894,0.060526315789473685,0.85
