run,event_id,pair,method,family,residual_ns,run_group,sample_family
31,31:413413:9073:22020,B4-B8,analytic_timewalk,traditional,1.8803694462606302,sample_i_calib,Sample I
31,31:413413:9073:22020,B6-B8,analytic_timewalk,traditional,-0.22101833760197565,sample_i_calib,Sample I
31,31:414070:9687:22677,B4-B6,analytic_timewalk,traditional,2.8189754343810947,sample_i_calib,Sample I
31,31:414070:9687:22677,B4-B8,analytic_timewalk,traditional,1.5152378853788804,sample_i_calib,Sample I
31,31:414070:9687:22677,B6-B8,analytic_timewalk,traditional,-1.3037375490022143,sample_i_calib,Sample I
31,31:414855:10417:23462,B4-B6,analytic_timewalk,traditional,2.495605808774357,sample_i_calib,Sample I
31,31:414855:10417:23462,B4-B8,analytic_timewalk,traditional,2.119877885239262,sample_i_calib,Sample I
31,31:414855:10417:23462,B6-B8,analytic_timewalk,traditional,-0.375727923535095,sample_i_calib,Sample I
31,31:415014:10568:23621,B4-B6,analytic_timewalk,traditional,2.018555668322989,sample_i_calib,Sample I
31,31:415014:10568:23621,B4-B8,analytic_timewalk,traditional,2.019675230444747,sample_i_calib,Sample I
31,31:415014:10568:23621,B6-B8,analytic_timewalk,traditional,0.001119562121758122,sample_i_calib,Sample I
31,31:415977:11459:24584,B4-B6,analytic_timewalk,traditional,1.4882185570487465,sample_i_calib,Sample I
31,31:415977:11459:24584,B4-B8,analytic_timewalk,traditional,0.736087249312682,sample_i_calib,Sample I
31,31:415977:11459:24584,B6-B8,analytic_timewalk,traditional,-0.7521313077360645,sample_i_calib,Sample I
31,31:418098:13430:26705,B4-B6,analytic_timewalk,traditional,0.8935818885324309,sample_i_calib,Sample I
31,31:418098:13430:26705,B4-B8,analytic_timewalk,traditional,1.8598931861958334,sample_i_calib,Sample I
31,31:418098:13430:26705,B6-B8,analytic_timewalk,traditional,0.9663112976634025,sample_i_calib,Sample I
31,31:419468:14692:28075,B4-B6,analytic_timewalk,traditional,2.0313184234647395,sample_i_calib,Sample I
31,31:419468:14692:28075,B4-B8,analytic_timewalk,traditional,1.8254742929778445,sample_i_calib,Sample I
31,31:419468:14692:28075,B6-B8,analytic_timewalk,traditional,-0.20584413048689498,sample_i_calib,Sample I
31,31:419483:14705:28090,B4-B6,analytic_timewalk,traditional,2.1263850423481756,sample_i_calib,Sample I
31,31:419483:14705:28090,B4-B8,analytic_timewalk,traditional,2.1228780472881823,sample_i_calib,Sample I
31,31:419483:14705:28090,B6-B8,analytic_timewalk,traditional,-0.003506995059993301,sample_i_calib,Sample I
31,31:421345:69:29952,B4-B6,analytic_timewalk,traditional,1.3428314990139327,sample_i_calib,Sample I
31,31:421345:69:29952,B4-B8,analytic_timewalk,traditional,2.064870468848227,sample_i_calib,Sample I
31,31:421345:69:29952,B6-B8,analytic_timewalk,traditional,0.7220389698342942,sample_i_calib,Sample I
31,31:421806:504:30413,B4-B6,analytic_timewalk,traditional,1.9634338444730943,sample_i_calib,Sample I
31,31:421806:504:30413,B4-B8,analytic_timewalk,traditional,1.888377540027335,sample_i_calib,Sample I
31,31:421806:504:30413,B6-B8,analytic_timewalk,traditional,-0.07505630444575928,sample_i_calib,Sample I
31,31:422880:1498:31487,B4-B6,analytic_timewalk,traditional,5.309638120202365,sample_i_calib,Sample I
31,31:422880:1498:31487,B4-B8,analytic_timewalk,traditional,2.854851293691212,sample_i_calib,Sample I
31,31:422880:1498:31487,B6-B8,analytic_timewalk,traditional,-2.454786826511153,sample_i_calib,Sample I
31,31:423997:2530:32604,B4-B6,analytic_timewalk,traditional,2.041411145339481,sample_i_calib,Sample I
31,31:423997:2530:32604,B4-B8,analytic_timewalk,traditional,1.2825186903291268,sample_i_calib,Sample I
31,31:423997:2530:32604,B6-B8,analytic_timewalk,traditional,-0.7588924550103542,sample_i_calib,Sample I
31,31:424945:3409:33551,B4-B6,analytic_timewalk,traditional,-1.6904660514386691,sample_i_calib,Sample I
31,31:424945:3409:33551,B4-B8,analytic_timewalk,traditional,-2.5291421432247034,sample_i_calib,Sample I
31,31:424945:3409:33551,B6-B8,analytic_timewalk,traditional,-0.8386760917860343,sample_i_calib,Sample I
31,31:425318:3762:33923,B4-B6,analytic_timewalk,traditional,0.7180442816520411,sample_i_calib,Sample I
31,31:425318:3762:33923,B4-B8,analytic_timewalk,traditional,-0.4302249988425828,sample_i_calib,Sample I
31,31:425318:3762:33923,B6-B8,analytic_timewalk,traditional,-1.148269280494624,sample_i_calib,Sample I
31,31:425469:3898:34074,B4-B6,analytic_timewalk,traditional,2.003366450363643,sample_i_calib,Sample I
31,31:425469:3898:34074,B4-B8,analytic_timewalk,traditional,2.25181932203121,sample_i_calib,Sample I
31,31:425469:3898:34074,B6-B8,analytic_timewalk,traditional,0.2484528716675669,sample_i_calib,Sample I
31,31:426078:4466:34683,B4-B6,analytic_timewalk,traditional,1.8887211439734415,sample_i_calib,Sample I
31,31:426078:4466:34683,B4-B8,analytic_timewalk,traditional,2.0851560400790987,sample_i_calib,Sample I
31,31:426078:4466:34683,B6-B8,analytic_timewalk,traditional,0.19643489610565723,sample_i_calib,Sample I
31,31:426832:5168:35436,B4-B6,analytic_timewalk,traditional,1.6589179807815668,sample_i_calib,Sample I
31,31:426832:5168:35436,B4-B8,analytic_timewalk,traditional,1.4878014171904326,sample_i_calib,Sample I
31,31:426832:5168:35436,B6-B8,analytic_timewalk,traditional,-0.17111656359113425,sample_i_calib,Sample I
31,31:427013:5334:35617,B4-B6,analytic_timewalk,traditional,2.0616164111121265,sample_i_calib,Sample I
31,31:427013:5334:35617,B4-B8,analytic_timewalk,traditional,1.4719645420243666,sample_i_calib,Sample I
31,31:427013:5334:35617,B6-B8,analytic_timewalk,traditional,-0.5896518690877599,sample_i_calib,Sample I
31,31:427130:5441:35734,B4-B6,analytic_timewalk,traditional,2.1528096920553708,sample_i_calib,Sample I
31,31:427130:5441:35734,B4-B8,analytic_timewalk,traditional,2.5310587284712653,sample_i_calib,Sample I
31,31:427130:5441:35734,B6-B8,analytic_timewalk,traditional,0.3782490364158946,sample_i_calib,Sample I
31,31:427904:6167:36508,B4-B6,analytic_timewalk,traditional,2.087415562604349,sample_i_calib,Sample I
31,31:427904:6167:36508,B4-B8,analytic_timewalk,traditional,2.1084105769238732,sample_i_calib,Sample I
31,31:427904:6167:36508,B6-B8,analytic_timewalk,traditional,0.02099501431952433,sample_i_calib,Sample I
31,31:428428:6646:37032,B4-B6,analytic_timewalk,traditional,1.9628823250267118,sample_i_calib,Sample I
31,31:428428:6646:37032,B4-B8,analytic_timewalk,traditional,1.7725923128113266,sample_i_calib,Sample I
31,31:428428:6646:37032,B6-B8,analytic_timewalk,traditional,-0.19029001221538522,sample_i_calib,Sample I
31,31:429087:7261:37691,B4-B6,analytic_timewalk,traditional,3.118955042676589,sample_i_calib,Sample I
31,31:429087:7261:37691,B4-B8,analytic_timewalk,traditional,2.2896985461745345,sample_i_calib,Sample I
31,31:429087:7261:37691,B6-B8,analytic_timewalk,traditional,-0.8292564965020546,sample_i_calib,Sample I
31,31:429621:7757:38225,B4-B6,analytic_timewalk,traditional,2.120508539783607,sample_i_calib,Sample I
31,31:429621:7757:38225,B4-B8,analytic_timewalk,traditional,1.8821808201503671,sample_i_calib,Sample I
31,31:429621:7757:38225,B6-B8,analytic_timewalk,traditional,-0.23832771963324006,sample_i_calib,Sample I
31,31:429708:7841:38312,B4-B6,analytic_timewalk,traditional,2.320461452913733,sample_i_calib,Sample I
31,31:429708:7841:38312,B4-B8,analytic_timewalk,traditional,0.45773295839368444,sample_i_calib,Sample I
31,31:429708:7841:38312,B6-B8,analytic_timewalk,traditional,-1.8627284945200486,sample_i_calib,Sample I
31,31:429802:7926:38406,B4-B6,analytic_timewalk,traditional,3.3878166299521197,sample_i_calib,Sample I
31,31:429802:7926:38406,B4-B8,analytic_timewalk,traditional,2.921085952622853,sample_i_calib,Sample I
31,31:429802:7926:38406,B6-B8,analytic_timewalk,traditional,-0.46673067732926654,sample_i_calib,Sample I
32,32:432235:10187:40839,B4-B6,analytic_timewalk,traditional,2.048642101075245,sample_i_calib,Sample I
32,32:432235:10187:40839,B4-B8,analytic_timewalk,traditional,1.8824262001705208,sample_i_calib,Sample I
32,32:432235:10187:40839,B6-B8,analytic_timewalk,traditional,-0.16621590090472438,sample_i_calib,Sample I
32,32:432992:10894:41596,B4-B6,analytic_timewalk,traditional,2.3385603453628505,sample_i_calib,Sample I
32,32:432992:10894:41596,B4-B8,analytic_timewalk,traditional,2.3932603480660433,sample_i_calib,Sample I
32,32:432992:10894:41596,B6-B8,analytic_timewalk,traditional,0.05470000270319275,sample_i_calib,Sample I
32,32:433361:11237:41965,B4-B6,analytic_timewalk,traditional,1.7265517051227732,sample_i_calib,Sample I
32,32:433361:11237:41965,B4-B8,analytic_timewalk,traditional,2.837961081026279,sample_i_calib,Sample I
32,32:433361:11237:41965,B6-B8,analytic_timewalk,traditional,1.1114093759035057,sample_i_calib,Sample I
32,32:434902:12669:43506,B4-B6,analytic_timewalk,traditional,0.5155117161489144,sample_i_calib,Sample I
32,32:434902:12669:43506,B4-B8,analytic_timewalk,traditional,1.3282600800129956,sample_i_calib,Sample I
32,32:434902:12669:43506,B6-B8,analytic_timewalk,traditional,0.8127483638640811,sample_i_calib,Sample I
32,32:436527:14188:45131,B4-B6,analytic_timewalk,traditional,2.0534363468587884,sample_i_calib,Sample I
32,32:436527:14188:45131,B4-B8,analytic_timewalk,traditional,1.7607014546625805,sample_i_calib,Sample I
32,32:436527:14188:45131,B6-B8,analytic_timewalk,traditional,-0.29273489219620785,sample_i_calib,Sample I
32,32:440251:815:48855,B4-B6,analytic_timewalk,traditional,1.5826858335360896,sample_i_calib,Sample I
32,32:440251:815:48855,B4-B8,analytic_timewalk,traditional,2.2736758824685097,sample_i_calib,Sample I
32,32:440251:815:48855,B6-B8,analytic_timewalk,traditional,0.6909900489324201,sample_i_calib,Sample I
32,32:440482:1022:49086,B4-B6,analytic_timewalk,traditional,1.9197638479210184,sample_i_calib,Sample I
32,32:440482:1022:49086,B4-B8,analytic_timewalk,traditional,1.9250003171129393,sample_i_calib,Sample I
32,32:440482:1022:49086,B6-B8,analytic_timewalk,traditional,0.0052364691919208894,sample_i_calib,Sample I
32,32:440677:1206:49281,B4-B6,analytic_timewalk,traditional,2.099197808218605,sample_i_calib,Sample I
32,32:440677:1206:49281,B4-B8,analytic_timewalk,traditional,1.9193797226886602,sample_i_calib,Sample I
32,32:440677:1206:49281,B6-B8,analytic_timewalk,traditional,-0.17981808552994494,sample_i_calib,Sample I
32,32:440678:1207:49282,B4-B6,analytic_timewalk,traditional,2.145370681081374,sample_i_calib,Sample I
32,32:440678:1207:49282,B4-B8,analytic_timewalk,traditional,1.7326726676182886,sample_i_calib,Sample I
32,32:440678:1207:49282,B6-B8,analytic_timewalk,traditional,-0.41269801346308554,sample_i_calib,Sample I
32,32:442715:3119:51319,B4-B6,analytic_timewalk,traditional,2.075185860740774,sample_i_calib,Sample I
32,32:442715:3119:51319,B4-B8,analytic_timewalk,traditional,1.8318961390633106,sample_i_calib,Sample I
32,32:442715:3119:51319,B6-B8,analytic_timewalk,traditional,-0.24328972167746343,sample_i_calib,Sample I
32,32:442788:3190:51392,B4-B6,analytic_timewalk,traditional,2.569891367532179,sample_i_calib,Sample I
32,32:442788:3190:51392,B4-B8,analytic_timewalk,traditional,2.1077314674250403,sample_i_calib,Sample I
32,32:442788:3190:51392,B6-B8,analytic_timewalk,traditional,-0.4621599001071388,sample_i_calib,Sample I
32,32:444103:3930:52707,B4-B6,analytic_timewalk,traditional,1.949312886215715,sample_i_calib,Sample I
32,32:444103:3930:52707,B4-B8,analytic_timewalk,traditional,2.246391027551816,sample_i_calib,Sample I
32,32:444103:3930:52707,B6-B8,analytic_timewalk,traditional,0.297078141336101,sample_i_calib,Sample I
32,32:444593:4386:53197,B4-B6,analytic_timewalk,traditional,1.924119167468369,sample_i_calib,Sample I
32,32:444593:4386:53197,B4-B8,analytic_timewalk,traditional,1.8626618710345397,sample_i_calib,Sample I
32,32:444593:4386:53197,B6-B8,analytic_timewalk,traditional,-0.061457296433829356,sample_i_calib,Sample I
32,32:444737:4519:53341,B4-B6,analytic_timewalk,traditional,2.0785638422375285,sample_i_calib,Sample I
32,32:444737:4519:53341,B4-B8,analytic_timewalk,traditional,2.042160607902062,sample_i_calib,Sample I
32,32:444737:4519:53341,B6-B8,analytic_timewalk,traditional,-0.03640323433546655,sample_i_calib,Sample I
32,32:445939:5632:54543,B4-B6,analytic_timewalk,traditional,2.2344840467785474,sample_i_calib,Sample I
32,32:445939:5632:54543,B4-B8,analytic_timewalk,traditional,2.1734967598861914,sample_i_calib,Sample I
32,32:445939:5632:54543,B6-B8,analytic_timewalk,traditional,-0.060987286892355996,sample_i_calib,Sample I
32,32:446448:6106:55052,B4-B6,analytic_timewalk,traditional,2.078182569485975,sample_i_calib,Sample I
32,32:446448:6106:55052,B4-B8,analytic_timewalk,traditional,1.8987185741029293,sample_i_calib,Sample I
32,32:446448:6106:55052,B6-B8,analytic_timewalk,traditional,-0.17946399538304547,sample_i_calib,Sample I
32,32:446834:6466:55438,B4-B6,analytic_timewalk,traditional,2.0560650529557307,sample_i_calib,Sample I
32,32:446834:6466:55438,B4-B8,analytic_timewalk,traditional,1.6896030762357697,sample_i_calib,Sample I
32,32:446834:6466:55438,B6-B8,analytic_timewalk,traditional,-0.36646197671996106,sample_i_calib,Sample I
32,32:450317:9767:58920,B4-B6,analytic_timewalk,traditional,2.014277634579855,sample_i_calib,Sample I
32,32:450317:9767:58920,B4-B8,analytic_timewalk,traditional,1.5798302021478392,sample_i_calib,Sample I
32,32:450317:9767:58920,B6-B8,analytic_timewalk,traditional,-0.434447432432016,sample_i_calib,Sample I
32,32:451825:11186:60428,B4-B6,analytic_timewalk,traditional,1.2404203711871986,sample_i_calib,Sample I
32,32:451825:11186:60428,B4-B8,analytic_timewalk,traditional,0.7190325298754843,sample_i_calib,Sample I
32,32:451825:11186:60428,B6-B8,analytic_timewalk,traditional,-0.5213878413117143,sample_i_calib,Sample I
32,32:452341:11663:60944,B4-B6,analytic_timewalk,traditional,3.6123530017055145,sample_i_calib,Sample I
32,32:452341:11663:60944,B4-B8,analytic_timewalk,traditional,1.3362588901286045,sample_i_calib,Sample I
32,32:452341:11663:60944,B6-B8,analytic_timewalk,traditional,-2.27609411157691,sample_i_calib,Sample I
32,32:452426:11743:61029,B4-B6,analytic_timewalk,traditional,2.071063088827785,sample_i_calib,Sample I
32,32:452426:11743:61029,B4-B8,analytic_timewalk,traditional,2.0784810972448753,sample_i_calib,Sample I
32,32:452426:11743:61029,B6-B8,analytic_timewalk,traditional,0.007418008417090505,sample_i_calib,Sample I
32,32:454728:13876:63331,B4-B6,analytic_timewalk,traditional,1.9978250286601877,sample_i_calib,Sample I
32,32:454728:13876:63331,B4-B8,analytic_timewalk,traditional,1.801162399628737,sample_i_calib,Sample I
32,32:454728:13876:63331,B6-B8,analytic_timewalk,traditional,-0.19666262903145082,sample_i_calib,Sample I
32,32:454799:13941:63402,B4-B6,analytic_timewalk,traditional,2.0512488221894074,sample_i_calib,Sample I
32,32:454799:13941:63402,B4-B8,analytic_timewalk,traditional,2.0015424074458537,sample_i_calib,Sample I
32,32:454799:13941:63402,B6-B8,analytic_timewalk,traditional,-0.04970641474355375,sample_i_calib,Sample I
32,32:455144:14253:63747,B4-B6,analytic_timewalk,traditional,2.0219727726908445,sample_i_calib,Sample I
32,32:455144:14253:63747,B4-B8,analytic_timewalk,traditional,2.179926350979798,sample_i_calib,Sample I
32,32:455144:14253:63747,B6-B8,analytic_timewalk,traditional,0.15795357828895362,sample_i_calib,Sample I
32,32:456364:15411:64967,B4-B6,analytic_timewalk,traditional,2.033483203787,sample_i_calib,Sample I
32,32:456364:15411:64967,B4-B8,analytic_timewalk,traditional,1.7654142476545616,sample_i_calib,Sample I
32,32:456364:15411:64967,B6-B8,analytic_timewalk,traditional,-0.26806895613243853,sample_i_calib,Sample I
32,32:457068:16056:65671,B4-B6,analytic_timewalk,traditional,2.1598572154068947,sample_i_calib,Sample I
32,32:457068:16056:65671,B4-B8,analytic_timewalk,traditional,2.183878426851635,sample_i_calib,Sample I
32,32:457068:16056:65671,B6-B8,analytic_timewalk,traditional,0.02402121144474023,sample_i_calib,Sample I
32,32:457261:16229:65864,B4-B6,analytic_timewalk,traditional,2.185619744469207,sample_i_calib,Sample I
32,32:457261:16229:65864,B4-B8,analytic_timewalk,traditional,2.2523387810694118,sample_i_calib,Sample I
32,32:457261:16229:65864,B6-B8,analytic_timewalk,traditional,0.06671903660020462,sample_i_calib,Sample I
32,32:457307:16273:65910,B4-B6,analytic_timewalk,traditional,-27.975886872445876,sample_i_calib,Sample I
32,32:457307:16273:65910,B4-B8,analytic_timewalk,traditional,-28.19477002798289,sample_i_calib,Sample I
32,32:457307:16273:65910,B6-B8,analytic_timewalk,traditional,-0.21888315553701432,sample_i_calib,Sample I
32,32:459804:2209:68407,B4-B6,analytic_timewalk,traditional,2.4791048044410573,sample_i_calib,Sample I
32,32:459804:2209:68407,B4-B8,analytic_timewalk,traditional,1.526570865570683,sample_i_calib,Sample I
32,32:459804:2209:68407,B6-B8,analytic_timewalk,traditional,-0.9525339388703742,sample_i_calib,Sample I
32,32:461726:4036:70327,B4-B6,analytic_timewalk,traditional,2.373801592583767,sample_i_calib,Sample I
32,32:461726:4036:70327,B4-B8,analytic_timewalk,traditional,2.4089748003583438,sample_i_calib,Sample I
32,32:461726:4036:70327,B6-B8,analytic_timewalk,traditional,0.035173207774576554,sample_i_calib,Sample I
32,32:462703:4938:71304,B4-B6,analytic_timewalk,traditional,2.079725377855553,sample_i_calib,Sample I
32,32:462703:4938:71304,B4-B8,analytic_timewalk,traditional,1.997717730328489,sample_i_calib,Sample I
32,32:462703:4938:71304,B6-B8,analytic_timewalk,traditional,-0.08200764752706391,sample_i_calib,Sample I
32,32:463789:5948:72390,B4-B6,analytic_timewalk,traditional,2.0951250305461997,sample_i_calib,Sample I
32,32:463789:5948:72390,B4-B8,analytic_timewalk,traditional,2.1252215664427183,sample_i_calib,Sample I
32,32:463789:5948:72390,B6-B8,analytic_timewalk,traditional,0.030096535896518617,sample_i_calib,Sample I
32,32:465069:7142:73670,B4-B6,analytic_timewalk,traditional,2.060646468299005,sample_i_calib,Sample I
32,32:465069:7142:73670,B4-B8,analytic_timewalk,traditional,1.9996304841022905,sample_i_calib,Sample I
32,32:465069:7142:73670,B6-B8,analytic_timewalk,traditional,-0.06101598419671461,sample_i_calib,Sample I
32,32:465212:7276:73812,B4-B6,analytic_timewalk,traditional,2.196395310604231,sample_i_calib,Sample I
32,32:465212:7276:73812,B4-B8,analytic_timewalk,traditional,2.1982700323514877,sample_i_calib,Sample I
32,32:465212:7276:73812,B6-B8,analytic_timewalk,traditional,0.001874721747256558,sample_i_calib,Sample I
32,32:466936:8873:75536,B4-B6,analytic_timewalk,traditional,2.7047138671843527,sample_i_calib,Sample I
32,32:466936:8873:75536,B4-B8,analytic_timewalk,traditional,1.2310157628863294,sample_i_calib,Sample I
32,32:466936:8873:75536,B6-B8,analytic_timewalk,traditional,-1.4736981042980233,sample_i_calib,Sample I
32,32:467080:9006:75680,B4-B6,analytic_timewalk,traditional,2.0373696278617217,sample_i_calib,Sample I
32,32:467080:9006:75680,B4-B8,analytic_timewalk,traditional,2.3424474811733234,sample_i_calib,Sample I
32,32:467080:9006:75680,B6-B8,analytic_timewalk,traditional,0.30507785331160164,sample_i_calib,Sample I
32,32:468865:10672:77465,B4-B6,analytic_timewalk,traditional,2.112808203508152,sample_i_calib,Sample I
32,32:468865:10672:77465,B4-B8,analytic_timewalk,traditional,1.853354456485505,sample_i_calib,Sample I
32,32:468865:10672:77465,B6-B8,analytic_timewalk,traditional,-0.259453747022647,sample_i_calib,Sample I
32,32:470843:12528:79443,B4-B6,analytic_timewalk,traditional,2.2228150366902,sample_i_calib,Sample I
32,32:470843:12528:79443,B4-B8,analytic_timewalk,traditional,1.3052253564890037,sample_i_calib,Sample I
32,32:470843:12528:79443,B6-B8,analytic_timewalk,traditional,-0.9175896802011962,sample_i_calib,Sample I
32,32:471239:12899:79839,B4-B6,analytic_timewalk,traditional,2.817911319960281,sample_i_calib,Sample I
32,32:471239:12899:79839,B4-B8,analytic_timewalk,traditional,2.686519456575006,sample_i_calib,Sample I
32,32:471239:12899:79839,B6-B8,analytic_timewalk,traditional,-0.1313918633852751,sample_i_calib,Sample I
