run,run_group,sample_family,method,family,model_family,n_pair_residuals,bias_ns,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,ci_low,ci_high,delta_vs_traditional_ns,delta_ci_low,delta_ci_high
48,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,174,-0.6659741755585623,-0.7938906303675175,0.9280805165024355,1.0327977002445297,0.0,0.775944142431281,1.1296865567588108,-0.20655284262304408,-0.3641478506295496,0.004137345126339675
48,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,174,-0.36173127056681265,-0.5097156902395525,0.931811778039997,1.236262833636142,0.005747126436781609,0.7859094394847354,1.2266372051366772,-0.20282158108548254,-0.35671965268481837,0.09462895751658
48,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,174,-0.6767197998315498,-0.7853472686309786,1.0623424893052213,1.1586359707716298,0.0,0.888596507112292,1.2440642662013066,-0.07229086982025823,-0.2425031485528876,0.11659172565516243
48,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,174,-0.7131266946454733,-0.8630352233273832,1.1151748710563287,1.1598431002724703,0.0,0.955265253258043,1.357227729358508,-0.019458488069150848,-0.1891888544316316,0.2289759837749279
48,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,174,1.159086371781628,1.6033593134127315,1.1346333591254796,1.1840578378434803,0.0,1.095388924249847,1.210904879123597,0.0,0.0,0.0
48,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,174,-0.6977133496578801,-0.8179590894914419,1.1518993272037932,1.1616443457199515,0.0,0.9409353153613864,1.3384954313281427,0.017265968078313598,-0.19164236889815728,0.20590422156347313
49,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,168,-0.43770205193593364,-0.40222828788983733,0.8770761367415457,1.4112906256644404,0.011904761904761904,0.7334974473123373,1.1481174933654819,-0.32663613519250234,-0.5011441259956029,-0.0646564056930802
49,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,168,-0.7553165097846759,-0.7776495501593423,0.9516234381703974,1.4251476511825456,0.017857142857142856,0.767285876220928,1.2860811523782922,-0.25208883376365065,-0.4937400110946999,0.025334745639216286
49,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,168,-0.7756665698999337,-0.7178650120007042,0.9897535742250834,1.4568512984119988,0.011904761904761904,0.8154204882632744,1.2752755960562359,-0.2139586977089647,-0.44458049063800253,0.05978038574011976
49,sample_i_analysis,Sample I,feature_gated_waveform_amp_shape_stave,ml,new_feature_gated_architecture,168,-0.7294925098788058,-0.6780389243837099,1.1044773593014026,1.4670137343459244,0.017857142857142856,0.9502522576800578,1.277938152905293,-0.0992349126326455,-0.31674113956462324,0.07275619084043894
49,sample_i_analysis,Sample I,ridge_waveform_amp_shape_stave,ml,ridge,168,-0.7478484011203648,-0.7448094593293852,1.1661740937661367,1.532391187595394,0.017857142857142856,1.0169715944390552,1.4054814893500704,-0.037538178167911385,-0.23557638153872984,0.1522039807069571
49,sample_i_analysis,Sample I,analytic_timewalk,traditional,traditional_s03_analytic_timewalk,168,1.1188141536329586,1.7088427470065142,1.203712271934048,1.567529953076419,0.011904761904761904,1.12319740699616,1.3532555441867604,0.0,0.0,0.0
50,sample_i_analysis,Sample I,cnn1d_waveform_amp_shape_stave,ml,1d_cnn,180,-0.7684939698200275,-0.794073243972484,0.9901016424056919,1.1982480777176818,0.0,0.8129903823076596,1.2348766741575596,-0.211213470110307,-0.42575146885530263,-0.00017967828665868405
50,sample_i_analysis,Sample I,hgb_waveform_amp_shape_stave,ml,gradient_boosted_trees,180,-0.5516267359414149,-0.5270738819862721,0.994971681115105,1.2153199277092561,0.0,0.8221651875381196,1.2638865056895512,-0.20634343140089384,-0.36920554885940654,0.009697314314593485
50,sample_i_analysis,Sample I,mlp_waveform_amp_shape_stave,ml,mlp,180,-0.7461358533124971,-0.7644851194774915,1.1003946741601265,1.3300463799241387,0.0,0.9373513281408626,1.4081556500632668,-0.10092043835587239,-0.27349416468316107,0.20910840680354081
