method,target,stratum,support_split,accepted_fraction,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_median_frac_ci95,res68_abs_frac_ci95,full_rms_frac_ci95,within_10pct_ci95,within_25pct_ci95
peak_calibrated,duplicate,median_selected,all,1.0,26860,-0.2114569728770699,0.28096745900059183,2.625551588113799,0.1289650037230082,0.5558451228592702,"[-0.22972696207303564, -0.176421539179221]","[0.26296204536241236, 0.42698974907638215]","[1.55106643096199, 3.2035233750494565]","[0.08431472614532212, 0.17011846147127538]","[0.3656717176020291, 0.6160540055844148]"
peak_calibrated,duplicate,median_selected,B2,1.0,24531,-0.21265190950340299,0.2743934534881684,2.7017536370190216,0.13012107129754188,0.5719701602054543,"[-0.23080774640879592, -0.17952910056722227]","[0.25962257980149966, 0.2988501239396242]","[2.0308281499778507, 3.2948268002684005]","[0.08229945615227736, 0.1757874324218444]","[0.5087100611828688, 0.6313170884588263]"
peak_calibrated,duplicate,median_selected,non_B2,1.0,2329,-0.18358956542284377,0.4215111092559785,1.6179293700424973,0.11678832116788321,0.38600257621296696,"[-0.21951414927281532, -0.13731886232179402]","[0.3951945495820882, 0.44770448453851763]","[1.3415966179148302, 1.803847918883737]","[0.09299821521816146, 0.1387075089146613]","[0.3263924588494574, 0.4630138268523384]"
peak_calibrated,duplicate,dynamic_only,all,1.0,3715,0.4628532615162605,1.1910702389755945,2.8809863670020124,0.06567967698519515,0.16877523553162854,"[-0.1547607583806533, 0.7559952794181504]","[0.8168460167028802, 1.6359925569721696]","[1.2672890868119966, 3.2242136519159423]","[0.0477155909627079, 0.08702837720698936]","[0.13023952563654376, 0.22012582886659218]"
peak_calibrated,duplicate,dynamic_only,B2,1.0,2859,0.6652602898838101,1.46530742795394,3.2017465429974976,0.060860440713536204,0.15704791885274572,"[0.5419408525264474, 1.2553029991036002]","[1.2345726650481734, 2.0644860379826775]","[2.901416804826516, 3.4249782960127804]","[0.033885991058122206, 0.07244058500914077]","[0.09236214605067064, 0.1799760054844607]"
peak_calibrated,duplicate,dynamic_only,non_B2,1.0,856,-0.14856809894154888,0.8298299839660058,1.335479202634529,0.08177570093457943,0.20794392523364486,"[-0.23276807677632017, 0.027181447699109965]","[0.777015523329886, 0.9021894464907285]","[1.1203934909606876, 1.7167186970887776]","[0.05683996795491588, 0.10523854606272258]","[0.16472729321613702, 0.24865951130395064]"
peak_calibrated,duplicate,matched_control,all,1.0,3715,-0.20067827562544113,0.2845457498047689,2.4559870845917002,0.14024226110363391,0.5502018842530283,"[-0.22855075531661706, -0.16158810097040271]","[0.26691266113924017, 0.43812386063149517]","[1.6269157164913233, 2.793778691519286]","[0.0794517182769427, 0.16927618143619175]","[0.3813527137970296, 0.6088236544643474]"
peak_calibrated,duplicate,matched_control,B2,1.0,2859,-0.2047661730291951,0.26837245383080754,2.6324404571667213,0.14795383001049317,0.5977614550542147,"[-0.2347074432745225, -0.17807875752359456]","[0.2585516724683991, 0.29977572232502064]","[2.2043211571765737, 3.01073958738814]","[0.06404619970193741, 0.17665676416819012]","[0.48321535022354695, 0.6369172760511883]"
peak_calibrated,duplicate,matched_control,non_B2,1.0,856,-0.17265079109873127,0.41816468163315335,1.7415590846721374,0.11448598130841121,0.39135514018691586,"[-0.22426201841717044, -0.1150521406384889]","[0.3533958629585972, 0.4806732172746148]","[1.251040489828075, 2.0959156944088004]","[0.07591223100021449, 0.14600890522767387]","[0.2994333128876167, 0.462679211469534]"
peak_calibrated,external_proxy,median_selected,all,1.0,3726,-0.003020059160861873,0.8005979358520491,19.291570239290444,0.0880300590445518,0.225979602791197,"[-0.22611620534806276, 0.3287248366392248]","[0.6782870717885079, 1.3948344218644155]","[3.112752412096004, 27.233872401703202]","[0.07468232202804562, 0.10223887559067868]","[0.19970530228973332, 0.2503583024408886]"
