method,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier,brier_ci_low,brier_ci_high,notes
constrained two-pulse template fit,0.6155536415070978,0.6064743989782361,0.6313559351407313,0.5808952566335647,0.5728650632182147,0.5922554173768416,0.23965360243359635,0.23515611677580167,0.24507914180949653,"Fold-local score selected from conventional timing/shape summaries plus chi2/ndf, fitted secondary amplitude/fraction, delay, and SSE improvement."
direct D_t/curvature cross-check,0.5095635892731883,0.5006088460914747,0.5200586395805585,0.5561269702324521,0.54969256965354,0.5637161024565018,0.2432349298551189,0.2421737161761876,0.24461136481082957,"Not label-defining here; label is injected truth, not D_t."
shape-only RF,0.856356393430268,0.8336192114283283,0.8823679254628914,0.8701657453603067,0.8471037845536448,0.8958982090928239,0.15786662331936951,0.1420770364758149,0.17369825649836282,"Best params={'n_estimators': 500, 'max_depth': 7, 'min_samples_leaf': 10}; excludes timing, run, pair id, injection params, amplitudes, topology flags, and fit outputs."
