valid,delay_samples,primary_amp_norm,secondary_amp_norm,secondary_fraction,baseline_norm,sse_one,sse_two,delta_sse,frac_sse_improvement,chi2_ndf,fit_stave,fit_stave_index,row_index,heldout_run_for_template
False,,2.050107411794837,0.0,0.0,-1.1402416696414106,4.3257955537057455,4.3257955537057455,0.0,0.0,0.2703622221066091,B4,1,0,58
False,,1.8913665280485072,0.0,0.0,-1.0423481317403631,3.262745266103362,3.262745266103362,0.0,0.0,0.2039215791314601,B4,1,1,58
True,2.0,0.7477380381706401,0.2056026243259094,0.21566543043227587,0.043141334964450745,0.1087044978891909,0.03306181124145985,0.07564268664773105,0.6958560879867017,0.0022041207494306564,B4,1,2,58
True,6.0,0.880181589019178,0.400912822826812,0.31294557147362595,0.06050517558843795,0.5647228468026358,0.12395336246018222,0.4407694843424536,0.7805058478473379,0.008263557497345482,B4,1,3,58
True,6.0,0.8811918629994762,0.24334748561852892,0.21639748392760924,0.03158906888136434,0.22984418159057857,0.061532513904291826,0.16831166768628675,0.7322859622615999,0.004102167593619455,B6,2,4,58
True,6.0,0.9016347311277221,0.39824686229790596,0.30637164516530363,0.03724238594422161,0.5022086777329288,0.051428072672617585,0.4507806050603112,0.8975962086024195,0.0034285381781745056,B6,2,5,58
True,6.0,0.8553009597127038,0.22007027112769384,0.20464586071891655,0.03458332360676522,0.2139828656979149,0.07633063501517987,0.13765223068273502,0.6432862287070321,0.005088709001011991,B6,2,6,58
True,6.0,0.8536556389207274,0.3476234713452422,0.2893777710562839,0.03815649172114227,0.41072045481069824,0.06725846566492918,0.3434619891457691,0.8362427172127848,0.004483897710995279,B6,2,7,58
True,5.0,0.43068786279951654,0.7386302736914792,0.6316760602961595,-0.07559674652932787,2.202404721037045,0.5744375154294957,1.6279672056075496,0.7391771321853094,0.03829583436196638,B6,2,8,58
True,5.0,0.43068786279951654,0.7386302736914792,0.6316760602961595,-0.07559674652932787,2.202404721037045,0.5744375154294957,1.6279672056075496,0.7391771321853094,0.03829583436196638,B6,2,9,58
True,4.0,0.4764008459167752,0.6251206613501266,0.5675065418388222,0.03847359564941219,1.6249475312774684,0.4275343029491733,1.197413228328295,0.7368934721153346,0.028502286863278218,B4,1,10,58
True,5.0,0.46403579718526855,0.6321211135112702,0.5766702808173667,0.03848678776904345,1.6988030051950316,0.4882395347589365,1.210563470436095,0.7125979096658802,0.032549302317262434,B4,1,11,58
False,,1.0195999810356642,0.0,0.0,-0.040691082338635415,0.02296544557835276,0.02296544557835276,0.0,0.0,0.0014353403486470474,B4,1,12,58
True,5.0,1.0166541819238035,0.15785048776496635,0.13439749695230663,-0.019294097193418718,0.08686219309415243,0.01137403510185722,0.0754881579922952,0.8690565515709627,0.0007582690067904814,B4,1,13,58
True,2.0,0.9931170255505558,0.003072157763552728,0.0030839099791590946,-0.010958417100356511,0.02062237379042712,0.020607444174549478,1.4929615877640884e-05,0.0007239523456107266,0.0013738296116366318,B6,2,14,58
True,4.0,0.8996303275006879,0.15779550309625046,0.14922607196683638,0.007824225889539705,0.08261298096098971,0.0063163098428625185,0.07629667111812719,0.9235433733368716,0.0004210873228575012,B4,1,15,58
True,2.0,0.5722721655574264,0.4426348627960752,0.43613340969188885,-0.017931682273412682,0.46879005867888784,0.12777803186567577,0.3410120268132121,0.7274301587670798,0.008518535457711718,B8,3,16,58
True,2.0,0.44256651764463584,0.5456856479528753,0.5521724787953751,0.062051952453505775,0.5711973670029552,0.052918470445820105,0.5182788965571351,0.9073551919129447,0.00352789802972134,B8,3,17,58
False,,1.4468841680799112,0.0,0.0,-0.39626926913488697,0.7509111915717086,0.7509111915717086,0.0,0.0,0.04693194947323179,B4,1,18,58
False,,1.4468841680799112,0.0,0.0,-0.39626926913488697,0.7509111915717086,0.7509111915717086,0.0,0.0,0.04693194947323179,B4,1,19,58
False,,1.209277511081945,0.0,0.0,-0.3642464980720405,0.6401281968233608,0.6401281968233608,0.0,0.0,0.04000801230146005,B4,1,20,58
False,,1.209277511081945,0.0,0.0,-0.3642464980720405,0.6401281968233608,0.6401281968233608,0.0,0.0,0.04000801230146005,B4,1,21,58
True,6.0,0.8078546931203631,0.16014092577541642,0.16543558942766062,0.058054847116708615,0.22533129745497693,0.14723832812445004,0.0780929693305269,0.34656956318343,0.009815888541630003,B8,3,22,58
True,6.0,0.8078546931203631,0.16014092577541642,0.16543558942766062,0.058054847116708615,0.22533129745497693,0.14723832812445004,0.0780929693305269,0.34656956318343,0.009815888541630003,B8,3,23,58
False,,-0.2916266404764102,0.0,0.0,0.07161761396897785,1.3757213878552652,1.3757213878552652,0.0,0.0,0.08598258674095408,B4,1,24,58
False,,-0.2916266404764102,0.0,0.0,0.07161761396897785,1.3757213878552652,1.3757213878552652,0.0,0.0,0.08598258674095408,B4,1,25,58
False,,1.2244223795269487,0.0,0.0,-0.41709037492692214,0.9373818015657038,0.9373818015657038,0.0,0.0,0.05858636259785649,B4,1,26,58
False,,1.2378246787894414,0.0,0.0,-0.3970324837927289,0.7537227332025697,0.7537227332025697,0.0,0.0,0.047107670825160604,B4,1,27,58
True,6.0,0.4433433035960021,0.7561770496713041,0.6303995156160509,-0.005917624745484836,2.797777388020881,1.1725748907807716,1.6252024972401096,0.5808905684200132,0.07817165938538477,B6,2,28,58
False,,-0.278864349120542,0.0,0.0,0.5935583856376863,2.2971451772748885,2.2971451772748885,0.0,0.0,0.14357157357968053,B4,1,29,58
True,6.0,0.996643700203649,0.0421650755096082,0.04058983375516558,-0.17205612662605604,0.6906816673564692,0.6852677324292785,0.005413934927190667,0.007838538625054412,0.04568451549528523,B8,3,30,58
True,6.0,0.996643700203649,0.0421650755096082,0.04058983375516558,-0.17205612662605604,0.6906816673564692,0.6852677324292785,0.005413934927190667,0.007838538625054412,0.04568451549528523,B8,3,31,58
False,,-0.4358546834778422,0.0,0.0,0.3511794976922231,1.7283034942130142,1.7283034942130142,0.0,0.0,0.10801896838831339,B4,1,32,58
False,,-0.4358546834778422,0.0,0.0,0.3511794976922231,1.7283034942130142,1.7283034942130142,0.0,0.0,0.10801896838831339,B4,1,33,58
True,4.0,0.5434488274452022,0.5725742718691358,0.5130487641527437,-0.0145374730003703,1.527391460254676,0.5735908925525747,0.9538005677021014,0.6244637295163779,0.03823939283683831,B8,3,34,58
True,4.0,0.388548708292112,0.6531947697071112,0.6270207431119605,0.018100242141868127,1.6028791792975228,0.36157186401049224,1.2413073152870306,0.7744235069738977,0.024104790934032817,B8,3,35,58
True,5.0,0.4558856010348826,0.6962827934007167,0.604323809578024,-0.09166936535899912,2.0290526028814297,0.5824049376778694,1.4466476652035603,0.7129670581971093,0.038826995845191295,B6,2,36,58
True,5.0,0.4558856010348826,0.6962827934007167,0.604323809578024,-0.09166936535899912,2.0290526028814297,0.5824049376778694,1.4466476652035603,0.7129670581971093,0.038826995845191295,B6,2,37,58
False,,1.1516516032779975,0.0,0.0,-0.3009695802285679,0.526879816386559,0.526879816386559,0.0,0.0,0.03292998852415994,B4,1,38,58
False,,1.1023091822207953,0.0,0.0,-0.22437119466167013,0.39526336403505574,0.39526336403505574,0.0,0.0,0.024703960252190984,B4,1,39,58
False,,-0.5701606726609205,0.0,0.0,0.496260929825717,1.8545827480509434,1.8545827480509434,0.0,0.0,0.11591142175318396,B4,1,40,58
False,,-0.602165678555685,0.0,0.0,0.5209325509437024,2.0003392638335944,2.0003392638335944,0.0,0.0,0.12502120398959965,B4,1,41,58
False,,1.115115547179091,0.0,0.0,-0.16223373576842187,0.133410805718632,0.133410805718632,0.0,0.0,0.0083381753574145,B4,1,42,58
True,3.0,0.9748899869407276,0.15679657304445577,0.13855123723171955,-0.13534257153300305,0.141443604191139,0.07546414761032934,0.06597945658080966,0.4664718278222655,0.005030943174021956,B4,1,43,58
False,,1.3170927478119396,0.0,0.0,-0.6136862672576747,2.4214671214809256,2.4214671214809256,0.0,0.0,0.15134169509255785,B6,2,44,58
False,,1.3170927478119396,0.0,0.0,-0.6136862672576747,2.4214671214809256,2.4214671214809256,0.0,0.0,0.15134169509255785,B6,2,45,58
