class,n,valid_fraction,median_secondary_fraction,median_secondary_amp_norm,median_delay_samples,median_chi2_ndf,median_frac_sse_improvement
raw_clean,2155,0.5967517401392112,0.10102613308546109,0.10547312652977654,5.0,0.04004757208285003,0.2468807370642503
injected,2155,0.6770301624129931,0.1827455508005072,0.2099404784259091,5.0,0.03972407114618937,0.5065343329337084
