event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,delta_area_over_amp,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns
65:655258:9389:230298,65,B4-B8,B4,B8,-4.51864451641277,4.51864451641277,0.0,0.0,0.0,0.0,0.0,0.0,-0.9673605376028256,7.43867760444725,1.0,-0.9195912949502452,0.08424665312541002,False,1.344246150007492,-5.862890666420262,False,0.09355595202573518,-4.612200468438505,-0.23622184225180085,-4.282422674160969
65:655258:9389:230298,65,B6-B8,B6,B8,1.9278234113976254,1.9278234113976254,0.0,0.0,0.0,0.0,0.0,0.0,-0.5785978981257678,7.827440243924308,1.0,-1.560244328494508,1.844609682694351,True,0.8195520820118609,1.1082713293857644,False,0.6836364827570586,1.2441869286405667,-0.05609967888087117,1.9839230902784966
65:655456:9566:230496,65,B4-B6,B4,B6,-5.8229972899729034,5.8229972899729034,0.0,0.0,0.0,0.0,0.0,0.0,0.02020800953039803,7.542213463193403,-1.0,0.04572152747085312,-1.1742756698067787,False,-1.209806704478657,-4.613190585494246,False,-0.9020878665050084,-4.920909423467895,-0.2523951121439327,-5.570602177828971
65:655456:9566:230496,65,B4-B8,B4,B8,-3.2447442988840365,3.2447442988840365,0.0,0.0,0.0,0.0,0.0,0.0,-0.7774377034095208,7.562421472723801,1.0,-1.9497943105090627,1.358146870654144,False,1.1090314150119007,-4.353775713895937,False,0.8100655304866299,-4.054809829370666,-0.11509033054767084,-3.1296539683363656
65:655456:9566:230496,65,B6-B8,B6,B8,2.578252991088867,2.578252991088867,0.0,0.0,0.0,0.0,0.0,0.0,-0.7976457129399188,7.542213463193403,2.0,-1.9955158379799158,2.4950392623855926,True,2.393365683228893,0.18488730785997376,False,1.0431413460529682,1.5351116450358988,-0.11819784125489739,2.696450832343764
65:655741:9833:230781,65,B4-B6,B4,B6,-4.363337606837611,4.363337606837611,0.0,0.0,0.0,0.0,0.0,0.0,0.04862749797445787,7.819435398298609,-1.0,-0.4391613052819139,0.28538401332851393,False,-1.2450035383479119,-3.118334068489699,False,-0.9020878665050084,-3.4612497403326024,-0.13552980079332777,-4.227807806044283
65:655741:9833:230781,65,B4-B8,B4,B8,-3.1910225539659507,3.1910225539659507,0.0,0.0,0.0,0.0,0.0,0.0,-0.2861497986411621,7.8680628962730665,0.0,-1.8975767069956886,1.4118686155722298,False,-0.8019448074651938,-2.3890777465007567,False,0.5793657873524477,-3.7703883413183985,-0.2185751339070728,-2.9724474200588777
65:655741:9833:230781,65,B6-B8,B6,B8,1.1723150528716602,1.1723150528716602,0.0,0.0,0.0,0.0,0.0,0.0,-0.33477729661561995,7.819435398298609,1.0,-1.4584154017137747,1.0891013241683858,False,0.5175862946210532,0.654728758250607,False,0.6374664418925449,0.5348486109791153,-0.0642824160266556,1.2365974688983157
65:656000:10073:231040,65,B4-B6,B4,B6,-3.2522584512178696,3.2522584512178696,0.0,0.0,0.0,0.0,0.0,0.0,-0.014619842401440764,7.787589473845677,0.0,0.2910036999929124,1.3964631689482552,False,0.13585502687865136,-3.388113478096521,False,-0.2933925653353557,-2.958865885882514,-0.17636843224982926,-3.0758900189680403
65:656000:10073:231040,65,B4-B8,B4,B8,-3.1651510284200555,3.1651510284200555,0.0,0.0,0.0,0.0,0.0,0.0,-0.17255962000295533,7.787589473845677,0.0,-0.3086802853482915,1.437740141118125,False,-0.942623435603682,-2.2225275928163732,False,-0.30009837101408976,-2.8650526574059656,-0.14956185313294215,-3.015589175287113
65:656000:10073:231040,65,B6-B8,B6,B8,0.08710742279781414,0.08710742279781414,0.0,0.0,0.0,0.0,0.0,0.0,-0.15793977760151456,7.802209316247118,0.0,-0.5996839853412039,0.003893694094539768,False,-1.0039508987439982,1.0910583215418124,False,-0.30009837101408976,0.3872057938119039,-0.13988947599389115,0.2269968987917053
65:656462:10504:231502,65,B4-B6,B4,B6,-3.5977746806039477,3.5977746806039477,0.0,0.0,0.0,0.0,0.0,0.0,-0.38693070093243787,7.754695932721499,1.0,-0.4907367615589866,1.050946939562177,False,1.8994811188664562,-5.497255799470404,False,0.06824137598342636,-3.666016056587374,-0.1276243340385741,-3.4701503465653736
65:656462:10504:231502,65,B4-B8,B4,B8,-4.648922485586169,4.648922485586169,0.0,0.0,0.0,0.0,0.0,0.0,0.6098941972561605,7.144801735465339,-1.0,-0.037820139375766004,-0.046031316047988824,False,-3.2142014426800785,-1.4347210429060908,False,-0.9272386461752623,-3.721683839410907,-0.23394027331266887,-4.4149822122735
65:656462:10504:231502,65,B6-B8,B6,B8,-1.0511478049822216,1.0511478049822216,0.0,0.0,0.0,0.0,0.0,0.0,0.9968248981885983,7.144801735465339,-2.0,0.4529166221832206,-1.134361533685496,False,-5.0391549978081995,3.988007192825978,False,-0.9272386461752623,-0.1239091588069593,-1.118838066722552,0.06769026174033033
65:657071:11070:232111,65,B4-B6,B4,B6,-4.769341296928339,4.769341296928339,0.0,0.0,0.0,0.0,0.0,0.0,-0.13082630423578845,7.663172785268207,-1.0,0.42707499969714213,-0.12061967676221386,False,-1.0227544406545164,-3.7465868562738223,False,-0.9020878665050084,-3.86725343042333,-0.22173436920817113,-4.547606927720167
65:657071:11070:232111,65,B4-B8,B4,B8,-6.794647603234644,6.794647603234644,0.0,0.0,0.0,0.0,0.0,0.0,-0.29277829646802367,7.663172785268207,0.0,-0.5764454480324845,-2.1917564336964634,False,-0.7937355767721787,-6.000912026462466,False,-0.30009837101408976,-6.494549232220554,-0.1097616196731904,-6.684885983561453
65:657071:11070:232111,65,B6-B8,B6,B8,-2.0253063063063053,2.0253063063063053,0.0,0.0,0.0,0.0,0.0,0.0,-0.16195199223223522,7.793999089503996,1.0,-1.0035204477296267,-2.1085200350095796,False,0.30354642762067285,-2.3288527339269782,False,0.07588979593377765,-2.101196102240083,-0.11924381803527556,-1.9060624882710298
65:657490:11464:232530,65,B4-B6,B4,B6,-5.130172352293862,5.130172352293862,0.0,0.0,0.0,0.0,0.0,0.0,0.011595293075153279,7.313553664880422,0.0,-0.5052862050479137,-0.4814507321277368,False,0.10338822966497563,-5.233560581958837,False,-0.2933925653353557,-4.836779786958506,-0.1362366123506578,-4.993935739943204
65:657490:11464:232530,65,B4-B8,B4,B8,-4.140831767434072,4.140831767434072,0.0,0.0,0.0,0.0,0.0,0.0,-1.064551712945386,7.325148957955575,1.0,-1.735625341310393,0.46205940210410823,False,1.4646150179701645,-5.6054467854042365,False,0.7887144418040269,-4.929546209238099,-0.12053326742897738,-4.020298500005095
65:657490:11464:232530,65,B6-B8,B6,B8,0.9893405848597894,0.9893405848597894,0.0,0.0,0.0,0.0,0.0,0.0,-1.0761470060205394,7.313553664880422,1.0,-1.2303391362624794,0.906126856156515,False,1.435754352043524,-0.4464137671837347,False,0.2051832013307439,0.7841573835290455,-0.15877922198554348,1.1481198068453329
65:657989:11933:233029,65,B4-B6,B4,B6,-6.654401285935798,6.654401285935798,0.0,0.0,0.0,0.0,0.0,0.0,-0.24657258588691455,7.550924089735841,0.0,-0.0201349588239923,-2.005679665769673,False,0.42312276549561967,-7.077524051431418,False,-0.2933925653353557,-6.361008720600442,-0.25950703077585324,-6.394894255159945
65:657989:11933:233029,65,B4-B8,B4,B8,-5.968116519824669,5.968116519824669,0.0,0.0,0.0,0.0,0.0,0.0,-0.5983887538995036,7.550924089735841,1.0,-1.7097432206700205,-1.3652253502864884,False,0.8872837173792256,-6.855400237203894,False,0.7758631541848036,-6.743979674009473,-0.05413220332783461,-5.913984316496834
65:657989:11933:233029,65,B6-B8,B6,B8,0.6862847661111289,0.6862847661111289,0.0,0.0,0.0,0.0,0.0,0.0,-0.3518161680125891,7.797496675622756,1.0,-1.6896082618460282,0.6030710374078545,False,0.5386885156219409,0.147596250489188,False,0.6565417163377085,0.02974304977342035,-0.13601092175529966,0.8222956878664285
65:659709:13573:234749,65,B4-B6,B4,B6,-7.446078111714087,7.446078111714087,0.0,0.0,0.0,0.0,0.0,0.0,-0.010186845306992431,6.932935577512436,-1.0,0.2958728542024742,-2.797356491547962,False,-1.1721634281650273,-6.27391468354906,False,-0.9020878665050084,-6.543990245209079,-0.2524708742673324,-7.193607237446755
65:659709:13573:234749,65,B4-B8,B4,B8,-4.750955262955259,4.750955262955259,0.0,0.0,0.0,0.0,0.0,0.0,-1.1190425013898642,6.932935577512436,0.0,-1.5272998538047844,-0.14806409341707827,False,0.22957221463969235,-4.980527477594951,False,0.3723308603928884,-5.123286123348147,-0.11117633101277832,-4.63977893194248
65:659709:13573:234749,65,B6-B8,B6,B8,2.695122848758828,2.695122848758828,0.0,0.0,0.0,0.0,0.0,0.0,-1.1088556560828717,6.943122422819428,1.0,-1.8231727080072586,2.6119091200555538,True,1.4762632065430545,1.2188596422157736,False,0.6970736124650826,1.9980492362937454,-0.1686380932128987,2.863760941971727
65:660196:14017:235236,65,B4-B6,B4,B6,-6.416564452778353,6.416564452778353,0.0,0.0,0.0,0.0,0.0,0.0,0.30646346169184646,7.573017256052546,0.0,0.5284139903674259,-1.767842832612228,False,-0.2617987076214513,-6.154765745156902,False,-0.2933925653353557,-6.1231718874429975,-0.1840080969929364,-6.232556355785416
65:660196:14017:235236,65,B4-B8,B4,B8,-5.377807941833133,5.377807941833133,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017014844827087927,7.879480717744393,0.0,-0.3326341325854587,-0.7749167722949526,False,-1.1542270125981768,-4.223580929234956,False,-0.30009837101408976,-5.077709570819043,-0.12713621401128677,-5.250671727821846
65:660196:14017:235236,65,B6-B8,B6,B8,1.0387565109452197,1.0387565109452197,0.0,0.0,0.0,0.0,0.0,0.0,-0.30816494617455525,7.573017256052546,0.0,-0.8610481229528846,0.9555427822419453,False,-0.8179007412383905,1.8566572521836102,False,-0.30009837101408976,1.3388548819593096,-0.05952866582048901,1.0982851767657087
65:660531:14330:235571,65,B4-B6,B4,B6,-5.489202558635412,5.489202558635412,0.0,0.0,0.0,0.0,0.0,0.0,-0.06655681668906954,7.559038255443384,0.0,0.32041661606753546,-0.8404809384692875,False,0.2001776855806775,-5.68938024421609,False,-0.2933925653353557,-5.195809993300057,-0.16560864621420066,-5.323593912421211
65:660531:14330:235571,65,B4-B8,B4,B8,-5.719881092977488,5.719881092977488,0.0,0.0,0.0,0.0,0.0,0.0,-0.3172206268598421,7.559038255443384,-1.0,-0.08005014798529331,-1.1169899234393075,False,-2.065992652561795,-3.653888440415693,False,-0.9272386461752623,-4.792642446802225,-0.2524308749378828,-5.467450218039605
65:660531:14330:235571,65,B6-B8,B6,B8,-0.23067853434207564,0.23067853434207564,0.0,0.0,0.0,0.0,0.0,0.0,-0.25066381017077255,7.6255950721324535,-1.0,-0.40046676405282877,-0.31389226304535,False,-2.191642774404137,1.9609642400620615,False,-0.9272386461752623,0.6965601118331867,-0.09339037695297767,-0.13728815738909797
65:660663:14455:235703,65,B4-B6,B4,B6,-2.9275158571835718,2.9275158571835718,0.0,0.0,0.0,0.0,0.0,0.0,-0.08325392763142059,7.356599110392247,0.0,0.3639665266138916,1.721205762982553,False,0.2208566447073076,-3.1483725018908792,False,-0.2933925653353557,-2.634123291848216,-0.17781031595101346,-2.7497055412325584
65:660663:14455:235703,65,B4-B8,B4,B8,-2.72718483852767,2.72718483852767,0.0,0.0,0.0,0.0,0.0,0.0,-0.747197602589547,7.356599110392247,1.0,-1.319762679973869,1.8757063310105107,False,1.0715797977231103,-3.7987646362507803,False,0.2051832013307439,-2.9323680398584138,-0.10472053008267095,-2.622464308444999
65:660663:14455:235703,65,B6-B8,B6,B8,0.20033101865590197,0.20033101865590197,0.0,0.0,0.0,0.0,0.0,0.0,-0.6639436749581265,7.439853038023667,1.0,-1.6837292065877607,0.1171172899526276,False,0.9252507167541377,-0.7249196980982358,False,0.6940874845919774,-0.4937564659360755,-0.1299295876397069,0.3302606062956089
65:660707:14496:235747,65,B4-B6,B4,B6,-4.6085878920495915,4.6085878920495915,0.0,0.0,0.0,0.0,0.0,0.0,-0.5022216189611326,7.1846291527173145,0.0,1.0545676240734476,0.04013372811653326,False,0.7397377729634851,-5.348325665013077,False,-0.3033172095598256,-4.305270682489766,-0.45472873260278124,-4.15385915944681
65:660707:14496:235747,65,B4-B8,B4,B8,-2.249807003658404,2.249807003658404,0.0,0.0,0.0,0.0,0.0,0.0,-0.9482242122057061,7.1846291527173145,1.0,-0.7404452659974909,2.3530841658797765,False,1.3205462840793565,-3.5703532877377606,False,0.09355595202573518,-2.343362955684139,-0.12724726657747978,-2.122559737080924
65:660707:14496:235747,65,B6-B8,B6,B8,2.3587808883911876,2.3587808883911876,0.0,0.0,0.0,0.0,0.0,0.0,-0.4460025932445735,7.686850771678447,1.0,-1.7950128900709386,2.2755671596879132,True,0.6553360748542065,1.703444813536981,False,0.7316643050435864,1.6271165833476013,-0.054780753192606044,2.4135616415837937
65:662155:15837:237195,65,B4-B6,B4,B6,-4.993090909090917,4.993090909090917,0.0,0.0,0.0,0.0,0.0,0.0,0.3632558460665889,7.385851078125209,-1.0,0.372889521172616,-0.344369288924792,False,-1.6346629694159438,-3.358427939674973,False,-0.9020878665050084,-4.091003042585909,-0.18638193921363405,-4.806708969877283
65:662155:15837:237195,65,B4-B8,B4,B8,-4.146614718614721,4.146614718614721,0.0,0.0,0.0,0.0,0.0,0.0,-0.43289321210160736,7.749106924191798,0.0,-1.207279664480441,0.45627645092345936,False,-0.6202067175927759,-3.526408001021945,False,-0.1968692369671377,-3.949745481647583,-0.10575773524383242,-4.0408569833708885
65:662155:15837:237195,65,B6-B8,B6,B8,0.8464761904761957,0.8464761904761957,0.0,0.0,0.0,0.0,0.0,0.0,-0.7961490581681963,7.385851078125209,1.0,-1.580169185653057,0.7632624617729213,False,1.0889838155615026,-0.24250762508530688,False,0.6836364827570586,0.16283970771913714,-0.06544378444810098,0.9119199749242967
65:662241:15919:237281,65,B4-B6,B4,B6,-5.096218683188624,5.096218683188624,0.0,0.0,0.0,0.0,0.0,0.0,-0.4875305983072371,7.539292977910391,1.0,-0.14408638259791484,-0.4474970630224995,False,2.0240716047977747,-7.120290287986399,False,0.09355595202573518,-5.189774635214359,-0.16347842582360567,-4.932740257365019
65:662241:15919:237281,65,B4-B8,B4,B8,-6.570528774479428,6.570528774479428,0.0,0.0,0.0,0.0,0.0,0.0,-0.14618038308196102,7.539292977910391,0.0,0.04444278953831127,-1.9676376049412472,False,-0.9752934683994348,-5.595235306079993,False,-0.30009837101408976,-6.270430403465338,-0.4459956636999948,-6.124533110779433
65:662241:15919:237281,65,B6-B8,B6,B8,-1.4743100912908034,1.4743100912908034,0.0,0.0,0.0,0.0,0.0,0.0,0.3413502152252761,7.6854733609923525,-1.0,0.1885291721362261,-1.5575238199940777,False,-2.9248375094588743,1.450527418168071,False,-0.9272386461752623,-0.5470714451155411,-0.2430330475207916,-1.2312770437700118
65:662756:13:237796,65,B4-B6,B4,B6,-3.9506603647248824,3.9506603647248824,0.0,0.0,0.0,0.0,0.0,0.0,-0.15474472195182987,7.622419303004332,0.0,0.6025913481935175,0.6980612554412424,False,0.3093962261226959,-4.2600565908475785,False,-0.2933925653353557,-3.6572677993895266,-0.27370459227376076,-3.6769557724511217
65:662756:13:237796,65,B4-B8,B4,B8,-2.3868822067657334,2.3868822067657334,0.0,0.0,0.0,0.0,0.0,0.0,-0.44926773076655735,7.622419303004332,0.0,0.31656382001169536,2.216008962772447,False,-0.5999272810267838,-1.7869549257389497,False,-0.29007328650760883,-2.0968089202581246,-0.1693877025531701,-2.217494504212563
65:662756:13:237796,65,B6-B8,B6,B8,1.563778157959149,1.563778157959149,0.0,0.0,0.0,0.0,0.0,0.0,-0.2945230088147275,7.7771640249561615,0.0,-0.2860275281818221,1.4805644292558746,True,-0.8347959434111446,2.3985741013702935,False,-0.30009837101408976,1.8638765289732389,-0.09889968031152123,1.6626778382706702
65:663859:1029:238899,65,B4-B6,B4,B6,-6.971082156973466,6.971082156973466,0.0,0.0,0.0,0.0,0.0,0.0,-0.4148633885930799,7.403365736941647,0.0,0.8338995892178565,-2.3223605368073414,False,0.6315467642678615,-7.602628921241328,False,-0.2933925653353557,-6.677689591638111,-0.4273843348224201,-6.543697822151046
65:663859:1029:238899,65,B4-B8,B4,B8,-6.891762122364732,6.891762122364732,0.0,0.0,0.0,0.0,0.0,0.0,-0.1854641413661655,7.403365736941647,0.0,0.19523454951600883,-2.288870952826551,False,-0.9266415049128044,-5.965120617451928,False,-0.30009837101408976,-6.591663751350642,-0.47307646002013665,-6.418685662344595
