event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,delta_area_over_amp,centered_residual_ns,tail_abs_gt_threshold,traditional_pred_ns,residual_traditional_corrected_ns,traditional_high_lowering_bin,ml_pred_ns,residual_ml_corrected_ns,ml_shuffled_pred_ns,residual_ml_shuffled_corrected_ns
65:649169:4127:224209,65,B4-B6,B4,B6,-2.585900647948179,2.585900647948179,0.0,0.0,0.0,0.0,0.0,0.0,-0.009193545739853093,7.775695749915245,0.0,0.09571928411619002,2.0628209722179456,False,0.1291346926087672,-2.7150353405569465,False,-0.2933925653353557,-2.2925080826128235,-0.25057539656112526,-2.335325251387054
65:649169:4127:224209,65,B4-B8,B4,B8,-4.142337899543378,4.142337899543378,0.0,0.0,0.0,0.0,0.0,0.0,-0.19711503420615895,7.775695749915245,0.0,-0.043401642311981625,0.4605532699948025,False,-0.9122121621565151,-3.230125737386863,False,-0.30009837101408976,-3.842239528529288,-0.2613267265583544,-3.8810111729850236
65:649169:4127:224209,65,B6-B8,B6,B8,-1.5564372515951987,1.5564372515951987,0.0,0.0,0.0,0.0,0.0,0.0,-0.18792148846630585,7.784889295655098,0.0,-0.13912092642817164,-1.6396509802984731,False,-0.9668192910269473,-0.5896179605682514,False,-0.30009837101408976,-1.2563388805811089,-0.3032051636743473,-1.2532320879208514
65:650188:5110:225228,65,B4-B6,B4,B6,-3.4718381195522454,3.4718381195522454,0.0,0.0,0.0,0.0,0.0,0.0,-0.26621977171602307,7.736307096548285,0.0,0.31518124704106043,1.1768835006138794,False,0.4474553194396036,-3.919293438991849,False,-0.2933925653353557,-3.1784455542168897,-0.16572023539108843,-3.306117884161157
65:650188:5110:225228,65,B4-B8,B4,B8,-3.194392978091116,3.194392978091116,0.0,0.0,0.0,0.0,0.0,0.0,0.2332931378253278,7.503013958722957,0.0,0.208820837287778,1.4084981914470642,False,-1.4452620429374747,-1.7491309351536415,False,-0.30009837101408976,-2.8942946070770263,-0.2198877274943926,-2.9745052505967235
65:650188:5110:225228,65,B6-B8,B6,B8,0.2774451414611292,0.2774451414611292,0.0,0.0,0.0,0.0,0.0,0.0,0.49951290954135086,7.503013958722957,0.0,-0.10636040975328243,0.19423141275785483,False,-1.818189798638743,2.095634940099872,False,-0.30009837101408976,0.577543512475219,-0.2305491504861733,0.5079942919473025
65:651341:6223:226381,65,B4-B6,B4,B6,-2.7373402297769687,2.7373402297769687,0.0,0.0,0.0,0.0,0.0,0.0,0.06718858819988593,7.653494909661253,0.0,0.21908703110038452,1.911381390389156,False,0.03453730799545962,-2.7718775377724283,False,-0.2933925653353557,-2.443947664441613,-0.22671652735968392,-2.5106237024172846
65:651341:6223:226381,65,B4-B8,B4,B8,-1.1909022152251083,1.1909022152251083,0.0,0.0,0.0,0.0,0.0,0.0,-0.6226323835438068,7.720683497861139,1.0,-1.7667951469287342,3.411988954313072,False,0.9173088533579359,-2.108211068583044,False,0.7887144418040269,-1.9796166570291351,-0.07196627454581132,-1.118935940679297
65:651341:6223:226381,65,B6-B8,B6,B8,1.5464380145518604,1.5464380145518604,0.0,0.0,0.0,0.0,0.0,0.0,-0.6898209717436927,7.653494909661253,1.0,-1.9858821780291187,1.463224285848586,True,0.9572991091008112,0.5891389054510492,False,0.7644858739362708,0.7819521406155896,-0.1603465691593436,1.706784583711204
65:651631:6497:226671,65,B4-B6,B4,B6,-3.5571820195159987,3.5571820195159987,0.0,0.0,0.0,0.0,0.0,0.0,-0.4979334025170514,7.527255919373784,0.0,0.0592310967134404,1.0915396006501261,False,0.7344269229080795,-4.291608942424078,False,-0.2752176269427377,-3.281964392573261,-0.2642258620591768,-3.292956157456822
65:651631:6497:226671,65,B4-B8,B4,B8,-5.417999694628513,5.417999694628513,0.0,0.0,0.0,0.0,0.0,0.0,-0.6197427780162093,7.527255919373784,0.0,-0.808098260878789,-0.8151085250903325,False,-0.3887981493849533,-5.029201545243559,False,-0.28192343262147174,-5.136076262007041,-0.08055554842337029,-5.337444146205143
65:651631:6497:226671,65,B6-B8,B6,B8,-1.8608176751125143,1.8608176751125143,0.0,0.0,0.0,0.0,0.0,0.0,-0.12180937549915782,8.025189321890835,0.0,-0.8673293575922294,-1.9440314038157887,False,-1.048697508554698,-0.8121201665578164,False,-0.30009837101408976,-1.5607193040984244,-0.1284332001632519,-1.7323844749492623
65:651940:6301:226980,65,B4-B6,B4,B6,-2.7521469616895686,2.7521469616895686,0.0,0.0,0.0,0.0,0.0,0.0,-0.23643724059059146,7.395721608602045,1.0,0.34981981981981924,1.8965746584765562,False,1.7130986886377226,-4.465245650327291,False,0.06824137598342636,-2.820388337672995,-0.1672955727664303,-2.584851388923138
65:651940:6301:226980,65,B4-B8,B4,B8,-3.2707592298180472,3.2707592298180472,0.0,0.0,0.0,0.0,0.0,0.0,-0.54806108385658,7.395721608602045,1.0,-0.1979698984491316,1.3321319397201332,False,0.8249541422000597,-4.095713372018107,False,0.09355595202573518,-3.364315181843782,-0.12425628697548426,-3.146502942842563
65:651940:6301:226980,65,B6-B8,B6,B8,-0.5186122681284786,0.5186122681284786,0.0,0.0,0.0,0.0,0.0,0.0,-0.3116238432659886,7.632158849192637,0.0,-0.5477897182689508,-0.601825996831753,False,-0.813616982699328,0.2950047145708494,False,-0.30009837101408976,-0.21851389711438884,-0.10125000539134632,-0.4173622627371323
65:652313:6632:227353,65,B4-B6,B4,B6,-5.608154959557254,5.608154959557254,0.0,0.0,0.0,0.0,0.0,0.0,-0.23273059044383881,7.602650930076199,0.0,0.2122050700719056,-0.9594333393911292,False,0.40597979633247305,-6.014134755889727,False,-0.2933925653353557,-5.314762394221899,-0.23342094519440845,-5.374734014362845
65:652313:6632:227353,65,B4-B8,B4,B8,-6.626373635343327,6.626373635343327,0.0,0.0,0.0,0.0,0.0,0.0,0.04387339683478775,7.558777533241411,0.0,-0.04058584478767546,-2.023482465805147,False,-1.2106703764363538,-5.415703258906974,False,-0.30009837101408976,-6.3262752643292375,-0.24106770171830216,-6.385305933625025
65:652313:6632:227353,65,B6-B8,B6,B8,-1.0182186757860734,1.0182186757860734,0.0,0.0,0.0,0.0,0.0,0.0,0.27660398727862656,7.558777533241411,0.0,-0.25279091485958105,-1.1014324044893478,False,-1.5421226090304918,0.5239039332444184,False,-0.30009837101408976,-0.7181203047719836,-0.26571027984076134,-0.752508395945312
65:652429:6743:227469,65,B4-B6,B4,B6,-3.847530759919721,3.847530759919721,0.0,0.0,0.0,0.0,0.0,0.0,0.051663341250033135,7.974016537432587,0.0,0.6432375508679931,0.801190860246404,False,0.053764942537465,-3.901295702457186,False,-0.2933925653353557,-3.554138194584365,-0.16468393934968115,-3.6828468205700395
65:652429:6743:227469,65,B4-B8,B4,B8,-5.115793102501826,5.115793102501826,0.0,0.0,0.0,0.0,0.0,0.0,-0.10216758650533642,8.02567987868262,0.0,0.15791188595861705,-0.5129019329636453,False,-1.029802228902918,-4.085990873598908,False,-0.30009837101408976,-4.815694731487736,-0.2807532332872295,-4.835039869214596
65:652429:6743:227469,65,B6-B8,B6,B8,-1.268262342582105,1.268262342582105,0.0,0.0,0.0,0.0,0.0,0.0,-0.15383092775536955,7.974016537432587,0.0,-0.485325664909376,-1.3514760712853793,False,-1.009039607702048,-0.25922273488005687,False,-0.30009837101408976,-0.9681639715680151,-0.13225258795341618,-1.1360097546286887
65:652612:6917:227652,65,B4-B6,B4,B6,-5.458370641730141,5.458370641730141,-8.0,8.0,8.0,8.0,-0.005468215994531784,0.005468215994531784,0.3016718720249285,7.288927694521257,0.0,0.5539987193153468,-0.8096490215640166,False,-0.27795325687408534,-5.180417384856056,False,-0.2933925653353557,-5.164978076394786,-0.17653083824107074,-5.281839803489071
65:652612:6917:227652,65,B4-B8,B4,B8,-4.526300511655677,4.526300511655677,0.0,0.0,0.0,0.0,0.0,0.0,-0.7993282738241767,7.590599566546185,1.0,0.3124568321084049,0.07659065788250352,False,1.136142345305543,-5.66244285696122,False,0.09355595202573518,-4.619856463681412,-0.056456979419983615,-4.469843532235694
65:652612:6917:227652,65,B6-B8,B6,B8,0.9320701300744645,0.9320701300744645,8.0,8.0,8.0,8.0,0.005468215994531784,0.005468215994531784,-1.1010001458491052,7.288927694521257,1.0,-0.24154188720694192,0.8488564013711901,False,1.4037707943963091,-0.47170066432184465,False,0.09355595202573518,0.8385141780487293,-0.3270064860367397,1.2590766161112041
65:653933:8154:228973,65,B4-B6,B4,B6,-3.818661347019386,3.818661347019386,0.0,0.0,0.0,0.0,0.0,0.0,0.0033720859000831993,7.941829046512676,-1.0,0.41365012022392644,0.8300602731467386,False,-1.1889558292696236,-2.6297055177497626,False,-0.9020878665050084,-2.9165734805143777,-0.16719338196702413,-3.6514679650523623
65:653933:8154:228973,65,B4-B8,B4,B8,-2.467240814209106,2.467240814209106,0.0,0.0,0.0,0.0,0.0,0.0,-0.29742362569708014,7.945201132412759,0.0,-0.7258494964592872,2.1356503553290747,False,-0.7879824513608987,-1.679258362848207,False,-0.30009837101408976,-2.167142443195016,0.03584625615209934,-2.503087070361205
65:653933:8154:228973,65,B6-B8,B6,B8,1.3514205328102804,1.3514205328102804,0.0,0.0,0.0,0.0,0.0,0.0,-0.30079571159716334,7.941829046512676,1.0,-1.1394996166832136,1.268206804107006,False,0.4755009416470599,0.8759195911632205,False,0.1198740917912626,1.2315464410190178,-0.009297227181177509,1.360717759991458
65:654599:8777:229639,65,B4-B6,B4,B6,-4.517628399921762,4.517628399921762,0.0,0.0,0.0,0.0,0.0,0.0,-0.25898897798036113,7.59965167764043,0.0,0.4436891928482112,0.1310932202443631,False,0.43850016015311977,-4.956128560074881,False,-0.2933925653353557,-4.224235834586406,-0.1403267340050587,-4.377301665916703
65:654599:8777:229639,65,B4-B8,B4,B8,-4.0371628909340345,4.0371628909340345,0.0,0.0,0.0,0.0,0.0,0.0,0.0884004400509939,7.511251237589436,0.0,0.3947900618147422,0.565728278604146,False,-1.2658160186900769,-2.7713468722439574,False,-0.30009837101408976,-3.7370645199199446,-0.14706482684830044,-3.890098064085734
65:654599:8777:229639,65,B6-B8,B6,B8,0.4804655089877272,0.4804655089877272,0.0,0.0,0.0,0.0,0.0,0.0,0.34738941803135504,7.511251237589436,0.0,-0.04889913103346899,0.39725178028445285,False,-1.6297886151048617,2.110254124092589,False,-0.30009837101408976,0.780563880001817,-0.24617704849622593,0.7266425574839531
65:655258:9389:230298,65,B4-B6,B4,B6,-6.446467927810396,6.446467927810396,0.0,0.0,0.0,0.0,0.0,0.0,-0.3887626394770578,7.43867760444725,0.0,0.6406530335442628,-1.797746307644271,False,0.5992216317339664,-7.045689559544362,False,-0.2933925653353557,-6.1530753624750405,-0.14560396317372215,-6.300863964636673
