event_id,run,pair,stave_a,stave_b,residual_ns,abs_residual_ns,delta_lowering_adc,abs_delta_lowering_adc,max_lowering_adc,sum_lowering_adc,delta_lowering_frac,max_lowering_frac,delta_log_amp,min_log_amp,delta_peak_sample,delta_area_over_amp,centered_residual_ns,tail_abs_gt_threshold
58:391631:10103:2692,58,B4-B6,B4,B6,-3.916585084693601,3.916585084693601,0.0,0.0,0.0,0.0,0.0,0.0,-0.05217667484733646,7.937553251649887,1.0,0.39619824102825696,0.5772465710172234,False
58:391631:10103:2692,58,B4-B8,B4,B8,-3.439525131378531,3.439525131378531,0.0,0.0,0.0,0.0,0.0,0.0,-0.32693883620981534,7.937553251649887,1.0,-1.0843693341891267,0.3201124492018863,False
58:391631:10103:2692,58,B6-B8,B6,B8,0.4770599533150701,0.4770599533150701,0.0,0.0,0.0,0.0,0.0,0.0,-0.2747621613624789,7.9897299264972235,0.0,-1.4805675752173837,-0.2295991053640698,False
58:391841:10300:2900,58,B4-B6,B4,B6,-4.77227106404527,4.77227106404527,0.0,0.0,0.0,0.0,0.0,0.0,0.00048744821827817475,8.031547866180546,-1.0,0.6325285007201762,-0.2784394083344459,False
58:391841:10300:2900,58,B4-B8,B4,B8,-3.3236909143832776,3.3236909143832776,0.0,0.0,0.0,0.0,0.0,0.0,-0.4993565964172273,8.032035314398824,0.0,1.0634600395713898,0.4359466661971396,False
58:391841:10300:2900,58,B6-B8,B6,B8,1.4485801496619928,1.4485801496619928,0.0,0.0,0.0,0.0,0.0,0.0,-0.49984404463550547,8.031547866180546,1.0,0.4309315388512136,0.7419210909828529,False
58:392066:10514:3123,58,B4-B6,B4,B6,-3.7273956732449705,3.7273956732449705,0.0,0.0,0.0,0.0,0.0,0.0,-0.08026826310474,7.6236419465115715,0.0,0.2549232962318939,0.766435982465854,False
58:392066:10514:3123,58,B4-B8,B4,B8,-1.0409795062342084,1.0409795062342084,0.0,0.0,0.0,0.0,0.0,0.0,-0.976420722726961,7.6236419465115715,1.0,-1.4240704567053495,2.7186580743462088,False
58:392066:10514:3123,58,B6-B8,B6,B8,2.686416167010762,2.686416167010762,0.0,0.0,0.0,0.0,0.0,0.0,-0.896152459622221,7.7039102096163115,1.0,-1.6789937529372434,1.979757108331622,True
58:392204:10642:3261,58,B4-B6,B4,B6,-4.880936657211464,4.880936657211464,0.0,0.0,0.0,0.0,0.0,0.0,0.05314279107900344,7.9643295563033485,2.0,0.5705741845247756,-0.38710500150063964,False
58:392204:10642:3261,58,B4-B8,B4,B8,-4.601066565221856,4.601066565221856,0.0,0.0,0.0,0.0,0.0,0.0,-0.17924005983071822,8.017472347382352,3.0,-0.977222545903393,-0.8414289846414391,False
58:392204:10642:3261,58,B6-B8,B6,B8,0.27987009198960777,0.27987009198960777,0.0,0.0,0.0,0.0,0.0,0.0,-0.23238285090972166,7.9643295563033485,1.0,-1.5477967304281686,-0.42678896668953215,False
58:392294:10722:3348,58,B4-B6,B4,B6,-4.811859348087488,4.811859348087488,0.0,0.0,0.0,0.0,0.0,0.0,0.3521738110579413,7.063903961472068,0.0,0.5575291966740732,-0.3180276923766634,False
58:392294:10722:3348,58,B4-B8,B4,B8,-3.2785285106547803,3.2785285106547803,0.0,0.0,0.0,0.0,0.0,0.0,-0.5114269466945132,7.416077772530009,0.0,-0.6429145939640017,0.48110906992563685,False
58:392294:10722:3348,58,B6-B8,B6,B8,1.5333308374327075,1.5333308374327075,0.0,0.0,0.0,0.0,0.0,0.0,-0.8636007577524545,7.063903961472068,0.0,-1.200443790638075,0.8266717787535676,False
58:392636:11042:3687,58,B4-B6,B4,B6,-6.8808267365773546,6.8808267365773546,0.0,0.0,0.0,0.0,0.0,0.0,0.5782312660077329,7.872073979866873,-2.0,1.3713539613355268,-2.38699508086653,False
58:392636:11042:3687,58,B4-B8,B4,B8,-5.629836406550531,5.629836406550531,0.0,0.0,0.0,0.0,0.0,0.0,0.36420271020550565,8.0861025356691,-1.0,0.23899251048200654,-1.8701988259701139,False
58:392636:11042:3687,58,B6-B8,B6,B8,1.2509903300268235,1.2509903300268235,0.0,0.0,0.0,0.0,0.0,0.0,-0.21402855580222724,7.872073979866873,1.0,-1.1323614508535202,0.5443312713476836,False
58:393248:11615:4294,58,B4-B6,B4,B6,-3.97219735623473,3.97219735623473,0.0,0.0,0.0,0.0,0.0,0.0,0.011858654610285235,7.796057974316123,0.0,0.19285868490152058,0.5216342994760943,False
58:393248:11615:4294,58,B4-B8,B4,B8,-3.69045598092238,3.69045598092238,0.0,0.0,0.0,0.0,0.0,0.0,-0.41490550188725095,7.807916628926408,1.0,0.1319312339991323,0.06918159965803738,False
58:393248:11615:4294,58,B6-B8,B6,B8,0.28174137531235033,0.28174137531235033,0.0,0.0,0.0,0.0,0.0,0.0,-0.4267641564975362,7.796057974316123,1.0,-0.06092745090238827,-0.4249176833667896,False
58:394656:12923:5698,58,B4-B6,B4,B6,-6.140833758638443,6.140833758638443,0.0,0.0,0.0,0.0,0.0,0.0,0.17658943817300798,7.88363480226795,2.0,1.2913829839505793,-1.647002102927619,False
58:394656:12923:5698,58,B4-B8,B4,B8,-6.087708618517901,6.087708618517901,0.0,0.0,0.0,0.0,0.0,0.0,-0.2528924623782949,8.060224240440958,3.0,-0.12732490267849172,-2.328071037937484,False
58:394656:12923:5698,58,B6-B8,B6,B8,0.05312514012054237,0.05312514012054237,0.0,0.0,0.0,0.0,0.0,0.0,-0.42948190055130286,7.88363480226795,1.0,-1.418707886629071,-0.6535339185585975,False
58:394684:12945:5726,58,B4-B6,B4,B6,-2.8776287649517194,2.8776287649517194,495.39999999999964,495.39999999999964,684.835,874.2700000000004,0.22984326860769178,0.3097399366802352,-0.06983639747538994,7.701652362642226,-1.0,-1.5101468234915298,1.616202890759105,False
58:394684:12945:5726,58,B4-B8,B4,B8,-1.2643629003610144,1.2643629003610144,288.8149999999996,288.8149999999996,684.835,1080.8550000000005,0.17467172385622412,0.3097399366802352,-0.28212870633522513,7.701652362642226,0.0,-3.3549377631253376,2.495274680219403,False
58:394684:12945:5726,58,B6-B8,B6,B8,1.613265864590705,1.613265864590705,-206.58500000000004,206.58500000000004,396.02000000000044,585.4550000000008,-0.05517154475146767,0.13506821282401107,-0.2122923088598352,7.771488760117616,1.0,-1.8447909396338078,0.9066068059115651,False
58:394786:13037:5828,58,B4-B6,B4,B6,-4.073411573683188,4.073411573683188,0.0,0.0,0.0,0.0,0.0,0.0,-0.24843225526613466,7.4489161025442,0.0,0.35888671765200586,0.42042008202763625,False
