method,calibration_ece,brier_score
1d_cnn,0.09296677692063549,0.1625833094642908
deltaE_over_E_likelihood_template,0.12394407380446447,0.19556734497007125
gradient_boosted_trees,0.03575966776007478,0.1135304652433808
joint_sequence_transformer,0.029058549666043477,0.25017848205842697
mlp,0.15771511464635932,0.22159145842482095
ridge,0.2074765154764975,0.20204860953807235
template_residual_boosted_stack_new,0.05233919627908218,0.11622906777471231
