method,corr_pid_score_true_energy_mev,corr_pid_score_dedx_proxy,pid_score_energy_quartile_span,mean_pid_score_proton,mean_pid_score_deuteron
1d_cnn,0.30112193267686826,0.8654579643203868,0.30317085112283837,0.2995734703089498,0.6308583060549142
deltaE_over_E_likelihood_template,0.6087818899960037,0.9143342346309096,0.3378351821833414,0.3942979695723655,0.618571652359588
gradient_boosted_trees,0.09687402430306773,0.6396240915482478,0.304892759140397,0.20636498900156403,0.8106845664835086
joint_sequence_transformer,-0.0250377916613166,0.008557188960620594,0.004022546248002468,0.5019749883248146,0.5042563004464637
mlp,0.40071909791411003,0.8602374236848088,0.10282864939077996,0.464912082437921,0.539547880619925
ridge,0.25062731298264623,0.9289587950498971,0.13444044005523176,0.42994142564511817,0.5537424017246608
template_residual_boosted_stack_new,0.11291619341187739,0.6462308539529517,0.2897568596826237,0.20535047174051982,0.7944178841972611
