method,pid_auc_from_scores,shuffled_label_auc_from_scores,charge_only_auc_direction_free,score_minus_charge_only_auc
1d_cnn,0.8360454011166618,0.49512378783426386,0.5380316999706142,0.29801370114604764
deltaE_over_E_likelihood_template,0.7880179253599765,0.5185681751395828,0.5380316999706142,0.24998622538936233
gradient_boosted_trees,0.9105568615927123,0.5228061636791067,0.5380316999706142,0.37252516162209814
joint_sequence_transformer,0.5212679988245665,0.46377277402292094,0.5380316999706142,-0.016763701146047638
mlp,0.7687518366147517,0.4842234792829856,0.5380316999706142,0.23072013664413749
ridge,0.8377993682045254,0.4855550249779606,0.5380316999706142,0.2997676682339112
template_residual_boosted_stack_new,0.9043582868057596,0.5122639950044079,0.5380316999706142,0.3663265868351454
