method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,pid_sideband,central,3755,-0.7874881878586155,6.982960890753718,8.134943271391307,0.462849533954727,0.1635153129161118
compact_waveform_transformer,pid_sideband,central,3755,0.7335923961815602,5.509062209288813,7.028640511225698,0.3778961384820239,0.0982689747003994
derivative_gate_transformer_new,pid_sideband,central,3755,0.1338354642444752,5.243376198118044,6.716175048710105,0.3283621837549933,0.088681757656458
gradient_boosted_trees,pid_sideband,central,3755,-0.2370165183319272,3.592106076844316,4.9789358237721055,0.170439414114514,0.0527296937416777
mlp,pid_sideband,central,3755,-0.0931935079642301,4.067676378626679,5.350548256743609,0.2364846870838881,0.0575233022636484
ridge,pid_sideband,central,3755,0.2774858674791858,4.025250967992432,5.414269477158591,0.2311584553928095,0.0535286284953395
traditional_cfd_template_derivative,pid_sideband,central,3755,0.3098139768552448,1.0150893843651003,1.0019377500563316,0.0,0.0
1d_cnn,pid_sideband,high_duplicate,877,-0.2349248641692298,9.583229844875117,11.429848393534314,0.6180159635119726,0.3158494868871151
compact_waveform_transformer,pid_sideband,high_duplicate,877,-3.1518558515362223,6.968337440240003,8.1952559267675,0.4891676168757126,0.1870011402508551
derivative_gate_transformer_new,pid_sideband,high_duplicate,877,-6.247377406983901,6.559441216673786,8.26856288818315,0.645381984036488,0.3169897377423033
gradient_boosted_trees,pid_sideband,high_duplicate,877,-0.6010210303511663,3.979563531695192,5.738626048590362,0.209806157354618,0.0478905359179019
mlp,pid_sideband,high_duplicate,877,0.2024807221957516,4.422477309783995,6.6556961802675945,0.2748004561003421,0.0741163055872291
ridge,pid_sideband,high_duplicate,877,-0.1953050595573806,4.371374498014598,5.782450304777972,0.2565564424173318,0.0547320410490307
traditional_cfd_template_derivative,pid_sideband,high_duplicate,877,0.4681521247098388,1.0675940411133131,1.0794343001034836,0.0,0.0
1d_cnn,pid_sideband,low_duplicate,834,-1.2418985564160216,6.7067464153710725,7.204203245472109,0.4724220623501199,0.1390887290167865
compact_waveform_transformer,pid_sideband,low_duplicate,834,0.0619590001123455,6.044009318107087,6.7981196137925,0.4052757793764988,0.1019184652278177
derivative_gate_transformer_new,pid_sideband,low_duplicate,834,0.9225248791921236,4.054904127183227,5.759198374973979,0.2458033573141486,0.0575539568345323
gradient_boosted_trees,pid_sideband,low_duplicate,834,-0.1789540859045506,3.5026274084165614,4.591897351659242,0.1606714628297362,0.0347721822541966
mlp,pid_sideband,low_duplicate,834,-0.3196646025970808,4.159996081411196,4.977597829604483,0.2350119904076738,0.0443645083932853
ridge,pid_sideband,low_duplicate,834,-0.2980684277823036,3.7480724939693175,5.032101395164671,0.2026378896882494,0.0383693045563549
traditional_cfd_template_derivative,pid_sideband,low_duplicate,834,0.4776056527572505,1.0567511252911614,0.975199993597208,0.0,0.0
1d_cnn,pileup_separation_bin,close,1654,-1.9915097226406653,6.902885134948866,7.105366399177497,0.467956469165659,0.154776299879081
compact_waveform_transformer,pileup_separation_bin,close,1654,-0.1546918374350276,6.043366415217446,6.680248587980372,0.4014510278113664,0.0949214026602176
derivative_gate_transformer_new,pileup_separation_bin,close,1654,-0.6343471624877051,5.393890341355212,5.920880094066585,0.3282950423216445,0.0665054413542926
gradient_boosted_trees,pileup_separation_bin,close,1654,-0.5065617126744317,3.224860896535567,4.136111374474441,0.1299879081015719,0.0181378476420798
mlp,pileup_separation_bin,close,1654,-0.6794141020895368,3.984489314152131,4.625136991170945,0.218863361547763,0.0211608222490931
ridge,pileup_separation_bin,close,1654,-0.62871463722598,3.7119568516550254,4.7402922109941885,0.215235792019347,0.0278113663845223
traditional_cfd_template_derivative,pileup_separation_bin,close,1654,0.510364335854926,1.0789421626795574,1.0482052134988542,0.0,0.0
1d_cnn,pileup_separation_bin,late,6,-14.096701198556929,15.884351294806589,17.35105290652028,1.0,0.5
compact_waveform_transformer,pileup_separation_bin,late,6,-10.767578280467692,13.270008290487098,22.348809124067337,0.8333333333333334,0.6666666666666666
derivative_gate_transformer_new,pileup_separation_bin,late,6,-8.430258804300337,10.583262341788398,15.14428871786504,0.5,0.5
gradient_boosted_trees,pileup_separation_bin,late,6,-5.219691601996086,4.194698264454324,12.723239227727763,0.6666666666666666,0.1666666666666666
mlp,pileup_separation_bin,late,6,-10.840933152523084,23.328759861160297,31.205404304292827,0.6666666666666666,0.5
ridge,pileup_separation_bin,late,6,-0.8626687987729245,4.068834358096661,3.769530535022881,0.1666666666666666,0.0
traditional_cfd_template_derivative,pileup_separation_bin,late,6,-0.0909275129587743,1.2485124321249854,1.344041859536114,0.0,0.0
1d_cnn,pileup_separation_bin,mid,1173,1.753169551608455,6.953329644654954,7.73458271974645,0.5191815856777494,0.1841432225063938
compact_waveform_transformer,pileup_separation_bin,mid,1173,-2.455446739717168,6.295422970431996,7.228111643996366,0.4458653026427962,0.1474850809889173
derivative_gate_transformer_new,pileup_separation_bin,mid,1173,-3.519808232251961,6.602440980656206,6.905562921441141,0.4697357203751066,0.1713554987212276
gradient_boosted_trees,pileup_separation_bin,mid,1173,-0.7919176362380105,3.5347756747807773,4.78621914761953,0.155157715260017,0.0306905370843989
mlp,pileup_separation_bin,mid,1173,-0.636698782277108,4.187187531249164,5.211208160992671,0.236999147485081,0.0434782608695652
ridge,pileup_separation_bin,mid,1173,-0.4159046800868147,4.398699103599363,5.40742310007515,0.2531969309462916,0.0392156862745098
traditional_cfd_template_derivative,pileup_separation_bin,mid,1173,0.5713245423692115,1.0831264656989408,1.0163127207208946,0.0,0.0
1d_cnn,pileup_separation_bin,none,2633,-1.324921208843035,7.234374436318096,9.604994248035052,0.4880364603114318,0.2020508925180402
compact_waveform_transformer,pileup_separation_bin,none,2633,1.2130247800934484,5.245942686397486,7.403988722491674,0.3775161412837068,0.1078617546524876
derivative_gate_transformer_new,pileup_separation_bin,none,2633,0.6860163890603577,5.346397028050278,7.745274861498571,0.3444739840486137,0.1310292442081276
gradient_boosted_trees,pileup_separation_bin,none,2633,0.2872390335975137,3.782011987999476,5.582271886723766,0.2115457652867451,0.0767185719711355
