method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_derivative,-0.6264537672212145,-1.7263324480691007,0.41832252814276694,2.647244864693556,2.1790528296843186,3.053716775211819,4.039633184137411,2.460390504441535,5.94804542362695,0.1752652762532016,0.12368488073720418,0.24073534936138238,0.04921331869740212,0.0067591525792858095,0.11455319538546052
ridge,traditional_cfd_template_derivative,-0.23990896034738962,-1.3068778079984356,0.8176523871707991,3.024428923692232,2.5379545955525757,3.685067467370529,4.4044626459227025,2.6538299725909393,6.450701563729687,0.23088181485547019,0.16580556297087262,0.29179510129516173,0.05140870837907062,0.007485825869308762,0.11711865588070548
mlp,traditional_cfd_template_derivative,-0.4539010114098716,-1.5682814766901965,0.6867909321401321,3.138680011089201,2.781212979330576,3.5802232610494418,4.5168605580902526,3.040400272799787,6.299286349812916,0.24240761068422978,0.19888430700698675,0.2832363145601527,0.05817782656421515,0.009485566729757457,0.12444031212896388
derivative_gate_transformer_new,traditional_cfd_template_derivative,-0.7033713693535593,-1.829485192710343,0.390740904776623,4.788301193854668,4.118616059906835,6.258582326912295,6.232249668034713,4.736512185111751,8.518616276298957,0.36663007683863885,0.3217004142853352,0.4248073443131371,0.12056348335162825,0.08731613589460231,0.1860948539491721
compact_waveform_transformer,traditional_cfd_template_derivative,-0.20564196047551797,-1.3997664303393877,1.0161091732454282,4.908583976942239,4.432303288153816,5.701066054867474,6.305249934192712,4.96148417285748,8.046584012271566,0.3999268203439444,0.36649185278358437,0.4292896116780045,0.11306256860592755,0.06638253572900331,0.1771170817062218
1d_cnn,traditional_cfd_template_derivative,-1.156796548297563,-2.526342657865209,0.44667800562965815,6.278058422979964,5.620983533294652,6.9632000498478215,7.612614795986261,6.510385429611233,8.802166820948788,0.48920600073179654,0.4601126264259509,0.5185222392077011,0.18422978412001464,0.14727678388186205,0.22690853978875186
