method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,657,3.2199899629126207,8.32993724914928,8.570308432008998,0.5342465753424658,0.2480974124809741
1d_cnn,50,680,-3.255337883309641,11.146210886112087,10.978421839838736,0.5294117647058824,0.3029411764705882
1d_cnn,57,670,1.8921183697278154,7.791880568561734,8.580677504661784,0.5253731343283582,0.19701492537313434
1d_cnn,58,654,-3.027433848580161,7.301624941614489,7.847270428034795,0.5443425076452599,0.18654434250764526
1d_cnn,60,720,0.5471560836343246,6.246743968120055,7.16180958611049,0.44027777777777777,0.12777777777777777
1d_cnn,62,720,-0.7929949534222525,6.740139462604251,7.381608977850876,0.44722222222222224,0.14166666666666666
1d_cnn,64,720,-2.3388597885153057,6.29863233562211,7.290864648071344,0.46111111111111114,0.1388888888888889
1d_cnn,65,645,-1.988071556433301,6.242732181323389,7.385081057227838,0.44031007751937984,0.13953488372093023
compact_waveform_transformer,42,657,2.5501547860111593,5.716675486326578,5.917858898971341,0.3987823439878234,0.1430745814307458
compact_waveform_transformer,50,680,-1.9544627108995885,10.989820714673275,11.482114710798916,0.3720588235294118,0.3029411764705882
compact_waveform_transformer,57,670,1.1071975682031185,5.568931925165699,5.59829374442714,0.3776119402985075,0.11194029850746269
compact_waveform_transformer,58,654,-2.432864706806164,5.912197814038757,6.415925439024041,0.44648318042813456,0.11009174311926606
compact_waveform_transformer,60,720,1.7942675801455596,5.935741249600067,6.215249976415062,0.4444444444444444,0.06944444444444445
compact_waveform_transformer,62,720,0.28802237283858556,6.478131777078003,6.65249750552614,0.4708333333333333,0.09027777777777778
compact_waveform_transformer,64,720,0.3179147343832627,5.0871634255292175,5.567476468664274,0.3277777777777778,0.0375
compact_waveform_transformer,65,645,0.12674980819776316,5.326840507541066,6.04787727516385,0.3581395348837209,0.04496124031007752
derivative_gate_transformer_new,42,657,3.0596875298545685,5.981250066749784,6.274413124531553,0.4018264840182648,0.1156773211567732
derivative_gate_transformer_new,50,680,-2.4463695430193857,12.520563221709732,12.130381142600976,0.5029411764705882,0.2911764705882353
derivative_gate_transformer_new,57,670,1.1181278388367808,6.183383788258251,5.976907301508427,0.44477611940298506,0.0791044776119403
derivative_gate_transformer_new,58,654,-2.236084955816221,5.719276691349201,6.0889167346517805,0.38837920489296635,0.13608562691131498
derivative_gate_transformer_new,60,720,0.4913708467138429,5.31307378238302,5.588322920048423,0.3013888888888889,0.07916666666666666
derivative_gate_transformer_new,62,720,-0.6426142873695904,5.327906367648771,5.773144369827198,0.3,0.08611111111111111
derivative_gate_transformer_new,64,720,-1.2185087646482424,4.76541223020821,5.5038555689553865,0.2861111111111111,0.1
derivative_gate_transformer_new,65,645,-0.9158095880653292,4.911991684839796,5.674927170516852,0.3209302325581395,0.08062015503875969
gradient_boosted_trees,42,657,2.171625216177226,3.7146494067628626,4.1650210081811725,0.3105022831050228,0.0837138508371385
gradient_boosted_trees,50,680,-0.1450480564659833,9.999264438031185,10.056333050597015,0.27941176470588236,0.2661764705882353
gradient_boosted_trees,57,670,0.6492974882990663,3.1163754592278035,3.6351248693228198,0.16567164179104477,0.028358208955223882
gradient_boosted_trees,58,654,-3.470319348224231,3.1028382819876406,3.4199419765345604,0.25688073394495414,0.0045871559633027525
gradient_boosted_trees,60,720,0.6362062114147891,3.4409966873354416,3.2644005494867536,0.1111111111111111,0.006944444444444444
gradient_boosted_trees,62,720,-1.2476939231222057,3.6526526866166336,3.3014402623154426,0.10138888888888889,0.002777777777777778
gradient_boosted_trees,64,720,-1.2917174251182852,3.056800594992499,2.915175258886371,0.09027777777777778,0.002777777777777778
gradient_boosted_trees,65,645,-1.4150034352409762,3.190336285766837,3.1340578046548204,0.10387596899224806,0.0031007751937984496
mlp,42,657,2.8680258511648073,4.805320655228185,4.422673106395771,0.3424657534246575,0.1293759512937595
mlp,50,680,-0.5770365734685969,9.816075664734539,10.140601558462556,0.29411764705882354,0.27058823529411763
mlp,57,670,1.3718639820414538,4.392620328380112,4.1736464208425925,0.2626865671641791,0.028358208955223882
mlp,58,654,-2.5043703751432584,4.051988085712553,4.035863449535006,0.25840978593272174,0.024464831804281346
mlp,60,720,0.5358200774097506,3.9683173750742085,3.8326639482318043,0.23333333333333334,0.008333333333333333
mlp,62,720,-0.644780706055313,4.294129121448798,4.177379271318784,0.2388888888888889,0.005555555555555556
mlp,64,720,-1.2397149894514534,3.7398830225402575,3.881929635859045,0.15138888888888888,0.004166666666666667
mlp,65,645,-0.971878947973339,3.829954619548639,3.622980399837984,0.16434108527131783,0.0015503875968992248
ridge,42,657,3.2285559413688603,4.734001013538126,4.277086610510745,0.3470319634703196,0.0852359208523592
ridge,50,680,-1.1122636841005433,10.401047387530166,10.274062867833015,0.33676470588235297,0.2661764705882353
ridge,57,670,1.562062267180056,4.8968899412349405,4.245527346116193,0.31791044776119404,0.010447761194029851
ridge,58,654,-2.0736304218261163,4.198491865612253,3.9580919746218313,0.28593272171253825,0.039755351681957186
ridge,60,720,0.7135378076226355,3.2454424961278425,3.2339559643890095,0.14027777777777778,0.001388888888888889
ridge,62,720,-0.6774312057186669,3.811775887204611,3.753685349648816,0.16527777777777777,0.006944444444444444
ridge,64,720,-0.8753448449439194,3.172894289497819,3.167474201214922,0.1361111111111111,0.002777777777777778
ridge,65,645,-0.2882566510375,3.460077553855606,3.365811006752917,0.13488372093023257,0.004651162790697674
traditional_cfd_template_derivative,42,657,-0.7267681709064888,1.348055986622669,1.192346783195225,0.0,0.0
traditional_cfd_template_derivative,50,680,-0.06740011384318301,0.67296343670361,0.7701752275390573,0.0,0.0
traditional_cfd_template_derivative,57,670,-0.20914978260805128,1.3999853369484445,1.2943170024588841,0.0,0.0
traditional_cfd_template_derivative,58,654,0.6768440301238119,0.7016509355965856,0.7207736116315532,0.0,0.0
traditional_cfd_template_derivative,60,720,-0.38985687883636544,1.0471550844225694,1.0008080352329705,0.0,0.0
traditional_cfd_template_derivative,62,720,0.6843724400389513,0.4111259732075748,0.526482931722782,0.0,0.0
traditional_cfd_template_derivative,64,720,0.8406270548501764,0.535800376259878,0.6348947424488585,0.0,0.0
traditional_cfd_template_derivative,65,645,0.5370332132697522,0.6996914622033087,0.7718510329042828,0.0,0.0
