method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_derivative,sample_i_analysis,1350,-0.0937071453713012,1.0410408847941597,1.0672716698269527,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.1502430194133838,2.8531240491207575,7.717727857703427,0.22296296296296297,0.14814814814814814
mlp,sample_i_analysis,1350,0.26816426897332857,3.9831016643635833,8.115254120399612,0.2785185185185185,0.15037037037037038
ridge,sample_i_analysis,1350,0.5115810762591231,5.090360098733953,8.416955417083026,0.3274074074074074,0.13925925925925925
compact_waveform_transformer,sample_i_analysis,1350,-0.6045859825642141,6.885264980464781,9.54267043657815,0.3748148148148148,0.20814814814814814
derivative_gate_transformer_new,sample_i_analysis,1350,0.0856472708603242,7.546008491324164,10.198452477147034,0.4740740740740741,0.18592592592592594
1d_cnn,sample_i_analysis,1350,-0.7461484259831233,8.530110913755987,10.518979127217264,0.5274074074074074,0.25037037037037035
traditional_cfd_template_derivative,sample_i_calib,657,-0.7267681709064888,1.348055986622669,1.192346783195225,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,2.171625216177226,3.7146494067628626,4.1650210081811725,0.3105022831050228,0.0837138508371385
ridge,sample_i_calib,657,3.2285559413688603,4.734001013538126,4.277086610510745,0.3470319634703196,0.0852359208523592
mlp,sample_i_calib,657,2.8680258511648073,4.805320655228185,4.422673106395771,0.3424657534246575,0.1293759512937595
compact_waveform_transformer,sample_i_calib,657,2.5501547860111593,5.716675486326578,5.917858898971341,0.3987823439878234,0.1430745814307458
derivative_gate_transformer_new,sample_i_calib,657,3.0596875298545685,5.981250066749784,6.274413124531553,0.4018264840182648,0.1156773211567732
1d_cnn,sample_i_calib,657,3.2199899629126207,8.32993724914928,8.570308432008998,0.5342465753424658,0.2480974124809741
traditional_cfd_template_derivative,sample_ii_analysis,2739,0.5411820739797517,0.8703733958216109,0.8257272004638626,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.2378528484150628,3.635865540847024,3.5080417459311923,0.1416575392479007,0.004381161007667032
ridge,sample_ii_analysis,2739,-0.35802980634901616,3.7429284084937935,3.758656086490997,0.18035779481562614,0.012778386272362175
mlp,sample_ii_analysis,2739,-0.7083185813629207,4.156638582743915,4.125475502441012,0.22453450164293537,0.009857612267250822
derivative_gate_transformer_new,sample_ii_analysis,2739,-0.6751991946160594,5.360621666320815,5.860082422160101,0.3263964950711939,0.09492515516611902
compact_waveform_transformer,sample_ii_analysis,2739,0.04177727936783526,6.203078116443386,6.469465070695199,0.4315443592552026,0.07886089813800658
1d_cnn,sample_ii_analysis,2739,-1.2572511456036128,6.885319919250307,7.531583677353947,0.4669587440671778,0.14822928075940126
traditional_cfd_template_derivative,sample_ii_calib,720,0.8406270548501764,0.535800376259878,0.6348947424488585,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-1.2917174251182852,3.056800594992499,2.915175258886371,0.09027777777777778,0.002777777777777778
ridge,sample_ii_calib,720,-0.8753448449439194,3.172894289497819,3.167474201214922,0.1361111111111111,0.002777777777777778
mlp,sample_ii_calib,720,-1.2397149894514534,3.7398830225402575,3.881929635859045,0.15138888888888888,0.004166666666666667
derivative_gate_transformer_new,sample_ii_calib,720,-1.2185087646482424,4.76541223020821,5.5038555689553865,0.2861111111111111,0.1
compact_waveform_transformer,sample_ii_calib,720,0.3179147343832627,5.0871634255292175,5.567476468664274,0.3277777777777778,0.0375
1d_cnn,sample_ii_calib,720,-2.3388597885153057,6.29863233562211,7.290864648071344,0.46111111111111114,0.1388888888888889
