run,group,eventno,evt,trigger,stave,stave_idx,channel,baseline_adc,amplitude_adc,log_amp,area_adc_samples,positive_area_adc_samples,log_positive_area,area_over_amp,positive_area_over_amp,peak_sample,cfd10_sample,cfd20_sample,cfd50_sample,cfd10_phase,cfd20_phase,cfd50_phase,cfd_slew_20_50,pretrigger_ptp_adc,tail_area_frac,late_area_frac,early_area_frac,secondary_peak_frac,post_peak_min_frac,plateau_count,peak_edge_score,timing_residual_ns,charge_log_residual,saturation_harm_score,anomaly_dropout_score,coupling_burden
60,sample_ii_analysis,494898,7994,1,B4,1,2,9681.0,1827.0,7.510430556378006,4441.0,9222.0,9.129347,2.430760810071155,5.0476190476190474,7,0.0,5.644056283357593,5.909995147986415,-7.0,-1.3559437166424066,-1.0900048520135854,0.2659388646288212,923.0,0.16666667,0.47549337,0.055194102,0.5533661740558292,-0.6075533661740559,1.0,1.0,-4.826984073998775,0.04542604931928018,0.0,15.173571437512125,2.297426644468496
61,sample_ii_analysis,519489,14604,1,B6,2,4,6977.5,2729.5,7.911873721221812,20015.0,20029.0,9.904937,7.332844843377908,7.337973987909874,6,3.0380083420229407,3.322627737226277,4.140806988352746,-2.9619916579770593,-2.677372262773723,-1.8591930116472541,0.8181792511264687,244.0,0.15257876,0.41801888,0.19152229,0.894852537094706,0.07272394211394029,1.0,1.0,-8.716203154999063,0.20174950297415073,0.0,5.008464805697386,1.4294217756160157
41,sample_i_calib,761544,11794,1,B8,3,6,6900.0,3555.0,8.17611034223734,34008.0,34010.0,10.43441,9.566244725738397,9.566807313642757,6,3.445564516129032,3.9233870967741935,4.486271676300578,-2.554435483870968,-2.0766129032258065,-1.5137283236994223,0.5628845795263842,25.0,0.3084093,0.59988236,0.10693914,0.9367088607594937,0.27538677918424753,1.0,1.0,23.08476016062839,0.401146029640465,0.0,2.054187379079529,1.9299429490257443
40,sample_i_calib,711011,13854,1,B6,2,4,6921.5,2160.5,7.6780949553719875,14988.0,14993.0,9.615338,6.937283036334182,6.939597315436242,7,3.4494103773584905,3.9589622641509434,4.758112980769231,-3.5505896226415095,-3.0410377358490566,-2.241887019230769,0.7991507166182874,30.0,0.17761622,0.47205362,0.11718802,0.7894006017125665,0.08632261050682713,1.0,1.0,10.33176100628931,0.23804515034369267,0.0,1.716989924702289,1.1213414814491252
63,sample_ii_analysis,603981,11100,1,B6,2,4,6966.0,1808.0,7.4999765409521215,11154.0,11298.0,9.332381,6.16924778761062,6.248893805309734,12,8.504568527918781,8.963451776649746,9.76632801161103,-3.4954314720812185,-3.0365482233502537,-2.23367198838897,0.8028762349612837,29.0,0.724022,0.9984953,0.0015046911,0.8257743362831859,0.4413716814159292,1.0,6.0,55.501805310152875,0.20339010514186207,0.15,2.7291687517461525,2.5596201418788422
61,sample_ii_analysis,512609,8133,1,B4,1,2,8887.5,1054.5,6.960821999918829,-20080.0,1298.0,7.16858,-19.042200094831674,1.2309151256519677,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1504.0,0.0,0.0,1.0,-0.23091512565196776,-1.7207207207207207,1.0,7.0,-49.848184818481855,-1.1315286526734702,0.3,23.59243243243243,7.768640600537314
37,sample_i_calib,667683,6155,1,B4,1,2,7003.0,1741.0,7.462214939768189,2141.0,2185.0,7.689371,1.2297530155083285,1.2550258472142446,17,15.416071428571428,15.860204081632654,16.349402092675636,-1.5839285714285722,-1.139795918367346,-0.6505979073243644,0.48919801104298166,9.0,0.99633867,0.99633867,0.0036613273,0.007466973004020678,0.0,1.0,11.0,7.241216074058503,-1.3257880536818405,0.8999999999999999,1.9373699654785126,4.852329817346936
60,sample_ii_analysis,484686,14882,1,B6,2,4,6942.5,3161.5,8.058801877498668,24892.0,24895.5,10.122442,7.873477779535031,7.8745848489640995,7,4.735912240184757,5.121639541892707,5.69333936106088,-2.2640877598152427,-1.8783604581072932,-1.3066606389391202,0.571699819168173,13.0,0.30141994,0.6494949,0.017814465,0.9826031946860667,0.18298276134746164,1.0,1.0,0.7767492442062718,0.2144330149338618,0.0,1.9166797320512434,0.8290455007839129
61,sample_ii_analysis,528953,7054,1,B4,1,2,7003.5,2584.5,7.857287344636093,20344.0,20357.0,9.92118,7.871541884310312,7.87657187076804,6,2.746165191740413,3.1623352165725045,3.8924199623352167,-3.253834808259587,-2.8376647834274955,-2.1075800376647833,0.7300847457627122,352.0,0.1848013,0.43599254,0.20356634,0.8715418843103114,0.14993228864383826,1.0,1.0,13.982890373531532,0.3425968340444747,0.0,6.658492592891772,2.155658656379141
65,sample_ii_analysis,678158,14367,1,B4,1,2,7008.5,3176.5,8.063535240706587,5223.0,5226.5,8.561497,1.644262553124508,1.6453643947741226,17,15.047551644988523,15.290589135424636,16.0159541511772,-1.9524483550114766,-1.7094108645753643,-0.9840458488227988,0.7253650157525655,6.0,0.9777098,0.9921554,0.0045919833,0.08043444042184794,0.0,1.0,11.0,-5.448340620675278,-1.3112220793578349,0.8999999999999999,1.946398914870964,4.7676915469285275
41,sample_i_calib,753896,4677,1,B4,1,2,7031.5,3384.5,8.126961463948662,30276.0,30278.0,10.318176,8.94548677795834,8.946077707194563,7,5.074871959026889,5.291549295774648,5.941581306017926,-1.925128040973111,-1.7084507042253518,-1.058418693982074,0.6500320102432777,15.0,0.3969549,0.7127122,0.0077944384,0.9648397104446742,0.28349830107844587,1.0,1.0,-79.07890480135715,0.3550035497057564,0.0,2.0973264618521514,3.3344027696281806
48,sample_i_analysis,76076,3945,1,B6,2,4,6935.0,1163.0,7.0587581525186645,3435.0,3506.0,8.162231,2.9535683576956147,3.0146173688736027,17,13.077927927927927,13.601801801801802,14.527327935222672,-3.9220720720720728,-3.398198198198198,-2.4726720647773277,0.9255261334208704,8.0,0.99686253,0.99686253,0.0019965773,0.7007738607050731,0.0,1.0,11.0,97.98779157629627,-0.3516889728328163,0.8999999999999999,2.7552811881210513,4.927027957602691
59,sample_ii_analysis,430546,13590,1,B4,1,2,7038.5,1104.5,7.0071480228601715,8079.0,8095.0,8.9990015,7.314622000905387,7.3291081937528295,8,4.406529850746269,4.818656716417911,5.522643253234751,-3.593470149253731,-3.1813432835820894,-2.477356746765249,0.7039865368168403,21.0,0.25781345,0.5975911,0.034959853,0.840651878678135,0.18967858759619738,1.0,2.0,-8.724669945307557,0.6328259617853274,0.0,1.7878464710275315,2.098132405515636
56,sample_i_analysis,321306,10028,1,B4,1,2,6988.0,2933.0,7.983781068977451,15232.0,15243.0,9.631876,5.193317422434368,5.197067848619161,16,11.216614420062696,11.523092998955068,12.288684389911383,-4.783385579937304,-4.476907001044932,-3.711315610088617,0.765591390956315,21.0,0.9879945,0.9946205,0.0030833825,0.9942038868053188,0.0,2.0,10.0,77.15505745540804,-0.1271031736024355,1.1,3.2864347498635564,4.081704757099557
56,sample_i_analysis,336505,7841,1,B6,2,4,6940.5,2894.5,7.970567663519059,9171.0,9237.0,9.130973,3.1684228709621696,3.191224736569356,16,13.20747311827957,13.518709677419356,14.305555555555555,-2.7925268817204305,-2.4812903225806444,-1.6944444444444446,0.7868458781361998,9.0,0.99907976,0.99907976,0.0009202122,0.354638106754189,0.0,1.0,10.0,86.18420660078314,-0.6540354159398145,0.75,2.35890930310579,5.161156512689251
39,sample_i_calib,690294,10903,1,B4,1,2,7009.0,2974.0,7.9976631270201,24590.0,24596.0,10.110339,8.268325487558844,8.270342972427708,7,4.0925682031984945,4.372342427093133,5.160944206008583,-2.9074317968015055,-2.627657572906867,-1.8390557939914167,0.7886017789154502,7.0,0.26101804,0.59452754,0.05944056,0.9939475453934096,0.1738399462004035,2.0,1.0,28.005141588828096,0.3315624091812186,0.35,1.7675695225049284,2.2352315122992565
