method,method_label,threshold_policy,threshold_calibration_runs,deployment_runs,abstention_budget,sigma_hat_threshold_ns,calibration_abstain_fraction,abstain_fraction,n,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,calibration_ece,calibration_loss,mean_sigma_hat_ns,bootstrap_valid,coverage68_ci_low,coverage68_ci_high,coverage95_ci_low,coverage95_ci_high,calibration_loss_ci_low,calibration_loss_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,abstain_fraction_ci_low,abstain_fraction_ci_high,energy_method,pid_method,energy_charge_res68,energy_charge_res68_ci_low,energy_charge_res68_ci_high,energy_charge_bias,energy_harm_rate,energy_harm_rate_ci_low,energy_harm_rate_ci_high,energy_calibration_coverage,pid_roc_auc,pid_roc_auc_ci_low,pid_roc_auc_ci_high,pid_average_precision,pid_ece,pid_ece_ci_low,pid_ece_ci_high,coverage68_error,coverage95_error,pid_auc_shortfall,consumer_loss
phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,calibration_frozen,"58,59,60","61,62,63,65",0.1,2.844056004073581,0.10016220600162207,0.16773897058823528,5433,4,1.4020399959503858,1.4500498738880578,0.0034971470642370696,0.9810522935472169,0.6140254003313087,0.958770476716363,0.05796150197480907,0.03858594423741162,1.5176690583507113,600,0.547329754167844,0.7065317387304508,0.9472703825763004,0.9714489650249821,0.030405209739916644,0.060468450798647946,1.308861775042618,1.5077747098104126,0.0009199632014719411,0.005216324025774778,0.14296636085626913,0.17584250917584254,NN_residual_gated_cnn_new,NN_action_gated_residual_ensemble_new,0.012581449972136,0.0106112163215167,0.0153127184736377,0.0039529894896013,0.0169062802803253,0.009464797413412,0.0285848030422633,0.9792305858538451,1.0,1.0,1.0,1.0,0.0018029465458181,0.0018029258029239,0.0018029642233853,0.06866409180569133,0.008770476716362996,0.0,0.1255605936270357
mlp,MLP residual scale model,calibration_frozen,"58,59,60","61,62,63,65",0.1,2.5141900539398194,0.10016220600162207,0.14016544117647056,5613,4,1.717414582273236,1.833499409098302,0.016034206306787813,1.1889368969131406,0.47746303224657044,0.8597897737395332,0.15023036873017823,0.15865098794855378,1.4906235350690464,600,0.3926873857404022,0.5592497868712702,0.8069469835466179,0.9195509822263798,0.061855894525078864,0.23419476915409246,1.5167571826944175,1.8808627288635393,0.006563525550867323,0.02486288848263254,0.08742075408742078,0.18556701030927836,ML_mlp,ML_mlp,0.0155739251964151,0.0142185766707512,0.0171967244484607,0.0140536476605721,5.6335489104716406e-05,1.9295962849511764e-05,0.000123902814719,0.9988581142606446,0.947092374470415,0.9407200210085076,0.9540671179653102,0.9221278409392843,0.0131415734283209,0.0094019423693854,0.025260265796742,0.2052264598904296,0.09021022626046671,0.0,0.3958202034644911
ridge,Ridge residual scale model,calibration_frozen,"58,59,60","61,62,63,65",0.1,2.119503378868103,0.10016220600162207,0.21706495098039214,5111,4,1.7060776580404322,2.0736123541143083,0.02563099197808648,1.2061402363362925,0.439053022891802,0.8368225396204265,0.17840696481238572,0.18534028269336242,1.3951944123215227,600,0.3271402550091075,0.5712630359212051,0.7639344262295082,0.9315628192032687,0.06569081981579908,0.26975783616672033,1.4023949960729805,2.0124520650998683,0.0010214504596527069,0.04408014571948998,0.08408408408408408,0.3375334096983581,ML_ridge_logistic,ML_ridge_waveform,0.0130981545987442,0.0117064504135946,0.0149194316516076,0.010750948749001,0.0025238299118912,0.0015584415120893,0.0040168711092754,0.967664962024021,0.8513208514780879,0.8447716046752325,0.8621867257244059,0.7787513966213357,0.031782305607993,0.0196914286515503,0.0572450433698484,0.24363646924519805,0.11317746037957344,0.0,0.4808384224129075
gradient_boosted_trees,HistGradientBoosting residual scale model,calibration_frozen,"58,59,60","61,62,63,65",0.1,2.1870994145276357,0.10016220600162207,0.2193627450980392,5096,4,1.6837184405340428,1.852715700358605,0.015306122448979591,1.2760823570726236,0.45643642072213503,0.8202511773940345,0.18091499724589405,0.203249812084837,1.359969362973789,600,0.3451228592702904,0.5938494167550371,0.746090841399851,0.9098621420996819,0.05569394832893017,0.30929112005849824,1.3625825600978136,1.9094309785687955,0.003181336161187699,0.025688756515264335,0.10377043710377043,0.3260786559755632,ML_gradient_boosted_trees,ML_gradient_boosted_trees,0.0139208741911401,0.0127059569727487,0.0153587728422165,0.0124445194064698,0.0001464722716722,9.087299705228427e-05,0.000224801688944,0.9977224175394992,0.9280095148429632,0.9216148500739324,0.9352319618943888,0.8942663262803092,0.0340176058994234,0.0247320205541638,0.050619263883892,0.226253071414865,0.12974882260596543,0.0,0.5081309969516108
cnn1d,1D-CNN residual scale model,calibration_frozen,"58,59,60","61,62,63,65",0.1,2.6355033874511746,0.10016220600162207,0.13403799019607843,5653,4,1.3999615047805773,1.5952991803677175,0.0035379444542720678,1.1054327375201276,0.4372899345480276,0.9269414470192818,0.15161805227759254,0.13137722509185268,1.312820746943779,600,0.33817753338570306,0.5293795370497192,0.9033778476040848,0.9483675018982536,0.06497427163143278,0.22208324230933257,1.2785411174837478,1.5425708285466797,0.002277904328018223,0.004438416964615954,0.09097859327217128,0.15048381715048387,NN_1d_cnn,NN_1d_cnn,0.0194344928871795,0.0158377327049126,0.0247519575774132,0.002766565210961,0.0570284156207044,0.0433840642688756,0.0811170604038919,0.942967775594198,0.7267674024254375,0.7075822917850639,0.7484302388622134,0.6389048149075939,0.1408650865120494,0.1216456313219517,0.1579793344724266,0.24539955758897242,0.023058552980718128,0.12323259757456251,0.6371306423487323
traditional,S02/S03/S04 atom robust-width baseline,calibration_frozen,"58,59,60","61,62,63,65",0.1,1.768049776412135,0.09772911597729117,0.08838848039215685,5951,4,1.7002997043109325,2.7714383990183094,0.04469837002184507,3.023304016057718,0.34011090573012936,0.5679717694505125,0.362303408478179,0.7775535603730638,1.0105871984203167,600,0.2605183845690175,0.41807432432432434,0.4694394213381555,0.6554986204178164,0.6885715800086514,0.8483824339702692,1.3766558580503945,2.0395739827363286,0.013826940231935772,0.07836045810729356,0.034904013961605584,0.1439480717831233,traditional_run_family_duplicate_gate,traditional_charge_depth_logistic,0.0154068299365386,0.0149085602491764,0.0159919571575914,0.0138431990401373,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0001500695285046,0.0001443406530573,0.0001574048480805,0.34257858640687067,0.3820282305494874,0.0,1.3618348135275684
