run,method,method_label,abstention_budget,abstain_fraction,n,n_runs,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,pull_width68,coverage68,coverage95,calibration_ece,calibration_loss,mean_sigma_hat_ns
63,cnn1d,1D-CNN residual scale model,0.1,0.09009009009009006,1010,1,1.2543028624128034,1.300940266805134,0.0029702970297029703,0.9216582146401467,0.4792079207920792,0.9455445544554455,0.12332339408691685,0.10240054908406135,1.2863963042745497
63,gradient_boosted_trees,HistGradientBoosting residual scale model,0.1,0.28468468468468466,794,1,1.3487569573069815,1.4088378455054889,0.0025188916876574307,1.0192441463598312,0.5944584382871536,0.9105793450881612,0.08093045234847483,0.056956576867497805,1.3729949061880558
63,mlp,MLP residual scale model,0.1,0.1828828828828829,907,1,1.4903716547559474,1.6583995281414592,0.008820286659316428,0.9804895857664613,0.5611907386990077,0.9261300992282249,0.08260714959661465,0.06187155450998019,1.5067360431711623
63,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.1,0.13963963963963966,955,1,1.3790149195264525,1.3870580995223354,0.005235602094240838,1.009160411185836,0.5738219895287958,0.9602094240837696,0.07961936485756807,0.05196417568384452,1.454352167034798
63,ridge,Ridge residual scale model,0.1,0.27477477477477474,805,1,1.3991703009892131,1.414874603019194,0.0012422360248447205,1.0180843984576464,0.5763975155279503,0.9366459627329192,0.09484999151983667,0.0581451009634034,1.3856093368174867
63,traditional,S02/S03/S04 atom robust-width baseline,0.1,0.09549549549549552,1004,1,1.353197548485784,2.676538363218839,0.018924302788844622,2.8623138868130713,0.41733067729083667,0.6573705179282868,0.2789941484589382,0.6748240830474714,1.0267092053775606
65,cnn1d,1D-CNN residual scale model,0.1,0.09595959595959591,179,1,1.3983467962291993,1.3849301365023985,0.0,1.1231122723992917,0.4134078212290503,0.9553072625698324,0.1487469807053715,0.13661204664561136,1.3058021014462635
65,gradient_boosted_trees,HistGradientBoosting residual scale model,0.1,0.24747474747474751,149,1,1.3618773499276262,1.513583546649617,0.006711409395973154,0.8841470891118645,0.5906040268456376,0.9060402684563759,0.07272058499467451,0.08115467317944913,1.4307248995821253
65,mlp,MLP residual scale model,0.1,0.18181818181818177,162,1,1.6178730049869081,1.553774929328818,0.0,1.0904398224336722,0.5308641975308642,0.8827160493827161,0.11387561026603085,0.10585616948078069,1.4795826349729373
65,phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.1,0.16161616161616166,166,1,1.4020284526609683,1.3483768493697894,0.0,0.859957548776701,0.7108433734939759,0.9879518072289156,0.048401772410626515,0.06363747805495423,1.5401156528136404
65,ridge,Ridge residual scale model,0.1,0.12121212121212122,174,1,1.4126953058649176,1.541249443817195,0.0,1.001369072791723,0.5,0.9080459770114943,0.12898842422941953,0.08875025303666208,1.3525996083158187
65,traditional,S02/S03/S04 atom robust-width baseline,0.1,0.09090909090909094,180,1,1.4161055353405794,1.6556454429436573,0.011111111111111112,3.316747262049096,0.4222222222222222,0.6333333333333333,0.28856696829072215,0.7956120417303157,0.9874026735362291
