method,n_events,n_runs,positive_fraction,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,ap_ci_low,ap_ci_high,brier_isotonic,brier_ci_low,brier_ci_high,purity_at_80pct_eff,purity_ci_low,purity_ci_high,bootstrap_valid
traditional best frozen cut,19606,32,0.3471386310313169,1.0,1.0,1.0,1.0,1.0,1.0,5.5039947847131746e-09,0.0,1.629190640232145e-08,1.0,1.0,1.0,300
ML raw B2 waveform + train-only PCA HGB,19606,32,0.3471386310313169,0.8478302864659858,0.8333689148937022,0.8608507938845945,0.7756276498560539,0.7559976765442454,0.7951537674957061,0.1411636010740861,0.12856050148141274,0.1548019558960819,0.5982859026480607,0.5565062093080201,0.6341785921348071,300
leakage sentinel: charge/depth logistic,19606,32,0.3471386310313169,1.0,1.0,1.0,1.0,1.0,1.0,6.97518087510045e-09,0.0,2.0547930518695006e-08,1.0,1.0,1.0,300
leakage sentinel: run-only logistic,19606,32,0.3471386310313169,0.4476702541874817,0.39321145497451043,0.5002979424934682,0.30295608434929205,0.24858646433278417,0.3825879227542946,0.22819522888900667,0.21513395402395818,0.24057869316085911,0.3408605431797376,0.2938761596163049,0.38625517845917934,300
leakage sentinel: group/event-order logistic,19606,32,0.3471386310313169,0.6015231390501028,0.5599291318567414,0.6375904493023873,0.42559584261117755,0.38419814774372957,0.4631811864477871,0.2213764768585197,0.20809734065344906,0.232996980193535,0.38336971062451597,0.34047138578089436,0.4184282418196619,300
leakage sentinel: shuffled-label HGB,19606,32,0.3471386310313169,0.4887040100187335,0.4637334375881316,0.5132670468354081,0.3677015418480223,0.3191086680629604,0.4133583994654263,0.22709188348639733,0.21215813765654692,0.23829499358949727,0.3311242171824649,0.2860413710563683,0.3714404400605508,300
diagnostic: all-data P01b B2 latent logistic,19606,32,0.3471386310313169,0.7028650960549515,0.6870774386440432,0.7148999791030018,0.5798663382702542,0.5354990804157813,0.6180512034725117,0.19186409823564743,0.1799957405101562,0.2036752452891426,0.42588971450919044,0.3746081523343477,0.46454943466694737,300
