candidate,sign,train_auc,heldout_run
q_template_b2_shape,1.0,0.68602854116108,40
q_template_b2_shape,-1.0,0.3139714588389201,40
deltae_amp_vector,1.0,0.9999991705217655,40
deltae_amp_vector,-1.0,8.294782344911472e-07,40
downstream_charge_fraction,1.0,1.0,40
downstream_charge_fraction,-1.0,0.0,40
tail_total_b2,1.0,0.5332702575674344,41
tail_total_b2,-1.0,0.4667297424325656,41
area_peak_b2,1.0,0.3755005315672829,41
area_peak_b2,-1.0,0.6244994684327171,41
q_template_b2_shape,1.0,0.6870051333535383,41
q_template_b2_shape,-1.0,0.3129948666464616,41
deltae_amp_vector,1.0,0.9999991712759508,41
deltae_amp_vector,-1.0,8.287240490983684e-07,41
downstream_charge_fraction,1.0,1.0,41
downstream_charge_fraction,-1.0,0.0,41
tail_total_b2,1.0,0.5347346321382527,42
tail_total_b2,-1.0,0.4652653678617473,42
area_peak_b2,1.0,0.3724506875189595,42
area_peak_b2,-1.0,0.6275493124810405,42
q_template_b2_shape,1.0,0.6873663592067344,42
q_template_b2_shape,-1.0,0.31263364079326555,42
deltae_amp_vector,1.0,0.9999993956658577,42
deltae_amp_vector,-1.0,6.043341422721297e-07,42
downstream_charge_fraction,1.0,1.0,42
downstream_charge_fraction,-1.0,0.0,42
tail_total_b2,1.0,0.5378086744100294,44
tail_total_b2,-1.0,0.46219132558997045,44
area_peak_b2,1.0,0.3742930839786136,44
area_peak_b2,-1.0,0.6257069160213864,44
q_template_b2_shape,1.0,0.6860109006268437,44
q_template_b2_shape,-1.0,0.31398909937315633,44
deltae_amp_vector,1.0,0.9999993201511799,44
deltae_amp_vector,-1.0,6.798488200590665e-07,44
downstream_charge_fraction,1.0,1.0,44
downstream_charge_fraction,-1.0,0.0,44
tail_total_b2,1.0,0.5334074072744333,45
tail_total_b2,-1.0,0.46659259272556686,45
area_peak_b2,1.0,0.37353342093673403,45
area_peak_b2,-1.0,0.626466579063266,45
q_template_b2_shape,1.0,0.6867477716184129,45
q_template_b2_shape,-1.0,0.313252228381587,45
deltae_amp_vector,1.0,0.999999485389859,45
deltae_amp_vector,-1.0,5.146101409313978e-07,45
downstream_charge_fraction,1.0,1.0,45
downstream_charge_fraction,-1.0,0.0,45
tail_total_b2,1.0,0.53655642616986,47
tail_total_b2,-1.0,0.46344357383014,47
area_peak_b2,1.0,0.37501981623065583,47
area_peak_b2,-1.0,0.6249801837693442,47
q_template_b2_shape,1.0,0.6851007622512896,47
q_template_b2_shape,-1.0,0.3148992377487104,47
deltae_amp_vector,1.0,0.9999991939941046,47
deltae_amp_vector,-1.0,8.060058953574258e-07,47
downstream_charge_fraction,1.0,1.0,47
downstream_charge_fraction,-1.0,0.0,47
tail_total_b2,1.0,0.5354589358044461,48
tail_total_b2,-1.0,0.46454106419555385,48
area_peak_b2,1.0,0.37468616357385076,48
area_peak_b2,-1.0,0.6253138364261492,48
q_template_b2_shape,1.0,0.6865156838733986,48
q_template_b2_shape,-1.0,0.3134843161266014,48
deltae_amp_vector,1.0,0.999999175772419,48
deltae_amp_vector,-1.0,8.242275810098167e-07,48
downstream_charge_fraction,1.0,1.0,48
downstream_charge_fraction,-1.0,0.0,48
tail_total_b2,1.0,0.5350356698725223,49
tail_total_b2,-1.0,0.4649643301274777,49
area_peak_b2,1.0,0.3757329198346951,49
area_peak_b2,-1.0,0.624267080165305,49
q_template_b2_shape,1.0,0.6849700337607808,49
q_template_b2_shape,-1.0,0.31502996623921925,49
deltae_amp_vector,1.0,0.9999992316348919,49
deltae_amp_vector,-1.0,7.683651081858308e-07,49
downstream_charge_fraction,1.0,0.9999999999999999,49
downstream_charge_fraction,-1.0,0.0,49
tail_total_b2,1.0,0.5365517002632176,50
tail_total_b2,-1.0,0.46344829973678237,50
area_peak_b2,1.0,0.3719731444572792,50
area_peak_b2,-1.0,0.6280268555427209,50
q_template_b2_shape,1.0,0.688123130018179,50
q_template_b2_shape,-1.0,0.3118768699818209,50
deltae_amp_vector,1.0,0.9999992898803212,50
deltae_amp_vector,-1.0,7.101196788365836e-07,50
downstream_charge_fraction,1.0,1.0,50
downstream_charge_fraction,-1.0,0.0,50
tail_total_b2,1.0,0.5376602395351872,51
tail_total_b2,-1.0,0.4623397604648129,51
area_peak_b2,1.0,0.3743793739283584,51
area_peak_b2,-1.0,0.6256206260716415,51
q_template_b2_shape,1.0,0.6862278682719547,51
q_template_b2_shape,-1.0,0.3137721317280453,51
deltae_amp_vector,1.0,0.9999991962688236,51
deltae_amp_vector,-1.0,8.037311763828975e-07,51
downstream_charge_fraction,1.0,1.0,51
downstream_charge_fraction,-1.0,0.0,51
tail_total_b2,1.0,0.5393912851949829,52
tail_total_b2,-1.0,0.46060871480501697,52
area_peak_b2,1.0,0.37446867600266387,52
area_peak_b2,-1.0,0.625531323997336,52
q_template_b2_shape,1.0,0.6863094984830547,52
q_template_b2_shape,-1.0,0.3136905015169454,52
deltae_amp_vector,1.0,0.9999991906541364,52
deltae_amp_vector,-1.0,8.09345863548932e-07,52
downstream_charge_fraction,1.0,1.0,52
downstream_charge_fraction,-1.0,0.0,52
tail_total_b2,1.0,0.5376495008582314,53
tail_total_b2,-1.0,0.4623504991417685,53
area_peak_b2,1.0,0.3719995378753584,53
area_peak_b2,-1.0,0.6280004621246417,53
q_template_b2_shape,1.0,0.6868849380375734,53
q_template_b2_shape,-1.0,0.31311506196242644,53
deltae_amp_vector,1.0,0.9999991747774257,53
deltae_amp_vector,-1.0,8.252225743172074e-07,53
downstream_charge_fraction,1.0,1.0,53
downstream_charge_fraction,-1.0,0.0,53
tail_total_b2,1.0,0.537098989358694,54
tail_total_b2,-1.0,0.46290101064130607,54
area_peak_b2,1.0,0.3727625511329362,54
area_peak_b2,-1.0,0.6272374488670638,54
q_template_b2_shape,1.0,0.6869526772922636,54
q_template_b2_shape,-1.0,0.3130473227077364,54
deltae_amp_vector,1.0,0.9999993048748302,54
deltae_amp_vector,-1.0,6.951251696576893e-07,54
downstream_charge_fraction,1.0,1.0,54
downstream_charge_fraction,-1.0,0.0,54
tail_total_b2,1.0,0.5370014346867056,55
tail_total_b2,-1.0,0.4629985653132944,55
area_peak_b2,1.0,0.37397042535890535,55
area_peak_b2,-1.0,0.6260295746410947,55
q_template_b2_shape,1.0,0.6865213987961717,55
q_template_b2_shape,-1.0,0.3134786012038283,55
deltae_amp_vector,1.0,0.9999992522805444,55
deltae_amp_vector,-1.0,7.477194556602535e-07,55
downstream_charge_fraction,1.0,1.0,55
downstream_charge_fraction,-1.0,0.0,55
tail_total_b2,1.0,0.5349149008330786,56
tail_total_b2,-1.0,0.4650850991669214,56
area_peak_b2,1.0,0.371362494267808,56
area_peak_b2,-1.0,0.6286375057321919,56
q_template_b2_shape,1.0,0.6884787717823295,56
q_template_b2_shape,-1.0,0.3115212282176705,56
deltae_amp_vector,1.0,0.9999992357077346,56
deltae_amp_vector,-1.0,7.642922653622921e-07,56
downstream_charge_fraction,1.0,1.0,56
downstream_charge_fraction,-1.0,0.0,56
tail_total_b2,1.0,0.5342371904324958,57
tail_total_b2,-1.0,0.46576280956750415,57
area_peak_b2,1.0,0.3743766968272287,57
area_peak_b2,-1.0,0.6256233031727713,57
q_template_b2_shape,1.0,0.6865614239632208,57
q_template_b2_shape,-1.0,0.31343857603677916,57
deltae_amp_vector,1.0,0.9999992077531407,57
deltae_amp_vector,-1.0,7.922468593915732e-07,57
downstream_charge_fraction,1.0,1.0,57
downstream_charge_fraction,-1.0,0.0,57
tail_total_b2,1.0,0.5363765821288028,58
tail_total_b2,-1.0,0.46362341787119726,58
area_peak_b2,1.0,0.3741365336953231,58
area_peak_b2,-1.0,0.6258634663046768,58
q_template_b2_shape,1.0,0.6863221181133645,58
q_template_b2_shape,-1.0,0.31367788188663537,58
deltae_amp_vector,1.0,0.9999991722794006,58
deltae_amp_vector,-1.0,8.277205993643308e-07,58
downstream_charge_fraction,1.0,1.0,58
downstream_charge_fraction,-1.0,0.0,58
tail_total_b2,1.0,0.5468023987435617,59
tail_total_b2,-1.0,0.45319760125643826,59
area_peak_b2,1.0,0.3742860713867645,59
area_peak_b2,-1.0,0.6257139286132355,59
q_template_b2_shape,1.0,0.6861860196855002,59
q_template_b2_shape,-1.0,0.31381398031449975,59
deltae_amp_vector,1.0,0.9999991464413922,59
deltae_amp_vector,-1.0,8.535586077727694e-07,59
downstream_charge_fraction,1.0,0.9999999999999999,59
downstream_charge_fraction,-1.0,0.0,59
tail_total_b2,1.0,0.5488397699781489,60
tail_total_b2,-1.0,0.4511602300218511,60
area_peak_b2,1.0,0.3754924850261433,60
area_peak_b2,-1.0,0.6245075149738567,60
q_template_b2_shape,1.0,0.6847232031371937,60
q_template_b2_shape,-1.0,0.3152767968628063,60
deltae_amp_vector,1.0,0.9999991830224754,60
deltae_amp_vector,-1.0,8.16977524582542e-07,60
downstream_charge_fraction,1.0,0.9999999999999999,60
downstream_charge_fraction,-1.0,0.0,60
tail_total_b2,1.0,0.5462954519958639,61
tail_total_b2,-1.0,0.45370454800413607,61
area_peak_b2,1.0,0.37663370507842986,61
area_peak_b2,-1.0,0.6233662949215703,61
q_template_b2_shape,1.0,0.6846528089394412,61
q_template_b2_shape,-1.0,0.31534719106055875,61
deltae_amp_vector,1.0,0.9999991464413923,61
deltae_amp_vector,-1.0,8.535586077727693e-07,61
downstream_charge_fraction,1.0,1.0,61
downstream_charge_fraction,-1.0,0.0,61
tail_total_b2,1.0,0.5466114759735445,62
tail_total_b2,-1.0,0.45338852402645546,62
area_peak_b2,1.0,0.37639362342945215,62
area_peak_b2,-1.0,0.6236063765705478,62
q_template_b2_shape,1.0,0.683997129604339,62
q_template_b2_shape,-1.0,0.316002870395661,62
deltae_amp_vector,1.0,0.9999991830224755,62
deltae_amp_vector,-1.0,8.16977524582542e-07,62
downstream_charge_fraction,1.0,0.9999999999999999,62
downstream_charge_fraction,-1.0,0.0,62
tail_total_b2,1.0,0.5448558888227719,63
tail_total_b2,-1.0,0.45514411117722803,63
area_peak_b2,1.0,0.3741508798969877,63
area_peak_b2,-1.0,0.6258491201030123,63
q_template_b2_shape,1.0,0.6851416175667239,63
q_template_b2_shape,-1.0,0.3148583824332761,63
deltae_amp_vector,1.0,0.999999231797253,63
deltae_amp_vector,-1.0,7.682027469955547e-07,63
downstream_charge_fraction,1.0,1.0,63
downstream_charge_fraction,-1.0,0.0,63
tail_total_b2,1.0,0.5451470681481192,64
tail_total_b2,-1.0,0.45485293185188075,64
area_peak_b2,1.0,0.37517056539722177,64
area_peak_b2,-1.0,0.6248294346027783,64
q_template_b2_shape,1.0,0.6858186724481037,64
q_template_b2_shape,-1.0,0.31418132755189637,64
deltae_amp_vector,1.0,0.9999991830224755,64
deltae_amp_vector,-1.0,8.169775245825073e-07,64
downstream_charge_fraction,1.0,1.0,64
downstream_charge_fraction,-1.0,0.0,64
tail_total_b2,1.0,0.5375494744014944,65
tail_total_b2,-1.0,0.46245052559850564,65
area_peak_b2,1.0,0.3728059598010064,65
area_peak_b2,-1.0,0.6271940401989936,65
q_template_b2_shape,1.0,0.6879637823078681,65
q_template_b2_shape,-1.0,0.31203621769213175,65
deltae_amp_vector,1.0,0.999999166094846,65
deltae_amp_vector,-1.0,8.339051540103893e-07,65
downstream_charge_fraction,1.0,1.0,65
downstream_charge_fraction,-1.0,0.0,65
