method,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_abs_gt_0p5_ns_ci_low,tail_abs_gt_0p5_ns_ci_high,bias_ns_ci_low,bias_ns_ci_high,failure_rate_ci_low,failure_rate_ci_high,phase_shape_residual_gap_ns_ci_low,phase_shape_residual_gap_ns_ci_high,delta_sigma68_vs_traditional_ns_ci_low,delta_sigma68_vs_traditional_ns_ci_high
uncorrected_cfd20,2.845709715917295,3.040945090013954,0.9171509886300786,0.92927730450658,-3.5276904874990223,-3.3066707033465526,0.0,0.0,0.1881583637863839,1.3028560522166266,1.5280536713157002,1.7552097289566952
traditional_matched_filter_template,1.2626262937138069,1.3457864090019533,0.6908636913571441,0.705891023810762,-0.4777360500349135,-0.31771263701986496,0.0,0.0,0.23436141802728436,1.2360499282959119,0.0,0.0
ridge,2.4483122782771787,2.5404036629272206,0.8382916493184697,0.8536814020881258,-0.21293586816636306,0.1673995112787113,0.0,0.0,0.12690611864845885,0.6224084261878173,1.1198764956853249,1.258461731358597
gradient_boosted_trees,0.6717842723722847,0.7140786229443583,0.43294218049925326,0.4571014306969147,-0.070868465334102,0.041024701023833335,0.0,0.0,0.0036231680251903897,0.2843339224283513,-0.644073802998829,-0.5783431454780787
mlp,0.5234141626197234,0.6775483895329524,0.3451639405557216,0.44583231130209106,-0.07054486600395833,0.07619164883550594,0.0,0.0,0.007355666212294875,0.22273895970150326,-0.7505612145790446,-0.6442714915871989
one_dimensional_cnn,1.1256463505743664,1.1754083567947418,0.6529017123351476,0.6729471972613102,-0.41722807005412266,-0.15375738123250524,0.0,0.0,0.09061726173261632,0.8649845452353372,-0.19580249168394176,-0.09758892152327833
compact_pair_transformer,1.1033588426321077,1.1484481005206377,0.6499742369168835,0.6677048218197066,-0.4640622909043768,-0.10877049884794524,0.0,0.0,0.06955307770513958,0.6667554353371477,-0.22214145344386152,-0.1274669266950354
causal_pedestal_phase_cnn_new,1.0916101606601982,1.1205078831213706,0.6339848816925348,0.6554409669321787,-0.41406618006632206,-0.13006226686240185,0.0,0.0,0.056824607413877626,0.7018151922544027,-0.24086980314570064,-0.1573761775782003
