stratum,value,method,n_pairs,sigma68_ns,rms_ns,bias_ns,tail_abs_gt_0p5_ns,tail_abs_gt_1p0_ns
near_threshold_energy,above_threshold,one_dimensional_cnn,16111,1.1374294017712954,4.782473900648478,-0.27098831448062427,0.6611011110421451,0.38085779901930356
near_threshold_energy,above_threshold,ridge,16111,2.3858020013556853,4.476145467439306,-0.022392680273450635,0.8394264788033021,0.6810253863819751
near_threshold_energy,above_threshold,traditional_matched_filter_template,16111,1.284391989019729,6.264337016648411,-0.320676729108567,0.6933771957047979,0.43256160387313014
near_threshold_energy,above_threshold,uncorrected_cfd20,16111,2.9121645000804355,7.139903792093877,-3.447237050135845,0.9334616100800696,0.8691577183290919
near_threshold_energy,near_threshold,causal_pedestal_phase_cnn_new,1987,1.1583107463023834,8.29709191081126,-0.38235912478346684,0.6462003019627579,0.389028686462003
near_threshold_energy,near_threshold,compact_pair_transformer,1987,1.2080726359336735,8.192367104900955,-0.39387256920930225,0.6663311524911928,0.4011071967790639
near_threshold_energy,near_threshold,gradient_boosted_trees,1987,0.8843843550207635,5.52532488316961,0.04011406164329281,0.5364871665827882,0.27830900855561147
near_threshold_energy,near_threshold,mlp,1987,0.7455809907997806,3.9129965131907203,0.07075652892156264,0.48666331152491193,0.20885757423251133
near_threshold_energy,near_threshold,one_dimensional_cnn,1987,1.1999903825045206,8.68677643003296,-0.47022916473294635,0.6623049823855058,0.4051333668847509
near_threshold_energy,near_threshold,ridge,1987,3.657915493591612,7.548919876751318,0.026318086207516068,0.883241066935078,0.7765475591343735
near_threshold_energy,near_threshold,traditional_matched_filter_template,1987,1.4848910308507095,10.501283598712702,-1.0203646077068316,0.7252138902868647,0.4836436839456467
near_threshold_energy,near_threshold,uncorrected_cfd20,1987,3.034698915986529,11.324815430800578,-3.1296900112120043,0.8349270256668344,0.6919979869149472
pedestal_state,active_pedestal,causal_pedestal_phase_cnn_new,6034,0.9917063701764451,6.800442011536076,-0.43673064725913024,0.5921445144182963,0.31819688432217436
pedestal_state,active_pedestal,compact_pair_transformer,6034,1.0348343844270558,6.617693005007445,-0.5107213704544892,0.6136890951276102,0.33228372555518726
pedestal_state,active_pedestal,gradient_boosted_trees,6034,0.8184506255568426,4.745680386856115,-0.13194851592266013,0.5109380178985747,0.24577394763009613
pedestal_state,active_pedestal,mlp,6034,0.5472521386847493,2.962845313607025,-0.028793881896343007,0.36310904872389793,0.12727875372886974
pedestal_state,active_pedestal,one_dimensional_cnn,6034,1.0528533844505072,7.098950612346316,-0.606222892710571,0.6165064633742128,0.345707656612529
pedestal_state,active_pedestal,ridge,6034,3.0389487960234915,6.3977806989426265,-0.2480242848999473,0.859794497845542,0.723566456745111
pedestal_state,active_pedestal,traditional_matched_filter_template,6034,1.2820743146979612,9.396432048816834,-0.7164955170896076,0.6900894928737156,0.4361948955916473
pedestal_state,active_pedestal,uncorrected_cfd20,6034,2.842716868718501,9.525041938421982,-3.068463433735327,0.8934371892608551,0.7873715611534637
pedestal_state,moderate_pedestal,causal_pedestal_phase_cnn_new,6031,1.1479423553572259,4.591863915284486,-0.2874410796038859,0.671696236113414,0.3937987066821423
pedestal_state,moderate_pedestal,compact_pair_transformer,6031,1.1714918924928215,4.287560885250263,-0.3127425211121378,0.6839661747637208,0.39927043608025203
pedestal_state,moderate_pedestal,gradient_boosted_trees,6031,0.6534800921419659,1.6393951596136405,-0.011326751344385651,0.42629746310727906,0.18239097993699221
pedestal_state,moderate_pedestal,mlp,6031,0.6418936699655895,1.3911862415253242,-0.039687220431878376,0.4286188028519317,0.16746808157851104
pedestal_state,moderate_pedestal,one_dimensional_cnn,6031,1.1892368907784954,4.709069086197528,-0.2273248383287583,0.6866191344718952,0.4049079754601227
pedestal_state,moderate_pedestal,ridge,6031,2.338608122735197,4.347795161065712,0.04039073883529012,0.8373404078925551,0.6753440557121538
pedestal_state,moderate_pedestal,traditional_matched_filter_template,6031,1.3020264055599697,5.688481706775169,-0.39530659003491836,0.6968993533410711,0.43243243243243246
pedestal_state,moderate_pedestal,uncorrected_cfd20,6031,2.9660657489841413,7.254328749422159,-3.7199513960252193,0.934007627259161,0.8809484330956724
pedestal_state,quiet_pedestal,causal_pedestal_phase_cnn_new,6033,1.144554823060065,3.5293259154068415,-0.12173276722681386,0.6674954417371125,0.388529753025029
pedestal_state,quiet_pedestal,compact_pair_transformer,6033,1.157621226162409,3.4869007116657293,-0.1305190865892652,0.6789325377092658,0.3928393833913476
pedestal_state,quiet_pedestal,gradient_boosted_trees,6033,0.6032365840777296,2.728539711917651,0.0515435647063575,0.3865406928559589,0.15266036797613128
pedestal_state,quiet_pedestal,mlp,6033,0.6153186241278679,2.1547164187500623,0.016650441401341642,0.39532570860268523,0.1475219625393668
pedestal_state,quiet_pedestal,one_dimensional_cnn,6033,1.179449646345958,3.6552820041299627,-0.04496818338229339,0.6805900878501575,0.39996684899718216
pedestal_state,quiet_pedestal,ridge,6033,2.2545455769824585,3.526847502653819,0.1565568630166449,0.8355710260235372,0.6756174374274821
pedestal_state,quiet_pedestal,traditional_matched_filter_template,6033,1.3142451161789728,4.52320058354281,-0.08063306208558135,0.7036300348085529,0.44588098789988395
pedestal_state,quiet_pedestal,uncorrected_cfd20,6033,2.8843735715586933,5.918383546216983,-3.448863739172847,0.9404939499419858,0.8808221448698823
pileup_state,mild_pileup,causal_pedestal_phase_cnn_new,4525,1.3489729652078863,7.8116406079703085,-0.8490773406811614,0.685303867403315,0.4492817679558011
pileup_state,mild_pileup,compact_pair_transformer,4525,1.3642568606360173,7.458881070137913,-0.7743348348805034,0.6996685082872928,0.45569060773480663
pileup_state,mild_pileup,gradient_boosted_trees,4525,0.8937659241202898,4.302718121401603,-0.14323152944753442,0.5303867403314917,0.2826519337016575
pileup_state,mild_pileup,mlp,4525,0.7954909464690645,2.8047253990384906,0.03582040945846477,0.4888397790055249,0.24729281767955802
pileup_state,mild_pileup,one_dimensional_cnn,4525,1.3715629317650075,8.099338961476903,-0.8876197277583242,0.6990055248618785,0.45348066298342543
pileup_state,mild_pileup,ridge,4525,2.6733022769075467,6.760213259044012,-0.10021589062431281,0.847292817679558,0.7032044198895028
pileup_state,mild_pileup,traditional_matched_filter_template,4525,1.3843602898179046,10.836276279087818,-1.025535812899361,0.7100552486187846,0.46408839779005523
pileup_state,mild_pileup,uncorrected_cfd20,4525,3.262871798291177,11.015221423041956,-3.466939829074787,0.9255248618784531,0.8408839779005525
pileup_state,single_like,causal_pedestal_phase_cnn_new,13573,1.0394834853602233,3.8885787357907446,-0.09291451372207624,0.6299270610771385,0.33935018050541516
pileup_state,single_like,compact_pair_transformer,13573,1.0610170166163635,3.8070810021976156,-0.16587338213427028,0.6452516024460325,0.3478228836661018
pileup_state,single_like,gradient_boosted_trees,13573,0.6361895773264261,2.888505494227208,0.006969425638269138,0.41155234657039713,0.16392838723937228
pileup_state,single_like,mlp,13573,0.5515885305815953,2.050273628178896,-0.03497614010258979,0.36462093862815886,0.11412362779046636
pileup_state,single_like,one_dimensional_cnn,13573,1.087326226885874,4.040556368908006,-0.09458180334600198,0.6486406837103073,0.36020039784867014
pileup_state,single_like,ridge,13573,2.4174411937209586,4.109627448339713,0.010683155565003075,0.8432181536874678,0.6876151182494659
pileup_state,single_like,traditional_matched_filter_template,13573,1.2690879893348583,4.855529119263301,-0.18811889079879085,0.6924777131069034,0.42952921240698444
pileup_state,single_like,uncorrected_cfd20,13573,2.798282555427354,6.231755842579979,-3.394181643001064,0.921682752523392,0.8526486406837103
phase_state,phase_nominal,causal_pedestal_phase_cnn_new,13573,1.0683267819442888,3.7910846988027425,-0.18391908827217165,0.6330214396227806,0.35128564061003464
phase_state,phase_nominal,compact_pair_transformer,13573,1.0917398625749881,3.7390013229277717,-0.2280120976829716,0.6509983054593679,0.3616002357621749
phase_state,phase_nominal,gradient_boosted_trees,13573,0.6694070826581542,2.8205475074991604,-0.053806863125680775,0.4315921314374125,0.18183157739630149
phase_state,phase_nominal,mlp,13573,0.5906414818914534,1.8807144589955018,-0.04200503761718153,0.3872393722832093,0.14189935902158698
phase_state,phase_nominal,one_dimensional_cnn,13573,1.1193836280588885,3.9431351216909047,-0.1722854434729193,0.6522507920135563,0.3719148309143152
phase_state,phase_nominal,ridge,13573,2.351136737438826,3.9932885932400164,0.08318021286561146,0.8373240993148162,0.6741324688720254
phase_state,phase_nominal,traditional_matched_filter_template,13573,1.25692185769142,4.926819271332663,-0.21853117037915726,0.6868783614528844,0.4258454284240772
phase_state,phase_nominal,uncorrected_cfd20,13573,2.868912035199001,5.994637028425546,-3.239490820476696,0.920651293008178,0.8469756133500331
phase_state,phase_shifted,causal_pedestal_phase_cnn_new,4525,1.2021441922579628,7.9540909118737195,-0.5761038400472509,0.6760220994475138,0.4134806629834254
phase_state,phase_shifted,compact_pair_transformer,4525,1.2280102422023291,7.561473688815123,-0.5879461528600561,0.6824309392265193,0.4143646408839779
phase_state,phase_shifted,gradient_boosted_trees,4525,0.7661767443673302,4.435892130745202,0.039070474396242866,0.47027624309392263,0.22895027624309391
phase_state,phase_shifted,mlp,4525,0.6390034966004527,3.1409863395543787,0.05690399530720594,0.42099447513812155,0.16397790055248618
phase_state,phase_shifted,one_dimensional_cnn,4525,1.236441628325251,8.242104791219381,-0.6545431515279048,0.6881767955801105,0.4183425414364641
phase_state,phase_shifted,ridge,4525,2.974792798189306,6.966212642289412,-0.31767501962788364,0.8649723756906077,0.7436464088397791
phase_state,phase_shifted,traditional_matched_filter_template,4525,1.4557990464478732,10.739321976742684,-0.9343124160497891,0.7268508287292818,0.47513812154696133
phase_state,phase_shifted,uncorrected_cfd20,4525,3.186294445127173,11.403119966128376,-3.9309439250136253,0.9286187845303867,0.8579005524861878
