method,n_events,n_accepted,coverage,consensus_prevalence,accepted_precision,recoverable_recall,false_accept_rate,f1,roc_auc,average_precision,brier,calibration_ece,n_bootstrap,coverage_ci_low,coverage_ci_high,consensus_prevalence_ci_low,consensus_prevalence_ci_high,accepted_precision_ci_low,accepted_precision_ci_high,recoverable_recall_ci_low,recoverable_recall_ci_high,false_accept_rate_ci_low,false_accept_rate_ci_high,f1_ci_low,f1_ci_high,roc_auc_ci_low,roc_auc_ci_high,average_precision_ci_low,average_precision_ci_high,brier_ci_low,brier_ci_high,calibration_ece_ci_low,calibration_ece_ci_high,selection_score
gradient_boosted_trees,99,57,0.5757575757575758,0.42424242424242425,0.543859649122807,0.7380952380952381,0.45614035087719296,0.6262626262626264,0.4444444444444445,0.3732182444634168,0.3478462542725787,0.3260046782311386,200,0.29743558580456975,0.8398067449791589,0.30628155339805824,0.5670242407355809,0.4117647058823529,0.6500961538461539,0.4720833333333333,0.9412581699346405,0.3499038461538461,0.5882352941176471,0.4740755007704161,0.7317073170731707,0.34452693504622034,0.5248093692203952,0.2519385589249562,0.535398395356854,0.2642453751340692,0.4433119223183853,0.24526874022196798,0.46322150272527157,0.15426706440968846
mlp,99,61,0.6161616161616161,0.42424242424242425,0.36065573770491804,0.5238095238095238,0.639344262295082,0.42718446601941745,0.39849624060150374,0.35280218242519235,0.4887658247106795,0.49508802515410427,200,0.3526282853566959,0.8556150919467344,0.2795789473684211,0.5773793515613327,0.22121212121212122,0.4955275229357799,0.2222222222222222,0.8444871794871794,0.5044724770642202,0.778787878787879,0.20573529411764704,0.5677304964539007,0.2804524607793522,0.5095223050758766,0.2251814148130961,0.5202868718960356,0.3796382199399004,0.6311851808221302,0.3899166523730617,0.640702015293546,0.8231912415979195
cnn_1d_dual_head,99,0,0.0,0.42424242424242425,,0.0,,,0.5622389306599833,0.43165871774424036,0.3040822659062102,0.25175461588860165,200,0.0,0.0,0.2735299422799423,0.5466792452830188,,,0.0,0.0,,,,,0.4119354975066623,0.7140744879253723,0.26695230593413866,0.6447718720781912,0.21448333082872525,0.37448570591478586,0.14979752119220643,0.38420874144793216,2.0197727821977263
consensus_abstention_ensemble,99,5,0.050505050505050504,0.42424242424242425,0.0,0.0,1.0,,0.42021720969089393,0.3594095979539424,0.35282832411263493,0.3370457797175328,200,0.008552631578947372,0.12942322383498855,0.26920103092783504,0.5412340153452685,0.0,0.0,0.0,0.0,1.0,1.0,,,0.25854539099171076,0.5541102970494418,0.21176748263172115,0.5214509388687882,0.2600922705360246,0.4344734218480105,0.2305500428333272,0.4606365275221822,2.048320485133989
traditional_template_fit,99,0,0.0,0.42424242424242425,,0.0,,,,0.42424242424242425,0.42424242424242425,0.42424242424242425,200,0.0,0.0,0.29212312734082396,0.5618975458308694,,,0.0,0.0,,,,,,,0.29212312734082396,0.5618975458308694,0.29212312734082396,0.5618975458308694,0.29212312734082396,0.5618975458308694,2.0636363636363635
ridge_linear,99,4,0.04040404040404041,0.42424242424242425,0.0,0.0,1.0,,0.3951545530492899,0.3516823775973328,0.4112773432879137,0.408979144070545,200,0.010201504844361987,0.07018575851393188,0.2787596899224806,0.5785310277957337,0.0,0.0,0.0,0.0,1.0,1.0,,,0.2897987155388471,0.5118439672293942,0.21158696966826399,0.5624396086811311,0.3712008978138008,0.446460834133601,0.342971792516976,0.4776666468711876,2.0670765482579028
