method,n,safety_screen_pass,energy_charge_res68,energy_charge_res68_ci_low,energy_charge_res68_ci_high,energy_charge_bias,energy_charge_bias_ci_low,energy_charge_bias_ci_high,pid_harm_rate,pid_harm_rate_ci_low,pid_harm_rate_ci_high,precision_vs_duplicate_oracle,precision_ci_low,precision_ci_high,accepted_fraction,accepted_fraction_ci_low,accepted_fraction_ci_high,timing_tail_delta,q_template_median_shift,median_abs_cfd20_shift_ns,energy_loss,pid_side_effect_loss,deployment_rank_key
traditional_run_family_duplicate_gate,177508,True,0.0154068299365386,0.0149085602491764,0.0159919571575914,0.0138431990401373,0.0133879000718198,0.0142831581655642,0.0,0.0,0.0,0.8145154021227212,0.6262731399124458,0.9146306808269428,0.0153007188408409,0.011436690163166,0.0180250156138733,0.0,0.0,0.0,0.0292500289766759,0.0,"(0, 0.0292500289766759, 0.0)"
ML_mlp,177508,True,0.0155739251964151,0.0142185766707512,0.0171967244484607,0.0140536476605721,0.0129488137268078,0.0153216345021766,5.6335489104716406e-05,1.9295962849511764e-05,0.000123902814719,0.4987839652959646,0.3250163036764771,0.6093025965268065,0.0342181760822047,0.0249759517008418,0.0501347396597734,0.0,0.0,0.0,0.0296275728569872,5.6335489104716406e-05,"(0, 0.0296275728569872, 5.6335489104716406e-05)"
NN_residual_gated_cnn_new,177508,False,0.012581449972136,0.0106112163215167,0.0153127184736377,0.0039529894896013,0.0026812738388698,0.0056468371888244,0.0169062802803253,0.009464797413412,0.0285848030422633,0.0238455897690835,0.0157552053260893,0.0342194790562808,0.772049710435586,0.659362783665629,0.8852267123064839,-5.633548910471606e-06,-0.0003657666846612,0.0015004165386511,0.0165344394617373,0.01877809705254807,"(1, 0.0165344394617373, 0.01877809705254807)"
NN_1d_cnn,177508,False,0.0194344928871795,0.0158377327049126,0.0247519575774132,0.002766565210961,0.0021107361873806,0.003762289336006,0.0570284156207044,0.0433840642688756,0.0811170604038919,0.015287602675291,0.0108589408005829,0.0180241340559438,0.9997183225544763,0.9994263295641904,0.999982437553893,-1.690064673141502e-05,-0.0007879091503747,0.0032965489323718,0.022201058098140502,0.06112977435018231,"(1, 0.022201058098140502, 0.06112977435018231)"
ML_ridge_logistic,177508,False,0.0130981545987442,0.0117064504135946,0.0149194316516076,0.010750948749001,0.0095322269851891,0.0123144849675516,0.0025238299118912,0.0015584415120893,0.0040168711092754,0.2127662560597609,0.1356333945803808,0.2805722293234134,0.0927113144196317,0.0728715388598461,0.1240951316060066,-5.633548910471606e-06,0.0,0.0,0.0238491033477452,0.0025294634608016716,"(1, 0.0238491033477452, 0.0025294634608016716)"
ML_gradient_boosted_trees,177508,False,0.0139208741911401,0.0127059569727487,0.0153587728422165,0.0124445194064698,0.0111705846911895,0.0138257716679267,0.0001464722716722,9.087299705228427e-05,0.000224801688944,0.3228659082827328,0.1954512530374302,0.425750536784496,0.0679744011537508,0.0531083189529381,0.0884926802694741,-5.633548910471606e-06,0.0,0.0,0.0263653935976099,0.00015210582058267162,"(1, 0.0263653935976099, 0.00015210582058267162)"
