method,reference,charge_res68_minus_traditional,charge_res68_minus_traditional_ci_low,charge_res68_minus_traditional_ci_high,charge_bias_minus_traditional,charge_bias_minus_traditional_ci_low,charge_bias_minus_traditional_ci_high,harm_rate_vs_no_correction_minus_traditional,harm_rate_vs_no_correction_minus_traditional_ci_low,harm_rate_vs_no_correction_minus_traditional_ci_high,accepted_fraction_minus_traditional,accepted_fraction_minus_traditional_ci_low,accepted_fraction_minus_traditional_ci_high,precision_minus_traditional,precision_minus_traditional_ci_low,precision_minus_traditional_ci_high,f1_minus_traditional,f1_minus_traditional_ci_low,f1_minus_traditional_ci_high
NN_1d_cnn,traditional_run_family_duplicate_gate,0.0013651763036813078,-0.002140101961164961,0.004744728240697393,-0.012098308572494484,-0.01270254534954829,-0.011585703029141522,0.12076835992924183,0.09669214575608227,0.1500089997480583,0.9911285296053293,0.9867779664428681,0.9950580318899528,-0.39139889921753657,-0.5550835144798573,-0.22843686110347855,-0.38319999849387704,-0.5450274699017968,-0.19240507629408635
NN_residual_gated_cnn_new,traditional_run_family_duplicate_gate,-0.0040895208494396255,-0.005663078731052526,-0.0024027328514680366,-0.010895884484709975,-0.012539002674491609,-0.00944188786189378,0.050008862440901816,0.03352248483596146,0.07091441111832046,0.7471434783757785,0.6592848937694605,0.8243495581506041,-0.38608700633374854,-0.5772498885687175,-0.22410216709453762,-0.3735823687415002,-0.5403630798848276,-0.21297107632712145
ML_gradient_boosted_trees,traditional_run_family_duplicate_gate,-0.0021548788821351577,-0.0031252463951559743,-0.0011667038190653982,-0.002112649122834567,-0.0029582528759712753,-0.001188763533963948,0.0003980927200441574,0.0001811306914202217,0.0006817438738138054,0.12557421332799262,0.09004064239429667,0.16953403882815216,-0.22831963773451322,-0.3353894719280532,-0.12938741711750348,-0.18714467043648195,-0.2879483018515522,-0.09877279381595543
ML_mlp,traditional_run_family_duplicate_gate,-0.000389570747957658,-0.0014434198572120043,0.0006126810735337393,-0.00045667004244587554,-0.0014439353333788622,0.0004847042700950837,0.0002095475328244164,8.116160864893513e-05,0.00039714937310862116,0.07288438597315729,0.04594358586713067,0.10161173731939352,-0.1437124864714686,-0.22271994524342076,-0.06763325826558693,-0.1775039712644208,-0.25377276176611,-0.1046251315055701
ML_ridge_logistic,traditional_run_family_duplicate_gate,-0.003088512020455417,-0.004109149369608724,-0.0021754046146726454,-0.003893831093934376,-0.0047792105641847925,-0.002786131064570747,0.005098222307267376,0.003834103079575802,0.0065290373946826664,0.1645519234559907,0.11750474485201151,0.21422101284273948,-0.28515219563394467,-0.4077148949607661,-0.1561361831020354,-0.23976292918395542,-0.3458511069372102,-0.12244790576419004
