target,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_10pct,within_25pct,bias_ci95,res68_ci95,full_rms_ci95
selected_A1A3_physical_charge,b2_loglinear,leave_one_run_out,4055,-0.04763476278438604,0.5202846094632806,0.8452595804467802,0.13982737361282369,0.3445129469790382,"[-0.06586588295839484, -0.024568095893275355]","[0.5043523407499432, 0.5394287779532742]","[0.7387504554709688, 1.0072125005305201]"
selected_A1A3_physical_charge,charge_transfer_ridge,leave_one_run_out,4055,-0.047420129281090115,0.5192709757631775,0.8427617027545853,0.13884093711467324,0.3435265104808878,"[-0.06713729865235979, -0.018600318640506302]","[0.5084359089200107, 0.5380162677837832]","[0.7442900764710262, 0.9859469152199823]"
selected_A1A3_physical_charge,b_waveform_extra_trees,leave_one_run_out,4055,-0.04781507472726216,0.5196663156066403,0.8444832820465761,0.13982737361282369,0.34475955610357584,"[-0.06923534731910322, -0.024600420484250356]","[0.5054087327953554, 0.5375818574476399]","[0.7446974291525914, 0.9693898114728677]"
selected_A1A3_physical_charge,shuffled_target_extra_trees,negative_control,4055,-0.04601044556667621,0.5182032451331717,0.8412608589369995,0.1410604192355117,0.34155363748458695,"[-0.07319996349514094, -0.02103352260635125]","[0.5024461738795175, 0.5366310632828276]","[0.7283327696502931, 0.9872048571778015]"
