target,method,split,n,bias_median_frac,res68_abs_frac,full_rms_frac,within_25pct,bias_ci95,res68_ci95,full_rms_ci95,calibration_coverage68
selected_A1A3_charge,b2_loglinear,leave_one_run_out,4055,-0.04763476278438604,0.5202846094632806,0.8452595922438632,0.3445129469790382,"[-0.06586588295839484, -0.024568095893275355]","[0.5043523407499432, 0.5394287779532742]","[0.7387504672241638, 1.0072125184312932]",0.6784217016029593
selected_A1A3_charge,peak_integral_topology_ridge,leave_one_run_out,4055,-0.04789539288042404,0.5267430372335287,0.8481538643326971,0.3437731196054254,"[-0.06285705472863264, -0.014291010558317479]","[0.5124923383606044, 0.5408191974893906]","[0.7471114505559355, 0.9952052220752355]",0.6715166461159063
selected_A1A3_charge,adaptive_template_ridge,leave_one_run_out,4055,-0.04695563925065705,0.5262002712957041,0.8484433927326395,0.3435265104808878,"[-0.06561142221105139, -0.016734132858004836]","[0.5123154771189777, 0.5383269444903384]","[0.7450906414090421, 0.9763378013140608]",0.6712700369913687
selected_A1A3_charge,b_waveform_extra_trees,leave_one_run_out,4055,-0.04742651642049451,0.5191228400275192,0.8439224999627644,0.3462392108508015,"[-0.06959686299862128, -0.025545541551236322]","[0.5060907882069829, 0.538263498483186]","[0.7297614708617919, 0.9917526468894452]",0.6729963008631319
selected_A1A3_charge,topology_only_sentinel,negative_control,4055,-0.04592885903022938,0.5206824346204807,0.843389948385464,0.3442663378545006,"[-0.06822917466556225, -0.022091432504367042]","[0.5069475800596663, 0.5360931372406941]","[0.7378015623055099, 0.9773786532614419]",
selected_A1A3_charge,shuffled_target_extra_trees,negative_control,4055,-0.04371305339043346,0.5173225909316197,0.8383295488879695,0.3442663378545006,"[-0.06627595033257982, -0.019344998988680473]","[0.5032804452428276, 0.5326504400173007]","[0.7426373167710854, 0.9975539220450865]",
