sample_window,method,run,n,artificial_clip_res68,artificial_clip_bias,artificial_clip_mae_frac
all_samples_reference,ML_mlp,64,3398,0.04335230094458666,-0.02207598880029538,0.044321766406173406
all_samples_reference,ML_mlp,65,3375,0.02439304553374857,-0.011400099828864804,0.021606976446422364
all_samples_reference,ML_ridge,31,4301,4.188090020229265e-05,-4.2242184427841136e-06,3.635503212356659e-05
all_samples_reference,ML_ridge,32,4521,4.017687598630182e-05,-5.2176090828138915e-06,3.5037256310927015e-05
all_samples_reference,ML_ridge,33,9852,3.640000294294678e-05,1.8954017803633498e-06,3.153420257683463e-05
all_samples_reference,ML_ridge,34,5403,3.897017791491597e-05,-8.416663402021468e-06,3.160064735629801e-05
all_samples_reference,ML_ridge,35,2968,4.3632033559181806e-05,-3.4645284340777645e-06,3.7345081582841525e-05
all_samples_reference,ML_ridge,36,2306,5.26070898262044e-05,-2.8428722462220897e-06,4.163107496571125e-05
all_samples_reference,ML_ridge,37,5403,4.664650738353166e-05,-4.047380394630147e-06,3.970394796737448e-05
all_samples_reference,ML_ridge,39,3243,5.428048262051546e-05,-3.5360222652776014e-06,4.61164302988958e-05
all_samples_reference,ML_ridge,40,3475,5.5471766211683e-05,-1.993238933537441e-06,4.475600641114038e-05
all_samples_reference,ML_ridge,41,3708,4.9551066063850164e-05,-4.958165284352261e-06,4.227068449040528e-05
all_samples_reference,ML_ridge,42,3779,4.9872867050755506e-05,-5.573857018054747e-06,4.301198940445548e-05
all_samples_reference,ML_ridge,44,458,4.5005762147301453e-05,-3.5125670435597914e-06,4.006492668333491e-05
all_samples_reference,ML_ridge,45,5198,5.449571024728723e-05,-2.6356884862307436e-06,4.715217816377225e-05
all_samples_reference,ML_ridge,46,165,5.1172951614448256e-05,4.364737174504469e-06,3.672541201161825e-05
all_samples_reference,ML_ridge,47,1230,4.0026654142758535e-05,-2.6735830483159615e-06,3.223433099995267e-05
all_samples_reference,ML_ridge,48,3377,5.516527733597393e-05,-3.9599927588703835e-06,4.53173173120876e-05
all_samples_reference,ML_ridge,49,3548,4.712111441786727e-05,-2.215859758878893e-06,4.0115271664801594e-05
all_samples_reference,ML_ridge,50,4355,4.1553526728514483e-05,5.005445925166581e-07,3.791341294287072e-05
all_samples_reference,ML_ridge,51,2062,4.593922931164e-05,-7.937475249006744e-06,3.719259406261218e-05
all_samples_reference,ML_ridge,52,938,3.34707092014564e-05,-3.5428129741451137e-06,3.048972172621629e-05
all_samples_reference,ML_ridge,53,5056,3.2130439824211284e-05,6.201548957700275e-07,2.9381899011435014e-05
all_samples_reference,ML_ridge,54,4889,3.638189628167515e-05,-3.074768000662855e-06,3.125902541589079e-05
all_samples_reference,ML_ridge,55,2516,4.184188994074732e-05,1.660172398924445e-07,3.92097000209591e-05
all_samples_reference,ML_ridge,56,5019,4.669039096131798e-05,-1.0378103222996515e-05,3.815118960897706e-05
all_samples_reference,ML_ridge,57,3295,4.731452730057318e-05,-4.61264338731444e-06,3.966846387083103e-05
all_samples_reference,ML_ridge,58,4486,5.5177325166154565e-05,-7.915281207566731e-06,4.3137027375980576e-05
all_samples_reference,ML_ridge,59,3983,8.01678864957044e-05,-1.1268846614413238e-05,5.8027989351894496e-05
all_samples_reference,ML_ridge,60,2890,6.678638710533897e-05,-1.0037127934492497e-05,5.517020316661994e-05
all_samples_reference,ML_ridge,61,3291,7.72397542303309e-05,-1.622499364245147e-05,5.7212177653049586e-05
all_samples_reference,ML_ridge,62,3363,7.147059711900416e-05,-1.1918897524467472e-05,5.470686693731808e-05
all_samples_reference,ML_ridge,63,4149,7.343409551734862e-05,-1.7756947910724473e-05,5.685161146733113e-05
all_samples_reference,ML_ridge,64,3398,6.81523077592513e-05,-9.057692013377735e-06,5.0040977316799546e-05
all_samples_reference,ML_ridge,65,3375,7.323989912851553e-05,2.05548831824879e-06,5.5232758950737186e-05
all_samples_reference,NN_1d_cnn,31,4301,0.32086095861486486,-0.0019320032388590507,0.25503938407640153
all_samples_reference,NN_1d_cnn,32,4521,0.26677357453774253,-0.0014321947133283694,0.2187127764311368
all_samples_reference,NN_1d_cnn,33,9852,0.3159089083319194,-0.011579442688423487,0.25263949987526263
all_samples_reference,NN_1d_cnn,34,5403,0.28545229280039774,-0.10657832961624851,0.22942425774945027
all_samples_reference,NN_1d_cnn,35,2968,0.2732572729512158,0.13172878235952412,0.21608015035760075
all_samples_reference,NN_1d_cnn,36,2306,0.3024513778218415,0.08917475663916374,0.24179688925060822
all_samples_reference,NN_1d_cnn,37,5403,0.26594968824361925,0.048778714980137985,0.21833016851334097
all_samples_reference,NN_1d_cnn,39,3243,0.33172957591276975,0.07042022010009193,0.29004258330592947
all_samples_reference,NN_1d_cnn,40,3475,0.3104482751177124,0.07598930856070465,0.2565444997772875
all_samples_reference,NN_1d_cnn,41,3708,0.2717449147756109,0.11363201793712467,0.22214762457521461
all_samples_reference,NN_1d_cnn,42,3779,0.3165395443691791,0.06455078125,0.25834823804600854
all_samples_reference,NN_1d_cnn,44,458,0.25833430813854236,0.05249995726928492,0.21368743307772958
all_samples_reference,NN_1d_cnn,45,5198,0.34121023429999986,0.05822386125725726,0.29590479984298695
all_samples_reference,NN_1d_cnn,46,165,0.2808599682542781,0.11574914359422578,0.22819500900869902
all_samples_reference,NN_1d_cnn,47,1230,0.2669683189326745,0.1191970150574988,0.21050761339586588
all_samples_reference,NN_1d_cnn,48,3377,0.30433639871991797,0.08375080260073808,0.24852802310876784
all_samples_reference,NN_1d_cnn,49,3548,0.2545633255666671,0.0599140426705436,0.21173134014362277
all_samples_reference,NN_1d_cnn,50,4355,0.3238790555326548,-0.048502113801364134,0.2706185305440716
all_samples_reference,NN_1d_cnn,51,2062,0.3005475002548522,-0.046886483305527124,0.24730514023039707
all_samples_reference,NN_1d_cnn,52,938,0.2729880504707545,-0.07216102653093394,0.2212799925624236
all_samples_reference,NN_1d_cnn,53,5056,0.3103811201727865,-0.12417143490494677,0.24756817641644735
all_samples_reference,NN_1d_cnn,54,4889,0.2698601486567214,-0.12761160320007064,0.21629234850315437
all_samples_reference,NN_1d_cnn,55,2516,0.3139938885259877,-0.03793327287356422,0.26785309185219636
all_samples_reference,NN_1d_cnn,56,5019,0.3026725091474923,-0.05099249966511023,0.2490422312550983
all_samples_reference,NN_1d_cnn,57,3295,0.27455466785594335,0.11722258477294704,0.21939271687895787
all_samples_reference,NN_1d_cnn,58,4486,0.2836001724387987,0.08749804847047588,0.22648865533180917
all_samples_reference,NN_1d_cnn,59,3983,0.257070094954616,0.07242546278379773,0.2281896633488706
all_samples_reference,NN_1d_cnn,60,2890,0.2932572597248016,0.042793440464975435,0.28651818599915835
all_samples_reference,NN_1d_cnn,61,3291,0.2586723213849122,0.04907076825702467,0.23934924541397012
all_samples_reference,NN_1d_cnn,62,3363,0.2935184752073712,0.14042459028065452,0.23562343465884525
all_samples_reference,NN_1d_cnn,63,4149,0.2927577172011371,0.06776800965376939,0.24442314252828085
all_samples_reference,NN_1d_cnn,64,3398,0.24037616089407157,0.04935990162235713,0.20510885802034523
all_samples_reference,NN_1d_cnn,65,3375,0.30239379712664055,0.05907010888203018,0.2824115122341328
all_samples_reference,NN_gated_residual_cnn_new,31,4301,0.27666221566226995,-0.04744340332255472,0.22120022024955185
all_samples_reference,NN_gated_residual_cnn_new,32,4521,0.18964878423447726,0.018743252870187153,0.16037026628445902
all_samples_reference,NN_gated_residual_cnn_new,33,9852,0.27605468671218253,-0.15859550501987835,0.21709706555260794
all_samples_reference,NN_gated_residual_cnn_new,34,5403,0.2024215461312619,-0.07386457477460473,0.15989306531569245
all_samples_reference,NN_gated_residual_cnn_new,35,2968,0.2790068249844005,0.1525535973072372,0.23830821774671498
all_samples_reference,NN_gated_residual_cnn_new,36,2306,0.24575435295605555,0.06103819796092422,0.19984461116246865
all_samples_reference,NN_gated_residual_cnn_new,37,5403,0.19825789732967786,0.056685069175696594,0.17059664897921112
all_samples_reference,NN_gated_residual_cnn_new,39,3243,0.24197204609969344,0.022302719338568876,0.19146835848046395
all_samples_reference,NN_gated_residual_cnn_new,40,3475,0.20451941041394486,0.034525117864424054,0.16948742528081268
all_samples_reference,NN_gated_residual_cnn_new,41,3708,0.28626860676807175,0.14584837184808214,0.24718169595058348
all_samples_reference,NN_gated_residual_cnn_new,42,3779,0.2562951664154328,0.04910243150528811,0.20680429433400363
all_samples_reference,NN_gated_residual_cnn_new,44,458,0.18675075809067435,0.07815354414355008,0.1655032692519721
all_samples_reference,NN_gated_residual_cnn_new,45,5198,0.25184783513903003,0.015643089212375807,0.20420550910195673
all_samples_reference,NN_gated_residual_cnn_new,46,165,0.1921770624829042,0.05324928733342492,0.15801117443472273
all_samples_reference,NN_gated_residual_cnn_new,47,1230,0.27426505221599584,0.1314927928102249,0.23849707323451222
all_samples_reference,NN_gated_residual_cnn_new,48,3377,0.24245528737936406,0.06671701153102799,0.1984710422849189
all_samples_reference,NN_gated_residual_cnn_new,49,3548,0.18858788079494687,0.06583615737739183,0.16921295626952187
all_samples_reference,NN_gated_residual_cnn_new,50,4355,0.29523979796167704,-0.13840341867328773,0.23606663671643724
all_samples_reference,NN_gated_residual_cnn_new,51,2062,0.20582384242280732,-0.030848189668576026,0.16703319252919582
all_samples_reference,NN_gated_residual_cnn_new,52,938,0.3121705248954672,-0.16048641731333518,0.26259347908705993
all_samples_reference,NN_gated_residual_cnn_new,53,5056,0.2882988177068466,-0.20128356944115525,0.23640146771416484
all_samples_reference,NN_gated_residual_cnn_new,54,4889,0.18446561649429571,-0.05422278695957951,0.15282467984389814
all_samples_reference,NN_gated_residual_cnn_new,55,2516,0.2941648372896405,-0.10724946506689165,0.22658846203537703
all_samples_reference,NN_gated_residual_cnn_new,56,5019,0.2088136070856442,-0.03239041592537837,0.170606730235094
all_samples_reference,NN_gated_residual_cnn_new,57,3295,0.281723500522254,0.1429950945834802,0.2435737801857641
all_samples_reference,NN_gated_residual_cnn_new,58,4486,0.22747517409734047,0.08015013386344114,0.19414258486722194
all_samples_reference,NN_gated_residual_cnn_new,59,3983,0.21729815010826767,0.08824280990518402,0.18830477564121617
all_samples_reference,NN_gated_residual_cnn_new,60,2890,0.21159255858949788,0.05472344489361297,0.17939907440245523
all_samples_reference,NN_gated_residual_cnn_new,61,3291,0.16942925406591983,0.02577554560286896,0.15193052739178187
all_samples_reference,NN_gated_residual_cnn_new,62,3363,0.31527840715960503,0.1924548484255393,0.2696356931207652
all_samples_reference,NN_gated_residual_cnn_new,63,4149,0.2834865901036738,0.10802660983032976,0.22805957262336848
all_samples_reference,NN_gated_residual_cnn_new,64,3398,0.2054817585140712,0.08374613970721012,0.17219438009759105
all_samples_reference,NN_gated_residual_cnn_new,65,3375,0.2639152919097557,0.06529656749383311,0.1983976232054885
all_samples_reference,traditional_rising_template,31,4301,0.0951095845607053,0.023381178202370224,0.10450577701811202
all_samples_reference,traditional_rising_template,32,4521,0.09404356704808442,0.023261870980436954,0.09737543478200719
all_samples_reference,traditional_rising_template,33,9852,0.10225548986719481,0.0450008843870224,0.08369906099037017
all_samples_reference,traditional_rising_template,34,5403,0.08988342748053069,0.03493840120402534,0.07919943632460187
all_samples_reference,traditional_rising_template,35,2968,0.10473023307998272,0.02203101876463121,0.10957010225803068
all_samples_reference,traditional_rising_template,36,2306,0.10216771519952242,0.02338117820237026,0.1205541336294294
all_samples_reference,traditional_rising_template,37,5403,0.104059285267867,0.023261870980436913,0.13638716133886813
all_samples_reference,traditional_rising_template,39,3243,0.11268371900608842,0.03903700134783764,0.14489712961579415
all_samples_reference,traditional_rising_template,40,3475,0.11166351851819059,0.034938401204025256,0.1441321202437436
all_samples_reference,traditional_rising_template,41,3708,0.10336542652986637,0.02282117651768538,0.1254394864787979
all_samples_reference,traditional_rising_template,42,3779,0.10579074115310035,0.023381178202370227,0.12104774767896721
all_samples_reference,traditional_rising_template,44,458,0.10957053512152311,0.028667576534157323,0.1303431226975872
all_samples_reference,traditional_rising_template,45,5198,0.11068605655246747,0.03903700134783764,0.13895927848863598
all_samples_reference,traditional_rising_template,46,165,0.10860880104506102,0.03493840120402534,0.10281270452437669
all_samples_reference,traditional_rising_template,47,1230,0.09368577620639167,0.021607310208212493,0.08500848971094584
all_samples_reference,traditional_rising_template,48,3377,0.10734776424950875,0.023789498724956188,0.12222744947043472
all_samples_reference,traditional_rising_template,49,3548,0.10730028815246774,0.024681074494363034,0.13352916870105092
all_samples_reference,traditional_rising_template,50,4355,0.10022882236478194,0.039037001347837705,0.10021739711052964
all_samples_reference,traditional_rising_template,51,2062,0.09948624291470672,0.03493840120402532,0.09530919270108688
all_samples_reference,traditional_rising_template,52,938,0.09106273094263645,0.02458013266771438,0.08286003135327252
all_samples_reference,traditional_rising_template,53,5056,0.09093527717299558,0.023381178202370238,0.07905953525945902
all_samples_reference,traditional_rising_template,54,4889,0.0873037030123,0.02326187098043694,0.07258223930437561
all_samples_reference,traditional_rising_template,55,2516,0.10644305083823007,0.0390370013478377,0.10313411569716953
all_samples_reference,traditional_rising_template,56,5019,0.10068110736286152,0.03493840120402532,0.10185944380730327
all_samples_reference,traditional_rising_template,57,3295,0.10801166459710142,0.022653799935062897,0.12642666696539903
all_samples_reference,traditional_rising_template,58,4486,0.10404416854129762,0.041584925188382874,0.08894041592138237
all_samples_reference,traditional_rising_template,59,3983,0.1303480825252747,0.023882365544060574,0.14174283982186647
all_samples_reference,traditional_rising_template,60,2890,0.13591190405473408,0.039037001347837615,0.14927244645755097
all_samples_reference,traditional_rising_template,61,3291,0.13534734560461928,0.034938401204025284,0.13893978490932885
all_samples_reference,traditional_rising_template,62,3363,0.13364170004482073,0.021607310208212493,0.13956779321626567
all_samples_reference,traditional_rising_template,63,4149,0.11920194002874394,0.013133775526711662,0.13223828934545342
all_samples_reference,traditional_rising_template,64,3398,0.11839206309682626,0.009284013055740885,0.13368674279745735
all_samples_reference,traditional_rising_template,65,3375,0.12462540327591379,0.0022265634107228875,0.13383313941203046
early_tail,ML_gradient_boosted_trees,31,4301,0.0017160520643306326,-0.00010716886895704698,0.0016268095474045237
early_tail,ML_gradient_boosted_trees,32,4521,0.0017334551803218905,-0.00017211855979525783,0.0017742533133231547
early_tail,ML_gradient_boosted_trees,33,9852,0.0015257460955289365,-0.0005809666713578503,0.0012869049398658591
early_tail,ML_gradient_boosted_trees,34,5403,0.0013487611219430476,-0.00040252694465025526,0.001170613973299603
early_tail,ML_gradient_boosted_trees,35,2968,0.0022559177650513336,6.394860110691647e-05,0.002178670942920688
early_tail,ML_gradient_boosted_trees,36,2306,0.0022240588744706726,3.9056796348072365e-05,0.002295417863681646
early_tail,ML_gradient_boosted_trees,37,5403,0.002236157216019618,-5.182090093123468e-05,0.002640009120189278
early_tail,ML_gradient_boosted_trees,39,3243,0.002203585510121028,-8.220101835543564e-05,0.002616993476053883
early_tail,ML_gradient_boosted_trees,40,3475,0.0022488347012847828,-4.516059957612748e-05,0.003015264415898867
early_tail,ML_gradient_boosted_trees,41,3708,0.0022830538828651297,-3.644470905574937e-05,0.002832644125279273
early_tail,ML_gradient_boosted_trees,42,3779,0.0020779278613767783,5.1496354993661274e-05,0.0023591393016745483
early_tail,ML_gradient_boosted_trees,44,458,0.0021962661344081384,-3.6714692325021356e-05,0.002153356717986542
early_tail,ML_gradient_boosted_trees,45,5198,0.0020955978898496226,-0.00014548379206551142,0.0024294409989657957
early_tail,ML_gradient_boosted_trees,46,165,0.0022445441096557487,-3.776732732511619e-06,0.0018020615250378363
early_tail,ML_gradient_boosted_trees,47,1230,0.0020198153382748915,7.914356303997558e-05,0.0016662566509625307
early_tail,ML_gradient_boosted_trees,48,3377,0.0022086836340209186,3.3105763436079696e-05,0.002649150408807845
early_tail,ML_gradient_boosted_trees,49,3548,0.002272561408569109,-3.943883791514193e-05,0.002393566916298423
early_tail,ML_gradient_boosted_trees,50,4355,0.001685323440070909,-0.0005290705655126454,0.0017359639631545083
early_tail,ML_gradient_boosted_trees,51,2062,0.001601392007068121,-0.0002887969427057486,0.0018035609243950035
early_tail,ML_gradient_boosted_trees,52,938,0.0015172367107180425,-0.00016828907038753262,0.001715920893217019
early_tail,ML_gradient_boosted_trees,53,5056,0.0012231488874559439,-0.0001391880902603903,0.0012633824982735905
early_tail,ML_gradient_boosted_trees,54,4889,0.001276713143132473,-0.00021454921393473976,0.0011930060603721083
early_tail,ML_gradient_boosted_trees,55,2516,0.0017894568357864238,-0.0004960181303833191,0.0018869657150361362
early_tail,ML_gradient_boosted_trees,56,5019,0.0015884964946068104,-0.00036063255963305306,0.0015533090090767432
early_tail,ML_gradient_boosted_trees,57,3295,0.002234964471398904,6.976157944197274e-05,0.0022205246362407725
early_tail,ML_gradient_boosted_trees,58,4486,0.0022309081705449794,0.00010268729698950886,0.0023089042099095503
early_tail,ML_gradient_boosted_trees,59,3983,0.0031310426960248472,0.00037475162495967997,0.0039442255524577315
early_tail,ML_gradient_boosted_trees,60,2890,0.002697138924875947,0.00023587991129732946,0.004005234978362065
early_tail,ML_gradient_boosted_trees,61,3291,0.0029125494507704426,0.00013608057554602112,0.0037781621620932193
early_tail,ML_gradient_boosted_trees,62,3363,0.0031036329285745374,0.00017863808770355894,0.004074114645059842
early_tail,ML_gradient_boosted_trees,63,4149,0.0028437929226445935,0.00015886859917137058,0.0032874691008926535
early_tail,ML_gradient_boosted_trees,64,3398,0.003032166901302615,0.0001071073700018465,0.0034639339950831576
early_tail,ML_gradient_boosted_trees,65,3375,0.0028999555883573876,0.00014295886182060844,0.003053249945286213
early_tail,ML_mlp,31,4301,0.014469868499782419,-0.0017029963811737037,0.014522788267918259
early_tail,ML_mlp,32,4521,0.015649154713727628,-0.0011756778467512578,0.016649339554932467
early_tail,ML_mlp,33,9852,0.012793423181172641,-0.007562858411346238,0.012448397055520602
early_tail,ML_mlp,34,5403,0.014270219033342227,-0.004431608775325317,0.0136261743684919
early_tail,ML_mlp,35,2968,0.029196872998780318,-0.004006822857181264,0.02618613650297027
early_tail,ML_mlp,36,2306,0.017259098697550893,-0.00557513730958544,0.016669266842858615
early_tail,ML_mlp,37,5403,0.018351412073290312,-0.0028564017548505798,0.02065512507818746
early_tail,ML_mlp,39,3243,0.017684101514675556,-0.0019258920927103717,0.01979045281089587
early_tail,ML_mlp,40,3475,0.02178365728373277,-0.0006970644469064624,0.023581924895884347
early_tail,ML_mlp,41,3708,0.02981155324896568,-0.004071932477287597,0.02888738280630233
early_tail,ML_mlp,42,3779,0.017507308796432544,-0.0038247068502039305,0.018167570347610146
early_tail,ML_mlp,44,458,0.019039901031654132,-0.002681631486569374,0.02166265220105332
early_tail,ML_mlp,45,5198,0.01765014164461349,-0.0025413453463315125,0.020799737132931234
early_tail,ML_mlp,46,165,0.023516946830625926,-0.0015822716677383797,0.020174679653739376
early_tail,ML_mlp,47,1230,0.027451611801940754,-0.00742257196744019,0.023712684688958326
early_tail,ML_mlp,48,3377,0.017688162949902973,-0.005010389504563234,0.020235436714522374
early_tail,ML_mlp,49,3548,0.018957309930115886,-0.0018028807565211428,0.019238633120403578
early_tail,ML_mlp,50,4355,0.01481396443575115,-0.007322730735742272,0.01605260903558184
early_tail,ML_mlp,51,2062,0.01826111930634165,-0.002869728438109573,0.01815333684155786
early_tail,ML_mlp,52,938,0.0227129895776828,-0.003537991670982548,0.021470699109443873
early_tail,ML_mlp,53,5056,0.011383230618650899,0.002757455507751941,0.011125794900439768
early_tail,ML_mlp,54,4889,0.012541125610849474,0.00035883284697793414,0.012215810627540508
early_tail,ML_mlp,55,2516,0.015580599719162137,-0.0064509483867481125,0.015978630105922917
early_tail,ML_mlp,56,5019,0.018457089096185327,-0.0032313469140720767,0.019502256081031618
early_tail,ML_mlp,57,3295,0.030348612703440758,-0.00327237018696779,0.027180464439797623
early_tail,ML_mlp,58,4486,0.015218074679519307,-0.002007513688064717,0.014104033174567664
early_tail,ML_mlp,59,3983,0.025187231851682246,-0.0045932159410420875,0.032701043087340266
early_tail,ML_mlp,60,2890,0.021792524494654915,-0.00021004923557690048,0.02383279441831323
early_tail,ML_mlp,61,3291,0.024949363266501698,0.0016198090036267886,0.026484374724208434
early_tail,ML_mlp,62,3363,0.0322481014912921,-0.0018605552375303466,0.033208597100942636
early_tail,ML_mlp,63,4149,0.01928812668171432,-0.006151675553210075,0.02266780706693109
early_tail,ML_mlp,64,3398,0.019026220988306974,-0.0027429429323174194,0.0226344935833782
early_tail,ML_mlp,65,3375,0.01780647456239991,-0.0008760464100651644,0.02028033266578992
early_tail,ML_ridge,31,4301,0.004248632860335538,0.00033057227483645216,0.0038029191763859138
early_tail,ML_ridge,32,4521,0.004198275002828218,0.00031933667713329966,0.0038981031099533173
early_tail,ML_ridge,33,9852,0.00398848710382471,0.0015915217206876003,0.0033838573406839156
early_tail,ML_ridge,34,5403,0.0037241166565970137,0.00048403224709934735,0.003084631685903566
early_tail,ML_ridge,35,2968,0.0049383296405740035,-0.00038046985667367637,0.005104245744163284
