sample_window,method,run,n,coverage,natural_boundary_q_template_shift,timing_tail_delta,charge_bias_delta,charge_res68_if_corrected,mean_lift_fraction
early_tail,ML_mlp,58,1610,0.5763975155279503,-0.0116830929015172,0.0,-0.015083336572359359,0.013381484374249738,0.029333189043381017
early_tail,ML_mlp,59,794,0.5088161209068011,-0.006579094169345101,0.0,-0.03012508130500009,0.07127264263549088,0.0341663923800927
early_tail,ML_mlp,60,333,0.6906906906906907,-0.036090125118335425,0.0,-0.032041521433000784,0.018121370632933783,0.034802106737166376
early_tail,ML_mlp,61,405,0.6765432098765433,-0.022725984255047127,0.0,-0.02727680978961702,0.016677036812252116,0.03130031422512723
early_tail,ML_mlp,62,495,0.5858585858585859,-0.01705085095340253,0.0020202020202020193,-0.024973385916879517,0.07126817899718235,0.03352746683436167
early_tail,ML_mlp,63,1212,0.5462046204620462,-0.009640526500721724,0.0033003300330033004,-0.017892450708356055,0.020330089332428924,0.031187245793527076
early_tail,ML_mlp,64,763,0.617300131061599,-0.019448208257923927,0.0,-0.02989403667721255,0.019205197613809417,0.032579594674742675
early_tail,ML_mlp,65,442,0.5090497737556561,-0.00484488291069457,0.0,-0.019000213659336428,0.02139817471143325,0.030782290046730536
early_tail,ML_ridge,31,12229,0.0067053724752637175,0.0,0.0,-4.547083282021398e-06,0.3225584291683012,0.022749934185791538
early_tail,ML_ridge,32,11986,0.006507592190889371,0.0,0.0,-1.4963184495741383e-06,0.32949581575308495,0.02455531486695847
early_tail,ML_ridge,33,16060,0.0029887920298879204,0.0,0.0,-5.403499663781015e-06,0.33561036731105354,0.02687747670183716
early_tail,ML_ridge,34,15534,0.002832496459379426,0.0,0.0,-7.14699497215629e-06,0.26570308845804275,0.026911890605250052
early_tail,ML_ridge,35,1408,0.0546875,0.0,0.0,-0.00012339297250253504,0.3459874071084415,0.02271388906663015
early_tail,ML_ridge,36,2141,0.03596450256889304,0.0,0.0,0.0,0.37294613529750326,0.021837614422617484
early_tail,ML_ridge,37,4938,0.02814904819765087,0.0,0.0,-5.557147581909975e-05,0.3322026253573833,0.02943787368721467
early_tail,ML_ridge,39,2295,0.034858387799564274,0.0,0.0,-3.836980990358507e-05,0.3478370629672719,0.02849204560517161
early_tail,ML_ridge,40,1972,0.059837728194726165,0.0,0.0,-5.1721080299511196e-05,0.309550762322626,0.029604242025287022
early_tail,ML_ridge,41,2720,0.04779411764705882,0.0,0.0,-6.736922448563262e-05,0.31229319246343046,0.027294763089441964
early_tail,ML_ridge,45,5448,0.0302863436123348,0.0,0.0,-5.1897644669628845e-05,0.33580087800842223,0.02716091618968017
early_tail,ML_ridge,47,1267,0.008681925808997633,0.0,0.0,0.0,0.42577119783620093,0.02415476204417093
early_tail,ML_ridge,48,1975,0.05063291139240506,0.0,0.0,-2.5672630008900105e-05,0.4082800154616082,0.02681249304877559
early_tail,ML_ridge,49,2146,0.042404473438956196,0.0,0.0,-0.00014177381442267295,0.30574117222235364,0.02728084414686866
early_tail,ML_ridge,50,19476,0.006058738960772233,0.0,0.0,-6.282130907374166e-06,0.3067866126770401,0.026001069276438846
early_tail,ML_ridge,51,7240,0.007044198895027625,0.0,0.0,-5.480865610571917e-06,0.32117487442271536,0.025519564702173113
early_tail,ML_ridge,52,3622,0.006626173384870237,0.0,0.0,-1.1333240422317994e-06,0.33973511310300647,0.028183190860026724
early_tail,ML_ridge,53,13948,0.00437338686550043,0.0,0.0,-2.547966362774121e-05,0.3156859830844441,0.02941063242369818
early_tail,ML_ridge,54,13272,0.005123568414707656,0.0,0.0,-2.3820261384719776e-05,0.1317570569062458,0.02051669077141882
early_tail,ML_ridge,55,8323,0.007449237053946894,0.0,0.0,-1.7397296341367836e-05,0.2902449006482596,0.02353649897875286
early_tail,ML_ridge,56,21626,0.00517895126236937,0.0,0.0,-1.6988627543554347e-05,0.30956291383335394,0.025639207309894167
early_tail,ML_ridge,57,1828,0.05032822757111598,0.0,0.0,-0.000139284415472365,0.32803326230773105,0.029964064915851008
early_tail,ML_ridge,58,1610,0.04782608695652174,0.0,0.0,-7.567082754537935e-05,0.22834448725451503,0.036115926362507385
early_tail,ML_ridge,59,794,0.1486146095717884,0.0,0.0,-0.0001227898736625918,0.3304422924483614,0.03221784217862004
early_tail,ML_ridge,60,333,0.09309309309309309,0.0,0.0,0.0,0.6606495263128123,0.02599300533414246
early_tail,ML_ridge,61,405,0.12839506172839507,0.0,0.0,-0.00029898728189401216,0.34840279879598884,0.028339701214941553
early_tail,ML_ridge,62,495,0.1414141414141414,0.0,0.0,-7.498391134436871e-05,0.34220565025089306,0.035627925349949116
early_tail,ML_ridge,63,1212,0.10396039603960396,0.0,0.0,-6.973243250170749e-05,0.32219793087595777,0.031199118377822257
early_tail,ML_ridge,64,763,0.10484927916120576,0.0,0.0,-0.00013213636622252944,0.30748916406289223,0.032764836892132485
early_tail,ML_ridge,65,442,0.10180995475113122,0.0,0.004524886877828052,-3.9319530221820775e-05,0.29325479896962114,0.03060523817137244
early_tail,NN_1d_cnn,31,12229,0.0022078665467331754,0.0,0.0,-7.517433028878754e-05,0.08799485418015797,0.03706327988178786
early_tail,NN_1d_cnn,32,11986,0.0009177373602536292,0.0,0.0,-4.053375620364629e-06,0.05047271059225975,0.03912787892993098
early_tail,NN_1d_cnn,33,16060,0.007471980074719801,0.0,0.0,-7.414453522827636e-05,0.041208104639075066,0.03152330098910587
early_tail,NN_1d_cnn,34,15534,0.0027681215398480752,0.0,0.0,-2.481182174280186e-05,0.04803949859873503,0.03791532321662667
early_tail,NN_1d_cnn,35,1408,0.0007102272727272727,0.0,0.0,0.0,0.0816267494316278,0.04
early_tail,NN_1d_cnn,36,2141,0.009341429238673517,0.0,0.0,-9.304288062707278e-06,0.21406899274044922,0.03558966417999353
early_tail,NN_1d_cnn,37,4938,0.0022276225192385582,0.0,0.0,-3.2455401584085674e-05,0.7850427046584365,0.039999999999999994
early_tail,NN_1d_cnn,39,2295,0.027450980392156862,0.0,0.0,-0.00023234533132434655,0.21402065636090972,0.03641734930965058
early_tail,NN_1d_cnn,40,1972,0.019269776876267748,0.0,0.0,-9.005660722212483e-06,0.2306064413056384,0.03403894017689146
early_tail,NN_1d_cnn,41,2720,0.0011029411764705882,0.0,0.0,-5.2971106504554055e-06,0.40748943131112997,0.04
early_tail,NN_1d_cnn,45,5448,0.006791483113069016,0.0,0.0,-6.463997091478283e-05,0.1897754592640666,0.037374435510127924
early_tail,NN_1d_cnn,47,1267,0.0023677979479084454,0.0,0.0,0.0,0.08228997514564901,0.022447698459645032
early_tail,NN_1d_cnn,48,1975,0.03746835443037975,0.0,0.0,-4.038437445881386e-05,0.1950205915817079,0.03590699530455843
early_tail,NN_1d_cnn,49,2146,0.022367194780987885,0.0,0.0,-9.283089248717305e-05,0.3340784771826431,0.034078629647907775
early_tail,NN_1d_cnn,50,19476,0.0005647976997330047,0.0,0.0,-9.27567555388583e-06,0.03631357839642441,0.03536192496297614
early_tail,NN_1d_cnn,51,7240,0.0033149171270718232,0.0,0.0,-7.905525568395596e-05,0.06794730532254588,0.035530392477221624
early_tail,NN_1d_cnn,52,3622,0.0022087244616234127,0.0,0.0,-4.5642327828864133e-05,0.04081001620813521,0.03300706027945808
early_tail,NN_1d_cnn,53,13948,0.009965586464009177,0.0,0.0,-0.00012402471480474743,0.06422566925237472,0.03605513475773676
early_tail,NN_1d_cnn,54,13272,0.0045207956600361665,0.0,0.0,-5.174041698246634e-05,0.06075139847060637,0.03779558712164928
early_tail,NN_1d_cnn,55,8323,0.00012014898474107894,0.0,0.0,-1.8998479763593541e-06,0.010932657676255723,0.04
early_tail,NN_1d_cnn,56,21626,0.003051881993896236,0.0,0.0,-6.43142539632803e-05,0.05984144763519258,0.03637342758020331
early_tail,NN_1d_cnn,57,1828,0.00437636761487965,0.0,0.0,-0.00015833917169665642,0.2214947201698575,0.04
early_tail,NN_1d_cnn,58,1610,0.009937888198757764,0.0,0.0,-0.00011289965113361194,0.057663147450095834,0.03642982590192233
early_tail,NN_1d_cnn,59,794,0.03526448362720403,0.0,0.0,0.0,0.5971368662984758,0.03714561579311317
early_tail,NN_1d_cnn,60,333,0.009009009009009009,0.0,0.0,0.0,0.5661454387409578,0.04
early_tail,NN_1d_cnn,61,405,0.012345679012345678,0.0,0.002469135802469137,-0.00012845706419720507,0.1054002963681126,0.03642038299270693
early_tail,NN_1d_cnn,62,495,0.01616161616161616,0.0,0.0,-7.498391134436871e-05,0.5488245936970305,0.04
early_tail,NN_1d_cnn,63,1212,0.052805280528052806,0.0,0.0,-4.061396656218977e-05,0.5259336507791563,0.039259407035045074
early_tail,NN_1d_cnn,64,763,0.022280471821756225,0.0,0.0,0.0,0.43338859056198487,0.03740083785033327
early_tail,NN_1d_cnn,65,442,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,31,12229,0.0004088641753209584,0.0,0.0,-2.682954610229546e-05,0.022536748084593137,0.03716036129415719
early_tail,NN_gated_residual_cnn_new,32,11986,0.03203737693976306,0.0,0.0,-5.358982365760278e-05,0.1317396600381134,0.038009645774462995
early_tail,NN_gated_residual_cnn_new,33,16060,0.004420921544209215,0.0,0.0,-4.000391787084643e-06,0.13043465296451637,0.0381129615718362
early_tail,NN_gated_residual_cnn_new,34,15534,6.437491953135059e-05,0.0,0.0,0.0,0.9489264916592733,0.04
early_tail,NN_gated_residual_cnn_new,35,1408,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,36,2141,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,37,4938,0.05285540704738761,0.0,0.0,-7.585964817350375e-05,0.20791421555858905,0.03819536253586083
early_tail,NN_gated_residual_cnn_new,39,2295,0.05533769063180828,0.0,0.0,-0.0001729536720593964,0.14448612979092165,0.03850993079552187
early_tail,NN_gated_residual_cnn_new,40,1972,0.002028397565922921,0.0,0.0,0.0,0.1514667111840448,0.034960360499500215
early_tail,NN_gated_residual_cnn_new,41,2720,0.0007352941176470588,0.0,0.0,0.0,0.966819165170649,0.02356916859432732
early_tail,NN_gated_residual_cnn_new,45,5448,0.0009177679882525697,0.0,0.0,-2.9488820370000054e-05,0.014207814734859199,0.03105073520475681
early_tail,NN_gated_residual_cnn_new,47,1267,0.04656669297553275,0.0,0.0,-0.00016999747525149773,0.13420031791846102,0.03802906763909262
early_tail,NN_gated_residual_cnn_new,48,1975,0.052151898734177214,0.0,0.0,-3.483882604303837e-05,0.20572422145171143,0.03853465191489323
early_tail,NN_gated_residual_cnn_new,49,2146,0.0032618825722274,0.0,0.0,-8.686003860316083e-06,0.7760606549007164,0.02870511103094018
early_tail,NN_gated_residual_cnn_new,50,19476,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,51,7240,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,52,3622,0.02153506350082827,0.0,0.0,0.0,0.1330957419343143,0.0380368134401541
early_tail,NN_gated_residual_cnn_new,53,13948,0.006667622598221967,0.0,0.0,-1.2787490754973983e-05,0.13585825180258687,0.03624107962851877
early_tail,NN_gated_residual_cnn_new,54,13272,7.53465943339361e-05,0.0,0.0,0.0,0.015443631668776398,0.004608507064615575
early_tail,NN_gated_residual_cnn_new,55,8323,0.00012014898474107894,0.0,0.0,0.0,0.8294397874682813,0.01240147061984187
early_tail,NN_gated_residual_cnn_new,56,21626,0.0004161657264403958,0.0,0.0,-7.05213968551794e-06,0.028104659768022597,0.028522811962478627
early_tail,NN_gated_residual_cnn_new,57,1828,0.05032822757111598,0.0,0.0,-0.0002109794596958912,0.21984135553648249,0.038541968020563894
early_tail,NN_gated_residual_cnn_new,58,1610,0.02298136645962733,0.0,0.0,-9.559200528905243e-06,0.15244058084102924,0.0379556785750844
early_tail,NN_gated_residual_cnn_new,59,794,0.003778337531486146,0.0,0.0,0.0,0.975785118029217,0.03168365833054063
early_tail,NN_gated_residual_cnn_new,60,333,0.003003003003003003,0.0,0.0,0.0,0.17865727662804567,0.04
early_tail,NN_gated_residual_cnn_new,61,405,0.0,0.0,0.0,0.0,,0.0
early_tail,NN_gated_residual_cnn_new,62,495,0.06464646464646465,0.0,0.0,-7.498391134436871e-05,0.3714055012645599,0.03900887877512052
early_tail,NN_gated_residual_cnn_new,63,1212,0.041254125412541254,0.0,0.0,-4.061396656218977e-05,0.3576040392674159,0.037918819007209274
early_tail,NN_gated_residual_cnn_new,64,763,0.001310615989515072,0.0,0.0,0.0,0.705443670429884,0.00849383085454436
early_tail,NN_gated_residual_cnn_new,65,442,0.0,0.0,0.0,0.0,,0.0
early_tail,traditional_rising_template,31,12229,0.8181372148172377,-0.038461538461538436,0.0,-0.038645981436273215,0.06746110145063498,0.035865171143071334
early_tail,traditional_rising_template,32,11986,0.8409811446687803,-0.038461538461538436,0.0,-0.038822487966445454,0.06617275891490004,0.03592246401148971
early_tail,traditional_rising_template,33,16060,0.8100249066002491,-0.038461538461538436,0.0,-0.03978080780935925,0.046927391350585095,0.0379614618815951
early_tail,traditional_rising_template,34,15534,0.8018539976825029,-0.038461538461538436,0.0,-0.03896352229824958,0.048142072091593026,0.03736138046500186
early_tail,traditional_rising_template,35,1408,0.7571022727272727,-0.038461538461538436,0.0,-0.037602153249452035,0.08492666526950783,0.035787220679359716
early_tail,traditional_rising_template,36,2141,0.7870154133582438,-0.038461538461538436,0.0,-0.03751011506592581,0.079672820176174,0.03575849522343056
early_tail,traditional_rising_template,37,4938,0.7739975698663426,-0.038461538461538436,0.0,-0.03796446325016668,0.07931523226917796,0.03590125547366647
early_tail,traditional_rising_template,39,2295,0.8209150326797385,-0.038461538461538436,0.0,-0.039629513439882524,0.08078127117914898,0.038133234593068596
early_tail,traditional_rising_template,40,1972,0.7991886409736308,-0.038461538461538436,0.0005070993914807302,-0.037921094959872115,0.08959057137159664,0.037542507952263944
early_tail,traditional_rising_template,41,2720,0.7492647058823529,-0.038461538461538436,0.0,-0.032520182383924706,0.08026328590503032,0.03515571471636605
early_tail,traditional_rising_template,45,5448,0.783957415565345,-0.038461538461538436,0.0,-0.037365704762029175,0.07844639571353908,0.03563174281764475
early_tail,traditional_rising_template,47,1267,0.8279400157853196,-0.038461538461538436,0.0,-0.0391632184191613,0.07334137327951291,0.03615855637435494
early_tail,traditional_rising_template,48,1975,0.810126582278481,-0.038461538461538436,0.0,-0.039374534326467266,0.08451170915973086,0.037773040376931216
early_tail,traditional_rising_template,49,2146,0.7963653308480895,-0.038461538461538436,0.0,-0.03728145397789066,0.08673837566850766,0.03741043784965285
early_tail,traditional_rising_template,50,19476,0.7935407681248716,-0.038461538461538436,0.0,-0.038378756144008076,0.057169124414357037,0.035237256558766555
early_tail,traditional_rising_template,51,7240,0.7961325966850828,-0.038461538461538436,0.0,-0.03870121525321229,0.061174599410181,0.035760587135852444
early_tail,traditional_rising_template,52,3622,0.804803975704031,-0.038461538461538436,0.0,-0.03870643479181752,0.05874929166219321,0.03587400734619561
early_tail,traditional_rising_template,53,13948,0.8429165471752222,-0.038461538461538436,0.0,-0.0399036484418368,0.050534745050699346,0.038525089048101854
early_tail,traditional_rising_template,54,13272,0.8381555153707052,-0.038461538461538436,0.0,-0.03940631740907713,0.0500018793301745,0.03781002338918653
early_tail,traditional_rising_template,55,8323,0.8047578997957467,-0.038461538461538436,0.0,-0.03875427441907198,0.057724795086491636,0.03553270434184139
early_tail,traditional_rising_template,56,21626,0.8302506242485896,-0.038461538461538436,0.0,-0.03865699798260992,0.05994968656728802,0.03601945430110805
early_tail,traditional_rising_template,57,1828,0.7532822757111597,-0.038461538461538436,0.0005470459518599549,-0.02790482269262862,0.09059703643976569,0.03535414048554678
early_tail,traditional_rising_template,58,1610,0.5204968944099378,-0.006428330996232912,0.0,-0.0055118261288442175,0.022366095589237293,0.03197862492170057
early_tail,traditional_rising_template,59,794,0.7153652392947103,-0.038461538461538436,0.0,-0.02843525945071388,0.15350365521209333,0.03682605238346128
early_tail,traditional_rising_template,60,333,0.6306306306306306,-0.020605314801638408,0.0030030030030030047,-0.023741645320689828,0.03108905147070222,0.034029570179493006
early_tail,traditional_rising_template,61,405,0.6024691358024692,-0.022562329995605146,0.002469135802469137,-0.020245558128988983,0.03119824571689816,0.03467586009513884
early_tail,traditional_rising_template,62,495,0.6525252525252525,-0.022089705729874565,0.004040404040404039,-0.017172275494595463,0.13409975120739556,0.03423008613941397
early_tail,traditional_rising_template,63,1212,0.6353135313531353,-0.03522110286807234,0.004125412541254125,-0.018298036177814815,0.10915982556048848,0.03567975290523175
early_tail,traditional_rising_template,64,763,0.617300131061599,-0.028129619788174298,0.0,-0.01336887236330018,0.09122626966877978,0.034202228703513075
early_tail,traditional_rising_template,65,442,0.5588235294117647,-0.01755371604593614,0.004524886877828052,-0.011371107430300363,0.08086005993070956,0.03417507937708844
late_tail_control,ML_gradient_boosted_trees,31,12229,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,32,11986,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,33,16060,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,34,15534,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,35,1408,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,36,2141,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,37,4938,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,39,2295,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,40,1972,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,41,2720,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,45,5448,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,47,1267,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,48,1975,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,49,2146,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,50,19476,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,51,7240,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,52,3622,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,53,13948,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,54,13272,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,55,8323,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,56,21626,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,57,1828,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,58,1610,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,59,794,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,60,333,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,61,405,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,62,495,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,63,1212,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,64,763,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_gradient_boosted_trees,65,442,0.0,0.0,0.0,0.0,,0.0
late_tail_control,ML_mlp,31,12229,0.7921334532668247,-0.028164079511068696,0.0,-0.026193399188137984,0.07052166318073841,0.03043764838494244
late_tail_control,ML_mlp,32,11986,0.344068079425997,0.0,0.0,-0.0005775646326728406,0.08877767251281922,0.03656191875382742
late_tail_control,ML_mlp,33,16060,0.9676214196762142,-0.038461538461538436,0.0,-0.03988888249876036,0.04278342608835612,0.03925407002192406
late_tail_control,ML_mlp,34,15534,0.3847045191193511,0.0,0.0,-0.00743355681644743,0.033597008259444006,0.02507246057032952
late_tail_control,ML_mlp,35,1408,0.8572443181818182,-0.038461538461538436,0.0,-0.035770194136961544,0.058935782742290076,0.035194791455113054
late_tail_control,ML_mlp,36,2141,0.7991592713685194,-0.03171350863607825,0.0,-0.02451490295989074,0.07441097768928569,0.03123294410107607
late_tail_control,ML_mlp,37,4938,0.35196435803969217,0.0,0.00020251113811259585,-0.0014374956582048012,0.09551878251758403,0.035757761498926566
late_tail_control,ML_mlp,39,2295,0.7699346405228759,-0.038461538461538436,0.0,-0.039867478075626496,0.050417522807616036,0.037867860692473526
late_tail_control,ML_mlp,40,1972,0.3554766734279919,0.0,0.0,-0.011816899713379196,0.03244388280524893,0.02724763902272606
late_tail_control,ML_mlp,41,2720,0.8459558823529412,-0.038461538461538436,0.0,-0.03716918886532025,0.057948303251384344,0.03551626585146974
late_tail_control,ML_mlp,45,5448,0.8140602055800293,-0.03344932793686284,0.0,-0.026353351958826876,0.07613447431717085,0.031469034684853285
late_tail_control,ML_mlp,47,1267,0.3654301499605367,0.0,0.0,-0.0013256367543369348,0.09105184807473103,0.0356491859879774
late_tail_control,ML_mlp,48,1975,0.7407594936708861,-0.038461538461538436,0.0,-0.03992799154787637,0.04466042904873133,0.03757700668502044
late_tail_control,ML_mlp,49,2146,0.3811742777260019,0.0,0.00046598322460391414,-0.012267390810334327,0.03937691866532025,0.02649443821714816
late_tail_control,ML_mlp,50,19476,0.9205689053193674,-0.038461538461538436,0.0,-0.036913792859290556,0.04651338829891048,0.03595597456107374
late_tail_control,ML_mlp,51,7240,0.7965469613259668,-0.025913037332016997,0.0,-0.02597304533291981,0.06244132226008533,0.029506833703404754
late_tail_control,ML_mlp,52,3622,0.3268912203202651,0.0,0.0,-0.0009545905944425416,0.08443869397112543,0.035917575805718395
late_tail_control,ML_mlp,53,13948,0.9457986808144537,-0.038461538461538436,0.0,-0.039671123125280906,0.04391022871040672,0.03886577244444042
late_tail_control,ML_mlp,54,13272,0.358499095840868,0.0,0.0,-0.007446256624305475,0.03318971185030857,0.024476057117004284
late_tail_control,ML_mlp,55,8323,0.9245464375826025,-0.038461538461538436,0.0,-0.03629183449960991,0.04707938476704749,0.035410213580125166
late_tail_control,ML_mlp,56,21626,0.8027836863035236,-0.027064184991089313,4.624063627115503e-05,-0.02762628425361488,0.06259960978857494,0.029914680744002563
late_tail_control,ML_mlp,57,1828,0.3687089715536105,0.0,0.0,-0.002612281149239259,0.10466068638331395,0.03526793066483389
late_tail_control,ML_mlp,58,1610,0.7316770186335404,-0.038461538461538436,0.0,-0.039262728794260016,0.019560818213170055,0.03770754673547861
late_tail_control,ML_mlp,59,794,0.44836272040302266,0.0,0.0012594458438287132,-0.01549140612707662,0.12849762641450554,0.03255752165584564
late_tail_control,ML_mlp,60,333,0.8168168168168168,-0.038461538461538436,0.0,-0.03595082914354007,0.02001598207639087,0.0355092129376527
late_tail_control,ML_mlp,61,405,0.8271604938271605,-0.038461538461538436,0.0,-0.0293390760716161,0.018530298541430915,0.032019569269349166
late_tail_control,ML_mlp,62,495,0.35353535353535354,0.0,0.004040404040404039,-0.006603657037460044,0.11017808721323626,0.03458814382742371
late_tail_control,ML_mlp,63,1212,0.66996699669967,-0.038461538461538436,0.001650165016501651,-0.03962324581646436,0.020346301035259536,0.03749790360005695
late_tail_control,ML_mlp,64,763,0.5111402359108781,-0.005123449152194981,0.0013106159895150717,-0.01466174750447834,0.019990446212546246,0.030325210762709203
late_tail_control,ML_mlp,65,442,0.751131221719457,-0.03357817773973226,0.0,-0.03698596306217447,0.022192963244999232,0.032775649411265435
late_tail_control,ML_ridge,31,12229,0.06132962629814376,0.0,0.0,-7.517433028878754e-05,0.13705628274595616,0.028885448838547812
late_tail_control,ML_ridge,32,11986,0.0650759219088937,0.0,0.0,-2.2393620135187668e-05,0.13980365112233117,0.027674797934063022
late_tail_control,ML_ridge,33,16060,0.008405977584059776,0.0,0.0,-2.6942674421050975e-05,0.13100901814684332,0.02878846143676971
late_tail_control,ML_ridge,34,15534,0.01866872666409167,0.0,0.0,-2.1413152550324444e-05,0.13131901846056152,0.030941391665484676
late_tail_control,ML_ridge,35,1408,0.10582386363636363,0.0,0.0,-0.00012339297250253504,0.1490683518023841,0.024244480992446246
late_tail_control,ML_ridge,36,2141,0.09761793554413825,0.0,0.0,-4.50558429100998e-05,0.14507764167778647,0.026823929387147942
late_tail_control,ML_ridge,37,4938,0.09983799108950993,0.0,0.0,-7.585964817350375e-05,0.14094788964856678,0.024550311046480332
late_tail_control,ML_ridge,39,2295,0.09281045751633987,0.0,0.0,-8.698318146120251e-06,0.1372191643890163,0.02869484071483134
late_tail_control,ML_ridge,40,1972,0.09584178498985801,0.0,0.0,-2.7260032351362345e-05,0.1464251054715193,0.0264879555096844
late_tail_control,ML_ridge,41,2720,0.09558823529411764,0.0,0.0,-5.47378886411546e-05,0.13756632600757354,0.02673482867880015
late_tail_control,ML_ridge,45,5448,0.09673274596182085,0.0,0.0,-5.5080383352938255e-05,0.13600879565400464,0.02718851963045942
late_tail_control,ML_ridge,47,1267,0.09550118389897395,0.0,0.0,-9.848540106480175e-06,0.1451810229135293,0.026872507475488104
late_tail_control,ML_ridge,48,1975,0.09924050632911392,0.0,0.0,-3.9709044939819846e-05,0.1452891359082399,0.026077048900839984
late_tail_control,ML_ridge,49,2146,0.09366262814538677,0.0,0.0,-9.283089248717305e-05,0.13352243398675692,0.027239229780299343
late_tail_control,ML_ridge,50,19476,0.04636475662353666,0.0,0.0,-3.443092310287561e-05,0.1346159544399798,0.03208503069867929
late_tail_control,ML_ridge,51,7240,0.03867403314917127,0.0,0.0,-4.645145537123625e-05,0.13813020207948454,0.029587623571050287
late_tail_control,ML_ridge,52,3622,0.04969630038652678,0.0,0.0,-7.039985230078687e-05,0.14180016238225127,0.026670426440746346
late_tail_control,ML_ridge,53,13948,0.013406940063091483,0.0,0.0,-3.549265666527189e-05,0.13222147804015613,0.028799619603979483
late_tail_control,ML_ridge,54,13272,0.01235684147076552,0.0,0.0,-3.0674629794387714e-05,0.13210188530151076,0.028349445685784437
late_tail_control,ML_ridge,55,8323,0.03207977892586807,0.0,0.0,-5.39629037558248e-05,0.13511664578213672,0.029506379612291453
late_tail_control,ML_ridge,56,21626,0.0431425136409877,0.0,0.0,-5.035403515054422e-05,0.14054109736928336,0.02863934608738742
late_tail_control,ML_ridge,57,1828,0.1061269146608315,0.0,0.0,-0.00015833917169665642,0.13857465713883094,0.02402349617092387
late_tail_control,ML_ridge,58,1610,0.02608695652173913,0.0,0.0,-3.849011669372279e-05,0.14972711294236066,0.034354973217327
late_tail_control,ML_ridge,59,794,0.11712846347607053,0.0,0.0,-0.00018585027469138204,0.31721780322236787,0.02818141066028545
late_tail_control,ML_ridge,60,333,0.08708708708708708,0.0,0.0,-0.00021473800087003225,0.7689442304584289,0.023947979088759154
late_tail_control,ML_ridge,61,405,0.1037037037037037,0.0,0.0,-0.00013525403304997033,0.671302471306667,0.025512582644932027
late_tail_control,ML_ridge,62,495,0.1393939393939394,0.0,0.0,-0.00012194947651876856,0.38573291446753427,0.023115762882302382
late_tail_control,ML_ridge,63,1212,0.07920792079207921,0.0,0.0,-6.973243250170749e-05,0.32535800301942214,0.02298621506583753
late_tail_control,ML_ridge,64,763,0.061598951507208385,0.0,0.0,-0.00013213636622252944,0.2592805861823796,0.02507282423755367
late_tail_control,ML_ridge,65,442,0.06561085972850679,0.0,0.0,-6.0182531170717424e-05,0.4329320904806559,0.020691159262333492
late_tail_control,NN_1d_cnn,31,12229,0.00016354567012838336,0.0,0.0,0.0,0.03443107710361448,0.04
