sample_window,method,artificial_clip_res68,artificial_clip_res68_ci_low,artificial_clip_res68_ci_high,artificial_clip_bias,artificial_clip_bias_ci_low,artificial_clip_bias_ci_high,artificial_clip_mae_frac,artificial_clip_mae_frac_ci_low,artificial_clip_mae_frac_ci_high
all_samples_reference,ML_gradient_boosted_trees,0.0018133419939015951,0.0016557700992628332,0.0019580012291676822,-0.0001369583443403248,-0.0001827618512748076,-9.200515516276944e-05,0.0013631226735864787,0.0012501622632727,0.001473010182940814
all_samples_reference,ML_mlp,0.023737787880738177,0.019899290183453447,0.02778890248574567,-0.003752625354074396,-0.00781958535586317,7.769391892853728e-05,0.023141250659377638,0.019258232198426022,0.027096199118108986
all_samples_reference,ML_ridge,5.0588218662668766e-05,4.62395346254292e-05,5.613931411660164e-05,-5.007407719768679e-06,-6.857485502970783e-06,-3.2530854803573815e-06,4.156434909593257e-05,3.8496434375147436e-05,4.496355401414052e-05
all_samples_reference,NN_1d_cnn,0.29304113131948706,0.28317221570606443,0.3016008845573898,0.023293435094245776,-0.004210545812689732,0.04964070017293994,0.24331049394593882,0.23529423237530683,0.25255407845032557
all_samples_reference,NN_gated_residual_cnn_new,0.24219233431809933,0.22716453589659463,0.2559584221881345,0.008146333225707394,-0.03180614396408849,0.046840620867604835,0.19951303334014883,0.1888940014315199,0.2120607233867123
all_samples_reference,traditional_rising_template,0.1067343041239306,0.10260532356004229,0.11136070341730343,0.02867561546004288,0.02435546656304931,0.032672849202151945,0.1132871911258336,0.1049188806225159,0.12388084062702633
early_tail,ML_gradient_boosted_trees,0.0020792753185679066,0.0018782613394498732,0.0022953027904918538,-0.00010546099831014554,-0.00021607449958731213,-7.3666360710894755e-06,0.0023024217366277673,0.001984050194833201,0.002656357190378302
early_tail,ML_mlp,0.018647245054187925,0.016789471268774666,0.020669567001175285,-0.003099471405190211,-0.00411093330142449,-0.001992773207585499,0.019521043337429433,0.01753968148789241,0.02189026485982329
early_tail,ML_ridge,0.004797424933184502,0.004506368830570305,0.005145161803263592,0.000551737426816583,0.0003120750853443311,0.0008013741310298986,0.005144776583593221,0.004531037556550273,0.005721299933060264
early_tail,NN_1d_cnn,0.23674751738323732,0.22174782419664363,0.25477166269644114,-0.004372800595424477,-0.020889729538100806,0.012589310814672428,0.20191860040937287,0.18774220623695725,0.21968967089790165
early_tail,NN_gated_residual_cnn_new,0.24913806225974391,0.22713054871066485,0.2707500223215913,-0.010249766960205024,-0.03886450142145094,0.015137233235845234,0.20204015996604813,0.18682372155150767,0.21947544690615325
early_tail,traditional_rising_template,0.25864014948870445,0.24410081886865712,0.27189702494656187,0.060751745466834844,0.02469372922643436,0.09175827988929199,0.2502932635740114,0.23871805644623517,0.2613815912977845
late_tail_control,ML_gradient_boosted_trees,0.0019540157485486336,0.001770381940461054,0.0021751577748957106,-4.876393842029135e-05,-0.00010568921394931096,1.2387755733270995e-05,0.0023083645981224034,0.0019559860134526403,0.0026880453448137036
late_tail_control,ML_mlp,0.028173582825906048,0.024974271301027102,0.03145958420073279,0.0029952976834659727,-8.199768708781849e-05,0.005938810918852845,0.02761081068767148,0.02405964616712729,0.031197722082937793
late_tail_control,ML_ridge,0.013245069039606672,0.012577917554618947,0.013985073753154522,0.00045106823909424565,-0.0005750782307711407,0.0015474178099702059,0.013286028059882781,0.012063181884388006,0.014702532109305567
late_tail_control,NN_1d_cnn,0.4570763989759708,0.4417191434277088,0.47309625174165015,0.03430033775277527,-0.04108644984303971,0.12049207014347038,0.3657781286850987,0.3558371282521646,0.37661685877985707
late_tail_control,NN_gated_residual_cnn_new,0.3177611471092786,0.29728271214155594,0.33936350031968004,-0.004618011774411946,-0.07127289152569283,0.06269224867835699,0.26006734583088575,0.24292451673774598,0.2760153440141767
late_tail_control,traditional_rising_template,0.10790543988913441,0.0997518849851453,0.11647436015710297,0.037344586248290186,0.024206292990878737,0.052307638958589135,0.11253724290190982,0.09976705551109223,0.1249494872648681
peak,ML_gradient_boosted_trees,0.019686757784422675,0.019359042142799873,0.02001636733544002,-0.00023810504460705133,-0.00037822139404897074,-7.933024728091307e-05,0.01802380412386643,0.01736734748552966,0.018773706475048592
peak,ML_mlp,0.031794505468514665,0.02961620555118634,0.033879287913177576,0.0023246333956988808,-0.000239946782187955,0.005242208325220061,0.030910815599330562,0.028711583053301588,0.03350668479334441
peak,ML_ridge,0.04381944860988493,0.041415960396541114,0.04671197070444701,0.004609906892562975,0.0038081724040800245,0.005461236763808097,0.03804906857236485,0.035472818802124904,0.04050491483523324
peak,NN_1d_cnn,0.25038034108623275,0.22150070157249876,0.2771992705798596,0.035660723437853814,-0.011847675538170996,0.0931458355343549,0.20336154754128874,0.1765379902407501,0.22723448010467925
peak,NN_gated_residual_cnn_new,0.167826812625129,0.1552132488260056,0.18125716158221872,-0.006450148137830851,-0.01553711843738351,0.002635445543730224,0.1409584579108926,0.1319749577640538,0.15220838518025187
peak,traditional_rising_template,0.2134320054148158,0.2047780359505227,0.22240150133375602,0.09200742228508196,0.070481089204901,0.11332328314511118,0.3064813691744807,0.27683258094742924,0.34128941840549065
rising_edge,ML_gradient_boosted_trees,0.006301671617560427,0.005992751133162588,0.006578414993153501,0.00020006934633927216,9.389573385840104e-05,0.0003043840749669425,0.008759915288994436,0.007810997384859647,0.009735125986710572
rising_edge,ML_mlp,0.02893446233803749,0.02378442622899133,0.03425499606897706,-0.0024555082839586083,-0.0044721824281371125,-0.00037013987562368875,0.029652391010479003,0.024819889227011328,0.035425856101022266
rising_edge,ML_ridge,0.02041137623074159,0.019757567419082227,0.021035766239528162,0.005612962457047429,0.004024128108680552,0.00756935603562914,0.024242487769647086,0.02237858877007626,0.026297205307342912
rising_edge,NN_1d_cnn,0.290311538711314,0.27687305983713906,0.30610294851228187,0.030592125243743988,-0.005081599506795715,0.06274198180325616,0.2324662898908352,0.22125490303086556,0.2448925323220933
rising_edge,NN_gated_residual_cnn_new,0.2123961257274962,0.1982098746244539,0.22531476581043106,-0.0007284104120666879,-0.024236164906283844,0.02344750763199725,0.1768834412990353,0.16610324759659092,0.18673310501607712
rising_edge,traditional_rising_template,0.10708966906824989,0.09824205466912944,0.1178714154704875,0.023460419044604188,0.01774481055886908,0.029046549764503025,0.11646263267409158,0.10317975047018776,0.13104301569679228
