study_id,family,report_dir,json_path,ci_key,pattern,context,delta,ci_low,ci_high,estimate_source,se_from_ci,z,p,p_bh_adjusted,nominal_ci_excludes_zero,bh_pass
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[26]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_median_selector;metric=res68_abs_frac;comparison=dynamic_only_minus_matched_control,78.9045097158,57.7241471938,85.4490284967,delta_key:delta,7.072803766189155,11.15604395713554,6.690288569897796e-29,2.854007493979522e-28,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[27]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_median_selector;metric=full_rms_frac;comparison=dynamic_only_minus_matched_control,47.5164508555,40.9502943041,67.8905825174,delta_key:delta,6.872648789927153,6.913848256751041,4.716797191407922e-12,1.4266378390405927e-11,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[28]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_median_selector;metric=within_10pct;comparison=dynamic_only_minus_matched_control,-0.0115746972,-0.0166573139,-0.0016674664,delta_key:delta,0.0038240109558741915,-3.026847290335222,0.0024711876730727344,0.004942375346145469,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[29]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_median_selector;metric=within_25pct;comparison=dynamic_only_minus_matched_control,-0.0398384926,-0.0476733123,-0.0249520154,delta_key:delta,0.005796355718580211,-6.873024109320578,6.285493799861665e-12,1.8933446629787383e-11,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[30]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_median_selector;metric=bias_median_frac;comparison=dynamic_only_minus_matched_control,0.1707660042,0.1254525497,0.2050841929,delta_key:delta,0.020314567978831303,8.406085936848172,4.2392057399447835e-17,1.4551320167810464e-16,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[31]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_median_selector;metric=res68_abs_frac;comparison=dynamic_only_minus_matched_control,0.1753971308,0.0836933729,0.364447736,delta_key:delta,0.07162232707196525,2.4489169504889596,0.014328648195930377,0.026569201931147285,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[32]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_median_selector;metric=full_rms_frac;comparison=dynamic_only_minus_matched_control,0.6907540011,0.5959854156,0.8945677867,delta_key:delta,0.07617037186784546,9.06853917292735,1.20623302763203e-19,4.406930566299199e-19,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[33]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_median_selector;metric=within_10pct;comparison=dynamic_only_minus_matched_control,-0.0936742934,-0.2356046065,-0.0329919566,delta_key:delta,0.05168785026107182,-1.8123077846506965,0.06993865238283822,0.11229886093493406,True,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[34]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_median_selector;metric=within_25pct;comparison=dynamic_only_minus_matched_control,-0.1160161507,-0.4136276392,0.0079545455,delta_key:delta,0.10754845191681749,-1.0787338044598893,0.2807064114637684,0.3621701602452117,False,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[35]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_blind_train_dynamic_selector;metric=bias_median_frac;comparison=dynamic_only_minus_matched_control,0.0294607739,0.006350429,0.0651834991,delta_key:delta,0.01500871203860575,1.9629115292651582,0.04965645488329276,0.08291055136622184,True,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[36]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_blind_train_dynamic_selector;metric=res68_abs_frac;comparison=dynamic_only_minus_matched_control,-0.136293694,-0.2458246676,-0.01658136,delta_key:delta,0.0584815102237189,-2.3305433371780824,0.01977745230545931,0.036128118320368746,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[37]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_blind_train_dynamic_selector;metric=full_rms_frac;comparison=dynamic_only_minus_matched_control,-0.0498286421,-0.0957934023,0.0564019438,delta_key:delta,0.038826056830762574,-1.2833814754147241,0.19935846063731352,0.2734694125470955,False,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[38]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_blind_train_dynamic_selector;metric=within_10pct;comparison=dynamic_only_minus_matched_control,0.2384925976,0.0335412668,0.3230546203,delta_key:delta,0.07385680445754217,3.229121532561045,0.0012417111416710672,0.0025668986626141387,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[39]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_blind_train_dynamic_selector;metric=within_25pct;comparison=dynamic_only_minus_matched_control,0.2086137281,0.0335652591,0.2799335952,delta_key:delta,0.06285022021917801,3.3192203205096167,0.0009026917789690763,0.001887213974161978,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[40]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_dynamic_selector;metric=bias_median_frac;comparison=dynamic_only_minus_matched_control,39.7348541012,32.8023538695,43.2947819031,delta_key:delta,2.6766889892781025,14.844778104727217,7.520323350877672e-50,4.439998906358177e-49,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[41]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_dynamic_selector;metric=res68_abs_frac;comparison=dynamic_only_minus_matched_control,53.6890102551,39.0142946641,58.4367790349,delta_key:delta,4.954806446445465,10.835743199134656,2.330651471691693e-27,9.828690206334112e-27,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[42]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_dynamic_selector;metric=full_rms_frac;comparison=dynamic_only_minus_matched_control,33.6711916671,29.5264259322,47.0388376711,delta_key:delta,4.46753406619603,7.5368628796534285,4.8141206119910746e-14,1.538017753960785e-13,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[43]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_dynamic_selector;metric=within_10pct;comparison=dynamic_only_minus_matched_control,-0.0069986541,-0.0215930902,-0.0015852974,delta_key:delta,0.005104122564960101,-1.371176732323376,0.17031986961302825,0.24502156681172485,True,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[44]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_shuffled_train_dynamic_selector;metric=within_25pct;comparison=dynamic_only_minus_matched_control,-0.0449528937,-0.0527716977,-0.0383877159,delta_key:delta,0.0036694505392596533,-12.25057899515105,1.6680078378042573e-34,7.890960155766294e-34,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[45]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_dynamic_selector;metric=bias_median_frac;comparison=dynamic_only_minus_matched_control,0.0552010386,0.0035656139,0.0860148069,delta_key:delta,0.02103334389058899,2.6244537667022483,0.008678807439324374,0.016636259455120487,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[46]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_dynamic_selector;metric=res68_abs_frac;comparison=dynamic_only_minus_matched_control,-0.1694650558,-0.2449686594,-0.0162465053,delta_key:delta,0.05834856045930721,-2.904357099232746,0.0036800815522845033,0.007261765202101506,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[47]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_dynamic_selector;metric=full_rms_frac;comparison=dynamic_only_minus_matched_control,-0.0705265767,-0.1107319495,0.0419121364,delta_key:delta,0.03894053337307141,-1.8111353541133393,0.07011990205971183,0.11229886093493406,False,False
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[48]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_dynamic_selector;metric=within_10pct;comparison=dynamic_only_minus_matched_control,0.2880215343,0.1004678503,0.3650533109,delta_key:delta,0.06749753125236391,4.267141759942707,1.9799335398503676e-05,4.668341700989046e-05,True,True
P04k,amplitude-charge,1781029246.839.554f50f7,/selector_deltas/[49]/ci95,ci95,B_delta_key_with_ci_sibling,method=ml_hgb_aware_train_dynamic_selector;metric=within_25pct;comparison=dynamic_only_minus_matched_control,0.2530282638,0.023212572,0.3503647587,delta_key:delta,0.0834587240583334,3.0317772845789746,0.0024311851087593424,0.00487558318006629,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[0]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=tau_eff_shift_5pct_ns,-60.54561634460702,-63.16181051067857,-57.72767041894034,value_field,1.386285700809309,-43.67470306392159,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[1]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=empirical_last_above_shift_5pct_ns,-61.88491649036502,-64.73076323743989,-59.43055515807332,value_field,1.3521187432967992,-45.76884744565727,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[2]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=tau_eff_shift_10pct_ns,-60.099862172445974,-62.46083557998623,-57.55345923756282,value_field,1.2519047240490566,-48.00673806714617,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[3]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=empirical_last_above_shift_10pct_ns,-63.3528873568516,-65.7680097908319,-60.74423557386574,value_field,1.2815986050236254,-49.43270623775666,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[4]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=tau_eff_shift_20pct_ns,-60.76956337934407,-63.16415885622457,-58.340846721056685,value_field,1.2304593791553193,-49.38770381925237,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[5]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=empirical_last_above_shift_20pct_ns,-65.9467954968432,-68.37591530894137,-63.53361719405492,value_field,1.2353028303279763,-53.385124584660865,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[6]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=two_pulse_time_rms_shift_ns,-34.078895130389164,-39.79743885250952,-27.923657486402455,value_field,3.0290815187845137,-11.250570484502536,2.3009894853232773e-29,1.4419534108025871e-28,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[8]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=two_pulse_residual_shift,-0.21030940875409307,-0.23320040384937296,-0.1888490366305604,value_field,0.011314332194022564,-18.58787643385625,4.028130827963678e-77,4.368972667252912e-76,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[9]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=charge_bias_shift_area_over_peak,-9.210971752484365,-9.852951071275045,-8.563554773175566,value_field,0.3289336712995935,-28.002520131467453,1.513934717344392e-172,2.246997843637466e-171,True,True
S16i,pedestal,1781029251.907.5de90a17,/traditional/[10]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=traditional_pretrigger_strata;metric=downstream_excess_high_minus_low,0.018994568255125226,0.00889886810181595,0.029690836630514583,value_field,0.0053041710696479704,3.5810625271529686,0.00034219974002966153,0.0004974243643730132,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[2]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_minus_traditional_auc,0.06044079527962156,0.05252633013860423,0.0675154456298634,value_field,0.0038238242155191134,15.806373900327491,2.811925246716579e-56,2.4780091236689852e-55,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[5]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_minus_traditional_ece,0.07986919098918221,-0.018623561647791043,0.17442537756782467,value_field,0.04924808331641835,1.6217725769350986,0.10485205222793852,0.12800120661592493,False,False
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[8]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_tail_resid_shift_ns,-11.70548709408055,-13.493411188875951,-9.673684168661739,value_field,0.9744380637460005,-12.012551161108718,3.052796910903695e-33,2.0997286070118098e-32,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[9]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_predicted_tau_shift_ns,-54.21222938160738,-55.85017147830692,-52.25706999890148,value_field,0.9166243634442691,-59.14334327521231,0.0,0.0,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[10]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_predicted_downstream_excess,-0.01905041670528007,-0.03156149482773887,-0.005321170204667067,value_field,0.006694083368381292,-2.8458588961204834,0.004429181651653142,0.005919569790361072,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[11]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=traditional_predicted_downstream_excess,-0.018233762832043032,-0.03401551444887926,-0.0021978856660632724,value_field,0.008116891186212958,-2.2463973476710155,0.024678568075647844,0.03120787532436185,True,True
S16i,pedestal,1781029251.907.5de90a17,/ml/summary/[12]/ci_low/ci_high,ci_low/ci_high,C_delta_metric_value_row,method=ml_pretrigger_only;metric=ml_minus_traditional_predicted_downstream_excess,-0.0008166538732372053,-0.0031486020846574437,0.001953004179138109,value_field,0.0013014540838597985,-0.6274934193722818,0.5303358484357913,0.5686490846345748,False,False
S10g,pileup,1781029288.941.6912528c,/traditional/ci,ci,C_delta_metric_value_row,method=s10f_low_current_amp_binned_asymmetric_template_fit;metric=matched_stratified_secondary_fraction_and_candidate_rate_high_minus_low,-0.03087596582798305,-0.05044900498113943,-0.009382988016783328,value_field,0.010476217238755307,-2.947243754526368,0.0032062035839658587,0.005234058842200675,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[0]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_baseline_excursion,1.3848659787,1.290642809,1.5061843662,sibling_exact,0.05498610150496755,25.18574586661483,5.739520796934098e-140,5.8830088168574504e-139,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[0]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_baseline_excursion,0.6107934131,0.5861611854,0.6466362636,sibling_exact,0.015427599353105411,39.59095638408926,0.0,0.0,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[1]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_delayed_peak,-0.0622677943,-0.0779747691,-0.0417301239,sibling_exact,0.009246252861249782,-6.734381509395958,1.6462869845429344e-11,4.918865565152573e-11,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[1]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_delayed_peak,-0.0444622994,-0.0578270246,-0.0278574872,sibling_exact,0.007645430639643353,-5.815538914113293,6.043885060092447e-09,1.664323572517995e-08,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[2]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_dropout,0.6028428413,0.4842228552,0.7039890871,sibling_exact,0.056063844446502066,10.752791701169407,5.749464447179144e-27,2.357280423343449e-26,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[2]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=dropout_injected_integral;atom=atom_dropout,0.2934639858,0.2532619563,0.3266612454,sibling_exact,0.01872465251376155,15.672599829787002,2.328563526512773e-55,1.4814481746262297e-54,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[3]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_baseline_excursion,0.0436070731,0.0361507094,0.0510182474,sibling_exact,0.0037928089794693276,11.497302747395757,1.3610231850229182e-30,6.050813918957311e-30,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[3]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_baseline_excursion,0.0299052979,0.0206699438,0.0393954541,sibling_exact,0.004777003671420607,6.260262699590228,3.8432949005384316e-10,1.0951164620067038e-09,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[4]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_delayed_peak,-0.0015745435,-0.0026647436,-0.000363405,sibling_exact,0.0005870869613300718,-2.681959579604359,0.007319230272780557,0.014140293040083903,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[4]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_delayed_peak,-0.0023417622,-0.0032651949,-0.0014804578,sibling_exact,0.000455298442746341,-5.143356489151575,2.6987282465843746e-07,7.062629241061236e-07,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[5]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_dropout,0.0456259965,0.0403130776,0.0499908297,sibling_exact,0.0024688596771004164,18.480595281780467,2.958985881479176e-76,2.140913314246698e-75,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[5]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=hgb_waveform_atoms;atom=atom_dropout,0.0411050642,0.0317128606,0.0478510584,sibling_exact,0.004116962844035924,9.984317507151475,1.785253882473599e-23,6.826514845935317e-23,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[6]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_baseline_excursion,2.8547160401,2.6875694507,3.0370060221,sibling_exact,0.08914362053494634,32.02378390028354,5.088765692866536e-225,7.085866191199063e-224,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[6]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_baseline_excursion,0.4821915885,0.4505637931,0.5235322253,sibling_exact,0.018614738019567114,25.9037536812572,6.041802181797649e-148,6.859769246410254e-147,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[7]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_delayed_peak,-0.2600626189,-0.3197733143,-0.1668366124,sibling_exact,0.03901518168352715,-6.6656775049647585,2.634471829949214e-11,7.808193616475983e-11,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[7]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_delayed_peak,-0.0059878564,-0.0183515283,0.0035913587,sibling_exact,0.005597778115588525,-1.0696844848718094,0.28476135231388133,0.3667606946032189,False,False
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[8]/delta_abs_frac_ci95,delta_abs_frac_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_dropout,3.0309378412,2.6803728238,3.4370124639,sibling_exact,0.1930238632108235,15.702399645216744,1.4562760276222215e-55,9.42747112618596e-55,True,True
P04l,amplitude-charge,1781030650.727.08857c2c,/matched_atom_effects/[8]/delta_catastrophic_rate_ci95,delta_catastrophic_rate_ci95,A_delta_named_ci_key,method=integral_logcal;atom=atom_dropout,0.2281761525,0.1967348344,0.2564296772,sibling_exact,0.01522855605278089,14.983439776506764,9.42120798197194e-51,5.652724789183164e-50,True,True
S16h,pedestal,1781031000.2442.5ff56e52__s16h_sorted_baseline_pretrigger_pedestals,/ml.ci-vs-traditional.ci,ml.ci-vs-traditional.ci,D_unpaired_ml_vs_traditional,,-169.86776351129274,-239.31037317574575,-100.42515384683972,unpaired_per_method_cis,35.43055393476996,-4.794386331752835,1.6317355225969533e-06,3.0473471349161645e-06,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[0]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=cnn1d,-0.007154613842692895,-0.008929778924480457,-0.004307145285322559,sibling_exact,0.0011792649445654722,-6.067011383374226,1.3031232436314456e-09,3.0370310306121294e-09,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[0]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=cnn1d,-0.06051662386515311,-0.09447386680352662,-0.034952588975017095,sibling_exact,0.015184278460728303,-3.9854790612322892,6.734411606961178e-05,0.00010155636754882631,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[1]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=gradient_boosted_trees,-0.007019980767175979,-0.010038102830218434,-0.004153035423736805,sibling_exact,0.0015013202928477996,-4.675871498319679,2.9270786211632725e-06,5.002643461624502e-06,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[1]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=gradient_boosted_trees,-0.06563778348276506,-0.09684149276987179,-0.05128642611340739,sibling_exact,0.01162140401961387,-5.648008052382118,1.6231757634694173e-08,3.604217049593509e-08,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[2]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=mlp,-0.006734183239463331,-0.009154138554791852,-0.004264316970410247,sibling_exact,0.0012474263871560638,-5.39846143131236,6.721481332498136e-08,1.4359528301246018e-07,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[2]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=mlp,-0.05045552601680825,-0.06586933789559776,-0.02879417367854939,sibling_exact,0.00945812385061474,-5.334623104298728,9.574321456547582e-08,1.985263713784131e-07,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[3]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=ridge,-0.006549175448540959,-0.009526016679240756,-0.004008221924186507,sibling_exact,0.001407626568288476,-4.652636996262481,3.2771687021769137e-06,5.500961750082676e-06,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[3]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=ridge,-0.1303435184383046,-0.1553927321762435,-0.1001981880880152,sibling_exact,0.014080499571317592,-9.257023714117242,2.1020994815800698e-20,9.409397679453646e-20,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[4]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=siamese_cnn_meta,-0.006965922020707555,-0.009337311028638908,-0.004740834987864748,sibling_exact,0.0011725919652173656,-5.940618925711527,2.8394797827405404e-09,6.510026818966117e-09,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[4]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=siamese_cnn_meta,-0.08459129967294388,-0.11146901539167017,-0.0597640056652837,sibling_exact,0.01319029587641125,-6.413146487807145,1.425464265402424e-10,3.5573532994998544e-10,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[5]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=traditional_quantile,-0.0036421734324294536,-0.00557751826303537,-0.00202121912264429,sibling_exact,0.0009072358391385539,-4.014582840871674,5.955102566774176e-05,9.028703891560849e-05,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/methods/[5]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=traditional_quantile,-0.1262517770324738,-0.1488134264621621,-0.0991653218588807,sibling_exact,0.012665565539698517,-9.968112093909628,2.101859880731026e-23,1.0976379377150912e-22,True,True
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/shuffled_proxy_controls/[0]/tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,tail_fraction_delta_ci_low/tail_fraction_delta_ci_high,E_scalar_ci_low_high_pair,method=cnn1d,-0.0006416436079671496,-0.0018361642420302604,0.0002524640597990949,sibling_exact,0.0005328231330535124,-1.2042337656963331,0.2284992386446436,0.26300728692975306,False,False
S16f,pedestal,1781031083.1784.78066bc6__s16f_pretrigger_veto_loro,/shuffled_proxy_controls/[0]/sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,sigma68_delta_ns_ci_low/sigma68_delta_ns_ci_high,E_scalar_ci_low_high_pair,method=cnn1d,-0.09461543732554878,-0.13674713423120893,-0.041919367899412724,sibling_exact,0.024191201236294528,-3.911150851971559,9.185737433675963e-05,0.00013705703472468897,True,True
