block,threshold_MeV,stave,hit_events,edep_sum_MeV,edep_mean_MeV
49,5.0,B6,870,17577.099348336604,20.177005779938497
49,5.0,B8,597,16024.062474117978,26.790394639664477
48,10.0,B2,2345,66030.43813610752,28.060802274800665
48,10.0,B4,1320,30725.239479724085,23.19744261955115
48,10.0,B6,881,17853.29212725739,20.179746916258043
48,10.0,B8,579,15552.243032690722,26.548694571908744
49,10.0,B2,2270,64943.255336956456,28.50631876323053
49,10.0,B4,1246,28380.98003253605,22.66515530778785
49,10.0,B6,865,17577.099348336604,20.250404035905785
49,10.0,B8,583,16024.062474117978,27.255474312724907
48,15.0,B2,1349,66030.43813610752,39.82426044464623
48,15.0,B4,728,30725.239479724085,31.28258619485185
48,15.0,B6,671,17853.29212725739,22.105801669325125
48,15.0,B8,550,15552.243032690722,27.298383197857486
49,15.0,B2,1307,64943.255336956456,40.54964276644096
49,15.0,B4,663,28380.98003253605,30.847851209541055
49,15.0,B6,674,17577.099348336604,21.996485531126478
49,15.0,B8,549,16024.062474117978,28.167184691370785
48,20.0,B2,1337,66030.43813610752,40.02897783121826
48,20.0,B4,386,30725.239479724085,44.9192435052908
48,20.0,B6,415,17853.29212725739,24.704234578324314
48,20.0,B8,338,15552.243032690722,33.002073919075244
49,20.0,B2,1299,64943.255336956456,40.694430729624
49,20.0,B4,332,28380.98003253605,45.750302556023534
49,20.0,B6,389,17577.099348336604,24.94694368422206
49,20.0,B8,355,16024.062474117978,33.47203738078257
48,25.0,B2,960,66030.43813610752,46.718740304044104
48,25.0,B4,374,30725.239479724085,45.633623786849036
48,25.0,B6,104,17853.29212725739,32.277341104194306
48,25.0,B8,281,15552.243032690722,35.27956358411977
49,25.0,B2,970,64943.255336956456,46.67020252173223
49,25.0,B4,319,28380.98003253605,46.69814002170632
49,25.0,B6,118,17577.099348336604,31.253263128211437
49,25.0,B8,301,16024.062474117978,35.52560020771329
48,30.0,B2,940,66030.43813610752,47.13792684003994
48,30.0,B4,363,30725.239479724085,46.18857875924325
48,30.0,B6,27,17853.29212725739,48.84678150410186
48,30.0,B8,204,15552.243032690722,38.022321070111346
49,30.0,B2,947,64943.255336956456,47.15244778868757
49,30.0,B4,311,28380.98003253605,47.21495378864611
49,30.0,B6,30,17577.099348336604,44.52911983982695
49,30.0,B8,225,16024.062474117978,38.11081293490137
48,40.0,B2,619,66030.43813610752,53.079053816902956
48,40.0,B4,235,30725.239479724085,51.37259190640596
48,40.0,B6,17,17853.29212725739,58.62103028031831
48,40.0,B8,76,15552.243032690722,44.502988249071485
49,40.0,B2,608,64943.255336956456,53.48150368039116
49,40.0,B4,212,28380.98003253605,51.98594767203443
49,40.0,B6,16,17577.099348336604,53.0347669453855
49,40.0,B8,74,16024.062474117978,45.07628802650261
48,50.0,B2,368,66030.43813610752,58.860550365174966
48,50.0,B4,112,30725.239479724085,58.797600656433545
48,50.0,B6,10,17853.29212725739,66.64874136266101
48,50.0,B8,2,15552.243032690722,57.06105806945998
49,50.0,B2,383,64943.255336956456,58.761445985017986
49,50.0,B4,95,28380.98003253605,61.01878152576015
49,50.0,B6,10,17577.099348336604,57.56253390094914
49,50.0,B8,4,16024.062474117978,63.14957704209701
50,0.0,B2,2375,66206.2409145208,27.87631196400876
50,0.0,B4,1284,28383.398063590255,22.10545020528836
50,0.0,B6,881,17241.291896261588,19.570138361250383
50,0.0,B8,609,15792.716664767962,25.932211272196984
51,0.0,B2,2397,67455.92941429064,28.141814524109577
51,0.0,B4,1316,29867.62530911046,22.695763912697913
51,0.0,B6,875,16432.721610233653,18.780253268838457
51,0.0,B8,631,15842.606486610473,25.107141817132284
50,1.0,B2,2373,66206.2409145208,27.899285627379207
50,1.0,B4,1275,28383.398063590255,22.258532512510616
50,1.0,B6,872,17241.291896261588,19.76843286431171
50,1.0,B8,604,15792.716664767962,26.143995445635515
51,1.0,B2,2393,67455.92941429064,28.188101350220457
51,1.0,B4,1302,29867.62530911046,22.93575637045805
51,1.0,B6,862,16432.721610233653,19.057334946170478
51,1.0,B8,621,15842.606486610473,25.505545153593527
50,2.0,B2,2365,66206.2409145208,27.98785499933315
50,2.0,B4,1270,28383.398063590255,22.340018276043406
50,2.0,B6,869,17241.291896261588,19.831688588528692
50,2.0,B8,602,15792.716664767962,26.225291645587873
51,2.0,B2,2393,67455.92941429064,28.188101350220457
51,2.0,B4,1299,29867.62530911046,22.985858290702257
51,2.0,B6,855,16432.721610233653,19.200576292575168
51,2.0,B8,616,15842.606486610473,25.701201891751463
50,5.0,B2,2362,66206.2409145208,28.01887469872029
50,5.0,B4,1264,28383.398063590255,22.42911840460728
50,5.0,B6,862,17241.291896261588,19.96425890642973
50,5.0,B8,592,15792.716664767962,26.612845353393624
51,5.0,B2,2377,67455.92941429064,28.35224767478505
51,5.0,B4,1291,29867.62530911046,23.10501657403867
51,5.0,B6,847,16432.721610233653,19.348026081597357
51,5.0,B8,605,15842.606486610473,26.09695614434329
50,10.0,B2,2343,66206.2409145208,28.178411319878332
50,10.0,B4,1253,28383.398063590255,22.55935480429766
50,10.0,B6,850,17241.291896261588,20.145534837523865
50,10.0,B8,576,15792.716664767962,27.13352499042107
51,10.0,B2,2345,67455.92941429064,28.625627213655296
51,10.0,B4,1280,29867.62530911046,23.245081075232818
51,10.0,B6,842,16432.721610233653,19.419898550954557
51,10.0,B8,582,15842.606486610473,26.804242098028798
50,15.0,B2,1360,66206.2409145208,39.83960913375102
50,15.0,B4,658,28383.398063590255,30.98084000242235
50,15.0,B6,639,17241.291896261588,22.16288559433194
50,15.0,B8,549,15792.716664767962,27.84170696611196
51,15.0,B2,1408,67455.92941429064,39.65656044680118
51,15.0,B4,686,29867.62530911046,31.887132872357682
51,15.0,B6,628,16432.721610233653,21.251991132821487
51,15.0,B8,560,15842.606486610473,27.368467942368696
50,20.0,B2,1347,66206.2409145208,40.05493778790063
50,20.0,B4,352,28383.398063590255,44.10584492907478
50,20.0,B6,369,17241.291896261588,25.2201820838133
50,20.0,B8,358,15792.716664767962,32.860695262962146
51,20.0,B2,1401,67455.92941429064,39.772098763748794
51,20.0,B4,387,29867.62530911046,44.22831957324504
51,20.0,B6,361,16432.721610233653,23.71212084190179
51,20.0,B8,348,15842.606486610473,32.92150702970781
50,25.0,B2,1004,66206.2409145208,45.88067734090748
50,25.0,B4,347,28383.398063590255,44.42272462394881
50,25.0,B6,100,17241.291896261588,33.3770983374893
50,25.0,B8,297,15792.716664767962,35.082992620076766
51,25.0,B2,991,67455.92941429064,46.753253215358185
51,25.0,B4,374,29867.62530911046,44.98579720245559
51,25.0,B6,71,16432.721610233653,29.922875470549098
51,25.0,B8,288,15842.606486610473,35.22004905344568
50,30.0,B2,984,66206.2409145208,46.26724291645351
50,30.0,B4,335,28383.398063590255,45.021431193766695
50,30.0,B6,25,17241.291896261588,54.14893620308054
50,30.0,B8,217,15792.716664767962,37.76520797335889
51,30.0,B2,977,67455.92941429064,47.039519367479734
51,30.0,B4,366,29867.62530911046,45.37687809324235
51,30.0,B6,23,16432.721610233653,38.11503684752755
51,30.0,B8,221,15842.606486610473,37.491131035837924
50,40.0,B2,606,66206.2409145208,52.84842254351085
50,40.0,B4,223,28383.398063590255,49.12097735834928
50,40.0,B6,18,17241.291896261588,61.782124808408945
50,40.0,B8,69,15792.716664767962,44.013111269360984
51,40.0,B2,634,67455.92941429064,53.229954350740854
51,40.0,B4,222,29867.62530911046,51.17816858761461
51,40.0,B6,9,16432.721610233653,44.22347205118249
51,40.0,B8,67,15842.606486610473,43.98911346997673
50,50.0,B2,344,66206.2409145208,59.26701136256767
50,50.0,B4,86,28383.398063590255,57.281285826345965
50,50.0,B6,12,17241.291896261588,69.94885542662634
50,50.0,B8,2,15792.716664767962,53.4696401214065
51,50.0,B2,371,67455.92941429064,59.40973111707827
51,50.0,B4,97,29867.62530911046,59.995401065439914
51,50.0,B6,1,16432.721610233653,50.21390652787175
51,50.0,B8,2,15842.606486610473,55.43216947344241
52,0.0,B2,2377,65396.40299294612,27.512159441710605
52,0.0,B4,1330,29899.796490969093,22.481049993209844
52,0.0,B6,921,18148.203564299696,19.704889863517582
52,0.0,B8,632,16463.357424526926,26.049616178048936
53,0.0,B2,2347,65361.06170536353,27.84876936743226
53,0.0,B4,1318,30276.7570665714,22.971742842618664
53,0.0,B6,890,17351.306814812335,19.49585035372172
53,0.0,B8,617,16034.928492378534,25.988538885540574
52,1.0,B2,2373,65396.40299294612,27.557669603813025
52,1.0,B4,1323,29899.796490969093,22.598314858229497
52,1.0,B6,908,18148.203564299696,19.98287660937411
52,1.0,B8,627,16463.357424526926,26.254231953469663
53,1.0,B2,2341,65361.06170536353,27.918755973004
53,1.0,B4,1305,30276.7570665714,23.196952714162574
53,1.0,B6,875,17351.306814812335,19.824801679231633
53,1.0,B8,612,16034.928492378534,26.198611528281912
52,2.0,B2,2372,65396.40299294612,27.568822198364092
52,2.0,B4,1321,29899.796490969093,22.630442026312515
52,2.0,B6,904,18148.203564299696,20.065266736908782
52,2.0,B8,623,16463.357424526926,26.413708607415227
53,2.0,B2,2339,65361.06170536353,27.94152738945329
53,2.0,B4,1302,30276.7570665714,23.246681750383544
53,2.0,B6,872,17351.306814812335,19.888971841003364
53,2.0,B8,610,16034.928492378534,26.278188956977743
52,5.0,B2,2364,65396.40299294612,27.65187233142052
52,5.0,B4,1316,29899.796490969093,22.70167298022333
52,5.0,B6,898,18148.203564299696,20.177405019179936
52,5.0,B8,621,16463.357424526926,26.488703545957588
53,5.0,B2,2333,65361.06170536353,28.00489998315608
53,5.0,B4,1296,30276.7570665714,23.3367269634616
53,5.0,B6,867,17351.306814812335,19.979602118360212
53,5.0,B8,602,16034.928492378534,26.58287235269677
52,10.0,B2,2345,65396.40299294612,27.811546275784494
52,10.0,B4,1306,29899.796490969093,22.81622603130973
52,10.0,B6,892,18148.203564299696,20.263782718106192
52,10.0,B8,600,16463.357424526926,27.154340040459296
53,10.0,B2,2318,65361.06170536353,28.131856327532958
53,10.0,B4,1285,30276.7570665714,23.466737038412738
53,10.0,B6,863,17351.306814812335,20.03667580813807
53,10.0,B8,584,16034.928492378534,27.167419222381604
52,15.0,B2,1344,65396.40299294612,39.50780864054759
52,15.0,B4,698,29899.796490969093,31.072563609881332
52,15.0,B6,690,18148.203564299696,22.077372011452002
52,15.0,B8,572,16463.357424526926,27.874951394411777
53,15.0,B2,1355,65361.06170536353,39.58488137650456
53,15.0,B4,686,30276.7570665714,32.42068755620159
53,15.0,B6,633,17351.306814812335,22.195213680770088
53,15.0,B8,567,16034.928492378534,27.61492725554214
52,20.0,B2,1334,65396.40299294612,39.66993777463523
52,20.0,B4,362,29899.796490969093,45.15468758509177
52,20.0,B6,410,18148.203564299696,24.819728272620768
52,20.0,B8,369,16463.357424526926,33.115324207377974
53,20.0,B2,1350,65361.06170536353,39.66678670212886
53,20.0,B4,395,30276.7570665714,44.60489094408733
53,20.0,B6,360,17351.306814812335,25.297328003839034
53,20.0,B8,333,16034.928492378534,34.12463434753457
52,25.0,B2,973,65396.40299294612,45.83980327010756
52,25.0,B4,355,29899.796490969093,45.58106892082574
52,25.0,B6,114,18148.203564299696,32.01187516179984
52,25.0,B8,310,16463.357424526926,35.22421327481961
53,25.0,B2,956,65361.06170536353,46.54439230608002
53,25.0,B4,387,30276.7570665714,45.07778104690808
53,25.0,B6,109,17351.306814812335,32.493206144550825
53,25.0,B8,289,16034.928492378534,35.95929462232541
52,30.0,B2,947,65396.40299294612,46.36633664296562
52,30.0,B4,343,29899.796490969093,46.21232880973651
52,30.0,B6,36,18148.203564299696,44.32283820633105
52,30.0,B8,223,16463.357424526926,38.08485218237991
53,30.0,B2,934,65361.06170536353,47.006643638526974
53,30.0,B4,371,30276.7570665714,45.842434796241996
53,30.0,B6,32,17351.306814812335,47.302734656371214
53,30.0,B8,221,16034.928492378534,38.44956558809807
52,40.0,B2,624,65396.40299294612,51.97630195648969
52,40.0,B4,218,29899.796490969093,51.45299315449757
52,40.0,B6,16,18148.203564299696,56.45376769571696
52,40.0,B8,75,16463.357424526926,44.87239030078081
53,40.0,B2,637,65361.06170536353,52.28278482692907
53,40.0,B4,235,30276.7570665714,51.02027554491759
53,40.0,B6,20,17351.306814812335,53.783049670524846
53,40.0,B8,78,16034.928492378534,45.59162266705909
52,50.0,B2,339,65396.40299294612,58.16068929727855
52,50.0,B4,100,29899.796490969093,59.977236516683526
52,50.0,B6,8,18148.203564299696,65.98266123670325
52,50.0,B8,4,16463.357424526926,51.92052003595879
53,50.0,B2,354,65361.06170536353,58.431021689948196
53,50.0,B4,97,30276.7570665714,60.500158800315376
53,50.0,B6,14,17351.306814812335,58.731261565041656
53,50.0,B8,5,16034.928492378534,62.80845572136635
54,0.0,B2,2356,68261.88273684526,28.97363443838933
54,0.0,B4,1254,28188.96677885862,22.479239855549135
54,0.0,B6,854,16584.985973184434,19.420358282417368
54,0.0,B8,613,15302.500349412658,24.96329583917236
55,0.0,B2,2421,67733.86140881685,27.977637921857436
55,0.0,B4,1333,30111.075053958673,22.588953528851214
55,0.0,B6,890,17618.924771926846,19.79654468755825
55,0.0,B8,606,15779.905639671959,26.039448250283762
54,1.0,B2,2351,68261.88273684526,29.03421749034663
54,1.0,B4,1246,28188.96677885862,22.62013484956064
54,1.0,B6,845,16584.985973184434,19.624609839117504
54,1.0,B8,606,15302.500349412658,25.249114104751275
55,1.0,B2,2416,67733.86140881685,28.034419655595116
55,1.0,B4,1320,30111.075053958673,22.80856236313052
55,1.0,B6,879,17618.924771926846,20.039941964602686
55,1.0,B8,595,15779.905639671959,26.514510561468892
54,2.0,B2,2348,68261.88273684526,29.06931648305507
54,2.0,B4,1243,28188.96677885862,22.67082225119932
54,2.0,B6,841,16584.985973184434,19.711090741334733
54,2.0,B8,600,15302.500349412658,25.48651061486169
55,2.0,B2,2415,67733.86140881685,28.04541060164821
55,2.0,B4,1315,30111.075053958673,22.889785519009493
55,2.0,B6,874,17618.924771926846,20.14588932647181
55,2.0,B8,592,15779.905639671959,26.64004419414056
54,5.0,B2,2341,68261.88273684526,29.144542032924093
54,5.0,B4,1232,28188.96677885862,22.84145493804039
54,5.0,B6,835,16584.985973184434,19.82577997759865
54,5.0,B8,589,15302.500349412658,25.896485227868773
55,5.0,B2,2408,67733.86140881685,28.115407183135304
55,5.0,B4,1307,30111.075053958673,23.009389926924303
55,5.0,B6,866,17618.924771926846,20.298867761355197
55,5.0,B8,587,15779.905639671959,26.835317274469432
54,10.0,B2,2321,68261.88273684526,29.320109617279115
54,10.0,B4,1221,28188.96677885862,22.978206768088402
54,10.0,B6,829,16584.985973184434,19.914310453714055
54,10.0,B8,578,15302.500349412658,26.246571927800314
55,10.0,B2,2383,67733.86140881685,28.321291426460522
55,10.0,B4,1289,30111.075053958673,23.224029198752884
55,10.0,B6,860,17618.924771926846,20.388474307765375
55,10.0,B8,569,15779.905639671959,27.437498871023152
54,15.0,B2,1397,68261.88273684526,40.766112662652844
54,15.0,B4,641,28188.96677885862,31.886074798513686
54,15.0,B6,592,16584.985973184434,22.26404681394568
54,15.0,B8,553,15302.500349412658,26.866894289986032
55,15.0,B2,1399,67733.86140881685,39.71514327204988
55,15.0,B4,714,30111.075053958673,31.267936896301578
55,15.0,B6,664,17618.924771926846,22.25095642690744
55,15.0,B8,548,15779.905639671959,28.0040409723396
54,20.0,B2,1387,68261.88273684526,40.92627778272906
54,20.0,B4,345,28188.96677885862,45.56203954374362
54,20.0,B6,335,16584.985973184434,25.641188865275165
54,20.0,B8,323,15302.500349412658,32.86821960389934
55,20.0,B2,1390,67733.86140881685,39.86095017652632
55,20.0,B4,372,30111.075053958673,45.389567149378145
55,20.0,B6,395,17618.924771926846,25.203420947705208
55,20.0,B8,338,15779.905639671959,33.99666783459284
54,25.0,B2,1046,68261.88273684526,46.76448401879976
54,25.0,B4,338,28188.96677885862,46.02494603069273
54,25.0,B6,102,16584.985973184434,33.35560118906743
54,25.0,B8,266,15302.500349412658,35.22276870107942
55,25.0,B2,1006,67733.86140881685,46.29830390737232
55,25.0,B4,362,30111.075053958673,46.02203044423818
55,25.0,B6,121,17618.924771926846,31.93583514233188
55,25.0,B8,279,15779.905639671959,36.486308968567634
54,30.0,B2,1020,68261.88273684526,47.2723225508375
54,30.0,B4,330,28188.96677885862,46.45638152131145
54,30.0,B6,39,16584.985973184434,44.41156262450852
54,30.0,B8,197,15302.500349412658,37.79131921516869
55,30.0,B2,982,67733.86140881685,46.773322761126416
55,30.0,B4,352,30111.075053958673,46.563503644771465
55,30.0,B6,32,17618.924771926846,46.79128915936644
55,30.0,B8,218,15779.905639671959,38.8122524015104
54,40.0,B2,686,68261.88273684526,52.93673550866717
54,40.0,B4,213,28188.96677885862,51.60050328394081
54,40.0,B6,22,16584.985973184434,51.65857637781353
54,40.0,B8,65,15302.500349412658,44.60386644192364
55,40.0,B2,638,67733.86140881685,52.80149718914503
55,40.0,B4,223,30111.075053958673,52.140513270563495
55,40.0,B6,17,17618.924771926846,56.32530874983084
55,40.0,B8,87,15779.905639671959,45.704997891224586
54,50.0,B2,399,68261.88273684526,59.15416746909865
54,50.0,B4,101,28188.96677885862,59.50604897478779
54,50.0,B6,11,16584.985973184434,58.333512139491035
54,50.0,B8,2,15302.500349412658,55.05328089069437
55,50.0,B2,371,67733.86140881685,58.93039117891767
55,50.0,B4,101,30111.075053958673,61.03993583591887
55,50.0,B6,10,17618.924771926846,63.22074033818758
55,50.0,B8,9,15779.905639671959,58.489314202728146
56,0.0,B2,2426,68551.85552491494,28.257153967401045
56,0.0,B4,1318,28969.144026781025,21.979623692550096
56,0.0,B6,920,17829.854268925134,19.380276379266455
56,0.0,B8,662,17015.703157751206,25.703479090258618
57,0.0,B2,2452,70172.841675537,28.618614060170064
57,0.0,B4,1355,30536.728262350338,22.536330820922757
57,0.0,B6,901,17405.463928941932,19.317939987726895
57,0.0,B8,637,16059.559534846972,25.211239458158513
56,1.0,B2,2422,68551.85552491494,28.303019928467187
56,1.0,B4,1303,28969.144026781025,22.231330387071
56,1.0,B6,908,17829.854268925134,19.633346198673816
56,1.0,B8,651,17015.703157751206,26.13243062838034
57,1.0,B2,2448,70172.841675537,28.664575848303834
57,1.0,B4,1342,30536.728262350338,22.750489067703995
57,1.0,B6,893,17405.463928941932,19.487777672787868
57,1.0,B8,630,16059.559534846972,25.487134883670482
56,2.0,B2,2422,68551.85552491494,28.303019928467187
56,2.0,B4,1300,28969.144026781025,22.278978039677078
56,2.0,B6,903,17829.854268925134,19.734661294517398
56,2.0,B8,645,17015.703157751206,26.35966288017104
57,2.0,B2,2446,70172.841675537,28.686472544476132
57,2.0,B4,1336,30536.728262350338,22.84627205469023
57,2.0,B6,890,17405.463928941932,19.54810858178342
57,2.0,B8,624,16059.559534846972,25.71682995921581
56,5.0,B2,2415,68551.85552491494,28.37448322451289
56,5.0,B4,1295,28969.144026781025,22.352126197702464
56,5.0,B6,899,17829.854268925134,19.80513997458803
56,5.0,B8,640,17015.703157751206,26.537890051695133
57,5.0,B2,2437,70172.841675537,28.779927191582203
57,5.0,B4,1324,30536.728262350338,23.024468947393792
57,5.0,B6,881,17405.463928941932,19.70756016276361
57,5.0,B8,613,16059.559534846972,26.121096365531802
56,10.0,B2,2386,68551.85552491494,28.61562812945771
56,10.0,B4,1283,28969.144026781025,22.495015028307538
56,10.0,B6,895,17829.854268925134,19.859325135642475
56,10.0,B8,621,17015.703157751206,27.119925515195803
57,10.0,B2,2418,70172.841675537,28.94019424777791
57,10.0,B4,1312,30536.728262350338,23.17081898141547
57,10.0,B6,875,17405.463928941932,19.79337923154772
57,10.0,B8,596,16059.559534846972,26.642335123370803
56,15.0,B2,1380,68551.85552491494,40.69563518938947
56,15.0,B4,657,28969.144026781025,31.288707102736847
56,15.0,B6,669,17829.854268925134,21.80587329629034
56,15.0,B8,598,17015.703157751206,27.675566356304714
57,15.0,B2,1430,70172.841675537,40.59464858336397
57,15.0,B4,701,30536.728262350338,31.843663226828316
57,15.0,B6,650,17405.463928941932,21.801953866254134
57,15.0,B8,568,16059.559534846972,27.32637799804655
56,20.0,B2,1371,68551.85552491494,40.84367017965397
56,20.0,B4,341,28969.144026781025,45.595317146293134
56,20.0,B6,376,17829.854268925134,24.83387360522441
56,20.0,B8,371,17015.703157751206,33.3811085281904
57,20.0,B2,1421,70172.841675537,40.74379344680799
57,20.0,B4,378,30536.728262350338,45.431470025289514
57,20.0,B6,364,17405.463928941932,24.84771134861019
57,20.0,B8,342,16059.559534846972,33.23687270179315
56,25.0,B2,1025,68551.85552491494,46.89235766661705
56,25.0,B4,332,28969.144026781025,46.22448853124834
56,25.0,B6,99,17829.854268925134,32.59361886666459
56,25.0,B8,307,17015.703157751206,35.73296764257314
57,25.0,B2,1039,70172.841675537,47.2381096945047
57,25.0,B4,369,30536.728262350338,46.00813827111488
57,25.0,B6,90,17405.463928941932,32.425377470820294
57,25.0,B8,283,16059.559534846972,35.6273060691472
56,30.0,B2,1013,68551.85552491494,47.12781491897285
56,30.0,B4,325,28969.144026781025,46.62744992615589
56,30.0,B6,32,17829.854268925134,45.7729292196568
56,30.0,B8,236,17015.703157751206,38.07340871368659
57,30.0,B2,1019,70172.841675537,47.64833863979873
57,30.0,B4,363,30536.728262350338,46.325793204254545
57,30.0,B6,34,17405.463928941932,42.58502047441013
57,30.0,B8,221,16059.559534846972,37.78897963262346
56,40.0,B2,652,68551.85552491494,53.376903566506016
56,40.0,B4,197,28969.144026781025,53.05085777894118
56,40.0,B6,16,17829.854268925134,55.641010880319136
56,40.0,B8,83,17015.703157751206,45.240586356096856
57,40.0,B2,682,70172.841675537,53.384774235127324
57,40.0,B4,240,30536.728262350338,51.13559287466649
57,40.0,B6,16,17405.463928941932,51.65347374388353
57,40.0,B8,72,16059.559534846972,45.17907211480979
56,50.0,B2,387,68551.85552491494,59.36158461414763
56,50.0,B4,98,28969.144026781025,62.23268779743603
56,50.0,B6,11,17829.854268925134,60.290831579584776
56,50.0,B8,6,17015.703157751206,62.24688897429066
57,50.0,B2,394,70172.841675537,59.89509510336563
57,50.0,B4,107,30536.728262350338,59.23926695158259
57,50.0,B6,8,17405.463928941932,59.5646623525836
57,50.0,B8,4,16059.559534846972,56.38418447134505
58,0.0,B2,2455,70221.38174149321,28.603414151321065
58,0.0,B4,1318,28493.248119986612,21.618549408184073
58,0.0,B6,905,17428.04466247507,19.257507914337094
58,0.0,B8,643,16048.985714182352,24.959542323767266
59,0.0,B2,2369,65907.58494732429,27.82084632643491
59,0.0,B4,1327,30285.204893584818,22.82230964098328
59,0.0,B6,859,16903.14587097434,19.677701828840906
59,0.0,B8,582,15367.418942451579,26.40449990111955
58,1.0,B2,2451,70221.38174149321,28.649272769999076
58,1.0,B4,1305,28493.248119986612,21.83150398567743
58,1.0,B6,898,17428.04466247507,19.405161947287855
58,1.0,B8,635,16048.985714182352,25.26840633745551
59,1.0,B2,2367,65907.58494732429,27.843861527437657
59,1.0,B4,1320,30285.204893584818,22.941695978680485
59,1.0,B6,853,16903.14587097434,19.81365814380876
59,1.0,B8,577,15367.418942451579,26.630505040786417
58,2.0,B2,2442,70221.38174149321,28.74927611400569
58,2.0,B4,1304,28493.248119986612,21.847026359089085
58,2.0,B6,898,17428.04466247507,19.405161947287855
58,2.0,B8,632,16048.985714182352,25.380525775319462
59,2.0,B2,2363,65907.58494732429,27.888384307743753
59,2.0,B4,1315,30285.204893584818,23.0235674206854
59,2.0,B6,849,16903.14587097434,19.900106263283654
59,2.0,B8,575,15367.418942451579,26.717408435711043
58,5.0,B2,2433,70221.38174149321,28.842063966492677
58,5.0,B4,1294,28493.248119986612,21.98625705357379
58,5.0,B6,889,17428.04466247507,19.562787743882268
58,5.0,B8,623,16048.985714182352,25.702324407725577
59,5.0,B2,2350,65907.58494732429,28.02261525441698
59,5.0,B4,1306,30285.204893584818,23.159857235470948
59,5.0,B6,842,16903.14587097434,20.036764655467206
59,5.0,B8,571,15367.418942451579,26.88050061796377
58,10.0,B2,2406,70221.38174149321,29.064944717819248
58,10.0,B4,1280,28493.248119986612,22.144384106202
58,10.0,B6,882,17428.04466247507,19.663974236909983
58,10.0,B8,597,16048.985714182352,26.468547735603114
59,10.0,B2,2328,65907.58494732429,28.213207401854095
59,10.0,B4,1289,30285.204893584818,23.36799407575331
59,10.0,B6,835,16903.14587097434,20.151676583108028
59,10.0,B8,553,15367.418942451579,27.52267851287244
58,15.0,B2,1424,70221.38174149321,40.78358550030608
58,15.0,B4,655,28493.248119986612,30.644852236987298
58,15.0,B6,635,17428.04466247507,21.824991191119878
58,15.0,B8,575,16048.985714182352,27.00294827857656
59,15.0,B2,1375,65907.58494732429,39.386400251251665
59,15.0,B4,699,30285.204893584818,31.871954257174725
59,15.0,B6,656,16903.14587097434,21.79971879811916
59,15.0,B8,522,15367.418942451579,28.384163188943482
58,20.0,B2,1413,70221.38174149321,40.97123562780068
58,20.0,B4,339,28493.248119986612,44.363805798812194
58,20.0,B6,389,17428.04466247507,24.203785336024747
58,20.0,B8,348,16048.985714182352,32.617623595922204
59,20.0,B2,1361,65907.58494732429,39.61269431412207
59,20.0,B4,389,30285.204893584818,44.5218812032221
59,20.0,B6,363,16903.14587097434,24.946744547232893
59,20.0,B8,344,15367.418942451579,33.604982585361974
58,25.0,B2,1061,70221.38174149321,46.95982034917877
58,25.0,B4,330,28493.248119986612,44.96308404312005
58,25.0,B6,95,17428.04466247507,30.668549283144458
58,25.0,B8,282,16048.985714182352,35.10706117173734
59,25.0,B2,974,65907.58494732429,46.210334572376446
59,25.0,B4,379,30285.204893584818,45.10534620113694
59,25.0,B6,98,16903.14587097434,31.950948004112664
59,25.0,B8,296,15367.418942451579,35.568055154947345
58,30.0,B2,1042,70221.38174149321,47.33754977768549
58,30.0,B4,326,28493.248119986612,45.16763919664662
58,30.0,B6,24,17428.04466247507,44.03439676474202
58,30.0,B8,208,16048.985714182352,37.70865252328918
59,30.0,B2,948,65907.58494732429,46.7442630486678
59,30.0,B4,366,30285.204893584818,45.74418596280568
59,30.0,B6,25,16903.14587097434,47.98393713133594
59,30.0,B8,234,15367.418942451579,37.656817217753115
58,40.0,B2,694,70221.38174149321,53.24074871277567
58,40.0,B4,195,28493.248119986612,50.69180768815919
58,40.0,B6,11,17428.04466247507,55.79307896256616
58,40.0,B8,67,16048.985714182352,44.297977207878276
59,40.0,B2,629,65907.58494732429,52.472179455621244
59,40.0,B4,218,30285.204893584818,51.77608402085787
59,40.0,B6,17,16903.14587097434,53.72002648396809
59,40.0,B8,79,15367.418942451579,44.08172378981682
58,50.0,B2,404,70221.38174149321,59.42390070257581
58,50.0,B4,84,28493.248119986612,59.34396342817366
58,50.0,B6,5,17428.04466247507,69.0737334032231
58,50.0,B8,3,16048.985714182352,51.70297246328724
59,50.0,B2,353,65907.58494732429,58.6176316230746
59,50.0,B4,102,30285.204893584818,60.325534445206664
59,50.0,B6,6,16903.14587097434,68.28022344599894
59,50.0,B8,2,15367.418942451579,53.598684740530445
60,0.0,B2,2361,67255.45802091213,28.486005091449442
60,0.0,B4,1263,28310.19083510433,22.415036290660595
60,0.0,B6,853,16887.648650541963,19.797946835336422
60,0.0,B8,588,14925.228181457118,25.38304112492707
61,0.0,B2,2435,67821.5465484462,27.85279119032699
61,0.0,B4,1360,30872.077516670026,22.70005699755149
61,0.0,B6,918,18026.522825004948,19.636735103491237
61,0.0,B8,652,16560.214037388552,25.399101284338265
60,1.0,B2,2357,67255.45802091213,28.533273235973365
60,1.0,B4,1249,28310.19083510433,22.662061604074225
60,1.0,B6,846,16887.648650541963,19.958443539720076
60,1.0,B8,581,14925.228181457118,25.68511888649512
61,1.0,B2,2427,67821.5465484462,27.94314794953716
61,1.0,B4,1350,30872.077516670026,22.86497048685916
