stratum,low_n,high_n,match_weight_raw,low_downstream_fraction,high_downstream_fraction,downstream_high_minus_low,match_weight
q_ge_32k|s16_no_lowering|B2_unsat|unassigned_common,2252,87105,2252,0.0053285968028419185,0.010355318294012972,0.005026721491171054,0.3978798586572438
q_ge_32k|s16_no_lowering|B2_sat_proxy|unassigned_common,1370,96847,1370,0.013138686131386862,0.015746486726486108,0.0026078005950992463,0.2420494699646643
q_16k_32k|s16_no_lowering|B2_unsat|unassigned_common,1134,19802,1134,0.007936507936507936,0.01701848298151702,0.009081975045009082,0.20035335689045936
q_8k_16k|s16_no_lowering|B2_unsat|unassigned_common,555,8556,555,0.007207207207207207,0.0035063113604488078,-0.0037008958467583996,0.0980565371024735
q_lt_8k|s16_large_lowering|B2_unsat|novel_early_pretrigger,110,4613,110,0.00909090909090909,0.012789941469759376,0.003699032378850286,0.019434628975265017
q_lt_8k|s16_no_lowering|B2_unsat|unassigned_common,74,1113,74,0.0,0.0008984725965858042,0.0008984725965858042,0.013074204946996466
q_lt_8k|s16_large_lowering|B2_unsat|unassigned_common,39,1798,39,0.02564102564102564,0.03726362625139043,0.01162260061036479,0.006890459363957597
q_8k_16k|s16_large_lowering|B2_unsat|unassigned_common,35,1870,35,0.08571428571428572,0.040106951871657755,-0.04560733384262796,0.006183745583038869
q_lt_8k|s16_large_lowering|B2_unsat|baseline_excursion,34,1447,34,0.0,0.013130615065653075,0.013130615065653075,0.006007067137809187
q_8k_16k|s16_mild_lowering|B2_unsat|unassigned_common,29,902,29,0.0,0.014412416851441241,0.014412416851441241,0.005123674911660777
q_16k_32k|s16_no_lowering|non_B2|unassigned_common,28,1008,28,1.0,1.0,0.0,0.0049469964664310955
