base_strata,taxon_strata,metric,base_value,taxon_value,taxon_minus_base,fractional_attenuation,base_ci_low,base_ci_high,taxon_ci_low,taxon_ci_high,base_n_strata,taxon_n_strata
uncorrected,uncorrected_plus_p09a_taxon,downstream_high_minus_low,0.006762658473460766,0.004122451926345003,-0.0026402065471157624,0.39040956414950323,0.005269018638224224,0.008816253009343463,0.002266480534983334,0.006889445336103795,9,11
p07_corrected,p07_corrected_plus_p09a_taxon,downstream_high_minus_low,0.006762537116158371,0.004122373214408075,-0.002640163901750296,0.39041026413620744,0.005537835380342402,0.008727975865733139,0.0020529061419940656,0.006493000523936144,9,11
uncorrected,uncorrected_plus_p09a_taxon,p04_duplicate_charge_median_log_shift,0.047643517262430234,0.04811280451520242,0.0004692872527721839,-0.009849970777498517,0.023481989700905852,0.05686619156705904,0.02376161851280879,0.06042224677797907,9,11
p07_corrected,p07_corrected_plus_p09a_taxon,p07_corrected_charge_median_log_shift,0.047611200196448,0.0480778006993209,0.0004666005028728937,-0.009800225597079236,0.02040821346383229,0.05799681829001896,0.023256472058312622,0.061480198892639656,9,11
