definition_id,run,fold,label_clean,q_template_only_score,traditional_span_q_score,rf_shape_score,leaky_rf_score,shuffled_label_rf_score,q_template_only_rejected_at_90pct_clean_eff,traditional_span_q_rejected_at_90pct_clean_eff,rf_shape_rejected_at_90pct_clean_eff,leaky_rf_rejected_at_90pct_clean_eff,shuffled_label_rf_rejected_at_90pct_clean_eff
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.3817808454362697,-2.1336447913886616,0.0023206992842686094,0.0016720549177709234,0.4870181943586955,0.0,1.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.4739979628032234,-3.591372160262855,0.0012990157795937376,3.123916928377534e-05,0.49591364308152686,0.0,1.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.40364682785726086,-0.9363083133889359,0.014837543907870662,0.006826410689703011,0.54235101721959,0.0,1.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.3707007835819337,0.3690183268088772,0.6939707092340244,0.9528935942093524,0.49697825652426897,0.0,0.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.5865323551772229,-3.1831231337844414,0.0310943253316212,0.0019474218173563043,0.4394126655297142,1.0,1.0,1.0,1.0,1.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.49622675009856415,0.23487981559432092,0.9254277382552809,0.9970614472621723,0.47894295566709466,0.0,1.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.3287009072954937,0.5149490635122105,0.9153354325219236,0.9757611269215382,0.48908477377828047,0.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.5113092607805919,0.48278958483539736,0.9057973782392909,0.9736011615176627,0.6061323351145977,0.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.3835140118914571,0.354132270698608,0.8746192753587383,0.9837875051936871,0.5001206484711069,0.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.5187234079521081,-3.739088817487629,0.01986975237331023,0.0014889243660252257,0.522307822004492,1.0,1.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.5213577072889195,-3.5375088033656734,0.0015315790461760534,0.00010851671806824136,0.4535473116494143,1.0,1.0,1.0,1.0,1.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.09077096910807968,0.6266370814396806,0.8604803596087496,0.9674349302498045,0.494217643726467,0.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.5016962755138598,0.4466088359155699,0.9912131247514345,0.9982933200889569,0.5454230459318586,0.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,-0.5505301476332134,0.34042309493270195,0.9809133927341873,0.995589078140803,0.552679190383242,1.0,0.0,0.0,0.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,0,-0.35173743979615774,-0.6491308016499718,0.013839815463006656,0.00013251029653618508,0.5726572082845685,0.0,1.0,1.0,1.0,0.0
cfd20_ds2_app_a_qnone_ambexclude,31,1,1,0.485307952474188,1.697610524478177,0.9813630260485455,0.9980144116555753,0.5147636584701356,0.0,0.0,0.0,0.0,0.0
