definition_id,rf_auc,leaky_rf_auc,shuffled_label_auc,rf_looks_too_good,leaky_control_at_ceiling,shuffled_control_near_null,leakage_note
cfd15_ds2_app_a_qnone_ambas_violating,0.8801920381227049,0.9999969584539077,0.4832301212703508,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_app_a_qnone_ambexclude,0.9928113156499547,1.0,0.46000985772810327,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_app_a_qtight_ambas_violating,0.8531614084871405,0.9999911100561711,0.49183980943516414,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_app_a_qtight_ambexclude,0.9961906924959177,0.9999989581618641,0.5162919174891979,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_loose_qnone_ambas_violating,0.8839661508852081,0.9999938558902366,0.48816081556103597,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_loose_qnone_ambexclude,0.994443645977104,1.0,0.45078362268298444,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_loose_qtight_ambas_violating,0.8753791102871629,0.9999958735575504,0.5107502025792274,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_loose_qtight_ambexclude,0.9974713750161005,0.9999994978403368,0.3879654172683168,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_strict_qnone_ambas_violating,0.8903889027712575,0.9999947036888883,0.4126494800160144,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_strict_qnone_ambexclude,0.9851183448678936,1.0,0.4302531157176877,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_strict_qtight_ambas_violating,0.8371773003725725,0.9999766685538691,0.5068748816243337,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds2_strict_qtight_ambexclude,0.9862078315885306,1.0,0.52903175220706,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds3_app_a_qnone_ambas_violating,0.8769417912505755,0.9997722842967017,0.47122806976543086,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds3_app_a_qnone_ambexclude,0.9916825259419072,1.0,0.5098379565072857,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds3_app_a_qtight_ambas_violating,0.841212236810467,0.9999472428826083,0.4866291144210566,False,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
cfd15_ds3_app_a_qtight_ambexclude,0.9954123908774691,0.9999618710235377,0.502683760002357,True,True,True,RF excludes run/event/timing spans; leaky RF includes active timing spans; shuffled RF trains on permuted labels.
