species,sample,ke_setting_MeV,n,edep_raw_median,edep_raw_p16,edep_raw_p84,edep_vis_median,birks_ratio_median,dedx_median,path_mm_median,n_scint_median,arrival_median,pe_median,pe_p16,pe_p84,pe_per_MeV_median,adc_median,stopped_frac
pi+,A,60.0,4000,6.451028219093123,5.991051853099049,7.073420524435095,6.204807834088967,0.9622358380167007,0.2897812153388434,20.144896029877415,62063.5,247.0,75.0,57.0,98.0,11.364692933354794,3749.0,0.01575
pi+,A,100.0,4000,5.06067370926308,4.650075585331125,5.849098233555445,4.8988726513324785,0.9690017691079374,0.22528643782336075,20.13871975762845,49024.5,198.0,60.0,45.0,82.0,11.508967348946982,3041.0,0.03775
pi+,A,200.0,4000,4.153625959484316,3.75805395964275,5.092260789431988,4.033568161587098,0.9732493958673676,0.1827787308645488,20.140466674758034,40347.0,167.0,50.0,37.0,70.0,11.459535323869446,2580.5,0.03625
pi+,A,400.0,4000,3.798747352995151,3.409758505863322,4.689840022210108,3.6973585232969017,0.9750416914794007,0.16664472839254924,20.137681684967237,36961.0,152.0,46.0,34.0,65.0,11.623408867144033,2384.0,0.027
pi+,B,30.0,1000,10.877741626675817,10.32025526107617,11.470684198640722,10.225296471793285,0.9392615471754683,0.5035157868897678,20.020132008960488,102237.0,400.0,121.0,108.0,135.15999999999997,11.133666445480511,3895.0,0.014
pi+,B,60.0,1000,6.437639022818138,6.008753287142139,7.058617961077643,6.19246120104785,0.962276131178559,0.2894611687577021,20.005037753213735,61875.0,243.0,74.0,64.0,85.0,11.3566964949602,3644.5,0.015
pi+,B,100.0,1000,5.0521999751812965,4.652143774817872,5.760307726232911,4.8925535886947005,0.9689855303527767,0.22527420115997537,20.001957885952102,48945.5,194.0,59.0,50.0,70.0,11.445336969757243,2963.5,0.024
pi+,B,200.0,1000,4.132852647739682,3.754643188371153,4.914709421868632,4.015884077018516,0.9733238316891775,0.1827230248930255,20.000559100193144,40122.0,160.0,48.5,41.0,60.0,11.438875046080552,2497.5,0.03
pi+,B,400.0,1000,3.7993072258135445,3.449445081878401,4.656738764749161,3.7012014361561465,0.9748618072834644,0.16688115923440938,20.00017895643549,36893.0,147.5,46.0,37.0,57.0,11.715057859278712,2312.0,0.024
pi-,A,30.0,4000,10.579510444587271,9.999267642924721,11.204139528015979,9.947335490456027,0.9410619024208114,0.4864213275399025,20.154036795117918,99459.5,393.0,119.0,91.0,154.0,11.186394292046597,3895.0,0.01775
