stratum_family,stratum,model,n_pair_residuals,sigma68_ns,median_abs_residual_ns
quantization_stratum,half_step_grid,attention_quant,1692,0.919248611675254,0.7221519451160532
quantization_stratum,half_step_grid,cnn,1692,0.6302141898111632,0.4645166199226445
quantization_stratum,half_step_grid,gradient_boosted_trees,1692,1.5360844714593007,1.9153141230750101
quantization_stratum,half_step_grid,mlp,1692,1.3796124315261844,1.7450585717258775
quantization_stratum,half_step_grid,ridge,1692,1.16829670299531,1.7431784624157238
quantization_stratum,half_step_grid,traditional_template_phase,1692,2.64399304722404,3.8377977356605157
quantization_stratum,integer_grid,attention_quant,1719,0.9151165160999244,0.7182091276664835
quantization_stratum,integer_grid,cnn,1719,0.637615731702796,0.46597657609176935
quantization_stratum,integer_grid,gradient_boosted_trees,1719,1.5528355468288373,1.9180741628212772
quantization_stratum,integer_grid,mlp,1719,1.398902544865507,1.7774000618744097
quantization_stratum,integer_grid,ridge,1719,1.1786910425567763,1.743970200805684
quantization_stratum,integer_grid,traditional_template_phase,1719,2.64399304722404,3.8377977356605157
pulse_shape_stratum,compact,attention_quant,708,1.072729717597948,0.7979703347702056
pulse_shape_stratum,compact,cnn,708,0.8749943816710665,0.5918866693973541
pulse_shape_stratum,compact,gradient_boosted_trees,708,1.1978216589230022,1.6931658919667463
pulse_shape_stratum,compact,mlp,708,1.443481409806375,1.6364641541538454
pulse_shape_stratum,compact,ridge,708,1.1849729612701454,1.73567954245188
pulse_shape_stratum,compact,traditional_template_phase,708,2.6439930472240363,3.83779773566053
pulse_shape_stratum,mid_tail,attention_quant,516,1.5033133241752517,1.1243293430518904
pulse_shape_stratum,mid_tail,cnn,516,1.3723270429229635,0.9041665594596964
pulse_shape_stratum,mid_tail,gradient_boosted_trees,516,1.4845685391081884,1.4582982570107248
pulse_shape_stratum,mid_tail,mlp,516,1.629728927888499,1.500456832542426
pulse_shape_stratum,mid_tail,ridge,516,1.4861529913082214,1.513069197921773
pulse_shape_stratum,mid_tail,traditional_template_phase,516,3.031445957527147,3.83779773566053
pulse_shape_stratum,tail_rich,attention_quant,1269,0.8982291397914801,0.67872295785142
pulse_shape_stratum,tail_rich,cnn,1269,0.6188518843517219,0.4571977655906778
pulse_shape_stratum,tail_rich,gradient_boosted_trees,1269,1.62482297333051,2.0681591516129885
pulse_shape_stratum,tail_rich,mlp,1269,1.3334047149514134,1.7985027287292752
pulse_shape_stratum,tail_rich,ridge,1269,1.1670923819675532,1.725339934616116
pulse_shape_stratum,tail_rich,traditional_template_phase,1269,2.6439930472240363,3.8377977356605157
timing_phase_stratum,early_peak,attention_quant,756,1.1482529792652074,0.8193900387306243
timing_phase_stratum,early_peak,cnn,756,0.9600114403610136,0.6515275565548073
timing_phase_stratum,early_peak,gradient_boosted_trees,756,1.2542710754217594,1.6815059169920445
timing_phase_stratum,early_peak,mlp,756,1.480994227184303,1.6364641541538454
timing_phase_stratum,early_peak,ridge,756,1.223949560178766,1.721406614213965
timing_phase_stratum,early_peak,traditional_template_phase,756,2.781445957527147,3.83779773566053
timing_phase_stratum,late_peak,attention_quant,1068,0.8814384171829138,0.6561478476543527
timing_phase_stratum,late_peak,cnn,1068,0.607881320463172,0.4490312112426622
timing_phase_stratum,late_peak,gradient_boosted_trees,1068,1.5909969083775801,2.1638316496697385
timing_phase_stratum,late_peak,mlp,1068,1.3065320502662794,1.8733311693687504
timing_phase_stratum,late_peak,ridge,1068,1.132661372288981,1.7822955602703416
timing_phase_stratum,late_peak,traditional_template_phase,1068,2.6439930472240363,3.8377977356605157
timing_phase_stratum,mid_peak,attention_quant,576,1.391339637145979,1.0719782855224338
timing_phase_stratum,mid_peak,cnn,576,1.3286055598125373,0.7837242629241707
timing_phase_stratum,mid_peak,gradient_boosted_trees,576,1.548235378095825,1.489282422711586
timing_phase_stratum,mid_peak,mlp,576,1.564921789064421,1.5559959139957513
timing_phase_stratum,mid_peak,ridge,576,1.5517859684372048,1.5181560840740218
timing_phase_stratum,mid_peak,traditional_template_phase,576,3.0314459575271506,3.8377977356605157
pileup_stratum,late_activity_high,attention_quant,1098,0.8828047296867285,0.6582561533470255
pileup_stratum,late_activity_high,cnn,1098,0.6116106877193366,0.45140419411850985
pileup_stratum,late_activity_high,gradient_boosted_trees,1098,1.6070770867411337,2.1352522551912116
pileup_stratum,late_activity_high,mlp,1098,1.313884099617018,1.8545827621517432
pileup_stratum,late_activity_high,ridge,1098,1.1556308128431025,1.7456698670692816
pileup_stratum,late_activity_high,traditional_template_phase,1098,2.6439930472240363,3.8377977356605157
pileup_stratum,late_activity_low,attention_quant,1125,1.1378702769145896,0.8371131618003815
pileup_stratum,late_activity_low,cnn,1125,0.9436364091491567,0.726054861755351
pileup_stratum,late_activity_low,gradient_boosted_trees,1125,1.3339549069248386,1.6859414477145265
pileup_stratum,late_activity_low,mlp,1125,1.4752549567356141,1.624488677055382
pileup_stratum,late_activity_low,ridge,1125,1.2973571515083342,1.6623743031311022
pileup_stratum,late_activity_low,traditional_template_phase,1125,2.7814459575271475,3.83779773566053
saturation_stratum,amplitude_bulk,attention_quant,1950,0.914130933032981,0.7177016537208658
saturation_stratum,amplitude_bulk,cnn,1950,0.6366058192119513,0.4644652407188481
saturation_stratum,amplitude_bulk,gradient_boosted_trees,1950,1.5392854545338173,1.9153141230750101
saturation_stratum,amplitude_bulk,mlp,1950,1.38792549161897,1.7612344848060673
saturation_stratum,amplitude_bulk,ridge,1950,1.1773406497539516,1.7348037118015611
saturation_stratum,amplitude_bulk,traditional_template_phase,1950,2.64399304722404,3.8377977356605157
saturation_stratum,amplitude_top5,attention_quant,258,0.9745639714415695,0.7729310791511601
saturation_stratum,amplitude_top5,cnn,258,0.7466610825110631,0.5209327936172485
saturation_stratum,amplitude_top5,gradient_boosted_trees,258,1.646100924521896,1.6376048261797322
saturation_stratum,amplitude_top5,mlp,258,1.4927941631221908,1.5907523387966478
saturation_stratum,amplitude_top5,ridge,258,1.2016563807869034,1.639153883247399
saturation_stratum,amplitude_top5,traditional_template_phase,258,2.6439930472240363,3.8377977356605157
pedestal_stratum,pedestal_excursion,attention_quant,357,0.8648333487377081,0.7114547040176191
pedestal_stratum,pedestal_excursion,cnn,357,0.6060574898586222,0.4172338049430877
pedestal_stratum,pedestal_excursion,gradient_boosted_trees,357,1.1304533155146845,1.8562683260939465
pedestal_stratum,pedestal_excursion,mlp,357,1.3725422802105034,1.762569234161397
pedestal_stratum,pedestal_excursion,ridge,357,1.1004405175590612,1.9075239155578814
pedestal_stratum,pedestal_excursion,traditional_template_phase,357,2.6439930472240363,3.83779773566053
pedestal_stratum,pedestal_quiet,attention_quant,1710,0.9246401092872554,0.72642062115861
pedestal_stratum,pedestal_quiet,cnn,1710,0.655416515813819,0.4751276772041386
pedestal_stratum,pedestal_quiet,gradient_boosted_trees,1710,1.5894379454973837,1.9425532884188215
pedestal_stratum,pedestal_quiet,mlp,1710,1.3865805068149601,1.7577176121635603
pedestal_stratum,pedestal_quiet,ridge,1710,1.1876985079808922,1.7101926559505785
pedestal_stratum,pedestal_quiet,traditional_template_phase,1710,2.64399304722404,3.8377977356605157
energy_stratum,energy_high,attention_quant,1074,1.0516656411743086,0.8303165237922698
energy_stratum,energy_high,cnn,1074,0.8513946137294743,0.7210723902892866
energy_stratum,energy_high,gradient_boosted_trees,1074,1.4371479489072558,1.7537757661340656
energy_stratum,energy_high,mlp,1074,1.4197195159340048,1.6187345113887837
energy_stratum,energy_high,ridge,1074,1.3181908769223083,1.549965357213999
energy_stratum,energy_high,traditional_template_phase,1074,2.6439930472240434,3.8377977356605157
energy_stratum,energy_low,attention_quant,1338,0.8880442294940862,0.678933809282313
energy_stratum,energy_low,cnn,1338,0.6157391390666909,0.45356974731443955
energy_stratum,energy_low,gradient_boosted_trees,1338,1.601654598224908,1.9695257273026883
energy_stratum,energy_low,mlp,1338,1.3798248116958751,1.8992069616623155
energy_stratum,energy_low,ridge,1338,1.1473124041690912,1.8031854385433448
energy_stratum,energy_low,traditional_template_phase,1338,2.6439930472240363,3.8377977356605157
energy_stratum,energy_mid,attention_quant,1056,0.9573324594364052,0.7651588718910247
energy_stratum,energy_mid,cnn,1056,0.7579009056091316,0.5715843636970419
energy_stratum,energy_mid,gradient_boosted_trees,1056,1.4540583512859824,1.8381150030789044
energy_stratum,energy_mid,mlp,1056,1.3630483951702204,1.631507312685038
energy_stratum,energy_mid,ridge,1056,1.2529034500381486,1.6460572237072277
energy_stratum,energy_mid,traditional_template_phase,1056,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B4_highQ,attention_quant,582,0.9458053085670388,0.7435157697219914
pid_proxy_stratum,B4_highQ,cnn,582,0.7726490449905397,0.5637967784385616
pid_proxy_stratum,B4_highQ,gradient_boosted_trees,582,1.650528942670718,1.950448566695563
pid_proxy_stratum,B4_highQ,mlp,582,1.3697267308368766,1.4521847620315853
pid_proxy_stratum,B4_highQ,ridge,582,1.2172412123813712,1.6285833571243558
pid_proxy_stratum,B4_highQ,traditional_template_phase,582,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B4_lowQ,attention_quant,1368,0.9057057163581737,0.711913327457431
pid_proxy_stratum,B4_lowQ,cnn,1368,0.618307569967264,0.4588881533165079
pid_proxy_stratum,B4_lowQ,gradient_boosted_trees,1368,1.5074535016020363,1.9059667590155165
pid_proxy_stratum,B4_lowQ,mlp,1368,1.3856705298850387,1.8807474627800218
pid_proxy_stratum,B4_lowQ,ridge,1368,1.1666510338718443,1.7835333600349728
pid_proxy_stratum,B4_lowQ,traditional_template_phase,1368,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B6_highQ,attention_quant,675,0.906499517904273,0.7081574399452109
pid_proxy_stratum,B6_highQ,cnn,675,0.6439265204866709,0.4697416822929483
pid_proxy_stratum,B6_highQ,gradient_boosted_trees,675,1.6189121454304725,1.908201191157346
pid_proxy_stratum,B6_highQ,mlp,675,1.372491229667671,1.5280475869484178
pid_proxy_stratum,B6_highQ,ridge,675,1.1929906676841855,1.628690764694241
pid_proxy_stratum,B6_highQ,traditional_template_phase,675,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B6_lowQ,attention_quant,1275,0.9189332947597418,0.7205221455116302
pid_proxy_stratum,B6_lowQ,cnn,1275,0.631235003185415,0.462548116924296
pid_proxy_stratum,B6_lowQ,gradient_boosted_trees,1275,1.5158805021126087,1.9180741628212772
pid_proxy_stratum,B6_lowQ,mlp,1275,1.38312757478158,1.8740528624076873
pid_proxy_stratum,B6_lowQ,ridge,1275,1.1724207745933688,1.7976909134674202
pid_proxy_stratum,B6_lowQ,traditional_template_phase,1275,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B8_highQ,attention_quant,1539,0.9313035044536504,0.7380626003761321
pid_proxy_stratum,B8_highQ,cnn,1539,0.637441769151754,0.4628854792137247
pid_proxy_stratum,B8_highQ,gradient_boosted_trees,1539,1.5290517232188243,1.9050699587872941
pid_proxy_stratum,B8_highQ,mlp,1539,1.3757323641490302,1.7503260627098314
pid_proxy_stratum,B8_highQ,ridge,1539,1.2073608657100785,1.7044434800453558
pid_proxy_stratum,B8_highQ,traditional_template_phase,1539,2.64399304722404,3.8377977356605157
pid_proxy_stratum,B8_lowQ,attention_quant,411,0.8650785956249131,0.6498965423126322
pid_proxy_stratum,B8_lowQ,cnn,411,0.6310232434139131,0.46597657609176935
pid_proxy_stratum,B8_lowQ,gradient_boosted_trees,411,1.5765735683320485,1.9470187521488356
pid_proxy_stratum,B8_lowQ,mlp,411,1.446073107590113,1.795739795238525
pid_proxy_stratum,B8_lowQ,ridge,411,1.131036820687874,1.8510592434692654
pid_proxy_stratum,B8_lowQ,traditional_template_phase,411,2.64399304722404,3.8377977356605157
