particle_pdg,layer_id,sample_I_coincidence_mimic,n_entries,ke_p05_MeV,ke_p16_MeV,ke_median_MeV,ke_p84_MeV,ke_p95_MeV,ke_mean_MeV,ke_std_MeV
2212,7,False,30578,6.4853900683418715,17.564214325131708,59.16034149175533,67.07848557737724,69.93357555657987,47.19707211207057,22.66224813617549
2212,7,True,64,0.0,0.0,0.5406600259830725,11.212388646361365,43.72103865660944,6.948875143068275,14.034409629868424
1000010020,0,False,79034,49.75120839632495,62.5185725957826,80.57770717189544,124.16448818709432,127.95290000452225,89.8628571022863,31.79997581651641
1000010020,0,True,60826,46.67259811101104,54.237704432278406,73.20012643879522,83.37281022522666,112.54333415779593,70.49615001123264,18.91827438674765
1000010020,1,False,63532,8.657590390256622,20.639964957168896,88.61369168411954,103.255864200279,106.8702719153398,64.63535576411431,37.52395582142014
1000010020,1,True,41039,11.182062251122943,24.36038161873701,40.84264325576214,55.1007384166338,90.68012324075403,42.129915030011844,19.860647623163228
1000010020,2,False,31631,25.283819017879978,63.72248734408881,72.64275580950493,80.1085794668647,82.66640096019773,68.9497068954454,16.490828756772306
1000010020,2,True,3661,20.101773212694752,57.893106235750565,61.90961017798827,64.43354831375436,66.08705941350081,57.7356087569069,13.855893076645716
1000010020,3,False,25553,9.117655988121488,19.62018723246073,34.67900645379518,45.49062819712159,49.03213177949583,32.84836368412095,12.573655104919512
1000010020,3,True,1672,1.889576717721275,5.35728517383568,11.434491396311955,17.64491528831791,22.442847110276517,12.082414323058737,7.532522653240275
1000010020,4,False,757,0.0,1.384379585019251,10.110127456471218,39.62261038944054,66.64228305439636,18.868112814628685,21.34815030607804
1000010020,4,True,52,0.0,0.0,8.324917211316574,31.46557827352482,42.58820955535797,14.839184784894458,14.794188349758544
1000010020,5,False,479,0.0,0.9653310658706505,7.666524116453957,32.905153130392435,55.28964875716463,15.655218173173813,18.04117070156547
1000010020,5,True,28,0.0,0.0,5.276287207037285,20.701483332610433,24.46148368556481,8.667132935859472,9.522271284089358
1000010020,6,False,249,0.0,0.9909822616116435,7.690405073263037,30.727197567456642,46.99215338882677,13.946917201906892,15.260016897701501
1000010020,6,True,4,0.0,0.0,3.406008338613219,15.254983007720712,20.61301933284207,7.465126766735466,9.4170591200477
1000010020,7,False,139,0.0,0.6648673451022299,7.008400260873714,25.79779569856044,38.80896211807606,11.991270962296536,13.056030074597732
1000010020,7,True,7,0.0,0.0,0.0,15.523142732233154,21.163604217616278,5.558392418419966,9.080541062733051
1000010030,0,False,370,0.0,1.4769340889725753,6.712508941782062,19.032625419633355,37.588621210595534,11.147319593308616,13.7760211251632
1000010030,0,True,217,0.0,1.6813065066121455,8.143616490472596,34.24439936778973,48.19370050010702,14.908112525455953,15.69991285056474
1000010030,1,False,286,0.003358760166065622,1.5662321570108364,8.253026037757309,34.87910738980892,59.4063406574312,15.611214944183372,19.057210048632868
1000010030,1,True,54,0.0,0.11611462042117639,7.823873365311783,27.068588060202867,33.927669898668796,12.905721046272877,13.418273801758893
1000010030,2,False,263,0.0,1.4466328813314069,6.834221404164509,31.121349784479843,49.58517771044723,14.198315569729084,16.087986567869553
1000010030,2,True,17,0.14007492118907977,0.4812479671280198,4.526200876134226,15.431344973459833,21.754733215763373,6.9512999362087236,7.278065021359569
1000010030,3,False,95,0.0,0.17510002907738478,4.016271315749236,17.78854335141448,37.961760214059446,9.886807551927182,14.065867525591583
1000010030,3,True,8,0.0,0.07365507111231642,2.6564849193323425,5.025618913270355,28.71459609917254,7.112066205263659,13.102745415500719
1000010030,4,False,101,0.0,0.09862595661161322,4.463454428426303,15.800181209241146,37.38189538844108,8.844379851065394,13.198189660565102
1000010030,4,True,7,0.0,0.0,0.07907310390601197,3.6561880458574167,19.534746947126614,4.40019019607059,9.171918563617444
1000010030,5,False,52,0.0,0.05099997703931881,5.475475922619353,11.748424346959599,40.7918300395232,9.031974650394046,12.514367581583443
1000010030,5,True,3,0.20053932144046485,0.6417258286094876,2.0053932144046485,3.1085013548384084,3.4653892826258015,1.877668094129452,1.483717357383465
1000010030,6,False,23,0.0,0.004187535478686186,3.0453051705499092,8.923599046484034,26.76573189113312,5.839068212191863,7.806292369448395
1000010030,6,True,1,16.025141802218968,16.025141802218968,16.025141802218968,16.025141802218968,16.025141802218968,16.025141802218968,0.0
1000010030,7,False,27,0.0,0.6357159723277073,3.385885911936384,8.305601635118583,12.530614865473217,4.732376813125619,4.874245750905786
1000010030,7,True,3,0.06839436177501738,0.21886195768005565,0.6839436177501739,6.089768451485942,7.838711780047515,3.1058765460176496,3.9187117701325094
1000020030,0,False,478,0.0,0.0,5.75348783786626,25.452665430792695,46.35064542516249,12.688879871869032,18.09948223512993
1000020030,0,True,189,0.0,0.3722950998595479,13.243108943094285,36.46677954738766,52.526012145601364,18.69597642365996,17.185915467985794
1000020030,1,False,377,0.0,0.0,7.216812845520053,31.473804946600758,54.406122979737475,14.3367079730231,18.293656849239582
1000020030,1,True,40,0.0,0.0,4.359798891107857,16.236367134337723,38.335942483806505,9.301942887872167,13.074112800724835
1000020030,2,False,319,0.0,0.0,7.9842595344357505,28.96036991013256,46.66289799185342,13.329930893319789,15.825866954021702
1000020030,2,True,25,0.0,0.0,7.491105417395829,17.38768332525777,27.212060919754364,9.574489255188347,9.705601682832608
1000020030,3,False,211,0.0,0.0,3.7674018132534,15.282687379113758,41.308495021237604,8.929752685647456,14.073697255018114
1000020030,3,True,7,0.0,0.0,1.2259687609816865,2.3598239595504857,9.412704695700578,2.4799365545475536,4.207464647772399
1000020030,4,False,191,0.0,0.0,2.849775902712736,14.89497981933573,32.402799806649455,7.429387767616059,11.81760345878717
1000020030,4,True,7,0.0,0.0,0.8007074744568854,17.359001401451806,30.671189486933994,8.408887177330403,12.81292490785338
1000020030,5,False,121,0.0,0.0,4.865948459533229,19.292649993435678,40.78422566223071,9.502785283935989,13.088610797735488
1000020030,5,True,7,0.0,0.0,6.67626333755652,8.202531946377459,10.853667797095884,5.36910664654241,4.1177689705417375
1000020030,6,False,62,0.0,0.0,2.502946419456066,12.295290319580843,29.771272421217475,6.389024315604502,9.624541973532095
1000020030,7,False,36,0.0,0.0,3.132776098343129,10.983000716008517,15.582760566271645,5.203060429637503,6.203052246750504
1000020030,7,True,1,9.47262123816472,9.47262123816472,9.47262123816472,9.47262123816472,9.47262123816472,9.47262123816472,0.0
1000020040,0,False,9469,0.0,0.0,1.0568285782287603,9.131157272943165,16.58939013403406,4.0479865297006565,6.170874901487305
1000020040,0,True,6114,0.0,0.0,0.6009749437962455,8.304361126484691,14.917341402912403,3.5790844836984133,5.4199670315262
1000020040,1,False,6429,0.0,0.0,0.9018436048768308,9.22907841077435,16.622312638133565,4.114227845457194,6.323021358122952
1000020040,1,True,2454,0.0,0.0,0.03208784689081767,6.469197685982872,12.846839006114914,2.8125095656118364,4.9868936769950185
1000020040,2,False,5909,0.0,0.0,0.6995142080013466,8.492817245456864,16.054648798982168,3.797241866486192,5.9148862170579015
1000020040,2,True,654,0.0,0.0,0.1668809397597215,7.081298903856784,12.225936245121785,2.9388009766497594,4.723658020241146
1000020040,3,False,3696,0.0,0.0,0.17526222476453768,7.670208251705024,14.316060710732927,3.3124874219217517,5.601464846139036
1000020040,3,True,215,0.0,0.0,0.0,6.035282891258118,15.349200107513019,2.8448080402982754,5.206342348354468
1000020040,4,False,3027,0.0,0.0,0.4074493155876553,7.897108743724056,14.772317710682088,3.408083630394221,5.427138188254096
1000020040,4,True,212,0.0,0.0,0.6070876805524676,8.083901825992852,13.196546872688643,3.4819352810870448,4.897069151973524
1000020040,5,False,3501,0.0,0.0,0.006856239193893998,5.8885657509422344,11.381856247533506,2.481283521088023,4.348409785159739
1000020040,5,True,347,0.0,0.0,0.0,4.959311936239919,10.388071613865709,2.0835907546931507,3.867709829686812
1000020040,6,False,2213,0.0,0.0,0.0,5.176595455227525,11.135212188179507,2.224180047692152,4.093980612961347
1000020040,6,True,113,0.0,0.0,0.0,2.536872059435882,5.801424964843134,1.2257122890896266,2.7891917334597505
1000020040,7,False,1213,0.0,0.0,0.0,5.162643155173391,10.492607353960825,2.144407269257979,3.9125527738554537
1000020040,7,True,38,0.0,0.0,0.0,5.4942350580861055,8.031044716274023,1.9894657993592868,3.2053809003817224
