particle_pdg,layer_id,sample_I_coincidence_mimic,n_entries,ke_p05_MeV,ke_p16_MeV,ke_median_MeV,ke_p84_MeV,ke_p95_MeV,ke_mean_MeV,ke_std_MeV
2212,0,False,106602,6.737656749887021,118.66411857157924,129.04810429609108,154.49845702364553,158.84119216131847,122.50677969389791,40.36204508093677
2212,0,True,10284,0.0014992000067934432,3.3547145349703076,72.19395613460222,126.89487515585931,128.3083339419832,70.0890118138074,56.83941708274094
2212,1,False,102004,9.270930559560998,106.40609552684481,117.54340856614749,144.0252741289471,148.3190232511606,113.08626271133548,36.10572180814936
2212,1,True,8087,0.005666968342507062,5.571280613896611,112.71415310932287,115.59018948676612,117.02491169455577,76.04676688657163,49.76298609228591
2212,2,False,96408,13.076292416583843,93.42233657839853,105.34758780487346,133.10081832929757,137.40085914674964,103.43469773829317,31.61737308054881
2212,2,True,5801,0.3712995068406144,78.26168496833259,101.09520812477433,103.3795789721247,104.8970924340764,87.4976348301714,33.03919563015446
2212,3,False,90488,23.94861358924903,78.99760760055956,92.20536436596103,121.48949266215104,125.67885467289811,92.72699713108292,27.295755472127816
2212,3,True,5275,4.136217518125374,83.55220383087648,87.18089326161191,89.65728902218177,91.3060543087076,79.95972671843224,23.089500564436896
2212,4,False,85238,33.32739121414442,61.93726477613626,77.35772374356759,109.06672291412353,113.3756073516831,79.62819851100309,24.810166621198004
2212,4,True,4996,14.92070727201201,67.29463638303261,71.08540309038045,73.98812205130382,75.8403037946862,66.74200912544049,16.44504203853476
2212,5,False,80151,27.86557955941754,39.61110900032543,59.686378021044675,95.4759921800545,100.01549856773124,63.05350303630429,24.984946009930272
2212,5,True,4778,14.293294866772495,46.304610659447064,51.347540884320836,55.02763840669332,57.394117363340676,48.49677476778828,11.767738882684618
2212,6,False,58828,7.779141691017123,21.134634890298557,47.08304293163661,81.84690684181686,85.74938832971242,49.86866712334114,26.468953253210945
2212,6,True,4071,5.918322694216442,13.434690428953877,22.001385425227795,28.46617657502099,32.26477793626782,21.15205623864706,8.002368130034537
