path,token,source_class,independent_acquisition_candidate,snippet
/home/billy/ccb-data/docs/00_overview.md,trigger,analysis_pdf_not_daq_logbook,False,"e (CD₂)** target. Charged particles leaving the target are recorded by a detector system: trigger scintillators, a TPC, and **two HRD scintillator range stacks** (Stack A and Stack B), ea"
/home/billy/ccb-data/docs/01_setup_and_detector.md,trigger,analysis_pdf_not_daq_logbook,False,"(among others) into the detector. ## Apparatus (Fig. 1 in the notes) - Target region → **trigger scintillators** → **TPC** → **two HRD scintillator range stacks** (Stack A, Stack B), e"
/home/billy/ccb-data/docs/01_setup_and_detector.md,pedestal,analysis_pdf_not_daq_logbook,False,"ulse**, nominal **sample spacing Δt_samp = 10 ns**. - Signal in **ADC counts**; baseline (pedestal) subtracted per pulse (see [03_pulse_reconstruction.md](03_pulse_reconstruction.md))."
/home/billy/ccb-data/docs/03_pulse_reconstruction.md,pedestal,analysis_pdf_not_daq_logbook,False,"# 03 — Pulse reconstruction From each 18-sample waveform we extract a pedestal, amplitude, time, and shape variables. All of this is **traditional (non-ML)** signal pro"
/home/billy/ccb-data/docs/03_pulse_reconstruction.md,pedestal,analysis_pdf_not_daq_logbook,False,cessing — it is the baseline against which any ML pulse model must be benchmarked. ## 1. Pedestal (baseline) - **Seed:** b₀ = median(w₀..w₃) (first four samples). Provisional y_j = w_j −
/home/billy/ccb-data/docs/03_pulse_reconstruction.md,pedestal,analysis_pdf_not_daq_logbook,False,"ples). Provisional y_j = w_j − b₀, A⁽⁰⁾ = max y_j. - **Adaptive, positivity-constrained pedestal:** negative tolerance ε(A⁽⁰⁾) = max(25 ADC, 0.015·A⁽⁰⁾). The pedestal is lowered only a"
/home/billy/ccb-data/docs/03_pulse_reconstruction.md,pedestal,analysis_pdf_not_daq_logbook,False,"ivity-constrained pedestal:** negative tolerance ε(A⁽⁰⁾) = max(25 ADC, 0.015·A⁽⁰⁾). The pedestal is lowered only as needed so the minimum non-jagged corrected sample ≥ −ε. The lowering"
/home/billy/ccb-data/docs/03_pulse_reconstruction.md,pedestal,analysis_pdf_not_daq_logbook,False,"b₀ − b_pc) is **kept as a diagnostic** (large lowering ⇒ contaminated first-four-sample pedestal, common in B2/late-overlap topologies). - ⚠ The ""fraction below tolerance = 0% after corr"
/home/billy/ccb-data/docs/06_pileup.md,pedestal,analysis_pdf_not_daq_logbook,False,"t timing span Δt_B, (c) waveforms with early activity + later maximum, (d) large adaptive-pedestal lowering. ## Traditional evidence - **Sample I B2 pair residuals 37–41 ns wide** vs down"
/home/billy/ccb-data/docs/06_pileup.md,random,analysis_pdf_not_daq_logbook,False,"erance (traditional, controlled) Inject a second clean real pulse onto a clean primary at random delay/amplitude; measure recovery of the primary time/amplitude/area: - All: σ_t 2.68 → 0"
/home/billy/ccb-data/docs/07_ml_methods.md,random,analysis_pdf_not_daq_logbook,False,"flagged below for each. ## A. Event-level clean-timing classifier (App. A) - **Model:** random forest. **Features:** B2/B4/B6/B8 amplitudes & log-amps, template quality, tail/late fr"
/home/billy/ccb-data/docs/07_ml_methods.md,random,analysis_pdf_not_daq_logbook,False,"≥2 downstream & (downstream span >10 ns OR B2 displaced >20 ns). - **Split by run** (not random). 12,147 events (10,636 clean : 1,511 violating, **~7:1**). - **Performance:** test ROC A"
/home/billy/ccb-data/docs/09_open_questions.md,acquisition,analysis_pdf_not_daq_logbook,False,"waveform live-time, but the operational rate still depends on threshold definition and acquisition-window censoring. (S10) - Two-pulse recovery needs an adoption gate on real high-current"
/home/billy/ccb-data/docs/09_open_questions.md,pedestal,analysis_pdf_not_daq_logbook,False,"ot yet an event-aligned production calibration for HRD data. (S14, S15, S17) - Adaptive-pedestal ""0% below tolerance"" is true **by construction** — needs an independent validation (e.g"
/home/billy/ccb-data/docs/09_open_questions.md,forced,analysis_pdf_not_daq_logbook,False,"olerance"" is true **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - GEANT4 truth currently supplies a layer-lev"
/home/billy/ccb-data/docs/09_open_questions.md,trigger,analysis_pdf_not_daq_logbook,False,"e"" is true **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - GEANT4 truth currently supplies a layer-level prior"
/home/billy/ccb-data/docs/09_open_questions.md,empty,analysis_pdf_not_daq_logbook,False,ue **by construction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - GEANT4 truth currently supplies a layer-level prior and s
/home/billy/ccb-data/docs/09_open_questions.md,pedestal,analysis_pdf_not_daq_logbook,False,truction** — needs an independent validation (e.g. against a forced-trigger/empty-pulse pedestal sample). (S16) - GEANT4 truth currently supplies a layer-level prior and smoke-tested tru
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,trigger,analysis_pdf_not_daq_logbook,False,"e Cyclotron Centre Bronowice incident on a CD2 target. Charged particles were recorded by trigger scintillators, a TPC, and two HRD scintillator range stacks approximately 1 m from the ta"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,"(w0, w1, w2, w3) y_j = w_j - b0 A0 = max_j y_j . ``` The adaptive positivity-constrained pedestal lowers the baseline only as much as needed to keep non-jagged corrected samples above ``"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,"eats the zero-violation line only as a software sanity check, not as evidence of unbiased pedestal estimation. ### 2.2 Timing Pickoff The seed time is CFD20: the interpolated leading-edg"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,random,analysis_pdf_not_daq_logbook,False,"n. CIs in the stronger studies are run-bootstrap or held-out-run bootstrap intervals, not random row intervals. This is essential because current, topology, calibration period, and wavef"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,random,analysis_pdf_not_daq_logbook,False,"leakage would be detected | | Row split versus run split comparisons | Detect optimistic random-row results | | Forbidden-source probes | Quantify label-source ceilings, especially PID"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,random,analysis_pdf_not_daq_logbook,False,"5] | | ML PCA/AE/isolation | 0.883 | [0.797, 0.969] | 0.766 | [0.703, 0.828] | | Balanced random | 0.180 | [0.125, 0.242] | 0.164 | [0.109, 0.227] | The traditional ranker is slightly b"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,trigger,analysis_pdf_not_daq_logbook,False,"for curated precision, while ML is better for novel taxa. The taxonomy includes early pretrigger, delayed peak, baseline excursion, broad template mismatch, pileup/long-tail, dropout, an"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,external energy target in related S14 studies misses the 10% per-event threshold. ## 10. Pedestal and Baseline S16 directly tested pedestal estimators by holding out one of samples 0-3 a
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,es misses the 10% per-event threshold. ## 10. Pedestal and Baseline S16 directly tested pedestal estimators by holding out one of samples 0-3 and predicting it from the other pretrigger
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,trigger,analysis_pdf_not_daq_logbook,False,pedestal estimators by holding out one of samples 0-3 and predicting it from the other pretrigger samples and waveform information. | Method | Held-out pretrigger MAE (ADC) | 95% CI | Me
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,trigger,analysis_pdf_not_daq_logbook,False,ng it from the other pretrigger samples and waveform information. | Method | Held-out pretrigger MAE (ADC) | 95% CI | Mean bias (ADC) | |---|---:|---:|---:| | Calibrated ML HGBR | 48.88
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,"| | Adaptive positivity constrained | 341.04 | [300.45, 373.27] | -310.69 | The adaptive pedestal fails the pre-registered unbiasedness criterion: its mean-bias CI excludes zero and it is"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,forced,analysis_pdf_not_daq_logbook,False,"worse than the simple median baseline. The ML regressor wins this proxy benchmark, but no forced/random-trigger pedestal sample exists in the current mirror. Large adaptive lowering shou"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,random,analysis_pdf_not_daq_logbook,False,"han the simple median baseline. The ML regressor wins this proxy benchmark, but no forced/random-trigger pedestal sample exists in the current mirror. Large adaptive lowering should ther"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,trigger,analysis_pdf_not_daq_logbook,False,"simple median baseline. The ML regressor wins this proxy benchmark, but no forced/random-trigger pedestal sample exists in the current mirror. Large adaptive lowering should therefore be"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,"median baseline. The ML regressor wins this proxy benchmark, but no forced/random-trigger pedestal sample exists in the current mirror. Large adaptive lowering should therefore be used as"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,"ould therefore be used as a contamination/pathology diagnostic, not as proof of a correct pedestal. ## 11. Particle ID and Calibration-Backed Weak Labels PID remains label limited. P08b"
/home/billy/ccb-data/docs/ANALYSIS_REPORT.md,pedestal,analysis_pdf_not_daq_logbook,False,arge | P07/P04 corrected ML | ML for proxy only | energy-proxy res68 0.0145 vs 0.0289 | | Pedestal proxy | Mean/median/adaptive | HGBR | ML proxy | MAE 48.9 ADC vs 260-341 ADC | | PID weak
