method,n,bias,res68,mae,res68_ci95,bias_ci95,mae_ci95
mlp,167683,-0.00025117278099062723,0.0159647370815277,0.05162201269112962,"[0.013523441382646566, 0.018961805856227875]","[-0.00049141846597196, 4.679268598557032e-05]","[0.04146822730690501, 0.062348648252296274]"
traditional_clipped_template,167683,0.0011627489017526915,0.02996081570576483,0.14102418320441867,"[0.027511029857142204, 0.03303475614542952]","[-0.00017297738323740277, 0.0025326164483023828]","[0.11116764640502595, 0.17108123335358097]"
gradient_boosted_trees,167683,-0.013694568683334463,0.03320675386353347,0.07831394675086449,"[0.02984716186433946, 0.037954409174035676]","[-0.015822824996310908, -0.011690478889581852]","[0.06222091537900172, 0.0948179139665819]"
1d_cnn,167683,-0.009512400925159453,0.038576413679122935,0.09426641468993771,"[0.0352931073100865, 0.042278885729908955]","[-0.010568653196096433, -0.008108760748058566]","[0.07738540283465561, 0.11061839473359782]"
charge_tail_integration,167683,0.003826810714412876,0.04825985288238408,0.2057112553835769,"[0.04355560229268362, 0.053582388067677574]","[-0.0055180851850210825, 0.012641397166535888]","[0.1541255282490798, 0.25526635116998736]"
birks_huber_saturation,167683,-0.008352274082154026,0.050402002445170103,0.23515074856612886,"[0.04308824944601026, 0.058156388811403996]","[-0.014149162394341091, -0.0039765794816713305]","[0.17567817150905077, 0.3021244214861927]"
gated_residual_cnn,167683,0.022718124091625214,0.062069056463241574,0.11352905378126552,"[0.05279361670196057, 0.07380660544693472]","[0.02040526939183473, 0.026324028000235544]","[0.09090577171366793, 0.13554186987700267]"
waveform_transformer,167683,0.04038924038410187,0.0730860678911209,0.10951717472852107,"[0.0667771150121093, 0.08059666297584772]","[0.03756075784564017, 0.043359984844923025]","[0.09213072729095051, 0.12504913034804818]"
ridge,167683,0.018039359642451847,0.16362470733955597,0.2105512580603239,"[0.13384319840125594, 0.20764489538537206]","[0.004502312697528382, 0.033863064859206364]","[0.17467821138023276, 0.24780456005356713]"
