method,n_eval,time_res68_samples,time_mae_samples,charge_mae_log,composite_loss,good_recovery_rate,recover_utility_vs_veto0
traditional_late_template,18,7.779026727676391,5.985432306925456,0.46601491504245335,6.5223821340699795,0.05555555555555555,-1.9452866574539815
ridge,18,3.547025270462036,2.9412484169006348,0.34043452474806046,3.4032625683658946,0.1111111111111111,-1.571969563404851
gradient_boosted_trees,18,0.27851193428039545,0.3396478096644084,0.2063734531402588,0.9813850092787452,0.8333333333333334,0.29357157823002344
mlp,18,1.2041886138916014,1.017060359319051,0.17451490296257866,1.408790466097066,0.6666666666666666,-0.10567884836229757
cnn_1d,18,1.6152428293228147,1.3946614066759746,0.273102601369222,1.897309996256333,0.5,-0.49917526365178155
late_gated_cnn_new,18,2.470890264511108,1.6865258415540059,0.2835739718543159,2.2939763945310845,0.4444444444444444,-0.7404120617742973
