method,pedestal_boundary_max_abs,pedestal_boundary_rms,pid_bacc_pedestal_range,n_pedestal_slices
1d_cnn,0.10070874721856976,0.06818004176582876,0.08468213544614234,6
deltaE_over_E_likelihood_template,0.044096920693830755,0.02755263918915615,0.05097649784839453,6
gradient_boosted_trees,0.21295643094108452,0.13556072002696523,0.02996479838264765,6
joint_sequence_transformer,0.04384575635194787,0.017913415277653208,0.09607761563406725,6
mlp,0.010569084804119055,0.007271092166470829,0.04481544362698875,6
ridge,0.03170692174044992,0.014687823681912158,0.06479909451046972,6
template_residual_boosted_stack_new,0.33694578174167183,0.20473930610382077,0.02970969089390152,6
