group,n,traditional_rate,ml_rate,joint_rate,jaccard,matthews_phi,top_overlap
high_20nA,5462,0.048883192969608205,0.09575247162211645,0.004027828634199927,0.028645833333333332,-0.010289713912100205,3
low_2nA,602,0.05149501661129568,0.05149501661129568,0.0016611295681063123,0.01639344262295082,-0.02028134003728603,3
