sample,n,traditional_candidate_rate,ml_candidate_rate,joint_candidate_rate,trad_secondary_fraction_median,trad_secondary_fraction_iqr,trad_sep_sample_median,ml_secondary_fraction_median,ml_secondary_fraction_iqr
top_high_current,160,0.3625,0.6,0.1375,0.6187344740848819,0.14040069060627425,1.5,0.120340816937523,0.14575726356275992
low_controls,602,0.05149501661129568,0.05149501661129568,0.0016611295681063123,0.38836554430288994,0.6050354429763731,1.0,0.026997666886168344,0.08314258937627655
