candidate_definition,low_rate,high_rate,high_minus_low,ci_low,ci_high,bootstrap_unit,n_bootstrap
traditional_candidate,0.034227798106522614,0.044686263629023684,0.01045846552250107,-0.001451147981924208,0.023635247365302314,source_run_within_current_group,600
ml_candidate,0.036348279800971904,0.060522480576500566,0.024174200775528662,0.01728678701132685,0.030230944616399,source_run_within_current_group,600
joint_candidate,0.001131149445315676,0.003130646328503097,0.001999496883187421,-0.0003119225007037795,0.004862012815245896,source_run_within_current_group,600
either_candidate,0.06944492846217885,0.10207809787702112,0.03263316941484226,0.020480361947799768,0.04222928312052929,source_run_within_current_group,600
