method,run_mean_rmse,run_mean_mae,run_mean_bias,run_mean_r2,event_rmse,event_mae,event_bias,event_r2
gradient_boosted_trees,125.19318547471318,50.64787887829328,0.46299131721141223,0.9945339248847116,127.23195118589967,50.4070169410775,0.6589673001493043,0.9956966206280814
mlp,157.39281440468244,75.98394229628745,-3.716126208598832,0.9908116110883447,160.57383316414618,76.54566183892592,-3.6784881031688683,0.9931456416073964
ridge,189.51416767418633,104.97865470430033,-0.513125260222012,0.98804748323418,189.7977214422437,104.79839998051489,-0.6451980782144399,0.9904236668213816
one_dimensional_cnn,1424.7148970466621,1052.1471494705372,-49.453774766763836,0.40550927223711325,1443.2703792204522,1047.7725931230336,-35.041648558350275,0.4462513812266563
attentive_residual_mlp,1780.5099773442937,1431.3211805914036,420.26938151128485,0.024851546800174373,1786.499372154413,1430.8889800565103,438.3901765807074,0.15155636737774292
