run,window,method,feature,baseline_res68_abs_frac,permuted_res68_abs_frac,delta_res68_abs_frac
58,w2_8,mlp_masked,diff_7_8,0.19802039119484027,0.19479252977525607,-0.0032278614195841993
58,w2_8,mlp_masked,plateau_sample_2,0.19802039119484027,0.19802039119484027,0.0
58,w2_8,mlp_masked,plateau_sample_3,0.19802039119484027,0.19813811559445613,0.0001177243996158539
58,w2_8,mlp_masked,plateau_sample_4,0.19802039119484027,0.19870712816955083,0.0006867369747105556
58,w2_8,mlp_masked,plateau_sample_5,0.19802039119484027,0.19223586238065576,-0.005784528814184509
58,w2_8,mlp_masked,plateau_sample_6,0.19802039119484027,0.19727303279804825,-0.0007473583967920194
58,w2_8,mlp_masked,plateau_sample_7,0.19802039119484027,0.2010326320702654,0.0030122408754251206
58,w2_8,mlp_masked,plateau_sample_8,0.19802039119484027,0.24953033690015056,0.051509945705310284
58,w2_8,mlp_masked,window_charge_over_obs,0.19802039119484027,0.20330486821247615,0.005284477017635875
58,w2_8,mlp_masked,log_observed_amp,0.19802039119484027,0.19802039119484027,0.0
59,w2_8,gbr_masked,sample_2_over_obs,0.08371954912221687,0.08443375888877237,0.0007142097665555069
59,w2_8,gbr_masked,sample_3_over_obs,0.08371954912221687,0.08374636682995751,2.6817707740642294e-05
59,w2_8,gbr_masked,sample_4_over_obs,0.08371954912221687,0.0880003068408148,0.004280757718597927
59,w2_8,gbr_masked,sample_5_over_obs,0.08371954912221687,0.10080510941179284,0.017085560289575974
59,w2_8,gbr_masked,sample_6_over_obs,0.08371954912221687,0.09653994770066324,0.012820398578446371
59,w2_8,gbr_masked,sample_7_over_obs,0.08371954912221687,0.08495074619231319,0.001231197070096321
59,w2_8,gbr_masked,sample_8_over_obs,0.08371954912221687,0.09586338627227416,0.01214383715005729
59,w2_8,gbr_masked,diff_2_3,0.08371954912221687,0.09041566971758497,0.006696120595368102
59,w2_8,gbr_masked,diff_3_4,0.08371954912221687,0.11940712276165763,0.035687573639440764
59,w2_8,gbr_masked,diff_4_5,0.08371954912221687,0.12560950488702738,0.04188995576481051
59,w2_8,gbr_masked,diff_5_6,0.08371954912221687,0.09143180496490093,0.007712255842684063
59,w2_8,gbr_masked,diff_6_7,0.08371954912221687,0.0933141540094092,0.00959460488719234
59,w2_8,gbr_masked,diff_7_8,0.08371954912221687,0.0987672259093077,0.015047676787090833
59,w2_8,gbr_masked,plateau_sample_2,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,gbr_masked,plateau_sample_3,0.08371954912221687,0.08380137191237877,8.182279016190341e-05
59,w2_8,gbr_masked,plateau_sample_4,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,gbr_masked,plateau_sample_5,0.08371954912221687,0.08521841645189245,0.0014988673296755795
59,w2_8,gbr_masked,plateau_sample_6,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,gbr_masked,plateau_sample_7,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,gbr_masked,plateau_sample_8,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,gbr_masked,window_charge_over_obs,0.08371954912221687,0.08810746592099991,0.004387916798783045
59,w2_8,gbr_masked,log_observed_amp,0.08371954912221687,0.08371954912221687,0.0
59,w2_8,mlp_masked,sample_2_over_obs,0.11058690117096738,0.11629153429563908,0.005704633124671704
59,w2_8,mlp_masked,sample_3_over_obs,0.11058690117096738,0.1630097222604955,0.05242282108952813
59,w2_8,mlp_masked,sample_4_over_obs,0.11058690117096738,0.1746024697204323,0.06401556854946493
59,w2_8,mlp_masked,sample_5_over_obs,0.11058690117096738,0.15296793400312267,0.04238103283215529
59,w2_8,mlp_masked,sample_6_over_obs,0.11058690117096738,0.15644724131996465,0.04586034014899727
59,w2_8,mlp_masked,sample_7_over_obs,0.11058690117096738,0.12144988133995448,0.010862980168987096
59,w2_8,mlp_masked,sample_8_over_obs,0.11058690117096738,0.1115101261822803,0.0009232250113129226
59,w2_8,mlp_masked,diff_2_3,0.11058690117096738,0.15614663822879674,0.045559737057829355
59,w2_8,mlp_masked,diff_3_4,0.11058690117096738,0.1893652362944343,0.07877833512346692
59,w2_8,mlp_masked,diff_4_5,0.11058690117096738,0.23367403422924674,0.12308713305827935
59,w2_8,mlp_masked,diff_5_6,0.11058690117096738,0.1718363937621639,0.06124949259119651
59,w2_8,mlp_masked,diff_6_7,0.11058690117096738,0.11736159913726615,0.006774697966298773
59,w2_8,mlp_masked,diff_7_8,0.11058690117096738,0.10974757960823345,-0.0008393215627339329
59,w2_8,mlp_masked,plateau_sample_2,0.11058690117096738,0.11058690117096738,0.0
59,w2_8,mlp_masked,plateau_sample_3,0.11058690117096738,0.11399646913049608,0.003409567959528695
59,w2_8,mlp_masked,plateau_sample_4,0.11058690117096738,0.12879924074129115,0.01821233957032377
59,w2_8,mlp_masked,plateau_sample_5,0.11058690117096738,0.1377129998470781,0.027126098676110724
59,w2_8,mlp_masked,plateau_sample_6,0.11058690117096738,0.16532404522291236,0.05473714405194498
59,w2_8,mlp_masked,plateau_sample_7,0.11058690117096738,0.1322377099558983,0.021650808784930933
59,w2_8,mlp_masked,plateau_sample_8,0.11058690117096738,0.13069908682689957,0.020112185655932188
59,w2_8,mlp_masked,window_charge_over_obs,0.11058690117096738,0.2134227356396927,0.10283583446872531
59,w2_8,mlp_masked,log_observed_amp,0.11058690117096738,0.11058690117096738,0.0
60,w2_8,gbr_masked,sample_2_over_obs,0.08880451975130822,0.08769984385695409,-0.0011046758943541318
60,w2_8,gbr_masked,sample_3_over_obs,0.08880451975130822,0.09033019205050263,0.001525672299194411
60,w2_8,gbr_masked,sample_4_over_obs,0.08880451975130822,0.08821124088095406,-0.0005932788703541664
60,w2_8,gbr_masked,sample_5_over_obs,0.08880451975130822,0.10074477985338691,0.011940260102078687
60,w2_8,gbr_masked,sample_6_over_obs,0.08880451975130822,0.0993246364896235,0.01052011673831528
60,w2_8,gbr_masked,sample_7_over_obs,0.08880451975130822,0.08944474251711249,0.0006402227658042631
60,w2_8,gbr_masked,sample_8_over_obs,0.08880451975130822,0.099622251032043,0.01081773128073478
60,w2_8,gbr_masked,diff_2_3,0.08880451975130822,0.09269122534243569,0.0038867055911274706
60,w2_8,gbr_masked,diff_3_4,0.08880451975130822,0.12558031085204127,0.03677579110073305
60,w2_8,gbr_masked,diff_4_5,0.08880451975130822,0.13184793464266226,0.043043414891354034
60,w2_8,gbr_masked,diff_5_6,0.08880451975130822,0.10123171316730441,0.012427193415996185
60,w2_8,gbr_masked,diff_6_7,0.08880451975130822,0.09784688008564987,0.009042360334341651
60,w2_8,gbr_masked,diff_7_8,0.08880451975130822,0.09577837130075749,0.006973851549449267
60,w2_8,gbr_masked,plateau_sample_2,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_3,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_4,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_5,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_6,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_7,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,gbr_masked,plateau_sample_8,0.08880451975130822,0.08868864402437734,-0.000115875726930878
60,w2_8,gbr_masked,window_charge_over_obs,0.08880451975130822,0.09201368820279224,0.003209168451484015
60,w2_8,gbr_masked,log_observed_amp,0.08880451975130822,0.08880451975130822,0.0
60,w2_8,mlp_masked,sample_2_over_obs,0.08904061986994208,0.09441574622559591,0.005375126355653834
60,w2_8,mlp_masked,sample_3_over_obs,0.08904061986994208,0.09917260337414777,0.010131983504205688
60,w2_8,mlp_masked,sample_4_over_obs,0.08904061986994208,0.12121838248604874,0.032177762616106664
60,w2_8,mlp_masked,sample_5_over_obs,0.08904061986994208,0.15607870477101712,0.06703808490107505
60,w2_8,mlp_masked,sample_6_over_obs,0.08904061986994208,0.09904503181815713,0.010004411948215053
60,w2_8,mlp_masked,sample_7_over_obs,0.08904061986994208,0.0909161140499911,0.0018754941800490227
60,w2_8,mlp_masked,sample_8_over_obs,0.08904061986994208,0.09622523052393077,0.007184610653988691
60,w2_8,mlp_masked,diff_2_3,0.08904061986994208,0.11152724753450478,0.022486627664562706
60,w2_8,mlp_masked,diff_3_4,0.08904061986994208,0.21207148290675695,0.12303086303681487
60,w2_8,mlp_masked,diff_4_5,0.08904061986994208,0.26217769032912963,0.17313707045918755
60,w2_8,mlp_masked,diff_5_6,0.08904061986994208,0.3315374798042127,0.24249685993427064
60,w2_8,mlp_masked,diff_6_7,0.08904061986994208,0.19669362012964,0.10765300025969793
60,w2_8,mlp_masked,diff_7_8,0.08904061986994208,0.10385920958967877,0.014818589719736694
60,w2_8,mlp_masked,plateau_sample_2,0.08904061986994208,0.08904061986994208,0.0
60,w2_8,mlp_masked,plateau_sample_3,0.08904061986994208,0.0909161140499911,0.0018754941800490227
60,w2_8,mlp_masked,plateau_sample_4,0.08904061986994208,0.10465008827888182,0.015609468408939745
60,w2_8,mlp_masked,plateau_sample_5,0.08904061986994208,0.21746241822391704,0.12842179835397496
60,w2_8,mlp_masked,plateau_sample_6,0.08904061986994208,0.1350030878751675,0.04596246800522541
60,w2_8,mlp_masked,plateau_sample_7,0.08904061986994208,0.11750223276269753,0.02846161289275545
60,w2_8,mlp_masked,plateau_sample_8,0.08904061986994208,0.11017094975447138,0.0211303298845293
60,w2_8,mlp_masked,window_charge_over_obs,0.08904061986994208,0.240349477954065,0.15130885808412292
60,w2_8,mlp_masked,log_observed_amp,0.08904061986994208,0.08904061986994208,0.0
61,w2_8,gbr_masked,sample_2_over_obs,0.08150591738267539,0.08072104422722642,-0.0007848731554489646
61,w2_8,gbr_masked,sample_3_over_obs,0.08150591738267539,0.08299570527299854,0.0014897878903231548
61,w2_8,gbr_masked,sample_4_over_obs,0.08150591738267539,0.0840381401881645,0.0025322228054891066
61,w2_8,gbr_masked,sample_5_over_obs,0.08150591738267539,0.09641952825753003,0.014913610874854641
61,w2_8,gbr_masked,sample_6_over_obs,0.08150591738267539,0.09356944664909848,0.012063529266423095
61,w2_8,gbr_masked,sample_7_over_obs,0.08150591738267539,0.08110733183704294,-0.00039858554563244886
61,w2_8,gbr_masked,sample_8_over_obs,0.08150591738267539,0.09377020211362355,0.012264284730948163
61,w2_8,gbr_masked,diff_2_3,0.08150591738267539,0.08387541861992333,0.0023695012372479396
61,w2_8,gbr_masked,diff_3_4,0.08150591738267539,0.11716464497336887,0.03565872759069348
61,w2_8,gbr_masked,diff_4_5,0.08150591738267539,0.11591060349658,0.03440468611390461
61,w2_8,gbr_masked,diff_5_6,0.08150591738267539,0.09684927249856938,0.015343355115893992
61,w2_8,gbr_masked,diff_6_7,0.08150591738267539,0.08633159145969518,0.004825674077019795
61,w2_8,gbr_masked,diff_7_8,0.08150591738267539,0.08462635822697977,0.0031204408443043785
61,w2_8,gbr_masked,plateau_sample_2,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_3,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_4,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_5,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_6,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_7,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,gbr_masked,plateau_sample_8,0.08150591738267539,0.08130152858096083,-0.00020438880171455565
61,w2_8,gbr_masked,window_charge_over_obs,0.08150591738267539,0.08460453699727011,0.0030986196145947192
61,w2_8,gbr_masked,log_observed_amp,0.08150591738267539,0.08150591738267539,0.0
61,w2_8,mlp_masked,sample_2_over_obs,0.09414719595931446,0.09532552677639247,0.0011783308170780077
61,w2_8,mlp_masked,sample_3_over_obs,0.09414719595931446,0.10296547276209028,0.008818276802775818
61,w2_8,mlp_masked,sample_4_over_obs,0.09414719595931446,0.12316876389716729,0.02902156793785282
61,w2_8,mlp_masked,sample_5_over_obs,0.09414719595931446,0.32175205160419945,0.22760485564488497
61,w2_8,mlp_masked,sample_6_over_obs,0.09414719595931446,0.09935164050583,0.00520444454651553
61,w2_8,mlp_masked,sample_7_over_obs,0.09414719595931446,0.09773984030213513,0.0035926443428206667
61,w2_8,mlp_masked,sample_8_over_obs,0.09414719595931446,0.10100360739849853,0.006856411439184071
61,w2_8,mlp_masked,diff_2_3,0.09414719595931446,0.10387607679119909,0.009728880831884626
61,w2_8,mlp_masked,diff_3_4,0.09414719595931446,0.1647618480188638,0.07061465205954932
61,w2_8,mlp_masked,diff_4_5,0.09414719595931446,0.1341021861989268,0.03995499023961234
61,w2_8,mlp_masked,diff_5_6,0.09414719595931446,0.2014168675929657,0.10726967163365124
61,w2_8,mlp_masked,diff_6_7,0.09414719595931446,0.10483228056908342,0.010685084609768955
61,w2_8,mlp_masked,diff_7_8,0.09414719595931446,0.0951183277339107,0.0009711317745962345
61,w2_8,mlp_masked,plateau_sample_2,0.09414719595931446,0.09414719595931446,0.0
61,w2_8,mlp_masked,plateau_sample_3,0.09414719595931446,0.09758330029278099,0.0034361043334665275
61,w2_8,mlp_masked,plateau_sample_4,0.09414719595931446,0.09499118709399502,0.0008439911346805606
61,w2_8,mlp_masked,plateau_sample_5,0.09414719595931446,0.11942497189687577,0.02527777593756131
61,w2_8,mlp_masked,plateau_sample_6,0.09414719595931446,0.1036430205500817,0.00949582459076724
61,w2_8,mlp_masked,plateau_sample_7,0.09414719595931446,0.10226562933368202,0.008118433374367559
61,w2_8,mlp_masked,plateau_sample_8,0.09414719595931446,0.11683032815962353,0.02268313220030907
61,w2_8,mlp_masked,window_charge_over_obs,0.09414719595931446,0.21716365475018357,0.1230164587908691
61,w2_8,mlp_masked,log_observed_amp,0.09414719595931446,0.09414719595931446,0.0
62,w2_8,gbr_masked,sample_2_over_obs,0.07993863413679834,0.0800477436479868,0.0001091095111884488
62,w2_8,gbr_masked,sample_3_over_obs,0.07993863413679834,0.08083881247852247,0.0009001783417241227
62,w2_8,gbr_masked,sample_4_over_obs,0.07993863413679834,0.08009306443836726,0.00015443030156891968
62,w2_8,gbr_masked,sample_5_over_obs,0.07993863413679834,0.09061312137279237,0.010674487235994026
62,w2_8,gbr_masked,sample_6_over_obs,0.07993863413679834,0.08439077313997992,0.004452139003181574
62,w2_8,gbr_masked,sample_7_over_obs,0.07993863413679834,0.08124955933325254,0.0013109251964541907
62,w2_8,gbr_masked,sample_8_over_obs,0.07993863413679834,0.09824195745868891,0.018303323321890566
62,w2_8,gbr_masked,diff_2_3,0.07993863413679834,0.08291603629619897,0.0029774021594006217
62,w2_8,gbr_masked,diff_3_4,0.07993863413679834,0.12382340553935094,0.04388477140255259
62,w2_8,gbr_masked,diff_4_5,0.07993863413679834,0.12190442610603819,0.04196579196923984
62,w2_8,gbr_masked,diff_5_6,0.07993863413679834,0.09374768617795841,0.013809052041160064
62,w2_8,gbr_masked,diff_6_7,0.07993863413679834,0.09506489271076544,0.0151262585739671
62,w2_8,gbr_masked,diff_7_8,0.07993863413679834,0.08582803274580811,0.005889398609009763
62,w2_8,gbr_masked,plateau_sample_2,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_3,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_4,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_5,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_6,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_7,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,gbr_masked,plateau_sample_8,0.07993863413679834,0.0800477436479868,0.0001091095111884488
62,w2_8,gbr_masked,window_charge_over_obs,0.07993863413679834,0.08422702180390561,0.004288387667107263
62,w2_8,gbr_masked,log_observed_amp,0.07993863413679834,0.07993863413679834,0.0
62,w2_8,mlp_masked,sample_2_over_obs,0.09011769585217431,0.09583269904962943,0.005715003197455118
62,w2_8,mlp_masked,sample_3_over_obs,0.09011769585217431,0.10932526999357005,0.019207574141395733
62,w2_8,mlp_masked,sample_4_over_obs,0.09011769585217431,0.16131036468947146,0.07119266883729715
62,w2_8,mlp_masked,sample_5_over_obs,0.09011769585217431,0.1643676669718833,0.07424997111970898
62,w2_8,mlp_masked,sample_6_over_obs,0.09011769585217431,0.09659077068833594,0.006473074836161621
62,w2_8,mlp_masked,sample_7_over_obs,0.09011769585217431,0.0902923150842868,0.00017461923211248287
62,w2_8,mlp_masked,sample_8_over_obs,0.09011769585217431,0.09734926525837549,0.007231569406201177
62,w2_8,mlp_masked,diff_2_3,0.09011769585217431,0.11818756657831912,0.028069870726144808
62,w2_8,mlp_masked,diff_3_4,0.09011769585217431,0.149374249831693,0.05925655397951869
62,w2_8,mlp_masked,diff_4_5,0.09011769585217431,0.21938201112334263,0.12926431527116833
62,w2_8,mlp_masked,diff_5_6,0.09011769585217431,0.2941561846822663,0.20403848883009196
62,w2_8,mlp_masked,diff_6_7,0.09011769585217431,0.10472586902148738,0.014608173169313066
62,w2_8,mlp_masked,diff_7_8,0.09011769585217431,0.09479728333925427,0.004679587487079959
62,w2_8,mlp_masked,plateau_sample_2,0.09011769585217431,0.09011769585217431,0.0
62,w2_8,mlp_masked,plateau_sample_3,0.09011769585217431,0.09371176178384431,0.0035940659316699985
62,w2_8,mlp_masked,plateau_sample_4,0.09011769585217431,0.11008925389193794,0.019971558039763623
62,w2_8,mlp_masked,plateau_sample_5,0.09011769585217431,0.15220466544214353,0.06208696958996922
62,w2_8,mlp_masked,plateau_sample_6,0.09011769585217431,0.15397977984466543,0.06386208399249112
62,w2_8,mlp_masked,plateau_sample_7,0.09011769585217431,0.10897640644306222,0.01885871059088791
62,w2_8,mlp_masked,plateau_sample_8,0.09011769585217431,0.11315333086625841,0.023035635014084094
62,w2_8,mlp_masked,window_charge_over_obs,0.09011769585217431,0.23969393644649517,0.14957624059432084
62,w2_8,mlp_masked,log_observed_amp,0.09011769585217431,0.09011769585217431,0.0
63,w2_8,gbr_masked,sample_2_over_obs,0.07996190321114655,0.0810529671533989,0.0010910639422523488
63,w2_8,gbr_masked,sample_3_over_obs,0.07996190321114655,0.08056848193030756,0.0006065787191610189
63,w2_8,gbr_masked,sample_4_over_obs,0.07996190321114655,0.08241004187751783,0.00244813866637128
63,w2_8,gbr_masked,sample_5_over_obs,0.07996190321114655,0.08869590258320544,0.00873399937205889
63,w2_8,gbr_masked,sample_6_over_obs,0.07996190321114655,0.0877086192963453,0.0077467160851987515
63,w2_8,gbr_masked,sample_7_over_obs,0.07996190321114655,0.08047081453120333,0.0005089113200567874
63,w2_8,gbr_masked,sample_8_over_obs,0.07996190321114655,0.08806237626025973,0.008100473049113183
63,w2_8,gbr_masked,diff_2_3,0.07996190321114655,0.08658039341442098,0.00661849020327443
63,w2_8,gbr_masked,diff_3_4,0.07996190321114655,0.12357716445005942,0.04361526123891288
63,w2_8,gbr_masked,diff_4_5,0.07996190321114655,0.13685764859356625,0.056895745382419705
63,w2_8,gbr_masked,diff_5_6,0.07996190321114655,0.08193192376914378,0.0019700205579972346
63,w2_8,gbr_masked,diff_6_7,0.07996190321114655,0.0905209257502897,0.010559022539143148
63,w2_8,gbr_masked,diff_7_8,0.07996190321114655,0.09642725232144558,0.016465349110299038
63,w2_8,gbr_masked,plateau_sample_2,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,plateau_sample_3,0.07996190321114655,0.07998642323443207,2.4520023285526382e-05
63,w2_8,gbr_masked,plateau_sample_4,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,plateau_sample_5,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,plateau_sample_6,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,plateau_sample_7,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,plateau_sample_8,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,gbr_masked,window_charge_over_obs,0.07996190321114655,0.0873252855816308,0.007363382370484256
63,w2_8,gbr_masked,log_observed_amp,0.07996190321114655,0.07996190321114655,0.0
63,w2_8,mlp_masked,sample_2_over_obs,0.08996656925175309,0.09318514615718008,0.003218576905426998
63,w2_8,mlp_masked,sample_3_over_obs,0.08996656925175309,0.11865372319825353,0.02868715394650044
63,w2_8,mlp_masked,sample_4_over_obs,0.08996656925175309,0.1546758480597081,0.06470927880795502
63,w2_8,mlp_masked,sample_5_over_obs,0.08996656925175309,0.1456225383819757,0.05565596913022261
63,w2_8,mlp_masked,sample_6_over_obs,0.08996656925175309,0.10312895143066675,0.013162382178913662
63,w2_8,mlp_masked,sample_7_over_obs,0.08996656925175309,0.0943019109758434,0.004335341724090308
63,w2_8,mlp_masked,sample_8_over_obs,0.08996656925175309,0.09945939256639826,0.009492823314645168
63,w2_8,mlp_masked,diff_2_3,0.08996656925175309,0.1234249616364137,0.03345839238466061
63,w2_8,mlp_masked,diff_3_4,0.08996656925175309,0.12271077802967283,0.03274420877791974
63,w2_8,mlp_masked,diff_4_5,0.08996656925175309,0.19251290475353713,0.10254633550178405
63,w2_8,mlp_masked,diff_5_6,0.08996656925175309,0.18771789229116403,0.09775132303941095
63,w2_8,mlp_masked,diff_6_7,0.08996656925175309,0.0995623763275468,0.009595807075793716
63,w2_8,mlp_masked,diff_7_8,0.08996656925175309,0.09210199328406798,0.0021354240323148976
63,w2_8,mlp_masked,plateau_sample_2,0.08996656925175309,0.08996656925175309,0.0
63,w2_8,mlp_masked,plateau_sample_3,0.08996656925175309,0.09415553870486269,0.004188969453109606
63,w2_8,mlp_masked,plateau_sample_4,0.08996656925175309,0.10479798081799425,0.014831411566241168
63,w2_8,mlp_masked,plateau_sample_5,0.08996656925175309,0.10129268016793737,0.011326110916184282
63,w2_8,mlp_masked,plateau_sample_6,0.08996656925175309,0.12451500620346234,0.034548436951709255
63,w2_8,mlp_masked,plateau_sample_7,0.08996656925175309,0.1053710563791488,0.015404487127395713
63,w2_8,mlp_masked,plateau_sample_8,0.08996656925175309,0.1159920417184489,0.026025472466695815
63,w2_8,mlp_masked,window_charge_over_obs,0.08996656925175309,0.19018009777776765,0.10021352852601456
63,w2_8,mlp_masked,log_observed_amp,0.08996656925175309,0.08996656925175309,0.0
65,w2_8,gbr_masked,sample_2_over_obs,0.07586192526085854,0.07596438723568313,0.00010246197482459418
65,w2_8,gbr_masked,sample_3_over_obs,0.07586192526085854,0.07542055631393492,-0.0004413689469236204
65,w2_8,gbr_masked,sample_4_over_obs,0.07586192526085854,0.08032070757634036,0.004458782315481816
65,w2_8,gbr_masked,sample_5_over_obs,0.07586192526085854,0.08508475852363852,0.009222833262779978
65,w2_8,gbr_masked,sample_6_over_obs,0.07586192526085854,0.08196012451736648,0.0060981992565079385
65,w2_8,gbr_masked,sample_7_over_obs,0.07586192526085854,0.07460403021686084,-0.0012578950439977032
65,w2_8,gbr_masked,sample_8_over_obs,0.07586192526085854,0.08560913497515615,0.009747209714297614
65,w2_8,gbr_masked,diff_2_3,0.07586192526085854,0.07791590447974919,0.002053979218890653
65,w2_8,gbr_masked,diff_3_4,0.07586192526085854,0.1158580466074044,0.03999612134654586
65,w2_8,gbr_masked,diff_4_5,0.07586192526085854,0.13054249559687459,0.054680570336016046
65,w2_8,gbr_masked,diff_5_6,0.07586192526085854,0.0824370414452854,0.006575116184426855
65,w2_8,gbr_masked,diff_6_7,0.07586192526085854,0.08900813470926104,0.013146209448402502
65,w2_8,gbr_masked,diff_7_8,0.07586192526085854,0.08480216201644437,0.008940236755585834
65,w2_8,gbr_masked,plateau_sample_2,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,gbr_masked,plateau_sample_3,0.07586192526085854,0.07592800153305501,6.607627219647194e-05
65,w2_8,gbr_masked,plateau_sample_4,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,gbr_masked,plateau_sample_5,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,gbr_masked,plateau_sample_6,0.07586192526085854,0.07586192526085854,0.0
65,w2_8,gbr_masked,plateau_sample_7,0.07586192526085854,0.07586192526085854,0.0
