method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,627,2.6304013588699533,6.333704569574122,7.372072156430629,0.47527910685805425,0.14832535885167464
1d_cnn,50,650,-2.7924113606433556,8.548363800201457,9.037212614254274,0.4107692307692308,0.2815384615384615
1d_cnn,57,640,-1.3710361378055058,6.219107091136596,7.867969263500063,0.4296875,0.096875
1d_cnn,58,624,-5.034676526989447,5.342240819080514,6.36915191026904,0.5288461538461539,0.13942307692307693
1d_cnn,60,680,0.28928540375794665,4.36592190880444,6.784895516668358,0.25588235294117645,0.0661764705882353
1d_cnn,62,680,-0.8129947358869707,3.66438186912327,5.804310403396116,0.22058823529411764,0.058823529411764705
1d_cnn,64,680,-0.6358248946904927,4.626303475841171,5.433295572125742,0.2911764705882353,0.06470588235294118
1d_cnn,65,615,-1.5771839371090124,4.549788153968944,6.032180386337383,0.2861788617886179,0.08130081300813008
edge_attention_cnn_new,42,627,2.47654184690594,6.224046320417653,7.487849367875041,0.4481658692185008,0.1467304625199362
edge_attention_cnn_new,50,650,-2.750226094447954,8.68347261513375,8.800875674841652,0.4584615384615385,0.26
edge_attention_cnn_new,57,640,-1.3050605438666079,6.409198163399488,8.677410775850618,0.446875,0.1046875
edge_attention_cnn_new,58,624,-5.094733207713368,5.003222095132439,6.0548792015394195,0.530448717948718,0.14743589743589744
edge_attention_cnn_new,60,680,-0.06137858901616333,3.864124091369521,7.611202795069635,0.22647058823529412,0.05
edge_attention_cnn_new,62,680,-1.2554071652353676,3.516245420912898,5.8131011690665195,0.2073529411764706,0.05
edge_attention_cnn_new,64,680,-0.7447198934791439,4.403344709481067,5.505833928432423,0.3073529411764706,0.075
edge_attention_cnn_new,65,615,-1.8564211291433814,4.491099610926327,6.147787738420998,0.3284552845528455,0.08943089430894309
gradient_boosted_trees,42,627,1.74107894492855,4.719628746711031,5.156655057027604,0.3269537480063796,0.09409888357256778
gradient_boosted_trees,50,650,-0.4651113724437322,7.392105087432581,7.511838659080493,0.2784615384615385,0.24769230769230768
gradient_boosted_trees,57,640,-0.2729651115016414,2.173579789105866,2.730363553901145,0.09375,0.0046875
gradient_boosted_trees,58,624,-4.73235571716159,2.3734052682857825,2.9613602200274536,0.4391025641025641,0.011217948717948718
gradient_boosted_trees,60,680,0.6661288471875562,3.0798323984766665,2.952196147472164,0.08235294117647059,0.0029411764705882353
gradient_boosted_trees,62,680,-0.03942389000424207,2.600273191502471,2.9588106850483964,0.0838235294117647,0.0029411764705882353
gradient_boosted_trees,64,680,-1.259222498135422,3.8377700173640212,3.629311533276555,0.13676470588235295,0.0058823529411764705
gradient_boosted_trees,65,615,-1.610628320572303,2.8804595680759184,3.0850802835283475,0.11707317073170732,0.0
mlp,42,627,1.815185472707526,5.490190692183209,5.2641595367014045,0.3237639553429027,0.14354066985645933
mlp,50,650,-1.2068306660278423,7.217321802396869,7.182266256245745,0.2969230769230769,0.2630769230769231
mlp,57,640,-0.6078246905871154,2.2616394187566398,2.8866794521960846,0.065625,0.009375
mlp,58,624,-4.777576781347982,3.197774897427796,3.2456428198758385,0.4791666666666667,0.02564102564102564
mlp,60,680,-0.15150063928174973,3.411240833074255,3.2493402208375373,0.12352941176470589,0.0014705882352941176
mlp,62,680,-0.7781168916470994,2.951393483569718,3.1204657771834468,0.05588235294117647,0.004411764705882353
mlp,64,680,-1.8950996264134554,4.514491380274817,4.222931943286167,0.2235294117647059,0.0014705882352941176
mlp,65,615,-1.9566178940635623,3.502611421539823,3.335135918241839,0.16260162601626016,0.0
ridge,42,627,3.023126990694678,4.794163880386407,4.710763269559222,0.38118022328548645,0.11004784688995216
ridge,50,650,-1.275254028798415,8.270453171104547,8.220589429002422,0.39692307692307693,0.27076923076923076
ridge,57,640,-0.37538803788053343,4.389953712959144,5.316427588790416,0.2640625,0.0234375
ridge,58,624,-3.608718678172705,3.887251290516062,3.7439942254783696,0.3894230769230769,0.052884615384615384
ridge,60,680,0.35396670924332607,3.0011630661189925,3.3179063622983143,0.09411764705882353,0.0014705882352941176
ridge,62,680,-0.3151345035044484,2.6350291639387056,2.7651048432919345,0.07205882352941176,0.004411764705882353
ridge,64,680,-0.5396430068988298,3.9297548375435714,3.74925020613847,0.19411764705882353,0.0029411764705882353
ridge,65,615,-0.5875020815502161,3.512192155528707,3.511451037044572,0.14146341463414633,0.011382113821138212
traditional_cfd_template_timewalk,42,627,-0.48909556170188395,0.8035115251884686,0.7392824092965581,0.0,0.0
traditional_cfd_template_timewalk,50,650,-0.3047122321704414,0.7518765572570625,0.7032763254002312,0.0,0.0
traditional_cfd_template_timewalk,57,640,-0.2650503109896576,1.7984814652153296,1.569963734239093,0.0,0.0
traditional_cfd_template_timewalk,58,624,0.6841808123784805,0.2155845170391424,0.4286144024598431,0.0,0.0
traditional_cfd_template_timewalk,60,680,-0.9243789003956504,1.1903680575482418,1.1586547700573044,0.0,0.0
traditional_cfd_template_timewalk,62,680,-0.4540531121830296,0.8573522598309575,0.8008642385244986,0.0,0.0
traditional_cfd_template_timewalk,64,680,0.7999244052908625,0.21982514050192933,0.36263821504985944,0.0,0.0
traditional_cfd_template_timewalk,65,615,0.15993679131046726,0.9799871051891521,0.8653148731087973,0.0,0.0
waveform_transformer,42,627,1.81918596699974,6.425421541340813,6.813541764962388,0.4019138755980861,0.14513556618819776
waveform_transformer,50,650,-3.1654297439122026,10.149338209239087,9.778971365090346,0.48923076923076925,0.3046153846153846
waveform_transformer,57,640,-1.4621528940051611,7.117211639815494,7.050272960604328,0.4859375,0.165625
waveform_transformer,58,624,-4.800489528743716,6.699623577522324,6.7578322053931075,0.6105769230769231,0.2532051282051282
waveform_transformer,60,680,0.2858364803370357,5.780064663023298,6.1077640499668036,0.40588235294117647,0.07647058823529412
waveform_transformer,62,680,0.7653865015126975,5.122229502340206,6.056869997547018,0.3352941176470588,0.052941176470588235
waveform_transformer,64,680,0.24801578618657327,5.955008102324687,5.522803009665973,0.4102941176470588,0.05588235294117647
waveform_transformer,65,615,-0.4718624550015136,6.3520472360880635,6.186907559027083,0.4276422764227642,0.08780487804878048
