method,reference_method,delta_bias_ns,delta_bias_ns_ci_low,delta_bias_ns_ci_high,delta_sigma68_ns,delta_sigma68_ns_ci_low,delta_sigma68_ns_ci_high,delta_rms_ns,delta_rms_ns_ci_low,delta_rms_ns_ci_high,delta_tail_fraction_abs_gt_5ns,delta_tail_fraction_abs_gt_5ns_ci_low,delta_tail_fraction_abs_gt_5ns_ci_high,delta_tail_fraction_abs_gt_10ns,delta_tail_fraction_abs_gt_10ns_ci_low,delta_tail_fraction_abs_gt_10ns_ci_high
gradient_boosted_trees,traditional_cfd_template_timewalk,-0.47019256975113066,-2.128919264439694,0.6062823312536624,2.483846337865887,1.8407726623997305,3.334756105262036,3.545803588679372,2.3365974295667304,4.745465579459761,0.19207082371054657,0.12069285411365566,0.27519906778015146,0.045804464973056194,0.004046949925181096,0.10852583684355484
mlp,traditional_cfd_template_timewalk,-1.054320513217077,-2.4818127869421005,0.17383358286330772,2.738360434610657,2.1094182346638117,3.5891142403802347,3.6953028997967863,2.501956018459387,4.956209221712004,0.21381832178598922,0.13439425161034282,0.31844488379036867,0.05542725173210162,0.005258757303456924,0.13612061550249957
ridge,traditional_cfd_template_timewalk,-0.3897334440554445,-1.6223643720489922,0.8184979032866534,3.068244968129483,2.4377684737258734,4.0564093631429365,4.091822004216377,2.609359751319558,5.401977617098797,0.2388375673595073,0.14451764307036624,0.3315599413405936,0.05889145496535797,0.010712892218173908,0.1234661050069766
edge_attention_cnn_new,traditional_cfd_template_timewalk,-1.282972820973642,-2.613897780206009,-0.137950093742603,4.145470998923753,3.4480938600586555,5.379206212267952,6.469821608453351,5.323987563941599,7.395591044011378,0.36605080831408776,0.2901837496993785,0.44147149600014257,0.11431870669745958,0.07557811618725324,0.16492529238176698
1d_cnn,traditional_cfd_template_timewalk,-1.1858064501804955,-2.648795219111584,0.2407498472135062,4.423150393265979,3.5692879564932016,5.595758968646356,6.308355408254089,5.306384914764322,7.298640048958575,0.3595073133179369,0.2826593522498872,0.42962076540743804,0.11624326404926867,0.07412002905917706,0.17733478627671528
waveform_transformer,traditional_cfd_template_timewalk,-0.6327982129027259,-2.561963526088683,0.8185953712178323,5.567143463142259,4.871289508672971,6.569443858585339,6.29420763635563,5.229291426698343,7.373668087644438,0.44418783679753654,0.39838401120231404,0.5050082789175923,0.14107005388760585,0.087316430987171,0.2079436548478782
