method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,energy_bin,q1_low,1370,-1.714200299280285,6.205571277204111,9.696981261552988,0.44379562043795623,0.17226277372262774
edge_attention_cnn_new,energy_bin,q1_low,1370,-2.0223620460405183,6.7410536728263395,10.62232474657232,0.5051094890510949,0.2072992700729927
gradient_boosted_trees,energy_bin,q1_low,1370,-0.6387277487567782,3.693334693379811,4.889138912925092,0.19416058394160585,0.051824817518248176
mlp,energy_bin,q1_low,1370,-0.8654488800154403,3.5832670175218997,4.704773049445751,0.18905109489051095,0.05474452554744526
ridge,energy_bin,q1_low,1370,0.6364623700894931,4.221673956726132,5.428672227180049,0.23941605839416058,0.059124087591240874
traditional_cfd_template_timewalk,energy_bin,q1_low,1370,-0.33012360083492,1.075627141993217,1.0622085922392033,0.0,0.0
waveform_transformer,energy_bin,q1_low,1370,-0.7507458015789803,7.207845691983111,7.9319407435600535,0.5153284671532846,0.1678832116788321
1d_cnn,energy_bin,q2,1437,-1.3315358827970982,4.498560331164176,5.706005661632565,0.29436325678496866,0.07515657620041753
edge_attention_cnn_new,energy_bin,q2,1437,-1.7338469620880783,4.605950811580271,5.817815656275029,0.32080723729993044,0.07585247042449547
gradient_boosted_trees,energy_bin,q2,1437,-0.1837660184429739,3.326850966776731,4.407958176774936,0.1649269311064718,0.04801670146137787
mlp,energy_bin,q2,1437,-1.1154830882909281,3.729628451082583,4.691205601134324,0.19554627696590118,0.05775922059846903
ridge,energy_bin,q2,1437,-0.2862079739689012,3.7637158921195364,4.828432315586348,0.2150313152400835,0.059846903270702856
traditional_cfd_template_timewalk,energy_bin,q2,1437,0.06399159071794003,0.8465524026874338,0.8969823551707835,0.0,0.0
waveform_transformer,energy_bin,q2,1437,0.6264775446935769,6.142764899362547,6.6787814625731725,0.42379958246346555,0.10925539318023661
1d_cnn,energy_bin,q3,1361,0.2509294736752281,4.848616707612639,5.935490151989046,0.29977957384276266,0.0852314474650992
edge_attention_cnn_new,energy_bin,q3,1361,-0.049857023554189084,4.6662147475793425,5.795562856480681,0.2909625275532697,0.07861866274797942
gradient_boosted_trees,energy_bin,q3,1361,-0.26678339109455385,3.4705984162403736,4.4162498234584895,0.19030124908155768,0.046289493019838354
mlp,energy_bin,q3,1361,-1.0597918793188938,3.7347894437316445,4.690587210747437,0.21969140337986776,0.06098457016899339
ridge,energy_bin,q3,1361,-0.8216702164394452,4.089416751859734,4.881220385983126,0.2630418809698751,0.060249816311535635
traditional_cfd_template_timewalk,energy_bin,q3,1361,0.10585605374120632,1.0151754948551075,0.9266939443847356,0.0,0.0
waveform_transformer,energy_bin,q3,1361,-0.28383508264870727,6.669979517152083,7.070677886151491,0.4327700220426157,0.14033798677443057
1d_cnn,energy_bin,q4_high,1028,-2.632478526089641,6.0173146706086165,6.706529770322816,0.4173151750972763,0.14007782101167315
edge_attention_cnn_new,energy_bin,q4_high,1028,-1.802925361379514,4.688070533185339,6.0595435838884875,0.3433852140077821,0.0914396887159533
gradient_boosted_trees,energy_bin,q4_high,1028,-0.809158454674458,3.3879312082666946,4.306108771476484,0.22957198443579765,0.03404669260700389
mlp,energy_bin,q4_high,1028,-1.2150276418125623,3.769184291955481,4.587076309917637,0.26459143968871596,0.04571984435797665
ridge,energy_bin,q4_high,1028,-1.0950454553205402,4.070200296649493,4.9558624891876155,0.23929961089494164,0.05544747081712062
traditional_cfd_template_timewalk,energy_bin,q4_high,1028,-0.35017165663497174,1.0516207185965594,1.0657487416892446,0.0,0.0
waveform_transformer,energy_bin,q4_high,1028,-2.4673403951839923,5.846641576373884,6.972623275857774,0.39299610894941633,0.1507782101167315
1d_cnn,pedestal_drift_bin,high,1702,-0.72046278188557,6.92088644835448,9.584743607657112,0.44300822561692127,0.18742655699177438
edge_attention_cnn_new,pedestal_drift_bin,high,1702,-0.9785068020697878,6.719502131014547,9.982986137935294,0.4482961222091657,0.18213866039952997
gradient_boosted_trees,pedestal_drift_bin,high,1702,-0.38014754695788466,3.6906753512372648,4.993635428751307,0.21327849588719153,0.05875440658049354
mlp,pedestal_drift_bin,high,1702,-0.37641108538521806,3.911828403109001,5.135180247887889,0.2256169212690952,0.0699177438307873
ridge,pedestal_drift_bin,high,1702,-0.3507500457791135,4.227903444808359,5.670575013998064,0.24853113983548766,0.07168037602820211
traditional_cfd_template_timewalk,pedestal_drift_bin,high,1702,-0.30164788167796175,1.0355985910676113,1.0427143502085086,0.0,0.0
waveform_transformer,pedestal_drift_bin,high,1702,-2.8427787590527966,6.9917859516686836,7.691114450419824,0.5070505287896592,0.1944770857814336
1d_cnn,pedestal_drift_bin,low,1687,-1.2517609018083267,4.8231559457773105,5.993179954597966,0.3260225251926497,0.08595139300533491
edge_attention_cnn_new,pedestal_drift_bin,low,1687,-1.4392621062408484,4.739162764053294,6.01723260522147,0.33372851215174865,0.08654416123295791
gradient_boosted_trees,pedestal_drift_bin,low,1687,-0.645773331879365,3.347621847921982,4.525249962782995,0.19324244220509781,0.04445761707172496
mlp,pedestal_drift_bin,low,1687,-1.5467002752358,3.525676601631283,4.571205450202123,0.21991701244813278,0.05690574985180794
ridge,pedestal_drift_bin,low,1687,-0.48361977632053055,4.12790213428102,4.959681286805556,0.24659158269116777,0.06164789567279194
traditional_cfd_template_timewalk,pedestal_drift_bin,low,1687,0.08862072215431738,0.9850445299303835,0.9576151607831651,0.0,0.0
waveform_transformer,pedestal_drift_bin,low,1687,0.12005991852459275,6.22601449631091,7.095785702898128,0.4101956135151156,0.11262596324836989
1d_cnn,pedestal_drift_bin,mid,1807,-1.3187216625080964,4.802509592714012,5.7326332870330825,0.3121195351411179,0.0774764803541782
edge_attention_cnn_new,pedestal_drift_bin,mid,1807,-1.400003704304254,4.502581695034131,5.655279523248982,0.3187603763143331,0.07636967349197565
gradient_boosted_trees,pedestal_drift_bin,mid,1807,-0.28003555053441787,3.338319304356389,4.038841174721972,0.1710016602102933,0.034864416159380185
mlp,pedestal_drift_bin,mid,1807,-1.3267321165326935,3.5780552925927287,4.265561607459073,0.19701162147205312,0.040398450470392915
ridge,pedestal_drift_bin,mid,1807,-0.371955131718293,3.993470396651926,4.556151208828327,0.22246817930271168,0.04427227448810182
traditional_cfd_template_timewalk,pedestal_drift_bin,mid,1807,0.03305808463221771,1.0112759411902785,0.9722114830700657,0.0,0.0
waveform_transformer,pedestal_drift_bin,mid,1807,0.44041547086457555,6.127169185690418,6.731142157002229,0.41671278361925845,0.11732152739346983
1d_cnn,pid_sideband,central,3572,-1.2474681531704999,4.909543047039245,6.005116731077229,0.32306830907054873,0.0851063829787234
edge_attention_cnn_new,pid_sideband,central,3572,-1.367813604914459,4.765389170015454,6.081854263931516,0.3348264277715566,0.08734602463605823
gradient_boosted_trees,pid_sideband,central,3572,-0.41351874819521006,3.3927237704437023,4.460534465069708,0.1858902575587906,0.047872340425531915
mlp,pid_sideband,central,3572,-1.1158540318230503,3.5753481411428627,4.5673231645447085,0.2032474804031355,0.055991041433370664
ridge,pid_sideband,central,3572,-0.1950070308280507,4.0734383358760455,4.929458561276374,0.2393617021276596,0.06019036954087346
traditional_cfd_template_timewalk,pid_sideband,central,3572,0.03288805007028539,0.9930982728725165,0.9656321080586687,0.0,0.0
waveform_transformer,pid_sideband,central,3572,0.31926542150485027,6.370130705680406,6.977867464223802,0.429451287793953,0.12961926091825307
1d_cnn,pid_sideband,high_duplicate,870,0.23419890396352017,8.982096924674378,11.835420601734757,0.5436781609195402,0.2632183908045977
edge_attention_cnn_new,pid_sideband,high_duplicate,870,-0.6541055811584044,8.701485019468043,12.442425484603671,0.5655172413793104,0.267816091954023
gradient_boosted_trees,pid_sideband,high_duplicate,870,-0.6070593032929583,3.9628093309675174,5.204433674169625,0.22873563218390805,0.05747126436781609
mlp,pid_sideband,high_duplicate,870,-0.5275377883575683,4.028633267735206,5.33475849115019,0.2367816091954023,0.06551724137931035
ridge,pid_sideband,high_duplicate,870,-0.8084096246243995,4.463188984509548,6.111404799671107,0.2747126436781609,0.07241379310344828
traditional_cfd_template_timewalk,pid_sideband,high_duplicate,870,-0.34492601092923003,1.0563162407117874,1.0652236507241744,0.0,0.0
waveform_transformer,pid_sideband,high_duplicate,870,-5.475028589806797,5.768073537703421,6.949012567251441,0.5712643678160919,0.23218390804597702
1d_cnn,pid_sideband,low_duplicate,754,-1.3608910542961885,4.994838977250453,5.944849110362147,0.3196286472148541,0.09416445623342175
edge_attention_cnn_new,pid_sideband,low_duplicate,754,-1.305431107614221,4.3211541083913,5.3961512089396395,0.2838196286472148,0.0649867374005305
gradient_boosted_trees,pid_sideband,low_duplicate,754,-0.4477680074306072,3.3525144710820687,4.001157561747707,0.17904509283819628,0.022546419098143235
mlp,pid_sideband,low_duplicate,754,-1.3619021054970915,3.84517845188682,4.329975177562971,0.23740053050397877,0.04111405835543767
ridge,pid_sideband,low_duplicate,754,-0.7525107833171631,3.621162627516279,4.39129310953811,0.19496021220159152,0.03713527851458886
traditional_cfd_template_timewalk,pid_sideband,low_duplicate,754,0.22395890614852476,1.0358869279883547,0.9818893353513705,0.0,0.0
waveform_transformer,pid_sideband,low_duplicate,754,0.5803498120188406,5.505996097307327,6.905768823858626,0.3673740053050398,0.09018567639257294
1d_cnn,pileup_separation_bin,close,1544,-1.736649198896048,5.1874671006812925,5.663329429408937,0.34974093264248707,0.06735751295336788
edge_attention_cnn_new,pileup_separation_bin,close,1544,-1.7394621245918822,4.899044020700977,5.3528751810986686,0.3283678756476684,0.06217616580310881
