ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
drop_tail_pulse_shape_features,24,3.4144746346351944,2.8522698549540983,4.198451927135739,0.1859122401847575,-0.020953471508659227
full_gradient_boosted_trees,33,3.4354281061438536,2.7473996290987452,4.235303313099053,0.1855273287143957,0.0
drop_pretrigger_features,27,3.756956270204282,3.0780167511490033,4.510014396588088,0.21016166281755197,0.32152816406042817
amplitude_cfd_only,5,4.088013684878713,3.3402266898351543,4.972349331101795,0.2390300230946882,0.6525855787348593
