group,C,validation_ap
low_2nA,0.1,0.9810364517929989
low_2nA,1.0,0.9819329093475399
low_2nA,10.0,0.9819525138705187
high_20nA,0.1,0.9673247667141658
high_20nA,1.0,0.9666348299411226
high_20nA,10.0,0.9662822303430167
