heldout_run,method,n_test_records,mean_bias_adc,mae_adc,downstream_timing_shift_tail_fraction,propensity_train_auc,propensity_train_records
39,traditional_beam_train_offset_control,8000,6.02439681346414,327.88933496133274,0.2846580406654344,,0
39,ml_inverse_propensity_quiet_offset,8000,-32.43261504579845,311.0829248550565,0.06386861313868614,0.8923081384722222,120000
39,ml_shuffled_domain_control,8000,-40.784572009739726,310.1599353015712,0.023722627737226276,,0
39,traditional_adaptive_pc_excluding_target,8000,-413.5957475,444.00003125,0.0948905109489051,,0
40,traditional_median3_no_proxy,8000,-42.31475,304.03925,0.0,,0
40,traditional_quiet_offset_stratified,8000,-39.942326636642434,307.3041539389265,0.02304964539007092,,0
40,traditional_beam_train_offset_control,8000,7.829278770970963,331.7982388553073,0.26666666666666666,,0
40,ml_inverse_propensity_quiet_offset,8000,-31.487889472907526,308.1902219017644,0.0673758865248227,0.8922852234722223,120000
40,ml_shuffled_domain_control,8000,-39.962402308512665,307.3335612429867,0.02304964539007092,,0
40,traditional_adaptive_pc_excluding_target,8000,-396.800520625,429.075536875,0.11347517730496454,,0
41,traditional_median3_no_proxy,8000,-44.682375,284.618625,0.0,,0
41,traditional_quiet_offset_stratified,8000,-42.36718843992434,288.06526704134734,0.014736842105263158,,0
41,traditional_beam_train_offset_control,8000,4.079472057300493,315.3335896231036,0.22008547008547008,,0
41,ml_inverse_propensity_quiet_offset,8000,-34.23769108761127,289.1202978646981,0.042105263157894736,0.8913929731944444,120000
41,ml_shuffled_domain_control,8000,-42.310157064852625,288.02576708571075,0.014736842105263158,,0
41,traditional_adaptive_pc_excluding_target,8000,-385.39563875000005,408.0572075,0.08823529411764706,,0
42,traditional_median3_no_proxy,8000,-34.30675,226.73525,0.0,,0
42,traditional_quiet_offset_stratified,8000,-32.17081248607856,230.39122567618045,0.03125,,0
42,traditional_beam_train_offset_control,8000,0.0852401440276617,276.72539329130717,0.30783582089552236,,0
42,ml_inverse_propensity_quiet_offset,8000,-23.80620680402346,231.986543624948,0.07918968692449356,0.8906892058333333,120000
42,ml_shuffled_domain_control,8000,-32.1558607098534,230.42693866472223,0.03125,,0
42,traditional_adaptive_pc_excluding_target,8000,-293.66128999999995,324.40268249999997,0.125,,0
44,traditional_median3_no_proxy,8000,-42.556375,292.357375,0.0,,0
44,traditional_quiet_offset_stratified,8000,-40.567818882091686,295.7844791116532,0.011589403973509934,,0
44,traditional_beam_train_offset_control,8000,7.825023958870395,328.61207670244704,0.2337228714524207,,0
44,ml_inverse_propensity_quiet_offset,8000,-32.44520445846675,296.3466869022426,0.04643449419568822,0.8926007905555556,120000
44,ml_shuffled_domain_control,8000,-40.52925968158117,295.78522998291845,0.011589403973509934,,0
44,traditional_adaptive_pc_excluding_target,8000,-405.88142750000003,437.7323525,0.09933774834437085,,0
45,traditional_median3_no_proxy,8000,-45.3075,322.829,0.0,,0
45,traditional_quiet_offset_stratified,8000,-42.7824926979484,326.5327146780155,0.029166666666666667,,0
45,traditional_beam_train_offset_control,8000,4.5561762727639,347.9556139207499,0.32978723404255317,,0
45,ml_inverse_propensity_quiet_offset,8000,-34.45020040294918,327.4214039401586,0.081419624217119,0.8909173761111112,120000
45,ml_shuffled_domain_control,8000,-42.76500444333588,326.5302750273368,0.029166666666666667,,0
45,traditional_adaptive_pc_excluding_target,8000,-425.8498831250001,459.105039375,0.15833333333333333,,0
46,traditional_median3_no_proxy,2748,-41.56004366812227,147.39701601164484,0.0,,0
46,traditional_quiet_offset_stratified,2748,-39.48949671491481,152.05728479025245,0.0,,0
46,traditional_beam_train_offset_control,2748,-33.74264400050008,209.54804759286034,0.14583333333333334,,0
46,ml_inverse_propensity_quiet_offset,2748,-31.406860771935268,154.5247551451875,0.041666666666666664,0.8918010652777777,120000
46,ml_shuffled_domain_control,2748,-39.525588484079044,152.05623888053879,0.0,,0
46,traditional_adaptive_pc_excluding_target,2748,-178.80025655021834,194.12653748180497,0.0,,0
47,traditional_median3_no_proxy,8000,-40.8005,147.72,0.0,,0
47,traditional_quiet_offset_stratified,8000,-38.62479372242231,152.80970043546287,0.029850746268656716,,0
47,traditional_beam_train_offset_control,8000,-34.090618826552834,208.938229839369,0.32706766917293234,,0
47,ml_inverse_propensity_quiet_offset,8000,-30.546392795566245,155.05421158035446,0.05223880597014925,0.8910726793055557,120000
47,ml_shuffled_domain_control,8000,-38.653557701783505,152.78935144319084,0.029850746268656716,,0
47,traditional_adaptive_pc_excluding_target,8000,-187.97161875,203.81851375000002,0.08955223880597014,,0
48,traditional_median3_no_proxy,8000,-36.77,295.9835,0.0,,0
48,traditional_quiet_offset_stratified,8000,-34.77187849400959,298.9306231162321,0.017045454545454544,,0
48,traditional_beam_train_offset_control,8000,13.991941892699217,314.03172158423996,0.30057803468208094,,0
48,ml_inverse_propensity_quiet_offset,8000,-26.852145377333,299.52999279580484,0.05113636363636364,0.8923015138888889,120000
48,ml_shuffled_domain_control,8000,-34.732491430662904,298.86411980475265,0.017045454545454544,,0
48,traditional_adaptive_pc_excluding_target,8000,-384.96434750000003,414.7254425,0.09848484848484848,,0
49,traditional_median3_no_proxy,8000,-45.874375,316.257375,0.0,,0
49,traditional_quiet_offset_stratified,8000,-43.51989043781732,319.72040461475893,0.01870748299319728,,0
49,traditional_beam_train_offset_control,8000,7.974318509021094,330.98067014915824,0.2913793103448276,,0
49,ml_inverse_propensity_quiet_offset,8000,-34.85486202507149,320.2749506182744,0.06972789115646258,0.8921399318055556,120000
49,ml_shuffled_domain_control,8000,-43.48179734335866,319.6629912844417,0.02040816326530612,,0
49,traditional_adaptive_pc_excluding_target,8000,-408.887010625,437.8552881250001,0.11564625850340136,,0
50,traditional_median3_no_proxy,8000,-28.327125,106.187875,0.0,,0
50,traditional_quiet_offset_stratified,8000,-26.357260012020294,111.56917667066952,0.014925373134328358,,0
50,traditional_beam_train_offset_control,8000,-24.580757150142034,188.8006358983948,0.20075757575757575,,0
50,ml_inverse_propensity_quiet_offset,8000,-17.983793836532445,114.25282306735015,0.018726591760299626,0.8918368183333333,120000
50,ml_shuffled_domain_control,8000,-26.494955479703783,111.79487152840075,0.014925373134328358,,0
50,traditional_adaptive_pc_excluding_target,8000,-110.80484062500001,129.481575625,0.11940298507462686,,0
51,traditional_median3_no_proxy,8000,-35.314375,130.506375,0.0,,0
51,traditional_quiet_offset_stratified,8000,-33.14506801135467,135.4925594280061,0.011904761904761904,,0
51,traditional_beam_train_offset_control,8000,-25.46436750969053,208.18890312807693,0.20080321285140562,,0
51,ml_inverse_propensity_quiet_offset,8000,-25.430705598249627,137.6024832203382,0.03571428571428571,0.8913452452777777,120000
51,ml_shuffled_domain_control,8000,-33.07063138892782,135.30041467780154,0.011904761904761904,,0
51,traditional_adaptive_pc_excluding_target,8000,-141.49753875000002,159.77788499999997,0.05555555555555555,,0
52,traditional_median3_no_proxy,8000,-30.048,125.302,0.0,,0
52,traditional_quiet_offset_stratified,8000,-27.92492275623056,130.24914062572626,0.017605633802816902,,0
52,traditional_beam_train_offset_control,8000,-18.83892385697711,210.31313947416314,0.2589928057553957,,0
52,ml_inverse_propensity_quiet_offset,8000,-19.134296314258922,132.90701788230217,0.07042253521126761,0.8919738306944444,120000
52,ml_shuffled_domain_control,8000,-27.874064427633495,130.24773230024817,0.017605633802816902,,0
52,traditional_adaptive_pc_excluding_target,8000,-160.62873,184.8295075,0.09859154929577464,,0
53,traditional_median3_no_proxy,8000,-16.724625,75.974875,0.0,,0
53,traditional_quiet_offset_stratified,8000,-15.969632913622075,79.79251958542358,0.011363636363636364,,0
53,traditional_beam_train_offset_control,8000,-3.8627917053451895,146.0040156675881,0.2260536398467433,,0
53,ml_inverse_propensity_quiet_offset,8000,-8.742338949775087,81.46882274585948,0.041666666666666664,0.8921274197222223,120000
53,ml_shuffled_domain_control,8000,-16.013179584033615,79.81740001586277,0.011363636363636364,,0
53,traditional_adaptive_pc_excluding_target,8000,-86.301545,107.031465,0.11363636363636363,,0
54,traditional_median3_no_proxy,8000,-19.39325,65.41775,0.0,,0
54,traditional_quiet_offset_stratified,8000,-18.493028441737053,69.46191932743872,0.015873015873015872,,0
54,traditional_beam_train_offset_control,8000,-7.518264267882107,141.01529215979414,0.24193548387096775,,0
54,ml_inverse_propensity_quiet_offset,8000,-11.732508129891507,70.75132469137282,0.05952380952380952,0.893855115138889,120000
54,ml_shuffled_domain_control,8000,-18.532442846370003,69.51142240884394,0.015873015873015872,,0
54,traditional_adaptive_pc_excluding_target,8000,-95.026573125,109.577765625,0.1111111111111111,,0
55,traditional_median3_no_proxy,8000,-33.95275,123.49525,0.0,,0
55,traditional_quiet_offset_stratified,8000,-32.03661841622047,128.04215168720356,0.01,,0
55,traditional_beam_train_offset_control,8000,-20.16819682763866,209.32638332135272,0.11073825503355705,,0
55,ml_inverse_propensity_quiet_offset,8000,-23.995040853857073,130.3254658668335,0.03,0.8929090823611111,120000
55,ml_shuffled_domain_control,8000,-31.92928856108853,127.90446312882793,0.01,,0
55,traditional_adaptive_pc_excluding_target,8000,-165.066749375,182.758825625,0.05333333333333334,,0
56,traditional_median3_no_proxy,8000,-28.454125,109.322375,0.0,,0
56,traditional_quiet_offset_stratified,8000,-26.19301697974414,114.54818230170612,0.03879310344827586,,0
56,traditional_beam_train_offset_control,8000,-26.39575714282497,198.81141865553084,0.24017467248908297,,0
56,ml_inverse_propensity_quiet_offset,8000,-17.20406845080079,117.71812366631211,0.08620689655172414,0.8911489556944443,120000
56,ml_shuffled_domain_control,8000,-26.266788510509556,114.62682093013599,0.03879310344827586,,0
56,traditional_adaptive_pc_excluding_target,8000,-125.22263062500001,147.687335625,0.12931034482758622,,0
57,traditional_median3_no_proxy,8000,-41.572375,319.111375,0.0,,0
57,traditional_quiet_offset_stratified,8000,-39.24616431408581,322.24595582185304,0.014423076923076924,,0
57,traditional_beam_train_offset_control,8000,9.658443247814295,342.8671513062554,0.27903225806451615,,0
57,ml_inverse_propensity_quiet_offset,8000,-31.29755679046946,322.9979440970863,0.060897435897435896,0.8927873658333332,120000
57,ml_shuffled_domain_control,8000,-39.242970597311505,322.3065254005466,0.014423076923076924,,0
57,traditional_adaptive_pc_excluding_target,8000,-406.687155625,439.647505625,0.10096153846153846,,0
58,traditional_median3_no_proxy,8000,-4.149125,60.219375,0.0,,0
58,traditional_quiet_offset_stratified,8000,-4.302553554447831,60.384084974250996,0.013761467889908258,,0
58,traditional_beam_train_offset_control,8000,30.762927939574467,79.5651018158882,0.2737819025522042,,0
58,ml_inverse_propensity_quiet_offset,8000,-1.8948281094897683,60.15872849165258,0.0481651376146789,0.8941492025,120000
58,ml_shuffled_domain_control,8000,-4.265941373514404,60.36677049875025,0.013761467889908258,,0
58,traditional_adaptive_pc_excluding_target,8000,-65.47226875,79.1004125,0.15825688073394495,,0
59,traditional_median3_no_proxy,8000,-43.957375,337.975375,0.0,,0
59,traditional_quiet_offset_stratified,8000,-40.30388677833264,341.5877345448587,0.04397448808324941,,0
59,traditional_beam_train_offset_control,8000,25.16972605528617,278.71388465719156,0.31402439024390244,,0
59,ml_inverse_propensity_quiet_offset,8000,-34.454939741150625,339.2960605766017,0.06680093991272239,0.8951424469444443,120000
59,ml_shuffled_domain_control,8000,-40.30870071417993,341.6337089788709,0.04397448808324941,,0
59,traditional_adaptive_pc_excluding_target,8000,-282.917020625,319.306424375,0.1365771812080537,,0
60,traditional_median3_no_proxy,8000,-49.448125,317.432125,0.0,,0
60,traditional_quiet_offset_stratified,8000,-46.28251669752397,318.96277266195284,0.022482014388489208,,0
60,traditional_beam_train_offset_control,8000,12.392644487602,257.82580032658115,0.29427792915531337,,0
60,ml_inverse_propensity_quiet_offset,8000,-40.36556540818216,317.1124798881408,0.06596701649175413,0.8957200593055554,120000
60,ml_shuffled_domain_control,8000,-46.24344637908242,318.97170309918823,0.022482014388489208,,0
60,traditional_adaptive_pc_excluding_target,8000,-260.700268125,283.813758125,0.14388489208633093,,0
61,traditional_median3_no_proxy,8000,-48.726,312.79925,0.0,,0
61,traditional_quiet_offset_stratified,8000,-45.86960206513814,314.4621341109788,0.023332336224947653,,0
61,traditional_beam_train_offset_control,8000,18.235468629445858,256.0796118671974,0.29425981873111784,,0
61,ml_inverse_propensity_quiet_offset,8000,-40.58949334787039,312.06719072707125,0.0696978761591385,0.8963163191666665,120000
61,ml_shuffled_domain_control,8000,-45.888492192653054,314.4886181985777,0.023332336224947653,,0
61,traditional_adaptive_pc_excluding_target,8000,-252.63653062499998,276.650813125,0.14264354066985646,,0
62,traditional_median3_no_proxy,8000,-43.023625,302.680125,0.0,,0
62,traditional_quiet_offset_stratified,8000,-40.46191665828004,304.74355574580943,0.02217223650385604,,0
62,traditional_beam_train_offset_control,8000,19.69377798361412,240.5463864455416,0.2717567130378518,,0
62,ml_inverse_propensity_quiet_offset,8000,-34.918945669921506,302.5645410156836,0.06651670951156813,0.8962036277777778,120000
62,ml_shuffled_domain_control,8000,-40.479825049198524,304.81175717380887,0.02217223650385604,,0
62,traditional_adaptive_pc_excluding_target,8000,-246.851176875,273.294186875,0.12146529562982006,,0
63,traditional_median3_no_proxy,8000,-40.260375,294.080875,0.0,,0
63,traditional_quiet_offset_stratified,8000,-38.295037499321104,295.8648440248454,0.021763392857142856,,0
63,traditional_beam_train_offset_control,8000,24.642050134053186,246.70236530426428,0.30539932508436446,,0
63,ml_inverse_propensity_quiet_offset,8000,-32.3269238287809,294.3553034147256,0.078125,0.8937899524999999,120000
63,ml_shuffled_domain_control,8000,-38.3592082649987,295.915351260362,0.020647321428571428,,0
63,traditional_adaptive_pc_excluding_target,8000,-254.41139375,287.90134125,0.13337053571428573,,0
64,traditional_median3_no_proxy,8000,-37.17225,292.0775,0.0,,0
64,traditional_quiet_offset_stratified,8000,-35.10442088741082,294.2868361904609,0.027559055118110236,,0
64,traditional_beam_train_offset_control,8000,24.465428493580482,244.05199706211593,0.29966777408637874,,0
64,ml_inverse_propensity_quiet_offset,8000,-29.53971260322926,292.72004295331135,0.08005249343832022,0.8933993663888888,120000
64,ml_shuffled_domain_control,8000,-35.13051050978916,294.31492250641844,0.02690288713910761,,0
64,traditional_adaptive_pc_excluding_target,8000,-251.49905375,280.23516250000006,0.1463254593175853,,0
65,traditional_median3_no_proxy,8000,-31.262,238.889,0.0,,0
65,traditional_quiet_offset_stratified,8000,-30.104359400068613,240.68870344665567,0.015402843601895734,,0
65,traditional_beam_train_offset_control,8000,21.529950181502542,209.41934761917585,0.25925925925925924,,0
65,ml_inverse_propensity_quiet_offset,8000,-25.30318955624281,239.4257424862822,0.06168446026097272,0.8939411145833335,120000
65,ml_shuffled_domain_control,8000,-30.14528710305337,240.7348438747183,0.015402843601895734,,0
65,traditional_adaptive_pc_excluding_target,8000,-182.94564125000002,210.44382875000002,0.0995260663507109,,0
