B4,B6,B8
2.594568447850383563e+02,2.703862245289010957e+02,2.748952204707121041e+02
2.703862245289010957e+02,2.881405565277681831e+02,2.874063375025412483e+02
2.748952204707121041e+02,2.874063375025412483e+02,2.953938681198508789e+02
