method,metric,value_ns,ci_low_ns,ci_high_ns
gradient_boosted_trees,control_macro_mean_robust_width_ns,1.649243036262496,1.0303015822504167,2.7687143385785586
mlp_waveform,control_macro_mean_robust_width_ns,2.8688811542825183,1.4652629697893298,3.628381857138885
antisymmetric_shared_cnn,control_macro_mean_robust_width_ns,4.687085235894519,3.345849864345828,6.8283692933494455
ridge_shape_waveform,control_macro_mean_robust_width_ns,4.688638514762944,2.2606192201264848,14.050639781880525
cnn1d_waveform,control_macro_mean_robust_width_ns,9.210538779864482,3.08308500944167,12.127454266530618
traditional_cfd20_poly,control_macro_mean_robust_width_ns,18.30694873104182,10.557631486512104,25.017495853727016
