pair,method,n_pairs,median_ns,robust_width_ns,full_rms_ns,within_abs_2ns,tail_fraction_abs_gt_5ns,core_sigma_ns,core_sigma_err_ns,core_mean_ns,chi2_ndf,fit_window_ns,run_ci_low_ns,run_ci_high_ns,fit_error
control_A1_adjacent,gradient_boosted_trees,22,0.18247751791928923,2.211226812461963,3.317225236996584,0.5909090909090909,0.18181818181818182,4.472543095164389,12.089350453381483,-0.08698578671392762,0.20263566024032148,2.5,1.426006097556875,4.230044926422356,
control_A1_adjacent,mlp_waveform,22,-0.9749884988991082,2.6821123989026647,3.6675483026946565,0.5454545454545454,0.09090909090909091,2.8770024543365715,3.939734260268337,-0.34614525184550615,0.1792324612014464,2.5,1.1788292289883509,4.188357057272949,
control_A1_adjacent,antisymmetric_shared_cnn,22,0.3372479592767803,5.9329311901974915,6.605462634481442,0.2727272727272727,0.5454545454545454,42360.08407391386,inf,0.004615411535693456,3.2678378840422956e-19,2.5,3.755065129796708,9.471027107609245,
control_A1_adjacent,cnn1d_waveform,22,0.7167282952328478,7.685767747383438,8.16486670516157,0.45454545454545453,0.5,3.7397073714346813,19.312698190791057,-0.8210405572654114,0.1218260602223298,2.5,2.9195599592953947,9.113275401915647,
control_A1_adjacent,ridge_shape_waveform,22,-1.8773434881668347,7.691569832044604,16.89352223762936,0.3181818181818182,0.2727272727272727,40100.47177354173,inf,0.0005717603936499218,5.312183304689441e-19,2.5,3.1507266550822193,21.792152070939892,
control_A1_adjacent,traditional_cfd20_poly,22,-10.691179391672879,15.78485814153944,20.268584242342325,0.13636363636363635,0.5909090909090909,26527.450005954375,inf,7.462365565251749e-05,2.1869437866753038e-18,2.5,9.019020757957318,20.20214740896179,
control_A3_adjacent,gradient_boosted_trees,10,0.8756964684413884,1.0872592600630289,1.1701362425170005,0.9,0.0,105.50190934221555,303619.2375709527,-489.9574060366619,0.12726544087392708,2.5,0.16977800587449385,1.8434378389910862,
control_A3_adjacent,ridge_shape_waveform,10,-0.1683235450553795,1.6857071974812854,1.9058701502273678,0.7,0.0,32414.187436114153,inf,0.06488467199839973,7.571287004897969e-19,2.5,0.8818815961587924,2.552788923757255,
control_A3_adjacent,mlp_waveform,10,1.3044899935577288,3.055649909662372,2.754621071727244,0.5,0.0,38748.31631941628,inf,0.023725522610167617,3.850825517979353e-19,2.5,0.95598542623889,4.114632415679164,
control_A3_adjacent,antisymmetric_shared_cnn,10,-1.5629658391471128,3.4412392815915465,4.824330426238541,0.4,0.2,40470.42571012335,inf,0.02920991909766301,6.255038035502533e-19,2.5,1.2203802594251743,6.227502570184635,
control_A3_adjacent,cnn1d_waveform,10,4.605142800334654,10.735309812345525,13.16563113683632,0.5,0.4,46006.7098509919,inf,-0.012078172655632958,6.11094819310893e-19,2.5,0.7555726541048876,16.353632497776626,
control_A3_adjacent,traditional_cfd20_poly,10,-2.3774730241366235,20.829039320544204,23.26610394674435,0.2,0.8,,,,,2.5,8.360400307599512,32.897339771451165,The number of func parameters=3 must not exceed the number of data points=2
