method,n,positives,roc_auc,auc_ci_low,auc_ci_high,average_precision,role,family
ML_gradient_boosted_trees,11845,5048,0.9999969980696714,0.9999940678791548,0.9999995346627927,0.9999959576748872,ml_panel,
ML_mlp,11845,5048,0.9997481001569865,0.9995927606710531,0.9998770176981272,0.9996687816640053,ml_panel,
ML_ridge_classifier,11845,5048,0.989151752416175,0.9822774050915508,0.9941851140552906,0.9882789697598389,ml_panel,
traditional_scalar__event_selected_stave_multiplicity,11845,5048,0.8464738510301109,0.8307624060751626,0.8619314210328304,0.8238046037064861,traditional_scalar,pileup_event_context
NN_transformer_sequence_encoder_new,11845,5048,0.8379892301231993,0.775055793326461,0.8951352112106199,0.8235851495682643,ml_panel,
NN_1d_cnn,11845,5048,0.835638762393309,0.7774924363577346,0.8900514928306095,0.8092013956454286,ml_panel,
